year;month;day;hour;minute;temp_air;relative_humidity;atmospheric_pressure;ghi;dni;dhi;wind_direction;wind_speed;precipitable_water
1999;4;7;20;0;12.8;38;82400;0;0;0;130;8.2;69
1999;4;7;21;0;11.7;41;82200;0;0;0;160;12.9;69
1999;4;7;22;0;10;47;82000;0;0;0;160;9.8;69
1999;4;7;23;0;8.3;53;81900;0;0;0;200;5.2;69
1999;4;7;24;0;8.9;51;81700;0;0;0;210;4.1;69
1999;4;8;1;0;12;34;81700;0;0;0;240;7.7;69
1999;4;8;2;0;8.3;46;81500;0;0;0;220;4.6;69
1999;4;8;3;0;8.3;48;81400;0;0;0;260;5.7;69
1999;4;8;4;0;7.2;33;81500;0;0;0;290;13.9;69
1999;4;8;5;0;7.2;27;81500;0;0;0;280;12.9;69
1999;4;8;6;0;6.7;26;81600;0;0;0;280;11.3;69
1999;4;8;7;0;7.2;26;81700;140;182;108;280;9.8;69
1999;4;8;8;0;8.3;24;81800;87;0;87;300;15.5;69
1999;4;8;9;0;10;22;82000;464;399;248;280;16;69
1999;4;8;10;0;13.3;18;82200;706;783;171;300;15.5;69
1999;4;8;11;0;15.6;18;82100;843;911;129;300;12.9;69
1999;4;8;12;0;16.1;16;82600;917;956;118;330;10.8;69
1999;4;8;13;0;17.2;15;82700;894;941;107;320;9.3;69
1999;4;8;14;0;17.8;15;82900;830;926;102;300;10.8;69
1999;4;8;15;0;16.7;17;82900;713;903;93;300;7.7;69
1999;4;8;16;0;16.1;17;83000;528;760;113;350;4.1;69
1999;4;8;17;0;15.6;18;82700;334;686;77;330;5.2;69
1999;4;8;18;0;14.4;19;83100;142;530;45;350;4.6;60
1999;4;8;19;0;9.4;29;82900;0;0;0;40;4.6;60
1999;4;8;20;0;5.6;67;82800;0;0;0;80;3.1;60
1999;4;8;21;0;2.8;78;82700;0;0;0;120;3.1;60
1999;4;8;22;0;1.7;84;82500;0;0;0;150;4.1;60
1999;4;8;23;0;1.7;84;82800;0;0;0;160;4.6;60
1999;4;8;24;0;1.7;81;82500;0;0;0;170;5.2;60
1999;4;9;1;0;1.1;84;82400;0;0;0;170;5.2;60
1999;4;9;2;0;-1.7;83;82200;0;0;0;160;3.1;60
1999;4;9;3;0;0.6;83;82200;0;0;0;160;6.2;60
1999;4;9;4;0;0;79;82200;0;0;0;170;4.6;60
1999;4;9;5;0;1.7;77;82500;0;0;0;170;6.2;60
1999;4;9;6;0;1.1;80;82100;0;0;0;140;6.2;60
1999;4;9;7;0;5.6;67;82300;167;476;80;150;8.2;60
1999;4;9;8;0;9.4;49;82500;368;771;79;180;11.3;60
1999;4;9;9;0;12.2;41;82500;570;865;96;170;11.8;50
1999;4;9;10;0;13.9;32;82400;738;922;103;140;11.8;50
1999;4;9;11;0;15.6;26;81800;843;941;101;140;12.9;50
1999;4;9;12;0;16.7;17;82100;923;920;151;160;14.9;50
1999;4;9;13;0;15.6;15;82000;858;713;259;180;12.4;50
1999;4;9;14;0;15.6;18;82000;409;161;282;220;9.3;50
1999;4;9;15;0;15;16;81800;639;582;237;250;7.2;50
1999;4;9;16;0;12.2;21;81800;529;707;140;310;10.8;50
1999;4;9;17;0;11.1;19;81500;360;594;136;290;10.3;50
1999;4;9;18;0;8.9;23;81800;55;0;55;270;12.4;50
1999;4;9;19;0;6.7;25;81800;0;0;0;280;8.2;50
1999;4;9;20;0;5.6;30;81800;0;0;0;310;7.2;50
1999;4;9;21;0;1.7;77;81700;0;0;0;340;2.1;50
1999;4;9;22;0;3.3;49;81700;0;0;0;0;0;50
1999;4;9;23;0;4.4;28;81900;0;0;0;260;7.2;50
1999;4;9;24;0;3.3;29;81700;0;0;0;270;8.8;50
1999;4;10;1;0;3.3;24;81700;0;0;0;270;8.8;50
1999;4;10;2;0;3.3;19;81700;0;0;0;270;10.8;40
1999;4;10;3;0;2.8;21;81700;0;0;0;280;16;40
1999;4;10;4;0;2.8;21;81800;0;0;0;270;11.3;40
1999;4;10;5;0;2.8;21;82000;0;0;0;270;11.3;40
1999;4;10;6;0;2.2;22;82100;0;0;0;270;8.8;40
1999;4;10;7;0;4.4;20;82100;174;508;78;270;9.8;40
1999;4;10;8;0;5;20;82300;381;662;129;270;9.8;40
1999;4;10;9;0;6.7;20;82500;450;331;267;270;9.8;40
1999;4;10;10;0;8.3;16;82600;687;734;178;290;8.8;40
1999;4;10;11;0;8.9;16;82600;787;718;218;300;11.3;40
1999;4;10;12;0;10.6;14;82800;923;914;152;310;10.8;40
1999;4;10;13;0;10.6;15;82900;906;947;107;320;12.9;40
1999;4;10;14;0;11.1;15;83000;853;956;96;320;8.2;40
1999;4;10;15;0;10.6;16;83000;730;785;187;340;9.8;40
1999;4;10;16;0;10.6;17;83100;292;88;243;360;8.8;40
1999;4;10;17;0;9.4;18;82900;361;594;134;10;11.3;40
1999;4;10;18;0;7.8;19;83100;149;565;41;10;9.8;40
1999;4;10;19;0;4.4;28;83100;0;0;0;10;6.2;40
1999;4;10;20;0;2.2;33;83100;0;0;0;20;5.7;40
1999;4;10;21;0;0.6;37;83100;0;0;0;0;0;40
1999;4;10;22;0;-1.7;42;83000;0;0;0;150;3.6;40
1999;4;10;23;0;-3.9;51;83400;0;0;0;150;4.1;40
1999;4;10;24;0;-2.2;48;83100;0;0;0;170;5.2;40
1999;4;11;1;0;-4.4;56;83000;0;0;0;150;3.6;40
1999;4;11;2;0;-4.4;53;83000;0;0;0;180;3.1;40
1999;4;11;3;0;-7.2;61;82900;0;0;0;160;3.6;40
1999;4;11;4;0;-7.8;78;82900;0;0;0;150;3.6;40
1999;4;11;5;0;-8.3;78;83600;0;0;0;150;3.1;40
1999;4;11;6;0;-6.7;75;83100;0;81;0;150;4.1;50
1999;4;11;7;0;0;57;83500;171;504;74;130;4.6;50
1999;4;11;8;0;3.9;43;83800;358;693;92;110;5.2;50
1999;4;11;9;0;6.1;33;83900;549;717;150;100;4.6;50
1999;4;11;10;0;8.3;30;84000;750;880;137;120;5.2;50
1999;4;11;11;0;10.6;27;83700;867;971;94;130;6.2;50
1999;4;11;12;0;12.2;24;84100;947;980;117;100;6.2;50
1999;4;11;13;0;13.3;21;84100;930;977;103;60;3.1;50
1999;4;11;14;0;15.6;15;84100;853;824;198;130;4.6;50
1999;4;11;15;0;15;14;84000;571;369;314;160;6.2;60
1999;4;11;16;0;15.6;15;84000;568;742;155;150;6.7;60
1999;4;11;17;0;13.9;17;83400;361;756;71;150;7.2;60
1999;4;11;18;0;11.7;23;84000;154;577;42;150;6.2;60
1999;4;11;19;0;7.8;30;83700;0;0;0;150;4.6;60
1999;4;11;20;0;8.3;32;83800;0;0;0;130;5.7;60
1999;4;11;21;0;6.1;39;83700;0;0;0;120;6.2;60
1999;4;11;22;0;7.2;36;83700;0;0;0;150;6.2;60
1999;4;11;23;0;1.7;48;83700;0;0;0;150;4.6;60
1999;4;11;24;0;0.6;54;83300;0;0;0;160;4.6;69
1999;4;12;1;0;-0.6;57;83200;0;0;0;160;3.6;69
1999;4;12;2;0;2.8;46;83300;0;0;0;210;5.2;69
1999;4;12;3;0;2.8;49;83300;0;0;0;220;5.7;69
1999;4;12;4;0;1.1;55;83300;0;0;0;240;5.2;69
1999;4;12;5;0;1.1;55;83600;0;0;0;250;4.6;69
1999;4;12;6;0;0.6;60;83400;1;102;0;240;3.6;69
1999;4;12;7;0;5;51;83700;178;564;66;250;4.6;69
1999;4;12;8;0;7.8;40;83800;386;787;80;280;3.1;69
1999;4;12;9;0;10;34;83900;581;876;90;320;2.1;69
1999;4;12;10;0;12.2;30;83900;730;886;110;0;0;69
1999;4;12;11;0;15.6;25;83600;861;917;128;30;1.5;80
1999;4;12;12;0;18.3;20;84100;947;932;155;50;4.1;80
1999;4;12;13;0;20;17;84100;918;959;103;60;6.2;80
1999;4;12;14;0;20.6;17;84000;871;968;99;70;6.7;80
1999;4;12;15;0;20.6;15;83900;753;838;168;70;8.2;80
1999;4;12;16;0;19.4;17;83800;391;265;243;70;8.8;80
1999;4;12;17;0;18.9;19;83200;191;75;162;50;9.3;80
1999;4;12;18;0;16.7;22;83700;155;375;81;50;7.2;80
1999;4;12;19;0;13.3;25;83500;0;0;0;40;5.7;80
1999;4;12;20;0;12.8;25;83500;0;0;0;50;7.2;80
1999;4;12;21;0;10.6;33;83500;0;0;0;10;5.2;80
1999;4;12;22;0;8.9;45;83400;0;0;0;30;5.7;80
1999;4;12;23;0;6.7;57;83300;0;0;0;10;3.6;80
1999;4;12;24;0;6.7;57;83200;0;0;0;300;4.6;80
1999;4;13;1;0;5;58;83100;0;0;0;300;4.1;80
1999;4;13;2;0;6.1;59;83100;0;0;0;300;4.6;80
1999;4;13;3;0;3.9;66;83000;0;0;0;280;3.6;89
1999;4;13;4;0;3.3;66;82900;0;0;0;280;3.1;89
1999;4;13;5;0;3.9;66;83200;0;0;0;260;3.6;89
1999;4;13;6;0;3.9;66;83000;2;108;1;250;4.6;89
1999;4;13;7;0;7.2;55;83200;185;540;75;270;3.6;89
1999;4;13;8;0;10.6;44;83300;385;736;95;320;5.7;89
1999;4;13;9;0;12.2;43;83400;561;772;125;340;6.2;89
1999;4;13;10;0;15;44;83500;717;710;218;320;7.2;100
1999;4;13;11;0;16.7;42;83100;334;66;281;10;7.7;100
1999;4;13;12;0;17.8;34;83500;607;246;396;20;9.3;100
1999;4;13;13;0;18.3;41;83500;798;563;318;40;8.8;100
1999;4;13;14;0;15.6;47;83300;544;221;367;20;5.7;100
1999;4;13;15;0;12.2;77;83100;274;30;253;40;4.6;100
1999;4;13;16;0;13.9;69;83200;99;0;99;50;3.1;110
1999;4;13;17;0;15.6;55;82800;160;69;133;50;5.7;110
1999;4;13;18;0;13.9;55;83200;160;381;84;50;4.6;110
1999;4;13;19;0;10;83;83000;2;112;2;120;5.2;110
1999;4;13;20;0;7.2;90;82900;0;0;0;150;3.6;110
1999;4;13;21;0;9.4;86;83000;0;0;0;250;4.1;120
1999;4;13;22;0;8.3;83;83000;0;0;0;310;6.7;120
1999;4;13;23;0;7.8;93;82900;0;0;0;270;6.2;120
1999;4;13;24;0;7.2;90;82900;0;0;0;10;6.2;120
1999;4;14;1;0;7.2;97;82800;0;0;0;260;3.6;120
1999;4;14;2;0;7.2;93;82900;0;0;0;330;6.7;120
1999;4;14;3;0;6.1;86;82900;0;0;0;340;8.2;129
1999;4;14;4;0;6;87;83000;0;0;0;340;9.3;129
1999;4;14;5;0;5;89;83100;0;0;0;340;10.3;129
1999;4;14;6;0;2.8;92;83000;3;77;2;360;8.8;129
1999;4;14;7;0;0.6;96;83100;192;349;119;360;11.3;120
1999;4;14;8;0;0;100;83300;163;38;148;360;9.8;120
1999;4;14;9;0;0;100;83400;119;0;119;360;10.3;120
1999;4;14;10;0;0;95;83500;121;0;121;10;10.3;120
1999;4;14;11;0;0;95;83800;210;6;206;10;8.2;110
1999;4;14;12;0;2;80;83600;315;12;305;20;11.8;110
1999;4;14;13;0;3.3;75;83700;566;192;402;10;11.3;110
1999;4;14;14;0;3.3;63;83700;228;12;218;360;10.3;110
1999;4;14;15;0;2.8;62;83700;440;161;327;10;8.2;100
1999;4;14;16;0;3.9;57;83700;188;6;184;30;7.7;100
1999;4;14;17;0;2.8;59;83800;166;23;157;20;7.2;100
1999;4;14;18;0;2.2;71;83700;43;0;43;20;5.7;89
1999;4;14;19;0;1.7;70;83800;1;0;1;20;6.2;89
1999;4;14;20;0;1.7;67;83900;0;0;0;20;5.7;89
1999;4;14;21;0;1.1;67;83900;0;0;0;20;6.2;89
1999;4;14;22;0;-0.6;83;83800;0;0;0;20;4.6;80
1999;4;14;23;0;-1.1;91;83900;0;0;0;360;3.1;80
1999;4;14;24;0;-1;92;83700;0;0;0;360;3.1;80
1999;4;15;1;0;-2.8;100;83700;0;0;0;50;5.2;69
1999;4;15;2;0;-2.8;96;83700;0;0;0;360;6.2;69
1999;4;15;3;0;-3.9;96;83700;0;0;0;20;10.8;69
1999;4;15;4;0;-4;100;83700;0;0;0;20;10.8;69
1999;4;15;5;0;-5.6;91;83700;0;0;0;20;4.6;60
1999;4;15;6;0;-4.4;71;83800;1;0;1;30;4.1;60
1999;4;15;7;0;-4.4;75;83800;54;0;54;20;3.6;60
1999;4;15;8;0;-3.3;59;83900;92;0;92;360;6.2;60
1999;4;15;9;0;-2.2;54;84000;296;43;272;310;6.2;60
1999;4;15;10;0;-1.1;49;84000;349;42;319;330;6.7;60
1999;4;15;11;0;0;37;84100;575;241;380;330;11.8;60
1999;4;15;12;0;1.1;31;84000;564;156;430;340;10.8;50
1999;4;15;13;0;1.7;34;84000;572;180;418;350;10.8;50
1999;4;15;14;0;1;36;83900;602;323;342;350;12.9;50
1999;4;15;15;0;1.7;38;83900;240;30;219;340;10.3;50
1999;4;15;16;0;1.7;32;83900;558;548;247;330;10.3;50
1999;4;15;17;0;1.1;32;83800;99;0;99;340;12.9;50
1999;4;15;18;0;0.6;33;83800;70;11;68;350;12.4;50
1999;4;15;19;0;-1.1;51;83800;4;121;2;350;8.2;40
1999;4;15;20;0;-1.1;54;83800;0;0;0;340;11.8;40
1999;4;15;21;0;-1.7;57;83800;0;0;0;340;8.8;40
1999;4;15;22;0;-3.3;75;83700;0;0;0;10;4.1;40
1999;4;15;23;0;-3.3;72;83900;0;0;0;340;4.1;40
1999;4;15;24;0;-2.8;65;83700;0;0;0;320;5.7;40
1999;4;16;1;0;-3.3;59;83600;0;0;0;310;5.7;40
1999;4;16;2;0;-2.8;51;83600;0;0;0;320;7.7;30
1999;4;16;3;0;-4.4;65;83500;0;0;0;300;4.6;30
1999;4;16;4;0;-4.4;56;83500;0;0;0;300;4.1;30
1999;4;16;5;0;-5;56;83800;0;0;0;280;3.1;30
1999;4;16;6;0;-5;53;83500;6;149;2;290;3.1;30
1999;4;16;7;0;-2.8;51;83600;196;572;72;210;3.6;30
1999;4;16;8;0;-0.6;42;83700;389;558;162;220;4.1;30
1999;4;16;9;0;0.6;33;83700;335;98;279;350;5.2;30
1999;4;16;10;0;1;36;83700;589;358;333;330;10.8;30
1999;4;16;11;0;1.7;36;83700;309;24;290;340;7.2;30
1999;4;16;12;0;-0.6;66;83600;212;0;212;220;7.7;30
1999;4;16;13;0;0.6;52;83600;244;0;244;230;4.6;40
1999;4;16;14;0;-1.7;83;83500;140;0;140;140;4.6;40
1999;4;16;15;0;-2.2;91;83600;126;0;126;30;7.7;40
1999;4;16;16;0;-2;92;83500;99;0;99;30;7.7;40
1999;4;16;17;0;-1.1;66;83700;99;0;99;10;4.6;40
1999;4;16;18;0;-1.1;68;83700;35;0;35;350;11.8;40
1999;4;16;19;0;-2.2;65;83600;5;111;3;350;4.1;40
1999;4;16;20;0;-1.7;63;83700;0;0;0;350;8.2;40
1999;4;16;21;0;-2.2;54;83800;0;0;0;340;5.7;40
1999;4;16;22;0;-2.8;62;83800;0;0;0;340;5.7;40
1999;4;16;23;0;-3.9;65;84000;0;0;0;330;5.2;40
1999;4;16;24;0;-5.6;79;83700;0;0;0;270;3.6;40
1999;4;17;1;0;-6.7;79;83600;0;0;0;250;2.6;40
1999;4;17;2;0;-6.7;79;83600;0;0;0;250;3.1;40
1999;4;17;3;0;-6.1;78;83600;0;0;0;220;4.1;40
1999;4;17;4;0;-6.7;79;83600;0;0;0;220;5.2;40
1999;4;17;5;0;-7.2;74;83900;0;0;0;220;5.7;50
1999;4;17;6;0;-7.2;71;83600;7;112;4;220;6.2;50
1999;4;17;7;0;-5.6;68;83700;203;398;114;210;6.2;50
1999;4;17;8;0;-2.8;62;83800;346;445;163;210;6.2;50
1999;4;17;9;0;-0.6;49;83800;532;606;180;200;6.2;50
1999;4;17;10;0;2.2;44;83900;703;697;202;210;5.2;50
1999;4;17;11;0;3.3;28;83900;872;868;163;230;2.1;50
1999;4;17;12;0;5.6;29;84100;946;956;118;220;3.1;50
1999;4;17;13;0;7.2;27;84100;947;977;102;240;2.1;50
1999;4;17;14;0;9.4;27;84100;894;980;98;270;2.6;50
1999;4;17;15;0;10.6;25;84100;760;957;78;290;2.6;50
1999;4;17;16;0;11.7;24;84200;591;879;88;320;4.1;50
1999;4;17;17;0;12.2;24;83700;390;793;72;270;1.5;50
1999;4;17;18;0;11.1;30;84100;172;607;44;220;4.1;50
1999;4;17;19;0;7.8;46;84000;5;135;3;210;5.7;50
1999;4;17;20;0;6.1;49;83900;0;0;0;220;6.7;50
1999;4;17;21;0;5;51;83800;0;0;0;200;7.7;50
1999;4;17;22;0;5;51;83700;0;0;0;200;6.7;50
1999;4;17;23;0;5.6;49;83600;0;0;0;210;6.7;50
1999;4;17;24;0;5.6;49;83600;0;0;0;210;6.7;50
1999;4;18;1;0;5;51;83600;0;0;0;210;7.7;50
1999;4;18;2;0;5.6;49;83500;0;0;0;210;6.2;50
1999;4;18;3;0;5;48;83500;0;0;0;230;5.2;50
1999;4;18;4;0;4.4;53;83500;0;0;0;240;5.2;50
1999;4;18;5;0;3.9;52;83600;0;0;0;250;4.6;50
1999;4;18;6;0;5;51;83600;8;166;3;240;5.7;50
1999;4;18;7;0;11.7;28;83900;192;553;67;260;7.2;50
1999;4;18;8;0;14.4;22;84100;408;789;81;270;8.2;50
1999;4;18;9;0;16.1;21;84200;597;838;107;290;9.3;60
1999;4;18;10;0;17.2;19;84300;754;885;114;310;8.2;60
1999;4;18;11;0;18.3;18;83700;884;917;132;300;6.7;60
1999;4;18;12;0;18.9;17;84200;940;871;182;290;5.2;60
1999;4;18;13;0;19.4;15;84200;834;605;309;290;6.2;60
1999;4;18;14;0;19.4;16;84200;637;323;374;290;4.1;60
1999;4;18;15;0;19.4;15;84200;669;595;243;320;4.6;60
1999;4;18;16;0;20;16;84200;304;83;257;340;4.6;69
1999;4;18;17;0;17.8;18;83700;167;29;155;340;2.6;69
1999;4;18;18;0;17;25;84200;173;396;88;330;11.3;69
1999;4;18;19;0;16.1;25;84100;7;158;4;360;9.8;69
1999;4;18;20;0;12.2;36;83900;0;0;0;20;2.6;69
1999;4;18;21;0;11.7;37;83900;0;0;0;220;3.6;69
1999;4;18;22;0;10.6;44;83800;0;0;0;210;5.7;80
1999;4;18;23;0;8.9;51;83700;0;0;0;200;6.7;80
1999;4;18;24;0;8.9;49;83700;0;0;0;200;7.7;80
1999;4;19;1;0;7.8;53;83600;0;0;0;210;6.7;80
1999;4;19;2;0;7.2;55;83500;0;0;0;210;6.7;80
1999;4;19;3;0;7.2;52;83500;0;0;0;220;6.7;80
1999;4;19;4;0;6.7;52;83500;0;0;0;220;6.2;89
1999;4;19;5;0;7.2;48;83700;0;0;0;210;7.2;89
1999;4;19;6;0;8.3;44;83600;11;205;3;210;7.2;89
1999;4;19;7;0;10.6;42;83800;207;640;60;210;7.2;89
1999;4;19;8;0;15;33;84000;421;807;83;230;4.6;89
1999;4;19;9;0;18.3;19;84100;603;844;107;300;3.6;89
1999;4;19;10;0;18.9;17;84100;741;794;164;290;1.5;89
1999;4;19;11;0;19.4;18;83600;748;525;316;270;2.1;89
1999;4;19;12;0;21.1;16;84100;527;126;417;260;7.2;89
1999;4;19;13;0;21.1;15;84100;864;653;295;340;4.1;89
1999;4;19;14;0;22.8;14;84100;883;830;204;260;4.1;89
1999;4;19;15;0;21.7;15;83900;652;601;220;360;3.6;89
1999;4;19;16;0;22.2;15;83900;526;625;164;350;4.1;89
1999;4;19;17;0;21.1;17;83200;302;330;168;290;2.6;89
1999;4;19;18;0;18.3;27;83700;151;435;57;120;1.5;89
1999;4;19;19;0;16.7;28;83600;5;0;5;180;3.1;89
1999;4;19;20;0;16.1;26;83500;0;0;0;190;2.6;89
1999;4;19;21;0;13.9;37;83400;0;0;0;180;4.1;89
1999;4;19;22;0;11.7;44;83200;0;0;0;150;2.1;89
1999;4;19;23;0;11.1;44;83200;0;0;0;80;3.6;89
1999;4;19;24;0;9.4;52;83000;0;0;0;140;3.1;89
1999;4;20;1;0;10.6;48;83100;0;0;0;250;3.1;89
1999;4;20;2;0;8.3;56;83000;0;0;0;230;3.6;89
1999;4;20;3;0;7.2;57;82900;0;0;0;210;3.1;89
1999;4;20;4;0;8.3;46;83000;0;0;0;240;5.2;89
1999;4;20;5;0;8.9;37;83000;0;0;0;230;2.1;89
1999;4;20;6;0;8.3;44;83000;7;14;6;220;1.5;89
1999;4;20;7;0;11.1;42;83100;111;41;102;210;3.6;89
1999;4;20;8;0;13.9;35;83300;245;112;198;190;3.1;89
1999;4;20;9;0;16.7;28;83300;498;373;277;190;4.6;89
1999;4;20;10;0;18.3;24;83400;785;842;170;280;2.6;89
1999;4;20;11;0;19.4;21;82900;877;772;239;0;0;89
1999;4;20;12;0;19.4;23;83300;485;90;406;130;3.6;89
1999;4;20;13;0;21.1;21;83200;477;78;409;90;3.6;89
1999;4;20;14;0;21.1;19;83200;544;203;377;280;2.1;89
1999;4;20;15;0;20.6;20;83100;131;0;131;290;3.6;89
1999;4;20;16;0;20;25;83000;149;0;149;10;3.6;89
1999;4;20;17;0;18.3;29;82500;120;0;120;90;5.7;89
1999;4;20;18;0;17.2;30;82900;49;0;49;80;4.6;89
1999;4;20;19;0;15;36;82800;10;168;5;360;3.1;89
1999;4;20;20;0;13.9;37;82700;0;0;0;40;3.1;89
1999;4;20;21;0;12.2;41;82500;0;0;0;110;2.1;89
1999;4;20;22;0;14.4;35;82500;0;0;0;170;8.8;89
1999;4;20;23;0;12.2;41;82300;0;0;0;170;7.7;89
1999;4;20;24;0;10.6;46;82300;0;0;0;240;3.1;89
1999;4;21;1;0;9.4;49;82200;0;0;0;210;4.1;89
1999;4;21;2;0;8.9;71;82200;0;0;0;20;5.2;89
1999;4;21;3;0;7.8;73;82200;0;0;0;20;4.6;89
1999;4;21;4;0;5.6;82;82100;0;0;0;100;3.1;89
1999;4;21;5;0;6.1;82;82300;0;0;0;50;2.1;89
1999;4;21;6;0;5;86;82100;0;0;0;150;3.1;89
1999;4;21;7;0;8.3;71;82300;229;675;68;130;4.1;100
1999;4;21;8;0;10;50;82400;427;806;82;90;3.6;100
1999;4;21;9;0;12.2;41;82500;642;923;91;60;4.6;100
1999;4;21;10;0;13.3;32;82500;778;945;85;90;4.6;100
1999;4;21;11;0;14.4;30;82200;902;844;202;30;5.2;100
1999;4;21;12;0;14.4;27;82400;770;475;353;20;3.6;100
1999;4;21;13;0;15;27;82400;756;503;315;360;4.6;100
1999;4;21;14;0;15.6;24;82400;696;430;342;40;3.6;100
1999;4;21;15;0;14.4;27;82400;223;18;210;90;5.2;100
1999;4;21;16;0;13;29;82300;150;0;150;110;5.7;100
1999;4;21;17;0;13.3;28;82100;188;52;167;90;5.7;100
1999;4;21;18;0;11.7;37;82500;31;0;31;320;5.2;100
1999;4;21;19;0;7.2;80;82400;1;0;1;270;6.2;100
1999;4;21;20;0;6.7;82;82300;0;0;0;270;3.6;100
1999;4;21;21;0;6.1;86;82200;0;0;0;280;3.1;100
1999;4;21;22;0;5.6;92;82200;0;0;0;340;4.1;100
1999;4;21;23;0;5;96;82200;0;0;0;30;4.1;100
1999;4;21;24;0;4.4;93;82000;0;0;0;60;3.1;100
1999;4;22;1;0;3.9;93;82000;0;0;0;180;2.1;110
1999;4;22;2;0;3;100;81900;0;0;0;120;3.6;110
1999;4;22;3;0;2.2;92;82000;0;0;0;100;4.6;110
1999;4;22;4;0;0;100;81900;0;0;0;0;0;110
1999;4;22;5;0;0;100;82300;0;0;0;0;0;110
1999;4;22;6;0;0;100;82000;0;0;0;310;2.1;110
1999;4;22;7;0;0;95;82100;34;0;34;290;2.1;110
1999;4;22;8;0;0;100;82200;70;0;70;330;1.5;110
1999;4;22;9;0;0;100;82100;105;0;105;330;1.5;110
1999;4;22;10;0;0.6;96;82300;126;0;126;310;2.6;110
1999;4;22;11;0;2.2;89;82500;161;0;161;350;4.1;110
1999;4;22;12;0;1.7;92;82500;152;0;152;290;4.6;110
1999;4;22;13;0;1.7;96;82500;220;0;220;290;4.1;110
1999;4;22;14;0;2;93;82500;222;0;222;290;4.1;110
1999;4;22;15;0;2.2;92;82700;223;6;219;290;3.6;110
1999;4;22;16;0;2.8;92;82800;94;0;94;280;3.1;110
1999;4;22;17;0;2.8;100;82900;63;0;63;280;3.6;110
1999;4;22;18;0;3.3;97;83000;36;0;36;320;1.5;110
1999;4;22;19;0;3;93;83000;4;0;4;70;10.3;110
1999;4;22;20;0;2.2;96;83100;0;0;0;70;9.3;110
1999;4;22;21;0;1.7;96;83200;0;0;0;70;8.2;110
1999;4;22;22;0;1.1;96;83300;0;0;0;80;6.7;110
1999;4;22;23;0;0;100;83500;0;0;0;70;1.5;110
1999;4;22;24;0;0;100;83400;0;0;0;320;1.5;110
1999;4;23;1;0;0;95;83500;0;0;0;0;0;110
1999;4;23;2;0;0;95;83400;0;0;0;20;2.6;110
1999;4;23;3;0;0;92;83400;0;0;0;20;2.6;110
1999;4;23;4;0;-0.6;100;83600;0;0;0;20;2.6;110
1999;4;23;5;0;-0.6;100;83800;0;0;0;40;2.6;110
1999;4;23;6;0;-1;100;83500;0;0;0;80;4.1;110
1999;4;23;7;0;-1.1;95;83700;75;0;75;70;7.2;110
1999;4;23;8;0;-1.1;87;83800;77;0;77;70;6.7;110
1999;4;23;9;0;-1.1;87;83800;105;0;105;70;5.2;110
1999;4;23;10;0;-1.1;91;83900;133;0;133;80;2.1;100
1999;4;23;11;0;-0.6;91;84000;148;0;148;0;0;100
1999;4;23;12;0;0;91;83900;182;0;182;0;0;100
1999;4;23;13;0;0;91;83900;208;0;208;0;0;100
1999;4;23;14;0;0;91;83800;292;12;283;0;0;100
1999;4;23;15;0;1;86;83800;252;6;247;0;0;100
1999;4;23;16;0;1.7;74;83900;150;0;150;0;0;100
1999;4;23;17;0;1.1;88;83900;68;0;68;0;0;100
1999;4;23;18;0;0.6;91;83800;32;0;32;0;0;100
1999;4;23;19;0;0.6;91;83900;14;191;7;0;0;100
1999;4;23;20;0;0.6;87;83900;0;0;0;0;0;100
1999;4;23;21;0;1.1;84;84000;0;0;0;0;0;100
1999;4;23;22;0;1.1;84;84000;0;0;0;0;0;100
1999;4;23;23;0;0.6;91;84000;0;0;0;150;1.5;100
1999;4;23;24;0;0.6;91;83900;0;0;0;180;2.1;100
1999;4;24;1;0;-0.6;96;83700;0;0;0;130;2.6;100
1999;4;24;2;0;-1.1;91;83700;0;0;0;130;3.1;100
1999;4;24;3;0;-1.1;87;83600;0;0;0;130;3.1;100
1999;4;24;4;0;-1.1;87;83600;0;0;0;140;3.1;100
1999;4;24;5;0;-1.1;83;83600;0;0;0;70;1.5;100
1999;4;24;6;0;-1.1;87;83600;0;0;0;170;2.6;100
1999;4;24;7;0;0;83;83700;240;688;67;0;0;100
1999;4;24;8;0;1.7;81;83700;452;698;146;230;2.1;110
1999;4;24;9;0;3.3;79;83800;536;421;280;210;1.5;110
1999;4;24;10;0;3.9;72;83800;461;133;362;180;3.1;110
1999;4;24;11;0;5.6;70;83700;463;90;387;190;2.6;110
1999;4;24;12;0;6.7;67;83800;751;409;389;230;4.1;110
1999;4;24;13;0;7.8;65;83800;482;78;414;150;4.6;110
1999;4;24;14;0;8.3;68;83800;433;42;398;160;5.2;120
1999;4;24;15;0;7.8;73;83600;395;77;338;140;9.3;120
1999;4;24;16;0;7.8;71;83600;200;6;196;160;7.2;120
1999;4;24;17;0;6.7;79;83300;89;0;89;150;7.7;120
1999;4;24;18;0;6.1;76;83400;32;0;32;140;5.2;120
1999;4;24;19;0;5;82;83400;10;83;7;150;7.2;120
1999;4;24;20;0;4.4;89;83300;0;0;0;130;6.7;120
1999;4;24;21;0;4;87;83300;0;0;0;140;8.7;129
1999;4;24;22;0;3.9;93;83200;0;0;0;150;7.7;129
1999;4;24;23;0;3.9;89;83200;0;0;0;150;6.7;129
