year;month;day;hour;minute;temp_air;relative_humidity;atmospheric_pressure;ghi;dni;dhi;wind_direction;wind_speed;precipitable_water
1995;1;1;1;0;-18;85;83700;0;0;0;0;0;30
1995;1;1;2;0;-16.6;83;83500;0;0;0;0;0;30
1995;1;1;3;0;-15.3;85;83400;0;0;0;0;0;30
1995;1;1;4;0;-14.4;90;83100;0;0;0;0;0;30
1995;1;1;5;0;-13;86;83400;0;0;0;0;0;20
1995;1;1;6;0;-11.1;88;83000;0;0;0;0;0;20
1995;1;1;7;0;-9.7;84;82900;0;0;0;0;0;20
1995;1;1;8;0;-7.7;82;82800;9;17;8;120;1.4;20
1995;1;1;9;0;-5.9;80;82900;89;73;77;140;1.3;20
1995;1;1;10;0;-2.2;66;82700;266;494;115;200;1.7;20
1995;1;1;11;0;1.4;50;82400;357;544;139;310;1.7;20
1995;1;1;12;0;2.8;42;82300;430;540;187;20;4.6;20
1995;1;1;13;0;4.4;34;82300;362;384;189;20;7.2;20
1995;1;1;14;0;3.3;37;82200;342;524;130;10;8.2;20
1995;1;1;15;0;3.9;35;82200;252;312;154;10;7.7;20
1995;1;1;16;0;2.2;36;82100;131;369;62;10;6.2;20
1995;1;1;17;0;-0.6;54;82000;18;114;11;20;3.6;20
1995;1;1;18;0;-2.2;62;82100;0;0;0;10;6.2;20
1995;1;1;19;0;-5;68;82100;0;0;0;350;5.7;20
1995;1;1;20;0;-5.6;65;82100;0;0;0;360;5.2;20
1995;1;1;21;0;-6.1;64;82000;0;0;0;350;2.1;20
1995;1;1;22;0;-6.1;64;82100;0;0;0;20;2.6;20
1995;1;1;23;0;-6.1;55;82300;0;0;0;10;4.1;20
1995;1;1;24;0;-5;50;81900;0;0;0;10;8.8;20
1995;1;2;1;0;-5;48;81900;0;0;0;20;8.8;20
1995;1;2;2;0;-5.6;46;82000;0;0;0;20;7.2;20
1995;1;2;3;0;-5;41;81900;0;0;0;20;7.2;20
1995;1;2;4;0;-6.7;48;81900;0;0;0;20;6.7;20
1995;1;2;5;0;-5.6;43;82400;0;0;0;360;3.6;20
1995;1;2;6;0;-6.1;45;81900;0;0;0;10;3.1;20
1995;1;2;7;0;-4.4;37;81900;0;0;0;50;3.1;20
1995;1;2;8;0;-2.8;34;82000;15;63;12;40;1.5;20
1995;1;2;9;0;-1.7;36;82300;85;118;64;110;2.1;30
1995;1;2;10;0;2.2;30;82400;236;373;122;140;2.1;30
1995;1;2;11;0;5.6;25;82400;392;744;94;130;2.6;30
1995;1;2;12;0;8.9;15;82400;350;349;193;160;2.1;30
1995;1;2;13;0;9.4;16;82400;325;469;113;180;2.6;30
1995;1;2;14;0;9.4;19;82300;285;143;226;140;2.6;30
1995;1;2;15;0;10;25;82300;260;368;144;150;3.1;30
1995;1;2;16;0;7.8;25;82300;109;249;62;140;3.1;30
1995;1;2;17;0;6.7;26;82100;21;102;15;150;2.6;30
1995;1;2;18;0;5;30;82100;0;0;0;170;3.6;30
1995;1;2;19;0;1.1;39;82300;0;0;0;150;3.6;30
1995;1;2;20;0;0;43;82200;0;0;0;180;3.6;30
1995;1;2;21;0;-1.7;46;82200;0;0;0;190;4.1;30
1995;1;2;22;0;-1.1;38;82100;0;0;0;150;2.1;30
1995;1;2;23;0;0.6;30;82400;0;0;0;0;0;30
1995;1;2;24;0;0;32;82100;0;0;0;230;2.6;30
1995;1;3;1;0;-0.6;33;82100;0;0;0;210;3.6;30
1995;1;3;2;0;-0.6;33;82100;0;0;0;210;5.2;30
1995;1;3;3;0;-1.1;35;82200;0;0;0;220;5.2;40
1995;1;3;4;0;-1.7;36;82400;0;0;0;220;5.7;40
1995;1;3;5;0;-1.7;36;82800;0;0;0;230;6.2;40
1995;1;3;6;0;-1.1;33;82600;0;0;0;210;7.2;40
1995;1;3;7;0;-1.1;35;82700;0;0;0;240;5.7;40
1995;1;3;8;0;-0.6;35;82800;14;24;12;250;6.7;40
1995;1;3;9;0;3.3;25;83000;79;146;53;210;4.6;30
1995;1;3;10;0;5.6;23;83200;192;256;113;210;5.2;30
1995;1;3;11;0;6.1;32;83500;325;587;90;290;1.5;30
1995;1;3;12;0;6.7;22;83300;450;783;98;250;7.7;30
1995;1;3;13;0;5.6;29;83400;426;757;83;280;9.3;30
1995;1;3;14;0;4.6;27;83400;362;675;86;300;11.1;30
1995;1;3;15;0;2.3;32;83400;254;460;107;280;7.4;30
1995;1;3;16;0;-0.3;38;83500;118;173;84;260;6.7;30
1995;1;3;17;0;-3;42;83600;22;15;21;230;4.6;30
1995;1;3;18;0;-5.8;58;83500;0;0;0;240;2.8;30
1995;1;3;19;0;-5.6;48;83500;0;0;0;230;1.6;30
1995;1;3;20;0;-7.2;64;83500;0;0;0;200;0.4;30
1995;1;3;21;0;-8.8;65;83200;0;0;0;220;0.8;30
1995;1;3;22;0;-9.9;67;83300;0;0;0;210;1.6;30
1995;1;3;23;0;-11.4;71;83600;0;0;0;170;1.5;30
1995;1;3;24;0;-12.4;81;83200;0;0;0;200;1.8;30
1995;1;4;1;0;-13.5;88;83200;0;0;0;270;0.2;30
1995;1;4;2;0;-16.2;90;83200;0;0;0;0;0;30
1995;1;4;3;0;-16.2;86;83200;0;0;0;170;1.5;30
1995;1;4;4;0;-14.7;82;83200;0;0;0;130;2.6;30
1995;1;4;5;0;-14.2;80;83600;0;0;0;150;1.5;30
1995;1;4;6;0;-13.3;76;83400;0;0;0;130;1.5;30
1995;1;4;7;0;-11.8;65;83400;0;0;0;0;0;30
1995;1;4;8;0;-9.1;64;83300;14;139;7;0;0;30
1995;1;4;9;0;-5.9;56;83700;59;156;32;0;0;30
1995;1;4;10;0;-0.5;42;83700;127;148;81;180;1.5;30
1995;1;4;11;0;3.3;36;83500;152;0;152;210;2.1;30
1995;1;4;12;0;3.8;38;83600;174;0;174;0;0;30
1995;1;4;13;0;8;32;83600;140;0;140;350;3.6;30
1995;1;4;14;0;9.6;31;83500;125;0;125;10;4.1;40
1995;1;4;15;0;11.1;29;83500;105;53;88;360;3.6;40
1995;1;4;16;0;10;31;83300;44;59;33;300;7.2;40
1995;1;4;17;0;7.2;42;83000;20;53;17;0;0;40
1995;1;4;18;0;7.2;40;83000;0;0;0;80;3.1;40
1995;1;4;19;0;6.1;37;83000;0;0;0;180;3.6;40
1995;1;4;20;0;7.2;28;82900;0;0;0;210;2.6;40
1995;1;4;21;0;6.1;29;82900;0;0;0;180;4.1;40
1995;1;4;22;0;5.6;29;82700;0;0;0;160;3.1;40
1995;1;4;23;0;5;31;82600;0;0;0;250;3.1;40
1995;1;4;24;0;10;21;82600;0;0;0;210;6.7;50
1995;1;5;1;0;5;31;82400;0;0;0;210;4.6;50
1995;1;5;2;0;10.6;25;82400;0;0;0;220;6.2;50
1995;1;5;3;0;11.1;25;82400;0;0;0;230;6.7;50
1995;1;5;4;0;9.4;28;82600;0;0;0;230;5.2;50
1995;1;5;5;0;9.4;28;82800;0;0;0;260;3.6;50
1995;1;5;6;0;9.4;29;82700;0;0;0;210;4.6;50
1995;1;5;7;0;5;42;82800;0;0;0;300;4.6;50
1995;1;5;8;0;10;33;82800;16;174;7;360;1.5;50
1995;1;5;9;0;8.9;35;82900;142;630;31;50;4.1;50
1995;1;5;10;0;12.8;26;83000;292;810;43;360;4.6;50
1995;1;5;11;0;12.8;23;82900;381;787;64;40;5.7;50
1995;1;5;12;0;15;20;83000;465;894;60;30;5.1;50
1995;1;5;13;0;14.4;20;83000;450;832;69;30;4.1;50
1995;1;5;14;0;12.8;23;83100;394;790;68;50;3.1;50
1995;1;5;15;0;10;36;83100;239;526;68;70;2.6;50
1995;1;5;16;0;8.3;39;83100;126;438;40;100;2.1;50
1995;1;5;17;0;5.6;51;83100;24;126;17;160;2.6;50
1995;1;5;18;0;5.6;30;83100;0;0;0;170;2.6;50
1995;1;5;19;0;3.9;32;83200;0;0;0;170;4.1;50
1995;1;5;20;0;3.3;35;83200;0;0;0;160;4.1;50
1995;1;5;21;0;1.7;41;83200;0;0;0;160;4.6;60
1995;1;5;22;0;0;47;83200;0;0;0;110;2.1;60
1995;1;5;23;0;0.6;41;83600;0;0;0;180;1.5;60
1995;1;5;24;0;0;40;83100;0;0;0;240;3.1;60
1995;1;6;1;0;0;37;83200;0;0;0;250;3.6;60
1995;1;6;2;0;1.1;29;83200;0;0;0;240;3.6;60
1995;1;6;3;0;0.6;27;83300;0;0;0;290;2.6;60
1995;1;6;4;0;0;29;83300;0;0;0;330;3.6;60
1995;1;6;5;0;-0.6;33;83800;0;0;0;270;1.5;60
1995;1;6;6;0;0;30;83500;0;0;0;200;3.1;60
1995;1;6;7;0;-0.6;35;83500;0;0;0;250;4.1;60
1995;1;6;8;0;-0.6;33;83600;10;39;8;240;5.2;50
1995;1;6;9;0;-0.6;38;83800;124;418;50;240;4.1;50
1995;1;6;10;0;0;52;83900;265;510;107;280;3.6;50
1995;1;6;11;0;0;52;84000;406;859;58;210;1.5;50
1995;1;6;12;0;1.1;43;84000;471;894;64;130;3.6;50
1995;1;6;13;0;1.7;46;84000;475;896;64;130;7.7;50
1995;1;6;14;0;1.1;48;84000;420;868;59;120;6.7;50
1995;1;6;15;0;1.7;44;84000;309;796;50;120;8.2;50
1995;1;6;16;0;0.6;49;84000;162;629;37;130;7.2;50
1995;1;6;17;0;-0.6;54;83900;26;211;13;140;8.2;50
1995;1;6;18;0;-1.7;63;83700;0;0;0;130;5.2;50
1995;1;6;19;0;-3.3;68;83800;0;0;0;180;4.1;50
1995;1;6;20;0;-4.4;75;83800;0;0;0;240;5.2;40
1995;1;6;21;0;-6.1;86;83800;0;0;0;280;1.5;40
1995;1;6;22;0;-7.8;91;83700;0;0;0;270;2.6;40
1995;1;6;23;0;-7.8;82;83900;0;0;0;250;2.1;40
1995;1;6;24;0;-8.9;86;83700;0;0;0;250;3.1;40
1995;1;7;1;0;-8.9;86;83500;0;0;0;220;4.1;40
1995;1;7;2;0;-8.3;86;83500;0;0;0;260;2.6;40
1995;1;7;3;0;-10.6;87;83400;0;0;0;230;3.6;40
1995;1;7;4;0;-12.2;91;83400;0;0;0;260;1.5;40
1995;1;7;5;0;-13.9;96;83700;0;0;0;0;0;40
1995;1;7;6;0;-12.8;86;83400;0;0;0;280;3.1;40
1995;1;7;7;0;-12.8;86;83400;0;0;0;250;2.6;40
1995;1;7;8;0;-2.8;42;83400;5;0;5;240;3.6;40
1995;1;7;9;0;-0.6;33;83500;38;0;38;190;4.1;40
1995;1;7;10;0;1.1;25;83700;69;0;69;260;1.5;40
1995;1;7;11;0;2.8;27;83600;93;0;93;10;1.5;40
1995;1;7;12;0;5;22;83700;105;0;105;80;2.1;40
1995;1;7;13;0;5.6;18;83700;106;0;106;100;2.1;40
1995;1;7;14;0;5;16;83700;95;0;95;330;2.1;40
1995;1;7;15;0;5;16;83600;74;0;74;110;3.1;40
1995;1;7;16;0;4.4;19;83500;44;0;44;120;2.1;40
1995;1;7;17;0;5;18;83300;9;0;9;150;3.6;40
1995;1;7;18;0;5.6;16;83400;0;0;0;170;4.1;40
1995;1;7;19;0;5;17;83300;0;0;0;220;3.6;40
1995;1;7;20;0;4.4;19;83300;0;0;0;230;4.6;40
1995;1;7;21;0;2.2;23;83100;0;0;0;210;5.2;40
1995;1;7;22;0;-0.6;38;83000;0;0;0;220;3.6;50
1995;1;7;23;0;0;37;83200;0;0;0;230;4.6;50
1995;1;7;24;0;1.7;29;83000;0;0;0;270;3.6;50
1995;1;8;1;0;1.7;28;83000;0;0;0;270;4.1;50
1995;1;8;2;0;1.1;31;82900;0;0;0;320;4.6;50
1995;1;8;3;0;-0.6;35;82800;0;0;0;270;5.2;50
1995;1;8;4;0;-1.7;40;82800;0;0;0;280;9.8;50
1995;1;8;5;0;-3.3;48;83000;0;0;0;280;8.2;50
1995;1;8;6;0;-3.3;44;82800;0;0;0;290;5.2;50
1995;1;8;7;0;-4.4;50;82800;0;0;0;300;5.7;50
1995;1;8;8;0;-2.8;42;82700;14;88;9;270;3.1;50
1995;1;8;9;0;2.2;30;82900;132;585;28;280;6.7;50
1995;1;8;10;0;5;27;83000;290;797;43;260;5.2;50
1995;1;8;11;0;7.2;24;82800;359;609;111;270;7.2;50
1995;1;8;12;0;7.8;21;82900;425;734;89;290;7.2;50
1995;1;8;13;0;10.6;22;82700;457;806;84;280;7.7;50
1995;1;8;14;0;10.6;19;82600;439;947;42;280;5.2;50
1995;1;8;15;0;7.8;23;82500;329;889;35;290;5.2;50
1995;1;8;16;0;6.7;25;82400;180;755;26;300;2.6;50
1995;1;8;17;0;4.4;31;82200;29;272;12;290;3.6;50
1995;1;8;18;0;0.6;41;82200;0;0;0;240;3.6;50
1995;1;8;19;0;-0.6;54;82300;0;0;0;260;5.2;50
1995;1;8;20;0;-1.7;59;82300;0;0;0;270;6.2;50
1995;1;8;21;0;-1.1;54;82200;0;0;0;240;4.6;50
1995;1;8;22;0;-2.2;59;82100;0;0;0;260;5.7;50
1995;1;8;23;0;-1.7;59;82000;0;0;0;240;3.6;60
1995;1;8;24;0;-2.8;62;82100;0;0;0;220;5.7;60
1995;1;9;1;0;-3.3;68;82000;0;0;0;240;6.2;60
1995;1;9;2;0;-3.3;65;82000;0;0;0;250;5.7;60
1995;1;9;3;0;-3.3;65;82000;0;0;0;240;5.7;60
1995;1;9;4;0;-3.3;65;82000;0;0;0;240;5.7;60
1995;1;9;5;0;-3.9;68;82100;0;0;0;260;4.1;60
1995;1;9;6;0;-3.3;59;82100;0;0;0;220;5.2;60
1995;1;9;7;0;-5;75;82100;0;0;0;0;0;60
1995;1;9;8;0;-1.1;49;82200;14;107;8;130;2.6;60
1995;1;9;9;0;0.6;43;82300;136;551;38;140;2.6;60
1995;1;9;10;0;2.8;35;82500;287;749;53;110;4.6;60
1995;1;9;11;0;3.9;35;82400;405;835;64;100;5.2;60
1995;1;9;12;0;3.3;39;82400;471;870;70;100;5.2;60
1995;1;9;13;0;3.3;41;82300;477;873;71;90;6.2;60
1995;1;9;14;0;3.9;39;82300;422;844;66;100;6.2;60
1995;1;9;15;0;4.4;34;82200;313;770;56;120;5.7;60
1995;1;9;16;0;3.9;39;82300;166;603;41;70;4.6;69
1995;1;9;17;0;2.8;42;82200;28;200;15;100;4.1;69
1995;1;9;18;0;1.1;48;82300;0;0;0;150;4.1;69
1995;1;9;19;0;0;60;82200;0;0;0;170;4.6;69
1995;1;9;20;0;0.6;66;82100;0;0;0;170;4.6;69
1995;1;9;21;0;-1.7;69;82100;0;0;0;170;5.2;69
1995;1;9;22;0;-1.7;72;82100;0;0;0;170;5.7;69
1995;1;9;23;0;-2.8;76;82100;0;0;0;220;5.2;69
1995;1;9;24;0;-4.4;82;81900;0;0;0;220;5.7;69
1995;1;10;1;0;-4.4;82;81800;0;0;0;210;5.7;69
1995;1;10;2;0;-5;75;81900;0;0;0;210;5.2;69
1995;1;10;3;0;-5;75;81900;0;0;0;190;4.1;69
1995;1;10;4;0;-5.6;72;81900;0;0;0;210;5.7;69
1995;1;10;5;0;-6.1;75;81900;0;0;0;190;5.2;69
1995;1;10;6;0;-6.7;71;81900;0;0;0;200;4.6;69
1995;1;10;7;0;-5.6;62;81800;0;0;0;230;3.6;69
1995;1;10;8;0;-5;61;81800;19;234;7;200;5.2;69
1995;1;10;9;0;-1.7;46;82100;150;695;25;220;5.7;69
1995;1;10;10;0;1.7;34;82400;303;855;35;240;5.7;69
1995;1;10;11;0;4.4;26;82300;422;924;43;220;5.7;69
1995;1;10;12;0;6.1;19;82500;488;952;47;220;4.1;69
1995;1;10;13;0;7.2;17;82400;494;955;47;220;1.5;69
1995;1;10;14;0;7.2;18;82400;440;933;44;210;2.1;69
1995;1;10;15;0;6.7;18;82500;332;875;37;0;0;69
1995;1;10;16;0;6.1;21;82500;183;742;27;40;2.6;69
1995;1;10;17;0;3.3;26;82600;36;360;12;70;2.1;69
1995;1;10;18;0;0.6;35;82400;0;0;0;290;2.6;69
1995;1;10;19;0;-1.1;42;82400;0;0;0;220;3.6;69
1995;1;10;20;0;-2.2;46;82400;0;0;0;230;3.6;69
1995;1;10;21;0;-1.1;42;82200;0;0;0;240;3.6;69
1995;1;10;22;0;-3.3;53;82100;0;0;0;220;5.2;69
1995;1;10;23;0;-4.4;61;82600;0;0;0;220;3.6;69
1995;1;10;24;0;-5;59;82000;0;0;0;210;7.7;60
1995;1;11;1;0;-5.6;62;82000;0;0;0;220;5.7;60
1995;1;11;2;0;-6.1;64;82100;0;0;0;230;5.7;60
1995;1;11;3;0;-6.1;61;82000;0;0;0;300;3.6;60
1995;1;11;4;0;-5.6;59;82000;0;0;0;230;5.7;60
1995;1;11;5;0;-5;53;82400;0;0;0;230;6.2;60
1995;1;11;6;0;-3.9;46;82100;0;0;0;230;5.7;60
1995;1;11;7;0;-3.9;46;82100;0;0;0;230;5.2;60
1995;1;11;8;0;-3.3;46;82300;17;83;12;220;5.7;60
1995;1;11;9;0;-1.7;40;82700;110;302;55;210;6.7;60
1995;1;11;10;0;1.1;29;83000;285;650;81;230;4.6;60
1995;1;11;11;0;7.2;19;83000;326;537;105;200;3.1;60
1995;1;11;12;0;7.8;13;82900;458;726;120;110;2.1;60
1995;1;11;13;0;10.6;11;83000;471;653;164;90;6.2;60
1995;1;11;14;0;11.7;8;82900;425;717;119;90;7.7;60
1995;1;11;15;0;12.2;9;83000;201;197;134;110;7.2;60
1995;1;11;16;0;10;10;83000;104;103;81;110;4.6;60
1995;1;11;17;0;8.3;9;82300;32;62;28;120;4.1;50
1995;1;11;18;0;7.8;11;82900;0;0;0;40;3.1;50
1995;1;11;19;0;7.2;14;82800;0;0;0;320;2.6;50
1995;1;11;20;0;5.6;19;82500;0;0;0;260;4.1;50
1995;1;11;21;0;4.4;23;82100;0;0;0;240;4.6;50
1995;1;11;22;0;6.1;18;82200;0;0;0;260;4.6;50
1995;1;11;23;0;4.4;24;82200;0;0;0;240;4.1;50
1995;1;11;24;0;3.9;26;82000;0;0;0;240;4.6;50
1995;1;12;1;0;2.8;30;81900;0;0;0;250;4.6;50
1995;1;12;2;0;0;35;82100;0;0;0;220;3.6;50
1995;1;12;3;0;-1.1;40;82300;0;0;0;230;3.1;50
1995;1;12;4;0;-3.3;51;82300;0;0;0;230;4.6;50
1995;1;12;5;0;-5;59;82500;0;0;0;220;3.6;50
1995;1;12;6;0;-5.6;59;82200;0;0;0;230;4.1;50
1995;1;12;7;0;-6.1;61;82400;0;0;0;230;4.1;50
1995;1;12;8;0;-4.4;53;82500;4;0;4;240;4.1;50
1995;1;12;9;0;-0.6;41;82800;38;0;38;230;4.1;50
1995;1;12;10;0;2.2;30;83100;76;0;76;220;4.1;40
1995;1;12;11;0;6.1;25;83000;104;0;104;240;3.1;40
1995;1;12;12;0;7.8;21;83400;100;0;100;180;1.5;40
1995;1;12;13;0;7.8;19;83300;122;0;122;120;4.1;40
1995;1;12;14;0;8.9;16;83300;91;0;91;90;5.7;40
1995;1;12;15;0;8.3;17;83300;83;0;83;100;5.2;40
1995;1;12;16;0;8.3;17;83500;47;0;47;100;4.1;40
1995;1;12;17;0;4.4;23;83300;12;0;12;110;5.2;40
1995;1;12;18;0;2.2;30;83500;0;0;0;130;4.6;40
1995;1;12;19;0;2.2;31;83500;0;0;0;150;4.6;40
1995;1;12;20;0;2.2;31;83700;0;0;0;150;4.1;40
1995;1;12;21;0;-1.1;40;83500;0;0;0;220;2.6;40
1995;1;12;22;0;-2.2;48;83400;0;0;0;210;3.1;40
1995;1;12;23;0;-1.7;44;83900;0;0;0;190;4.6;40
1995;1;12;24;0;-1.7;49;83500;0;0;0;220;4.1;40
1995;1;13;1;0;0.6;41;83600;0;0;0;210;4.6;40
1995;1;13;2;0;3.3;34;83600;0;0;0;220;4.1;40
1995;1;13;3;0;2.8;35;83700;0;0;0;220;5.2;40
1995;1;13;4;0;2.8;37;83600;0;0;0;190;3.1;30
1995;1;13;5;0;3.3;35;84200;0;0;0;220;2.6;30
1995;1;13;6;0;2.8;37;84000;0;0;0;220;3.6;30
1995;1;13;7;0;2.2;38;84000;0;0;0;220;4.6;40
1995;1;13;8;0;3.3;37;84200;21;293;6;230;5.7;40
1995;1;13;9;0;5.6;31;84400;160;755;22;230;3.6;40
1995;1;13;10;0;7.8;27;84500;318;903;31;250;4.1;40
1995;1;13;11;0;9.4;23;84400;440;966;38;230;4.1;40
1995;1;13;12;0;9.4;23;84500;508;992;42;230;2.6;40
1995;1;13;13;0;10;22;84400;494;845;92;210;1.5;40
1995;1;13;14;0;9.4;22;84400;456;954;42;180;1.5;40
1995;1;13;15;0;9.4;22;84400;323;835;35;0;0;40
1995;1;13;16;0;9.4;22;84500;171;674;24;0;0;40
1995;1;13;17;0;8.3;24;84200;40;314;18;20;4.1;40
1995;1;13;18;0;7.2;26;84400;0;0;0;40;2.6;50
1995;1;13;19;0;6.7;31;84200;0;0;0;180;4.1;50
1995;1;13;20;0;6.7;31;84200;0;0;0;0;0;50
1995;1;13;21;0;6.1;30;84100;0;0;0;240;4.1;50
1995;1;13;22;0;3.3;37;84000;0;0;0;240;3.6;50
1995;1;13;23;0;1.7;40;84200;0;0;0;240;3.1;50
1995;1;13;24;0;2.8;38;83800;0;0;0;220;4.6;50
1995;1;14;1;0;5.6;35;83800;0;0;0;220;5.7;50
1995;1;14;2;0;6.7;32;83800;0;0;0;200;3.1;50
1995;1;14;3;0;7.2;31;83800;0;0;0;200;5.2;50
1995;1;14;4;0;6.7;32;83900;0;0;0;190;4.1;50
1995;1;14;5;0;6.7;31;83900;0;0;0;180;4.6;50
1995;1;14;6;0;6.7;31;83900;0;0;0;130;4.1;50
1995;1;14;7;0;6.7;31;84000;0;0;0;170;6.2;50
1995;1;14;8;0;6.7;31;84000;14;39;12;170;6.2;50
1995;1;14;9;0;8.3;29;84200;119;266;69;200;5.7;50
1995;1;14;10;0;10;25;84400;246;355;133;220;4.1;50
1995;1;14;11;0;12.2;21;84000;339;540;113;210;6.2;50
1995;1;14;12;0;12.8;20;84400;513;858;108;220;3.1;50
1995;1;14;13;0;13.3;19;84300;289;413;92;160;2.1;50
1995;1;14;14;0;13.3;19;84200;250;283;127;100;3.1;50
1995;1;14;15;0;12.8;19;84200;239;254;150;80;6.2;50
1995;1;14;16;0;12.2;20;84100;84;35;77;90;5.2;50
1995;1;14;17;0;10;23;83600;17;15;16;80;4.1;50
1995;1;14;18;0;8.9;26;83600;0;0;0;100;4.1;50
1995;1;14;19;0;7.2;28;83600;0;0;0;160;5.7;50
1995;1;14;20;0;5.6;33;83700;0;0;0;180;5.7;50
1995;1;14;21;0;2.8;38;83500;0;0;0;180;5.7;50
1995;1;14;22;0;1.1;46;83400;0;0;0;170;5.2;50
1995;1;14;23;0;0.6;49;83500;0;0;0;220;5.2;50
1995;1;14;24;0;-1.1;57;83200;0;0;0;250;5.2;50
1995;1;15;1;0;-1.1;57;83200;0;0;0;240;4.6;50
1995;1;15;2;0;-1.7;57;83200;0;0;0;230;4.1;50
1995;1;15;3;0;-1.7;57;83200;0;0;0;230;3.6;50
1995;1;15;4;0;-2.2;59;83200;0;0;0;230;4.1;50
1995;1;15;5;0;-1.7;54;83500;0;0;0;230;4.6;50
1995;1;15;6;0;-1.1;49;83200;0;0;0;240;4.1;50
1995;1;15;7;0;-2.8;57;83200;0;0;0;230;5.2;50
1995;1;15;8;0;-2.2;56;83400;20;249;7;230;4.6;50
1995;1;15;9;0;3.3;35;83500;157;706;26;230;4.6;50
1995;1;15;10;0;7.2;27;83800;314;865;36;240;3.6;60
1995;1;15;11;0;10;21;83600;436;933;44;240;3.1;60
1995;1;15;12;0;12.2;17;84000;505;961;49;0;0;60
1995;1;15;13;0;12.8;15;84000;487;904;52;0;0;60
1995;1;15;14;0;13.3;14;84000;455;924;49;360;1.5;60
1995;1;15;15;0;12.8;15;84000;349;874;41;0;0;60
1995;1;15;16;0;10.6;25;84000;198;743;31;30;2.1;60
1995;1;15;17;0;8.9;29;83600;46;419;14;40;2.6;60
1995;1;15;18;0;7.8;29;83800;0;0;0;20;3.1;60
1995;1;15;19;0;4.4;36;83700;0;0;0;120;2.1;60
1995;1;15;20;0;3.9;35;83700;0;0;0;160;2.1;60
1995;1;15;21;0;2.2;40;83700;0;0;0;220;2.6;60
1995;1;15;22;0;2.2;38;83600;0;0;0;240;3.6;60
1995;1;15;23;0;-0.6;49;83800;0;0;0;250;3.1;60
1995;1;15;24;0;0;45;83600;0;0;0;260;2.6;60
1995;1;16;1;0;2.8;32;83500;0;0;0;250;2.6;60
1995;1;16;2;0;3.3;35;83500;0;0;0;250;3.6;60
1995;1;16;3;0;6.7;26;83500;0;0;0;250;3.6;60
1995;1;16;4;0;0.6;69;83400;0;0;0;220;3.6;60
1995;1;16;5;0;-1.1;79;84000;0;0;0;240;3.6;60
1995;1;16;6;0;-1.1;79;83500;0;0;0;240;3.6;60
1995;1;16;7;0;-1.1;76;83600;0;0;0;220;4.1;60
1995;1;16;8;0;0;62;83500;12;23;11;220;3.6;60
1995;1;16;9;0;0;62;83600;95;118;73;100;2.1;60
1995;1;16;10;0;-1.1;87;83700;232;135;189;70;4.6;50
1995;1;16;11;0;0;79;83800;277;266;164;50;6.7;50
1995;1;16;12;0;1.1;77;83500;359;328;202;30;5.7;50
1995;1;16;13;0;2.2;62;83600;440;405;244;20;9.3;50
1995;1;16;14;0;2.2;59;83500;395;492;177;10;9.8;50
1995;1;16;15;0;1.7;64;83600;283;552;87;10;10.3;50
1995;1;16;16;0;1.7;64;83600;178;443;76;10;6.2;50
1995;1;16;17;0;1.7;67;83500;40;114;31;350;4.1;50
1995;1;16;18;0;0;72;83500;0;0;0;10;4.1;50
1995;1;16;19;0;0.6;60;83600;0;0;0;10;5.7;50
1995;1;16;20;0;1.1;37;83500;0;0;0;20;3.1;50
1995;1;16;21;0;-0.6;47;83600;0;0;0;10;3.1;50
1995;1;16;22;0;-1.1;49;83700;0;0;0;360;2.1;50
1995;1;16;23;0;-1.7;49;83500;0;0;0;340;3.6;40
1995;1;16;24;0;-2.2;51;83700;0;0;0;360;3.1;40
1995;1;17;1;0;-2.2;48;83400;0;0;0;350;3.1;40
1995;1;17;2;0;-1.7;46;83500;0;0;0;310;3.1;40
1995;1;17;3;0;-1.7;42;83500;0;0;0;280;2.6;40
1995;1;17;4;0;1.7;32;83500;0;0;0;310;3.6;40
1995;1;17;5;0;-0.6;41;83500;0;0;0;340;5.2;40
1995;1;17;6;0;-0.6;41;83800;0;0;0;300;2.6;40
1995;1;17;7;0;0;39;83600;0;0;0;340;2.6;40
1995;1;17;8;0;-5;71;83800;7;0;7;280;3.1;40
1995;1;17;9;0;-2.2;59;83900;52;0;52;300;3.1;40
1995;1;17;10;0;0;52;83900;177;227;104;330;4.6;40
1995;1;17;11;0;0;54;84100;300;270;185;360;5.2;40
1995;1;17;12;0;-1.1;57;84000;364;521;114;20;4.1;40
1995;1;17;13;0;-2.2;59;84000;437;575;157;310;3.1;40
1995;1;17;14;0;-2.8;57;84000;416;594;151;10;2.1;40
1995;1;17;15;0;-4.4;61;84000;333;733;70;350;3.6;40
1995;1;17;16;0;-5.6;62;83900;162;220;111;20;3.1;40
1995;1;17;17;0;-6.7;68;83600;23;70;18;10;1.5;40
1995;1;17;18;0;-8.3;74;83800;0;0;0;0;0;40
1995;1;17;19;0;-9.4;78;83800;0;0;0;210;1.5;40
1995;1;17;20;0;-9.4;78;83800;0;0;0;230;2.1;40
1995;1;17;21;0;-10;78;83600;0;0;0;230;2.1;40
1995;1;17;22;0;-10.6;78;83700;0;0;0;250;3.6;40
1995;1;17;23;0;-11.1;82;83700;0;0;0;220;3.6;30
1995;1;17;24;0;-11.7;82;83600;0;0;0;160;3.1;30
1995;1;18;1;0;-11.7;82;83500;0;0;0;180;3.6;30
