DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #1 [W/m^2],Avg Diffuse SB PSP [W/m^2],Avg Avg Wind Speed @ 33ft [m/s],Avg Roof Temp [deg C]
1/13/1999,1,-3.3929,-0.6118,-3.6386,2.4081,0.3662
1/13/1999,2,-3.8851,-0.8899,-3.6977,2.9243,0.6178
1/13/1999,3,-3.7571,-0.9200,-3.6722,3.2541,1.6205
1/13/1999,4,-3.9954,-0.6771,-4.3328,2.0197,1.3709
1/13/1999,5,-2.7098,-0.4161,-3.0192,1.8181,1.4322
1/13/1999,6,-1.9383,-0.3314,-2.0844,2.6064,0.3253
1/13/1999,7,-0.7856,-0.1826,-1.2119,3.9347,3.3071
1/13/1999,8,3.6388,39.0526,2.6664,6.8759,5.3693
1/13/1999,9,10.3970,-0.2644,10.3543,7.7280,5.4741
1/13/1999,10,40.2248,-0.5121,43.6130,5.4944,4.7239
1/13/1999,11,118.7290,10.4550,120.1524,2.8732,1.4157
1/13/1999,12,178.4850,1.3012,174.9793,1.8418,2.4936
1/13/1999,13,179.8073,2.0644,176.0575,2.9664,2.5086
1/13/1999,14,182.9090,2.9531,174.2748,2.4175,3.1201
1/13/1999,15,188.2603,68.6009,150.0007,4.0576,3.3128
1/13/1999,16,200.5655,535.5620,71.4157,5.8994,3.4597
1/13/1999,17,39.4664,210.3721,14.9840,3.6283,2.7810
1/13/1999,18,-1.6331,0.0796,-2.0041,10.3058,3.2060
1/13/1999,19,-3.4542,-0.7678,-3.7514,5.8372,1.2939
1/13/1999,20,-4.0601,-0.6119,-4.2623,1.9469,-2.3261
1/13/1999,21,-3.1389,0.0461,-3.3101,0.8609,-3.1366
1/13/1999,22,-2.1926,0.2489,-2.4708,2.1981,-3.7775
1/13/1999,23,-3.7398,0.2680,-3.7352,1.7157,-3.8890
1/14/1999,0,-2.9923,-0.0851,-3.3112,2.7937,-3.6335
1/14/1999,1,-4.8864,-0.3662,-4.7244,3.1126,-2.9279
1/14/1999,2,-7.0906,-0.7910,-7.1001,3.5940,-1.0758
1/14/1999,3,-3.5999,-0.7504,-3.8950,5.7869,0.6660
1/14/1999,4,-2.1726,-0.2577,-2.7658,8.5540,2.4231
1/14/1999,5,-3.5351,-0.6975,-3.9296,6.3278,3.4600
1/14/1999,6,-2.3428,-0.1312,-2.7342,9.1356,4.3066
1/14/1999,7,-3.9753,-0.9123,-4.3631,5.3228,5.3275
1/14/1999,8,38.5317,226.0795,22.8992,7.2175,6.4617
1/14/1999,9,119.2017,198.3304,83.2773,7.7384,8.0280
1/14/1999,10,194.2446,207.1755,114.0981,10.7742,9.9965
1/14/1999,11,125.8797,15.1694,115.0072,11.2035,10.0450
1/14/1999,12,130.7617,0.4658,128.2858,6.2421,10.0612
1/14/1999,13,118.7429,0.4610,116.8951,4.0720,10.7290
1/14/1999,14,168.0478,54.6330,134.6005,8.0982,10.8758
1/14/1999,15,246.9564,259.2027,124.0918,9.3230,11.9102
1/14/1999,16,160.0539,357.4130,65.2209,6.6018,11.2603
1/14/1999,17,34.2269,68.9992,24.9199,3.7029,10.9245
1/14/1999,18,-4.7447,-1.0100,-4.9872,1.1488,9.6858
1/14/1999,19,-2.9076,-0.1717,-3.1320,2.1027,9.6275
1/14/1999,20,-2.9627,0.1254,-3.4081,2.5757,11.1035
1/14/1999,21,-2.9649,-0.3999,-3.6463,2.6617,11.1690
1/14/1999,22,-3.0588,-0.0540,-3.5007,3.5154,11.1825
1/14/1999,23,-2.3148,-0.0166,-2.7945,6.8084,10.5455
1/15/1999,0,-3.5322,-0.8587,-3.7534,2.4508,10.9642
1/15/1999,1,-2.9597,-0.3749,-3.2768,2.6418,9.4475
1/15/1999,2,-1.8575,0.4618,-2.4841,4.7440,10.8945
1/15/1999,3,-2.6257,-0.5057,-2.9883,9.3122,12.8372
1/15/1999,4,-2.0568,-0.5393,-2.4264,15.4977,13.0278
1/15/1999,5,-2.8869,-0.7042,-3.3092,10.3029,12.5193
1/15/1999,6,-4.9175,-1.3533,-5.3573,4.9814,10.1447
1/15/1999,7,-3.0102,-0.4159,-3.6218,6.9078,10.1010
1/15/1999,8,10.2595,0.1187,9.1838,2.7224,8.8810
1/15/1999,9,81.3945,1.4491,76.6417,3.6289,9.0888
1/15/1999,10,181.7853,58.1205,138.7412,3.4300,10.9682
1/15/1999,11,323.2248,210.9537,193.1365,1.4182,13.0918
1/15/1999,12,431.4858,376.5782,210.2552,2.2090,14.9802
1/15/1999,13,297.8850,121.4902,206.2030,8.7687,13.3793
1/15/1999,14,220.0108,135.0304,147.0928,12.5155,12.1288
1/15/1999,15,315.1434,716.2388,54.8967,13.4082,10.8080
1/15/1999,16,178.3255,618.5413,38.0933,11.3617,9.2015
1/15/1999,17,64.0832,219.8595,37.2660,7.7596,8.7885
1/15/1999,18,-1.4196,-0.0496,-1.7036,9.2301,8.0418
1/15/1999,19,-2.2891,-0.0115,-2.5894,7.0382,7.6845
1/15/1999,20,-2.0020,-0.0262,-2.3268,8.3444,7.3840
1/15/1999,21,-2.0674,0.0326,-2.3917,8.3382,6.9302
1/15/1999,22,-2.6694,0.0736,-2.9710,4.2753,6.9342
1/15/1999,23,-2.2385,-0.1341,-2.7057,5.5100,6.8656
1/16/1999,0,-3.5000,-0.7172,-3.9755,4.9400,6.4671
1/16/1999,1,-3.9989,-0.6540,-4.5200,4.1298,5.5976
1/16/1999,2,-4.0278,-0.6295,-4.2659,3.5714,5.0631
1/16/1999,3,-4.7248,-0.7944,-5.0075,2.7581,4.1040
1/16/1999,4,-4.8498,-1.0806,-4.9180,2.9891,3.8832
1/16/1999,5,-5.2024,-0.9782,-5.3110,3.1669,2.2554
1/16/1999,6,-3.9052,-0.9432,-4.4215,3.5411,2.2123
1/16/1999,7,-5.8912,-1.5808,-6.0428,1.9056,0.5820
1/16/1999,8,20.9965,267.0029,4.8214,2.3120,-0.0828
1/16/1999,9,167.2278,817.6962,20.0737,1.9881,1.8440
1/16/1999,10,319.9557,830.3878,56.1978,1.9538,4.5087
1/16/1999,11,365.9333,545.4706,119.9862,1.9014,5.7729
1/16/1999,12,145.1803,6.8610,137.0929,2.3987,4.8285
1/16/1999,13,289.8440,185.6257,183.5613,1.8828,5.8559
1/16/1999,14,442.2092,702.5057,107.9280,2.6114,8.9877
1/16/1999,15,203.8327,267.7437,84.2651,2.7070,8.1490
1/16/1999,16,117.7664,136.9783,83.6598,2.5789,8.3202
1/16/1999,17,75.3688,180.7645,50.3579,7.8686,9.4312
1/16/1999,18,-2.0744,-0.3397,-2.4223,7.4956,7.8228
1/16/1999,19,-3.7622,-0.2689,-4.1721,4.1694,6.6347
1/16/1999,20,-3.2963,-0.1613,-3.7957,4.5619,6.0240
1/16/1999,21,-3.5550,0.2988,-3.8248,5.1328,5.4603
1/16/1999,22,-4.1479,0.1333,-4.4009,4.5519,6.4820
1/16/1999,23,-3.6233,0.1066,-3.6937,6.6545,5.9038
1/17/1999,0,-2.7682,-0.7123,-2.8269,5.7037,5.6264
1/17/1999,1,-2.5902,-0.6210,-2.6602,7.3337,4.8578
1/17/1999,2,-1.8193,-0.3648,-1.9291,4.2040,4.0453
1/17/1999,3,-1.5777,-0.5434,-1.7141,6.8337,2.5968
1/17/1999,4,-2.0654,-0.5938,-2.4015,9.0919,1.5934
1/17/1999,5,-1.9515,-0.4471,-2.2855,10.9520,0.6908
1/17/1999,6,-2.0319,-0.5809,-2.2885,11.4713,0.4342
1/17/1999,7,-1.7527,-0.5234,-1.9521,11.1755,-0.3024
1/17/1999,8,19.9659,83.2505,13.8773,7.3103,-0.8166
1/17/1999,9,183.3865,683.1762,52.1775,8.9292,0.0496
1/17/1999,10,318.5595,659.0086,95.6414,6.6388,0.9776
1/17/1999,11,323.4535,292.3362,178.6783,12.2188,1.4612
1/17/1999,12,315.3865,203.2469,192.1340,13.3743,0.9146
1/17/1999,13,366.4263,406.4020,137.5128,12.5490,1.2135
1/17/1999,14,322.0828,450.5373,92.7918,11.0416,1.6915
1/17/1999,15,378.9052,855.4490,61.1665,8.3427,2.3059
1/17/1999,16,234.3028,846.7640,35.1016,6.8715,2.0749
1/17/1999,17,54.3282,347.6890,13.6881,6.1326,1.0835
1/17/1999,18,-2.3964,-0.0905,-2.9221,5.3765,0.1956
1/17/1999,19,-4.2590,-0.3299,-4.7449,3.1576,0.0291
1/17/1999,20,-2.8076,-0.2601,-3.2795,2.0131,0.1999
1/17/1999,21,-2.9681,-0.2461,-3.1523,2.4183,0.0044
1/17/1999,22,-2.1538,-0.1794,-2.3975,2.9330,0.6809
1/17/1999,23,-3.1852,-0.6517,-3.3189,3.0974,0.4043
1/18/1999,0,-2.6507,-0.1057,-2.9287,3.6029,0.1126
1/18/1999,1,-3.7452,-0.7030,-3.9113,2.2960,-0.9290
1/18/1999,2,-2.7807,-0.2676,-2.9119,2.1571,-1.2158
1/18/1999,3,-2.7591,-0.3550,-2.8890,2.5411,0.7741
1/18/1999,4,-2.9877,-1.0998,-2.7845,3.7396,2.2121
1/18/1999,5,-2.4644,-0.1787,-2.6611,4.1983,-1.0625
1/18/1999,6,-2.3504,-0.2521,-2.6779,2.6752,-0.7275
1/18/1999,7,-1.6149,0.7952,-1.9338,4.0033,2.6219
1/18/1999,8,12.2823,72.5969,5.2542,3.1962,5.2633
1/18/1999,9,132.5866,495.0850,30.6485,2.8354,7.4770
1/18/1999,10,335.5015,888.2843,49.9743,6.8892,11.0360
1/18/1999,11,460.1292,837.8738,91.5927,11.6845,13.8590
1/18/1999,12,473.5005,456.6926,212.1538,16.2282,14.2920
1/18/1999,13,646.5608,979.9837,153.4060,18.9902,14.2357
1/18/1999,14,543.0700,951.8215,104.8925,12.1065,13.9790
1/18/1999,15,203.6786,264.0523,86.6520,10.4739,12.0508
1/18/1999,16,79.2383,41.9412,60.6271,15.6975,11.4038
1/18/1999,17,24.3929,-0.4231,23.0657,13.4390,10.7677
1/18/1999,18,-1.4783,0.0514,-1.6938,10.7133,9.7272
1/18/1999,19,-1.8856,0.2977,-2.1810,11.3705,9.9160
1/18/1999,20,-2.3676,0.0453,-2.5625,10.2113,9.4715
1/18/1999,21,-2.3845,0.2920,-2.5750,9.5183,9.4903
1/18/1999,22,-2.2062,0.1576,-2.4669,11.9510,9.6737
1/18/1999,23,-2.1289,0.1172,-2.4368,11.6288,9.1848
1/19/1999,0,-2.2035,-0.4121,-2.4523,10.4236,9.3872
1/19/1999,1,-3.6443,-0.7860,-3.9387,4.8251,8.1468
1/19/1999,2,-4.4679,-0.6133,-4.9840,1.6504,7.2556
1/19/1999,3,-4.1060,-0.7785,-4.1331,3.4985,4.5326
1/19/1999,4,-3.2476,-0.6465,-3.3377,3.0855,3.3017
1/19/1999,5,-2.3246,-0.1388,-2.6266,2.1151,2.2646
1/19/1999,6,-2.2859,-0.4114,-2.4978,2.1136,2.5228
1/19/1999,7,-2.7094,-0.6887,-2.7959,1.5800,2.7057
1/19/1999,8,16.5447,87.1720,8.6126,2.9264,3.0218
1/19/1999,9,180.1341,733.7863,41.4830,2.9256,5.1251
1/19/1999,10,320.7263,891.6125,32.2914,5.2621,7.2574
1/19/1999,11,455.6697,975.9767,35.2138,4.7102,9.2607
1/19/1999,12,520.2540,970.7947,44.7029,4.4513,10.7630
1/19/1999,13,530.8125,943.5985,59.6612,3.7691,11.7549
1/19/1999,14,486.3707,954.9097,48.4758,4.6456,12.9868
1/19/1999,15,321.4642,687.7379,53.6991,4.6490,13.7593
1/19/1999,16,223.8054,701.6604,45.6336,4.6490,13.7433
1/19/1999,17,39.6110,77.3852,26.9435,4.6490,11.4080
1/19/1999,18,-4.8742,-0.6112,-4.7081,4.6490,9.5298
1/19/1999,19,-5.7845,-0.5922,-5.6780,4.6490,7.6302
1/19/1999,20,-4.0344,-0.1096,-4.3349,4.6490,6.1630
1/19/1999,21,-3.4573,-0.3359,-4.0515,4.6490,6.2517
1/19/1999,22,-4.5717,-0.3124,-4.7099,4.6490,5.0363
1/19/1999,23,-4.0498,-0.3261,-4.2273,4.6490,3.9968
1/20/1999,0,-3.7016,-0.5268,-4.0128,4.6490,4.0909
1/20/1999,1,-2.0996,-0.7073,-2.1739,4.6490,4.9886
1/20/1999,2,-1.8785,0.0305,-2.0058,4.6490,4.5191
1/20/1999,3,-1.6882,-0.4363,-2.0408,4.6490,6.1423
1/20/1999,4,-2.0507,-0.4548,-2.3667,4.6490,5.9123
1/20/1999,5,-2.6587,-0.5895,-2.6716,4.6490,5.5892
1/20/1999,6,-3.4595,-0.8387,-3.6399,4.6490,5.8570
1/20/1999,7,-3.0804,-0.7024,-2.9507,4.6490,5.2522
1/20/1999,8,7.5951,25.7184,4.8350,4.6490,4.1350
1/20/1999,9,163.9403,735.2353,22.2273,4.6490,5.2433
1/20/1999,10,357.6284,954.1794,28.2728,4.0305,10.6494
1/20/1999,11,465.5762,1004.2082,31.2354,1.5693,12.1567
1/20/1999,12,514.4898,851.9793,87.5288,1.5230,12.1512
1/20/1999,13,325.1965,117.2211,240.4463,1.5230,12.0045
1/20/1999,14,220.8582,32.8523,192.4318,1.5230,11.7395
1/20/1999,15,112.9321,6.5879,104.6715,1.5230,11.1853
1/20/1999,16,67.9857,-0.0278,66.7077,1.5230,10.4387
1/20/1999,17,15.2927,-0.6778,15.1959,1.5230,9.1945
1/20/1999,18,-1.6508,-0.3599,-1.8745,1.5230,8.0227
1/20/1999,19,-3.5692,-0.3746,-4.0221,1.5230,6.7078
1/20/1999,20,-3.7634,-0.3435,-4.2194,1.5230,5.2687
1/20/1999,21,-3.9885,-0.0327,-4.0571,1.5230,5.4096
1/20/1999,22,-4.0267,0.2203,-4.1375,1.5230,4.9539
1/20/1999,23,-3.6687,-0.3670,-4.1510,1.5230,4.4731
1/21/1999,0,-4.2552,-1.2313,-4.3768,1.5230,2.7510
1/21/1999,1,-3.4062,-0.7553,-3.5311,1.5230,3.2170
1/21/1999,2,-4.1836,-0.7536,-4.2651,1.5230,1.8458
1/21/1999,3,-3.5584,-0.9707,-3.3383,1.5230,1.8628
1/21/1999,4,-3.7487,-1.0999,-3.7031,1.5230,2.2316
1/21/1999,5,-3.4200,-0.5481,-3.4635,1.5230,0.9748
1/21/1999,6,-2.2185,-0.2645,-2.0354,1.5230,0.9889
1/21/1999,7,-2.1359,-0.5993,-2.2070,1.5230,1.7628
1/21/1999,8,7.8659,13.8303,7.4249,1.5230,1.5016
1/21/1999,9,56.7104,0.2056,55.2533,1.5230,1.4718
1/21/1999,10,143.6739,1.6864,139.6671,2.8121,2.6363
1/21/1999,11,170.2573,4.2331,163.7140,5.6796,2.1981
1/21/1999,12,225.2295,7.7805,215.1342,4.0630,3.6488
1/21/1999,13,189.9107,4.9908,182.8535,5.9653,3.3056
1/21/1999,14,155.9760,1.1976,152.3485,5.1588,2.5799
1/21/1999,15,139.3213,1.0877,133.8002,5.2944,2.4057
1/21/1999,16,63.4394,-0.3647,62.6099,6.3747,1.8966
1/21/1999,17,9.8268,-0.2729,9.9296,7.2331,1.0637
1/21/1999,18,-0.2368,-0.3754,-0.1495,6.4742,-0.1258
1/21/1999,19,-0.2433,-0.3084,-0.1942,6.3479,-1.2139
1/21/1999,20,0.0084,-0.0483,-0.1072,7.3413,-1.8189
1/21/1999,21,0.0264,-0.0164,-0.1245,7.3388,-2.0277
1/21/1999,22,0.0676,0.0184,-0.1266,7.5121,-2.2306
1/21/1999,23,0.0139,0.0117,-0.1884,6.5788,-2.3611
1/22/1999,0,-0.2686,0.0000,-0.3248,3.8760,-2.4968
1/22/1999,1,-0.1907,-0.0861,-0.2316,3.7377,-2.5828
1/22/1999,2,-0.4745,-0.1004,-0.4748,2.8225,-2.9757
1/22/1999,3,-2.0288,-0.2263,-2.2555,2.7858,-3.9867
1/22/1999,4,-2.5193,-0.4720,-3.0392,3.5986,-4.8546
1/22/1999,5,-2.2987,-0.5213,-2.8891,3.8658,-4.8892
1/22/1999,6,-0.9310,-0.2345,-1.0587,3.3674,-4.1924
1/22/1999,7,-1.4100,-0.5229,-1.4134,2.4452,-4.0764
1/22/1999,8,19.5611,74.0196,12.3635,2.0768,-4.3344
1/22/1999,9,107.9813,173.7756,57.1541,2.2851,-4.3401
1/22/1999,10,336.3655,844.5969,49.5210,0.9024,-1.4412
1/22/1999,11,477.5088,964.9477,52.6886,1.2105,1.3184
1/22/1999,12,561.6757,979.0410,77.3469,1.9911,1.0864
1/22/1999,13,570.7143,898.8977,106.5671,2.1314,3.1967
1/22/1999,14,511.2873,1000.1587,46.3492,3.9013,2.2968
1/22/1999,15,411.9318,966.2148,44.3722,7.5919,2.6556
1/22/1999,16,251.5247,869.0303,33.8096,6.3749,1.9203
1/22/1999,17,71.6459,451.6840,17.3606,6.7524,1.0792
1/22/1999,18,-2.0180,-0.3356,-2.5013,5.4656,-0.1422
1/22/1999,19,-4.2245,-0.1618,-4.2496,2.9408,-1.7423
1/22/1999,20,-4.0386,0.2250,-4.2426,2.7848,-1.3208
1/22/1999,21,-4.2599,-0.2537,-4.2197,2.8047,-3.3858
1/22/1999,22,-3.4062,0.5127,-3.0632,2.9641,-3.1255
1/22/1999,23,-2.1669,0.2596,-2.1287,3.2442,-2.8307
1/23/1999,0,-2.0354,-0.5735,-2.2064,2.3751,-1.9786
1/23/1999,1,-2.9601,-0.4150,-3.1491,1.9541,-2.3374
1/23/1999,2,-1.9276,-0.4096,-1.9626,2.3201,-2.0130
1/23/1999,3,-2.7047,-0.7171,-2.7347,2.3872,-1.3947
1/23/1999,4,-2.9976,-0.5906,-3.2736,1.8499,-1.9243
1/23/1999,5,-2.9577,-0.7688,-3.1139,1.8716,-1.9871
1/23/1999,6,-2.5736,-0.3772,-2.7164,2.5168,-1.4732
1/23/1999,7,-3.2257,-0.8269,-3.3378,2.2207,-0.4259
1/23/1999,8,26.9516,289.0002,7.7161,1.8505,1.5786
1/23/1999,9,177.4593,784.1985,25.8726,2.0048,3.6487
1/23/1999,10,347.6682,926.4118,38.7774,3.2070,5.8416
1/23/1999,11,491.9752,994.1532,51.3769,8.8064,9.2025
1/23/1999,12,574.9540,977.2722,81.6996,15.2533,11.1010
1/23/1999,13,588.9508,1027.0932,64.6807,15.1925,11.7268
1/23/1999,14,538.4110,1009.4800,59.3208,14.3715,12.3065
1/23/1999,15,383.3848,832.0428,52.1397,11.6127,12.8488
1/23/1999,16,231.0957,730.9777,35.1441,9.1119,12.8623
1/23/1999,17,24.9859,84.1401,13.7899,7.2630,11.5292
1/23/1999,18,-2.1821,0.1782,-2.1652,6.6342,10.6922
1/23/1999,19,-4.2640,-0.2084,-4.1999,5.2892,10.4453
1/23/1999,20,-4.4765,-0.1921,-4.4362,3.7022,8.2230
1/23/1999,21,-3.6652,0.0174,-3.7068,4.3133,8.2938
1/23/1999,22,-2.6289,-0.0895,-2.6494,4.2866,7.6458
1/23/1999,23,-2.2812,0.1833,-2.2701,3.8763,7.4675
1/24/1999,0,-1.8118,-0.3126,-1.8065,2.7783,8.3222
1/24/1999,1,-2.1396,-0.5250,-2.2086,3.8405,7.5264
1/24/1999,2,-1.7447,-0.2870,-1.8080,5.5244,7.9718
1/24/1999,3,-1.7177,-0.4107,-1.8377,4.3612,7.6933
1/24/1999,4,-2.5431,-2.1285,-1.8909,4.9241,2.1282
1/24/1999,5,-0.7387,-0.0015,-0.6878,2.5208,-0.3793
1/24/1999,6,-0.6774,-0.0463,-0.6384,1.3697,-0.3554
1/24/1999,7,-0.9201,-0.2568,-0.7300,0.7412,-0.1931
1/24/1999,8,8.2915,18.3771,7.9872,1.0876,0.0436
1/24/1999,9,36.8072,0.0912,36.4240,2.0903,0.1608
1/24/1999,10,68.1457,-0.2123,67.8329,3.0912,-1.2658
1/24/1999,11,119.2094,0.9695,118.0431,2.7893,-3.2268
1/24/1999,12,115.3802,1.1988,114.2901,1.9181,-3.2445
1/24/1999,13,131.5013,1.5367,129.3652,1.7518,-2.8189
1/24/1999,14,107.5870,0.8304,106.6478,2.4038,-2.5541
1/24/1999,15,75.2221,0.3261,74.2542,3.0944,-2.5143
1/24/1999,16,39.4611,-0.1297,39.0745,3.5257,-3.1740
1/24/1999,17,12.1912,-0.2478,12.2101,3.4383,-4.1051
1/24/1999,18,0.0798,-0.1071,0.1335,3.0443,-4.5215
1/24/1999,19,-0.2747,-0.0292,-0.2560,2.0802,-4.5170
1/24/1999,20,-0.2947,-0.0057,-0.2626,1.5324,-4.4345
1/24/1999,21,-0.3579,-0.0060,-0.3349,1.4901,-4.3811
1/24/1999,22,-0.5929,0.0000,-0.5563,0.8004,-4.3404
1/24/1999,23,-1.3535,-0.1237,-1.4087,0.6833,-4.3302
1/25/1999,0,-2.6481,-0.4260,-2.8378,0.9179,-4.6663
1/25/1999,1,-2.4290,-0.2158,-2.3899,0.6140,-4.8468
1/25/1999,2,-2.2932,-0.1462,-2.5978,1.2266,-5.1971
1/25/1999,3,-2.7702,-0.3152,-2.9531,0.9124,-5.4810
1/25/1999,4,-2.8443,0.0697,-3.0101,0.9485,-5.7466
1/25/1999,5,-2.3489,0.0760,-2.7939,0.6731,-5.8409
1/25/1999,6,-1.8364,-0.1813,-2.1140,1.2929,-5.1224
1/25/1999,7,-1.8530,-0.3723,-2.0466,1.8263,-4.1734
1/25/1999,8,16.4710,3.4965,13.3654,0.9931,-3.2468
1/25/1999,9,106.8588,135.5566,58.4385,0.6507,-1.7890
1/25/1999,10,232.7220,277.3151,119.3187,1.4394,-1.1406
1/25/1999,11,291.9742,55.0804,243.9750,2.1575,-0.9026
1/25/1999,12,329.0393,46.6804,284.8863,1.6980,-0.1177
1/25/1999,13,304.2700,27.6934,273.3208,1.6179,0.8709
1/25/1999,14,293.3195,35.8659,258.9002,1.8554,1.6023
1/25/1999,15,234.8000,31.4685,207.8983,2.2428,1.8231
1/25/1999,16,115.6135,1.7294,110.5410,1.9204,1.7548
1/25/1999,17,30.8886,-0.3332,30.0018,1.6505,0.9821
1/25/1999,18,-1.9546,-0.4680,-2.0968,0.9159,0.3064
1/25/1999,19,-2.2310,-0.4402,-2.3473,0.9662,0.4039
1/25/1999,20,-2.4279,-0.4825,-2.6816,1.9260,0.0063
1/25/1999,21,-2.7013,-0.2763,-2.9094,0.9167,-1.2160
1/25/1999,22,-1.7248,0.4583,-1.8458,1.4659,-0.8080
1/25/1999,23,-0.5045,1.6153,-0.3808,2.5891,3.2284
1/26/1999,0,-2.5543,0.0064,-2.7880,3.7995,6.8093
1/26/1999,1,-3.8935,-0.5521,-4.1708,2.4881,7.5256
1/26/1999,2,-4.9622,-1.0541,-5.1254,1.9755,5.7564
1/26/1999,3,-3.2851,0.0009,-3.6598,2.9339,4.6521
1/26/1999,4,-4.6366,-1.1337,-4.7396,2.2546,6.3293
1/26/1999,5,-4.0551,-0.9788,-3.8521,2.2816,4.7415
1/26/1999,6,-4.6767,-1.2945,-4.4276,2.2615,4.7515
1/26/1999,7,-3.5315,-0.5770,-3.3299,3.3433,5.0963
1/26/1999,8,31.7667,74.8238,26.4448,3.3136,5.5502
1/26/1999,9,132.8282,346.8306,46.9693,4.1843,5.1695
1/26/1999,10,335.2197,836.4067,43.9822,4.4304,9.5008
1/26/1999,11,493.8960,970.7622,54.8459,9.7433,11.8535
1/26/1999,12,385.5248,463.6529,146.6377,8.6950,11.5722
1/26/1999,13,450.0733,436.2143,201.2354,9.1699,9.2465
1/26/1999,14,542.3775,1024.0717,49.5908,10.5510,9.3038
1/26/1999,15,435.1058,996.4500,38.3605,13.8573,7.8475
1/26/1999,16,272.9117,893.1192,32.5928,14.0438,6.4550
1/26/1999,17,87.6511,520.5866,18.3735,10.0227,4.9784
1/26/1999,18,-1.0667,-0.0705,-1.1553,7.7739,3.2459
1/26/1999,19,-2.5578,0.3599,-2.7666,9.6350,3.3097
1/26/1999,20,-2.4547,0.1246,-2.7222,11.0017,3.0871
1/26/1999,21,-2.9276,0.2840,-3.1929,8.1724,2.7822
1/26/1999,22,-3.9851,0.1982,-4.1816,5.7901,2.5322
1/26/1999,23,-1.9098,0.0491,-2.2126,16.1915,2.7830
1/27/1999,0,-2.7325,-0.4494,-3.0614,11.1118,2.5051
1/27/1999,1,-3.3704,-0.5341,-3.5561,5.8548,2.0805
1/27/1999,2,-2.6042,-0.5015,-2.8794,9.9744,1.8839
1/27/1999,3,-2.2106,-0.4464,-2.5009,11.2812,1.7888
1/27/1999,4,-3.2470,-0.6478,-3.6573,6.8361,1.4826
1/27/1999,5,-2.4650,-0.6404,-2.7073,9.7224,1.5591
1/27/1999,6,-3.5135,-0.9119,-3.6956,5.0705,-0.1180
1/27/1999,7,-3.1510,-0.7215,-3.2655,5.1835,-0.6961
1/27/1999,8,30.7265,260.7095,8.9220,6.2575,-0.6786
1/27/1999,9,194.0610,807.3293,28.0289,5.5705,0.4463
1/27/1999,10,378.2162,920.3835,56.2134,4.2193,3.1501
1/27/1999,11,478.0317,849.5252,87.1189,4.2627,4.6970
1/27/1999,12,519.8042,641.7985,170.1377,5.8358,2.5475
1/27/1999,13,638.7162,753.3152,224.0213,5.0968,2.9439
1/27/1999,14,421.3055,399.6928,193.2072,3.6530,2.7458
1/27/1999,15,205.3667,68.8294,157.7968,2.6971,2.8766
1/27/1999,16,97.0489,6.4736,90.6658,2.6320,2.7963
1/27/1999,17,53.9289,82.9261,45.0006,2.1041,2.6192
1/27/1999,18,-1.2534,-0.7859,-1.2271,3.3987,1.5941
1/27/1999,19,-1.1789,-0.4131,-1.1144,5.3741,-0.0812
1/27/1999,20,-1.5643,-0.2849,-1.6853,3.8867,-0.9656
1/27/1999,21,-0.8830,-0.0391,-0.9566,2.5928,-1.2851
1/27/1999,22,-1.2186,-0.2492,-1.2546,2.7573,-1.9296
1/27/1999,23,-1.1016,-0.3467,-1.2079,3.9216,-2.6917
1/28/1999,0,-0.6113,-0.1808,-0.6370,4.3513,-3.1383
1/28/1999,1,-2.3115,-0.4197,-2.4801,2.5838,-3.8010
1/28/1999,2,-4.2225,-0.6229,-4.3942,1.9321,-4.4961
1/28/1999,3,-4.7557,-0.8451,-4.6498,1.5045,-4.6831
1/28/1999,4,-3.6080,-0.6983,-3.6588,3.0686,-4.3108
1/28/1999,5,-3.6042,-1.0015,-3.8372,3.8426,-5.2217
1/28/1999,6,-2.2220,-0.2799,-2.6488,4.1963,-5.7956
1/28/1999,7,-2.8817,-0.7680,-3.2570,3.0369,-6.2919
1/28/1999,8,45.1207,179.5982,12.5344,1.1636,-6.9275
1/28/1999,9,247.5268,701.7805,51.2054,1.9288,-5.2404
1/28/1999,10,363.9125,872.6397,53.6147,2.2830,-3.0844
1/28/1999,11,493.6188,987.1332,43.0282,2.1072,0.5166
1/28/1999,12,569.5225,1027.9783,41.4109,2.3507,2.8463
1/28/1999,13,584.6437,1041.4867,38.0284,2.4365,4.2213
1/28/1999,14,537.1775,1029.1133,35.6457,2.2879,5.0134
1/28/1999,15,425.1975,970.8455,32.1437,2.1674,5.0989
1/28/1999,16,260.2708,836.8318,30.9379,2.7033,4.1570
1/28/1999,17,81.9116,461.7393,18.2299,2.7517,3.3443
1/28/1999,18,-1.4307,-0.6963,-1.6006,4.6613,0.3619
1/28/1999,19,-3.5921,-0.4098,-4.0918,3.5248,-0.8915
1/28/1999,20,-4.4177,-0.0383,-4.5171,2.1641,-1.3675
1/28/1999,21,-4.7043,0.2152,-4.3077,1.9903,-2.1373
1/28/1999,22,-4.0039,0.2241,-3.7406,2.7725,-2.0261
1/28/1999,23,-3.9607,0.2526,-3.7639,2.5190,-1.7470
1/29/1999,0,-4.1580,-0.9520,-3.9199,3.0515,-2.2224
1/29/1999,1,-2.6870,-0.4072,-3.1307,5.8121,-1.9097
1/29/1999,2,-3.3077,-0.6621,-3.5005,4.6425,-1.8373
