DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #1 [W/m^2],Avg Diffuse SB PSP [W/m^2],Avg Avg Wind Speed @ 33ft [m/s],Avg Roof Temp [deg C]
10/21/1999,22,-4.1048,0.3468,-4.0688,4.2488,11.9838
10/21/1999,23,-3.8675,-0.2529,-4.2618,4.8775,11.0477
10/22/1999,0,-3.6244,-0.6308,-3.8891,4.5807,10.8410
10/22/1999,1,-3.7602,-0.7753,-3.9144,4.6837,10.7020
10/22/1999,2,-4.0926,-0.8690,-4.1398,4.2944,10.0630
10/22/1999,3,-3.7293,-0.8494,-3.6759,4.4054,9.8127
10/22/1999,4,-3.4875,-0.7625,-3.5829,5.1498,10.2838
10/22/1999,5,-3.3880,-0.6817,-3.5437,5.5165,10.8150
10/22/1999,6,-3.5890,-1.0395,-3.9900,6.0885,10.5173
10/22/1999,7,25.8208,273.6847,7.4817,5.0292,9.2250
10/22/1999,8,189.1094,775.6705,27.1587,4.5175,10.5805
10/22/1999,9,375.1948,930.5725,30.5335,1.9094,13.0118
10/22/1999,10,527.7737,992.8313,32.9923,1.4988,17.8695
10/22/1999,11,633.5205,1022.4783,34.5695,1.7448,18.9937
10/22/1999,12,682.9157,1027.9750,38.1766,2.1594,20.0002
10/22/1999,13,662.7983,1012.2000,41.1705,2.2055,19.9152
10/22/1999,14,575.4598,970.1285,41.7623,2.5585,20.0843
10/22/1999,15,436.3018,897.1113,37.0966,2.3388,20.0938
10/22/1999,16,255.2138,775.4785,27.0632,2.1207,19.3788
10/22/1999,17,68.4333,393.1538,11.5694,2.5161,17.9315
10/22/1999,18,-5.3716,-1.1950,-5.2904,2.7081,14.4967
10/22/1999,19,-5.1641,-0.3368,-5.2650,3.2213,12.7440
10/22/1999,20,-4.4292,0.0154,-4.3437,3.5575,11.5337
10/22/1999,21,-4.0883,0.1605,-4.3060,3.7978,10.8850
10/22/1999,22,-3.5465,0.4899,-3.6496,4.8621,10.8155
10/22/1999,23,-3.6709,0.0286,-3.6587,4.8243,10.5937
10/23/1999,0,-3.5242,-0.7010,-3.5860,5.2799,10.5698
10/23/1999,1,-3.4592,-0.7139,-3.6622,5.2204,10.1442
10/23/1999,2,-3.3657,-0.6596,-3.6895,5.3883,10.0348
10/23/1999,3,-4.1695,-0.9578,-4.2417,4.1005,9.5263
10/23/1999,4,-3.6714,-0.8484,-4.0090,4.5549,8.4058
10/23/1999,5,-3.3760,-0.7949,-3.7672,4.5412,8.4233
10/23/1999,6,-3.7677,-1.0195,-4.0778,3.9470,8.1267
10/23/1999,7,22.6031,246.7901,6.2978,2.4186,8.7712
10/23/1999,8,179.4057,765.5810,22.9358,0.9560,10.5048
10/23/1999,9,368.5588,924.3438,29.4986,1.5141,13.0375
10/23/1999,10,523.7832,870.9513,32.9400,1.6795,16.5388
10/23/1999,11,633.1627,7.6433,34.2440,1.6692,18.8822
10/23/1999,12,682.5072,5.3901,36.5313,2.1541,19.8840
10/23/1999,13,663.2288,4.0106,35.3792,1.9449,20.3728
10/23/1999,14,577.1353,109.2367,33.4311,2.1490,20.4127
10/23/1999,15,438.5670,928.7052,30.5459,2.0362,20.5840
10/23/1999,16,254.2540,799.3505,24.6914,1.9670,19.6603
10/23/1999,17,66.1571,416.6909,10.0473,1.8919,18.5965
10/23/1999,18,-7.6305,-1.9368,-6.6316,2.0411,14.8758
10/23/1999,19,-4.9657,-0.0293,-5.1560,3.1316,13.2960
10/23/1999,20,-3.8282,0.3687,-4.2804,4.3889,12.4903
10/23/1999,21,-4.4581,0.2313,-4.4272,4.0378,12.3420
10/23/1999,22,-4.6746,0.1523,-4.3341,3.7203,11.4652
10/23/1999,23,-3.9299,0.2001,-4.0003,4.9738,11.3798
10/24/1999,0,-5.0778,-0.8541,-5.1107,4.3149,11.6205
10/24/1999,1,-5.3755,-1.0418,-5.0805,3.0566,11.5597
10/24/1999,2,-4.9791,-0.9403,-4.6280,3.8919,10.6032
10/24/1999,3,-3.9550,-0.7227,-3.9841,5.3283,11.4260
10/24/1999,4,-4.4005,-0.9382,-4.7795,4.7562,12.1597
10/24/1999,5,-4.4833,-0.9588,-4.8507,4.5928,12.3807
10/24/1999,6,-4.0114,-0.8927,-4.3018,5.8382,12.8987
10/24/1999,7,26.0532,296.3157,7.8734,6.3722,13.5840
10/24/1999,8,178.5795,651.8618,43.1060,6.8068,15.6242
10/24/1999,9,302.6423,615.4347,64.0548,5.3675,17.7438
10/24/1999,10,559.5158,911.9548,102.4200,2.7284,20.9078
10/24/1999,11,635.7140,942.3022,81.3041,2.5676,23.5638
10/24/1999,12,672.2672,928.7673,84.2339,4.4251,24.3080
10/24/1999,13,648.6657,888.8933,95.4325,3.3752,24.6458
10/24/1999,14,541.8062,829.8370,76.6783,2.4703,24.8772
10/24/1999,15,445.5007,935.4570,37.2959,2.2310,24.4932
10/24/1999,16,259.7140,836.8925,23.0351,2.7050,23.1013
10/24/1999,17,59.4049,333.9390,9.5558,2.6962,21.6157
10/24/1999,18,-5.1878,-1.1185,-5.1849,4.9123,17.8183
10/24/1999,19,-5.3387,-0.2669,-5.6539,4.4934,16.1755
10/24/1999,20,-5.2263,-0.1138,-5.2751,3.7881,14.7190
10/24/1999,21,-4.2991,0.3672,-4.5422,4.5486,14.2067
10/24/1999,22,-4.1570,0.2409,-4.6267,5.1280,13.6602
10/24/1999,23,-3.4416,0.4814,-3.9340,6.3390,14.4013
10/25/1999,0,-3.4977,-0.7040,-4.0280,7.2854,14.5517
10/25/1999,1,-4.1619,-0.8558,-4.7286,5.5223,13.1435
10/25/1999,2,-4.0803,-0.7605,-4.4592,5.0217,12.6262
10/25/1999,3,-3.8311,-0.8405,-4.1331,5.7528,12.8798
10/25/1999,4,-3.7009,-0.7634,-4.1080,6.0928,12.9517
10/25/1999,5,-3.6181,-0.6880,-3.8834,6.4133,13.1547
10/25/1999,6,-3.8541,-0.8948,-4.1253,6.1889,12.7877
10/25/1999,7,20.7001,226.6145,6.5490,5.7866,13.0252
10/25/1999,8,175.7674,743.2780,27.8016,5.8229,14.4447
10/25/1999,9,358.2342,902.8933,33.5939,4.5600,14.6407
10/25/1999,10,508.5728,966.5968,37.9875,2.3830,15.7808
10/25/1999,11,613.3770,997.6105,40.2106,2.4742,18.2657
10/25/1999,12,659.7447,1007.4712,39.8580,2.1456,19.8878
10/25/1999,13,638.0502,996.3870,38.1658,2.1536,20.0348
10/25/1999,14,552.8615,959.0583,37.6373,2.0856,20.4005
10/25/1999,15,420.0882,899.0823,33.4330,2.4685,20.0748
10/25/1999,16,242.4328,773.5865,26.0391,1.4993,20.0477
10/25/1999,17,61.7582,359.7501,12.5754,2.2525,18.2732
10/25/1999,18,-3.3874,-0.1825,-3.4523,2.9160,15.8052
10/25/1999,19,-4.7248,-0.3001,-5.0105,3.9137,14.5192
10/25/1999,20,-4.4057,0.3495,-4.2462,4.3609,14.1143
10/25/1999,21,-4.6787,0.4655,-4.4803,3.6140,14.0430
10/25/1999,22,-5.0044,0.2169,-4.7377,3.5123,13.3053
10/25/1999,23,-4.4676,0.0095,-4.5589,4.0245,13.2393
10/26/1999,0,-3.8694,-0.6095,-4.2670,4.7878,13.1205
10/26/1999,1,-4.5199,-1.0124,-4.7151,4.2396,13.0452
10/26/1999,2,-4.1139,-0.8855,-4.4220,4.5372,13.1375
10/26/1999,3,-3.7547,-0.7258,-4.4028,6.0125,13.9605
10/26/1999,4,-4.2255,-0.8941,-4.7127,5.0573,12.9292
10/26/1999,5,-4.1021,-0.9466,-4.6267,4.8374,13.0170
10/26/1999,6,-4.8788,-0.9327,-4.7987,4.1700,11.3348
10/26/1999,7,19.2221,219.8948,5.7431,4.3842,12.2155
10/26/1999,8,173.6276,775.6570,23.8941,4.0243,15.6373
10/26/1999,9,361.5013,940.1543,29.0482,2.8269,19.3010
10/26/1999,10,515.6777,1002.5167,32.0687,3.7302,22.6887
10/26/1999,11,626.8837,1038.4483,36.2763,5.5586,23.0000
10/26/1999,12,674.0898,1047.8017,36.9305,4.7325,24.1813
10/26/1999,13,653.9277,1037.8817,36.1866,4.7046,24.6915
10/26/1999,14,566.9148,1002.3112,34.4079,3.8834,25.3413
10/26/1999,15,429.5500,939.1735,30.0695,3.0736,25.4780
10/26/1999,16,247.8322,811.7745,24.3150,2.9821,25.1120
10/26/1999,17,60.4786,377.8405,10.1213,3.2715,23.2153
10/26/1999,18,-7.7883,-1.4744,-7.5583,2.3512,19.2570
10/26/1999,19,-6.8022,-0.9071,-6.8771,2.8668,16.2653
10/26/1999,20,-3.6106,0.5371,-4.1733,5.9562,15.4700
10/26/1999,21,-5.0803,0.1248,-4.9555,4.0416,15.2962
10/26/1999,22,-5.6611,0.0676,-5.1046,3.1851,13.9708
10/26/1999,23,-4.7519,0.1974,-4.4585,4.1840,13.8480
10/27/1999,0,-4.1738,-0.5612,-4.1171,4.8002,14.4722
10/27/1999,1,-3.8058,-0.6978,-4.3900,6.2816,14.9415
10/27/1999,2,-4.9281,-1.0091,-4.8791,4.2353,14.8803
10/27/1999,3,-3.7780,-0.7448,-4.2562,6.2256,14.7752
10/27/1999,4,-4.2261,-0.9008,-4.6406,5.4012,15.2687
10/27/1999,5,-6.3676,-1.1498,-6.5118,2.6845,14.8555
10/27/1999,6,-5.1044,-0.8691,-4.9969,4.3348,15.4788
10/27/1999,7,13.0892,66.2084,7.7830,4.5744,15.6367
10/27/1999,8,132.0040,380.1567,43.0610,3.6943,16.4177
10/27/1999,9,351.3692,753.6800,73.8910,3.9326,19.0367
10/27/1999,10,507.0165,886.2127,74.0169,7.0933,20.7713
10/27/1999,11,597.9157,974.6152,44.0507,2.4867,22.8820
10/27/1999,12,665.2747,1001.2032,57.2535,5.8989,23.0783
10/27/1999,13,648.3340,1002.2542,54.7958,6.7505,22.6940
10/27/1999,14,544.5163,943.5402,44.2202,5.2088,22.7198
10/27/1999,15,405.7070,847.5977,44.6040,5.6822,21.8065
10/27/1999,16,223.6245,616.5370,43.6458,7.2747,19.9638
10/27/1999,17,47.5699,130.4853,23.5095,6.8186,14.2673
10/27/1999,18,-4.8808,-0.8912,-4.9559,3.9773,11.5110
10/27/1999,19,-4.7805,-0.4989,-4.9086,4.2619,9.7755
10/27/1999,20,-4.7524,-0.6014,-4.8043,3.4112,7.3484
10/27/1999,21,-3.6054,-0.1858,-3.8671,3.6112,6.1102
10/27/1999,22,-3.8841,0.1477,-4.1181,2.3499,5.5832
10/27/1999,23,-4.5183,-0.5019,-4.6982,0.7826,4.5906
10/28/1999,0,-4.9662,-1.2832,-4.6581,0.3361,4.3373
10/28/1999,1,-4.8232,-0.9266,-4.0336,0.7214,3.9510
10/28/1999,2,-4.2205,-0.9680,-4.0370,1.3376,2.7789
10/28/1999,3,-3.9353,-0.8417,-4.0566,1.7080,2.8029
10/28/1999,4,-3.2463,-0.7816,-3.5077,3.5906,1.7849
10/28/1999,5,-3.1896,-0.7704,-3.4160,3.7349,1.2243
10/28/1999,6,-3.1015,-0.8993,-3.3465,3.7223,1.3932
10/28/1999,7,15.6918,158.6751,5.7691,2.3616,1.6052
10/28/1999,8,159.8235,704.3807,25.3372,0.9724,3.9695
10/28/1999,9,345.8435,898.1798,32.7617,1.3913,7.4135
10/28/1999,10,499.9580,973.8357,35.7336,1.2374,10.5578
10/28/1999,11,607.9298,1010.3942,40.6640,1.4595,13.6218
10/28/1999,12,613.9852,765.9757,131.7758,1.5111,14.3840
10/28/1999,13,458.0025,299.5940,229.5767,0.7383,16.8741
10/28/1999,14,400.6980,195.0029,252.7713,1.4769,17.9600
10/28/1999,15,363.7088,279.6884,209.4740,2.1936,19.0385
10/28/1999,16,113.7224,7.3431,100.6526,1.8962,16.5343
10/28/1999,17,24.3376,-1.1263,23.0355,1.2898,14.1952
10/28/1999,18,-3.5621,-0.8193,-3.6411,1.4773,11.9642
10/28/1999,19,-2.6474,0.0867,-2.4153,0.9345,12.2710
10/28/1999,20,-3.4992,-0.3484,-3.5231,2.0201,11.5240
10/28/1999,21,-4.3185,0.1914,-4.3211,1.3925,11.1852
10/28/1999,22,-4.4690,0.4762,-4.5204,2.3630,11.8212
10/28/1999,23,-4.8120,-0.4993,-4.7531,2.1637,10.6450
10/29/1999,0,-4.8466,-1.0564,-4.6426,1.7217,11.1242
10/29/1999,1,-2.4222,-0.4769,-2.6806,3.5914,9.6797
10/29/1999,2,-1.8294,-0.0910,-2.0801,2.8740,9.1300
10/29/1999,3,-1.7656,0.3277,-1.8067,3.5491,8.0680
10/29/1999,4,-1.5880,1.7619,-1.8151,7.3202,7.3792
10/29/1999,5,-1.5399,-0.0365,-1.6708,3.9370,8.4095
10/29/1999,6,-3.1717,-0.7861,-3.3147,2.5050,7.3683
10/29/1999,7,4.2486,-0.0218,4.0858,4.4688,6.8230
10/29/1999,8,48.5820,0.0802,46.4567,5.6844,6.9823
10/29/1999,9,262.0994,237.7272,153.6014,4.9030,8.2438
10/29/1999,10,415.6678,486.3459,154.2011,7.0463,9.0710
10/29/1999,11,369.3590,353.3583,160.0841,6.0417,9.8533
10/29/1999,12,462.7632,387.9430,198.4012,5.5316,10.2177
10/29/1999,13,207.5403,37.8590,172.8178,4.9468,10.1775
10/29/1999,14,204.2023,71.9084,150.5767,2.8121,10.4565
10/29/1999,15,260.6238,333.4429,123.2125,4.6627,10.1253
10/29/1999,16,284.1997,825.9468,66.3722,9.3923,9.7752
10/29/1999,17,66.6311,362.5686,20.7064,9.8823,7.4162
10/29/1999,18,-1.9137,0.0402,-2.1994,8.3143,6.3176
10/29/1999,19,-3.0661,0.2563,-3.4375,6.2198,6.0178
10/29/1999,20,-2.6810,0.3120,-2.9523,5.8149,6.0934
10/29/1999,21,-3.4789,0.2140,-3.6195,4.9780,5.8101
10/29/1999,22,-3.2647,0.3141,-3.4875,5.6729,5.7796
10/29/1999,23,-3.2144,0.1302,-3.3979,5.7624,5.5075
10/30/1999,0,-2.9752,-0.5538,-3.3114,6.5919,5.6908
10/30/1999,1,-2.9278,-0.5616,-3.0358,7.0796,5.6640
10/30/1999,2,-2.8340,-0.5680,-2.9801,7.7046,5.4673
10/30/1999,3,-2.5656,-0.5204,-2.7747,8.5654,5.4780
10/30/1999,4,-2.5752,-0.5163,-2.8225,8.6754,5.7731
10/30/1999,5,-2.6755,-0.5549,-3.0057,8.3271,5.9458
10/30/1999,6,-2.6082,-0.6039,-2.9537,8.8910,6.0635
10/30/1999,7,13.6721,210.4316,3.5770,5.7053,5.2434
10/30/1999,8,156.1800,759.7873,20.1825,2.5085,5.0497
10/30/1999,9,342.1308,930.0317,27.6214,1.9181,8.2964
10/30/1999,10,497.5043,990.5300,34.1858,3.5205,11.2652
10/30/1999,11,599.6933,1022.9750,37.1552,3.6408,13.6487
10/30/1999,12,642.0027,1033.6600,34.6333,2.1872,15.7445
10/30/1999,13,625.0430,1026.4050,34.6164,3.0677,17.6388
10/30/1999,14,538.9333,987.1362,34.2714,2.5453,18.4417
10/30/1999,15,403.0630,925.8012,28.6807,2.2876,18.0492
10/30/1999,16,224.3953,798.0560,19.9595,1.3241,17.8112
10/30/1999,17,46.0858,328.0739,6.1606,1.6009,16.3830
10/30/1999,18,-6.2867,-1.5298,-5.9035,2.3656,11.0465
10/30/1999,19,-4.3719,0.0023,-4.2397,3.1863,9.1490
10/30/1999,20,-3.4896,0.3352,-3.7471,4.3218,9.3585
10/30/1999,21,-3.6453,0.4081,-3.5535,4.1867,9.6783
10/30/1999,22,-3.7760,-0.0162,-3.8500,4.0711,8.9012
10/30/1999,23,-3.4045,0.1541,-3.4154,4.3664,8.6418
10/31/1999,0,-3.5221,-0.7695,-3.5594,4.2115,8.3855
10/31/1999,1,-3.5653,-0.7754,-3.6342,3.9436,8.0838
10/31/1999,2,-3.8113,-0.9367,-3.7200,3.5393,7.5063
10/31/1999,3,-3.2628,-0.7440,-3.3236,4.0893,7.5453
10/31/1999,4,-3.4023,-0.8602,-3.6400,3.7786,8.3657
10/31/1999,5,-3.9562,-1.1276,-4.1440,3.2185,7.8985
10/31/1999,6,-3.6605,-0.9393,-3.6905,3.7268,7.8337
10/31/1999,7,12.4806,201.3460,3.3963,2.8906,8.1965
10/31/1999,8,151.9409,752.8912,19.9708,1.8654,10.1278
10/31/1999,9,331.4692,929.3090,22.7192,0.6822,13.8707
10/31/1999,10,487.6197,997.2337,26.2432,2.0249,17.2238
10/31/1999,11,589.0815,1031.5517,28.9187,2.1713,19.7490
10/31/1999,12,638.5945,1046.7817,30.6523,2.4573,22.3453
10/31/1999,13,622.0547,1040.4717,29.2563,2.2822,24.2570
10/31/1999,14,536.8737,1010.0925,27.2375,2.8313,23.8557
10/31/1999,15,402.5753,956.1080,21.3353,2.0863,24.2955
10/31/1999,16,223.9857,838.1105,15.6046,2.0007,23.6920
10/31/1999,17,43.2261,346.2265,4.0368,1.6855,20.7770
10/31/1999,18,-6.5174,-0.8759,-6.1909,2.4953,16.7460
10/31/1999,19,-5.9731,0.1770,-5.7626,1.8687,16.3033
10/31/1999,20,-5.1978,-0.0253,-5.1363,4.0967,15.2000
10/31/1999,21,-4.3878,0.1134,-4.8325,4.7032,14.9405
10/31/1999,22,-4.1600,0.5748,-4.6683,4.5424,14.4958
10/31/1999,23,-5.1753,-0.3446,-5.2259,3.7641,13.6077
11/1/1999,0,-5.3369,-1.0739,-5.4902,1.1579,14.5688
11/1/1999,1,-5.0555,-1.1066,-5.0140,2.6384,14.9825
11/1/1999,2,-4.0626,-0.6995,-4.4406,5.8216,15.4207
11/1/1999,3,-3.3319,-0.7696,-3.7293,7.6582,15.3965
11/1/1999,4,-4.4213,-1.2442,-4.6707,4.9113,14.2762
11/1/1999,5,-4.9196,-2.0243,-5.2969,6.7990,8.0608
11/1/1999,6,-4.0789,-0.6946,-4.5186,3.8302,4.5090
11/1/1999,7,9.2386,72.7167,3.9524,2.4037,3.1908
11/1/1999,8,160.3902,541.1255,56.0329,1.3434,4.2053
11/1/1999,9,285.6008,554.0380,77.6608,1.4101,6.2470
11/1/1999,10,223.7783,255.8975,75.7054,3.1415,6.0573
11/1/1999,11,500.7720,687.4583,99.2360,4.2413,6.9349
11/1/1999,12,623.2370,967.8710,56.5190,4.4059,8.8567
11/1/1999,13,603.2833,967.9077,50.5282,3.5627,9.6063
11/1/1999,14,520.3063,932.6172,47.2101,3.5566,9.7060
11/1/1999,15,387.9473,858.0863,43.1355,3.4310,9.9018
11/1/1999,16,170.3952,456.6022,37.6021,2.1239,9.6520
11/1/1999,17,28.1715,1.8187,25.0280,2.7252,6.7493
11/1/1999,18,-3.7147,-0.6280,-4.1731,3.5514,3.9995
11/1/1999,19,-4.0457,-0.4724,-4.2233,2.8289,2.3218
11/1/1999,20,-2.6085,-0.1737,-3.0565,3.6817,1.8612
11/1/1999,21,-2.7996,-0.3290,-3.2869,3.6258,1.0730
11/1/1999,22,-4.8153,-0.5309,-4.9139,2.0101,0.2724
11/1/1999,23,-5.6212,-0.5641,-5.0158,1.3699,-1.3596
11/2/1999,0,-3.6724,-0.6876,-3.5178,3.0760,-2.6551
11/2/1999,1,-3.7739,-0.4136,-4.0701,2.9416,-2.3595
11/2/1999,2,-5.4122,-1.1639,-4.8873,0.9449,-2.3776
11/2/1999,3,-4.7202,-1.2835,-4.2943,1.3130,-3.1688
11/2/1999,4,-4.2331,-1.0818,-4.3142,1.8366,-4.3174
11/2/1999,5,-4.2853,-1.1834,-4.3232,1.1698,-3.5273
11/2/1999,6,-4.4364,-1.1351,-4.1832,1.4936,-3.3246
11/2/1999,7,10.7489,191.7995,2.5763,1.3489,-1.4120
11/2/1999,8,152.5869,783.2640,21.3847,1.6497,1.6538
11/2/1999,9,335.9855,962.1158,26.6137,0.7281,6.5001
11/2/1999,10,494.2452,1026.9600,30.7677,1.8250,10.7590
11/2/1999,11,600.0638,1057.6400,35.7743,2.7853,14.2068
11/2/1999,12,644.9215,1062.3500,38.1721,3.9045,17.5382
11/2/1999,13,620.5598,1039.9700,38.3471,3.6310,19.2655
11/2/1999,14,529.5733,939.0317,53.2937,3.1384,20.7630
11/2/1999,15,133.4467,90.0532,81.7222,2.1648,19.4428
11/2/1999,16,75.5037,67.7760,62.2957,1.5685,15.5418
11/2/1999,17,51.4370,279.8939,18.1247,1.8527,15.7315
11/2/1999,18,-3.0811,-0.0147,-3.2247,2.8337,13.7785
11/2/1999,19,-5.4680,0.4606,-5.3771,3.2476,13.9585
11/2/1999,20,-4.4289,0.5088,-4.3844,4.9954,13.9983
11/2/1999,21,-5.1085,0.5197,-5.3800,4.0825,14.8635
11/2/1999,22,-5.7753,-0.2526,-6.0483,4.5281,14.0575
11/2/1999,23,-4.2043,-0.1984,-4.8768,6.0746,13.3997
11/3/1999,0,-2.8630,-0.5216,-3.5264,8.1746,13.5957
11/3/1999,1,-2.9126,-0.5125,-3.3143,8.1945,13.6527
11/3/1999,2,-3.4331,-0.7492,-3.8108,6.6070,13.0867
11/3/1999,3,-3.3483,-0.5305,-3.6205,4.8625,12.8442
11/3/1999,4,-2.4562,-0.5719,-2.9096,8.9083,13.4348
11/3/1999,5,-3.0534,-0.6677,-3.5134,8.4204,13.1078
11/3/1999,6,-3.8931,-1.1084,-4.2174,7.0728,12.4253
11/3/1999,7,6.2348,117.9709,0.4302,2.7566,9.0648
11/3/1999,8,140.6337,726.7915,21.1571,3.2030,9.4658
11/3/1999,9,322.9470,916.6038,29.3631,2.1612,12.0512
11/3/1999,10,500.4087,979.6988,56.3000,3.4450,15.8732
11/3/1999,11,595.2965,980.7432,63.5680,4.3651,18.1745
11/3/1999,12,600.6857,633.2042,185.9020,2.8635,20.4495
11/3/1999,13,529.6317,407.6553,226.4860,2.7845,20.7478
11/3/1999,14,445.3460,371.4194,203.1242,2.6880,20.5357
11/3/1999,15,172.4795,28.2996,139.8763,2.9198,18.6195
11/3/1999,16,62.1798,4.1663,57.3418,2.1275,15.9598
11/3/1999,17,46.7842,243.0218,19.4407,1.3261,15.4392
11/3/1999,18,-7.3358,-0.8800,-6.9518,1.3737,13.0748
11/3/1999,19,-6.3944,-0.6683,-5.8127,1.9992,11.7027
11/3/1999,20,-5.2270,0.1335,-5.0353,3.2835,10.3217
11/3/1999,21,-4.7201,0.4287,-4.7489,4.1025,10.5930
11/3/1999,22,-4.3774,0.3548,-4.6242,4.5742,10.0610
11/3/1999,23,-3.8110,0.2238,-4.4143,5.0926,10.0600
11/4/1999,0,-4.6860,-1.0249,-4.8420,3.5561,9.9922
11/4/1999,1,-5.6735,-0.7363,-5.4852,1.7824,11.0102
11/4/1999,2,-5.4230,-0.7430,-5.2358,1.4657,11.4008
11/4/1999,3,-5.3706,-0.7391,-5.4273,2.0994,12.4568
11/4/1999,4,-5.3147,-0.0507,-5.5200,1.9379,12.0843
11/4/1999,5,-3.6536,-0.4667,-3.9473,3.1306,13.0443
11/4/1999,6,-5.1837,-1.2028,-5.3062,3.2578,12.7893
11/4/1999,7,4.9254,9.2118,3.6180,1.3826,12.2915
11/4/1999,8,56.0521,20.2357,50.3474,2.2582,12.8785
11/4/1999,9,140.2889,2.5489,130.5745,1.6599,13.9447
11/4/1999,10,295.4022,77.2094,219.2563,1.7777,17.0930
11/4/1999,11,487.6688,446.8582,195.7595,2.8037,20.8150
11/4/1999,12,679.2818,827.8523,180.4050,4.3403,22.7850
11/4/1999,13,665.5042,634.7868,259.1022,4.3407,22.8490
11/4/1999,14,559.9692,786.3840,151.5703,5.2271,23.5223
11/4/1999,15,430.2083,933.1983,70.6236,6.3589,23.7877
11/4/1999,16,212.6952,706.9262,36.2403,5.5628,23.0768
11/4/1999,17,34.7270,209.0443,9.4761,2.0228,20.4703
11/4/1999,18,-7.3822,-0.5340,-6.9602,1.0582,18.0048
11/4/1999,19,-6.1543,-0.3883,-6.1850,2.8742,15.9327
11/4/1999,20,-5.1353,-0.0448,-5.2743,3.4959,14.8087
11/4/1999,21,-4.4768,0.8024,-4.6729,3.9892,15.5213
11/4/1999,22,-4.8831,0.4169,-5.0587,4.3511,15.9013
11/4/1999,23,-4.5913,-0.1245,-5.0654,5.1788,15.0465
11/5/1999,0,-5.4180,-1.1193,-5.6568,3.8436,14.5978
11/5/1999,1,-4.8746,-1.0279,-4.8152,3.7323,13.1675
11/5/1999,2,-5.5182,-1.2738,-5.2992,3.2200,12.7098
11/5/1999,3,-5.4704,-1.2957,-5.0196,2.5222,12.2723
11/5/1999,4,-4.9497,-1.1421,-4.5502,3.1517,11.9442
11/5/1999,5,-6.1146,-2.0714,-5.7940,5.7547,9.8360
11/5/1999,6,-3.5758,-0.7253,-3.6847,6.9972,5.3122
11/5/1999,7,6.0576,99.1606,1.6609,4.5503,3.3025
11/5/1999,8,128.5733,647.4952,23.9517,3.1204,3.4334
11/5/1999,9,302.8983,872.2757,30.5324,1.9004,5.9438
11/5/1999,10,453.5512,947.5177,35.0232,1.9884,8.3973
11/5/1999,11,555.3473,988.8380,37.6610,1.4256,10.1778
11/5/1999,12,600.2630,995.6593,40.8087,2.3188,13.9210
11/5/1999,13,579.7833,979.8888,41.4976,1.8709,15.9368
11/5/1999,14,500.1320,945.8728,37.1448,1.3139,15.8818
11/5/1999,15,367.6678,874.3268,32.9394,1.5910,18.8533
11/5/1999,16,189.5828,692.9120,25.4055,1.8482,17.4465
11/5/1999,17,27.6099,195.3615,6.9019,2.2897,15.1183
11/5/1999,18,-4.7746,-0.8450,-4.9675,4.2326,11.0368
11/5/1999,19,-5.8614,-0.0932,-5.6438,1.4101,10.1332
11/5/1999,20,-4.9654,0.2912,-4.8010,1.8097,9.6265
11/5/1999,21,-5.3338,-0.2625,-5.2867,1.2865,9.6152
11/5/1999,22,-4.5710,-0.4487,-4.7493,2.5389,8.2968
11/5/1999,23,-3.9992,0.0540,-4.2104,3.7659,7.0437
11/6/1999,0,-3.0631,0.0918,-2.6482,4.1147,10.6952
11/6/1999,1,-5.0731,-1.2799,-4.9346,4.0246,12.4650
11/6/1999,2,-4.3438,-0.7481,-4.2464,4.7944,12.4090
11/6/1999,3,-4.4659,-0.9472,-4.7534,4.9603,13.5445
11/6/1999,4,-5.3508,-1.2184,-5.7705,4.3068,13.0840
11/6/1999,5,-4.2679,-0.8979,-4.9075,5.0919,13.3487
11/6/1999,6,-4.6216,-1.1914,-5.2678,4.8069,12.8912
11/6/1999,7,4.4623,126.3478,-0.1682,3.2672,11.1875
11/6/1999,8,127.8888,700.3687,20.4011,2.4928,13.0098
11/6/1999,9,300.8402,898.8428,25.3378,1.3012,15.8035
11/6/1999,10,456.0363,980.7213,28.3277,1.1933,18.3228
11/6/1999,11,558.0718,1016.1000,30.3258,1.7595,21.2460
11/6/1999,12,606.2760,1030.0433,32.9842,2.6509,23.2975
11/6/1999,13,590.6675,1024.3233,34.0263,4.0034,24.2855
11/6/1999,14,514.9008,999.0788,32.6008,3.5231,24.6143
11/6/1999,15,377.5238,928.1868,27.5855,2.4041,24.9350
11/6/1999,16,198.0152,770.5648,20.1190,2.0500,24.8398
11/6/1999,17,27.9434,225.2073,4.4198,1.9719,23.2685
11/6/1999,18,-8.4119,-1.2617,-7.8750,1.2655,17.2528
11/6/1999,19,-5.9389,-0.4398,-6.0332,2.7480,14.1043
11/6/1999,20,-4.4131,0.3281,-4.7168,4.2301,13.0737
11/6/1999,21,-4.1517,0.4060,-4.3876,4.9900,13.0743
11/6/1999,22,-3.7364,0.6155,-4.0417,5.7454,13.4667
11/6/1999,23,-4.0302,-0.1199,-4.1898,6.3027,13.1890
11/7/1999,0,-4.9210,-0.9370,-4.8265,4.2687,12.7912
11/7/1999,1,-4.4954,-0.7860,-4.5059,4.6602,12.8528
11/7/1999,2,-5.9257,-1.2600,-5.4841,3.2228,12.4182
