DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP [W/m^2],Avg Diffuse SB PSP [W/m^2],Avg Avg Wind Speed @ 33ft [m/s],Avg Roof Temp [deg C]
1/2/1991,19,-3.3356,-0.8213,-3.3895,1.0894,-9.0102
1/2/1991,20,-2.6535,-0.6130,-2.7922,0.7105,-9.2688
1/2/1991,21,-1.7067,-0.8016,-1.8951,0.2140,-9.2179
1/2/1991,22,-2.2880,-0.8319,-2.3816,0.2180,-9.7742
1/2/1991,23,-2.3707,-1.0237,-2.5203,0.6756,-10.2946
1/3/1991,0,-2.8960,-0.9354,-3.1649,0.8932,-10.7399
1/3/1991,1,-1.8366,-0.6104,-2.0277,0.8814,-10.4728
1/3/1991,2,-0.4290,-0.7311,-0.6718,0.3306,-10.0003
1/3/1991,3,-1.1713,-0.8827,-1.1979,0.1224,-10.2276
1/3/1991,4,-1.0692,-0.8596,-1.0684,0.2365,-10.4768
1/3/1991,5,-1.3787,-1.0297,-1.3079,0.4425,-11.0693
1/3/1991,6,-2.3210,-1.0712,-2.3291,0.7465,-11.8995
1/3/1991,7,-2.6281,-0.9427,-3.2441,0.2740,-11.3395
1/3/1991,8,59.9458,141.8656,13.7567,0.4815,-9.7194
1/3/1991,9,257.8700,483.1733,67.5584,0.7709,-7.2393
1/3/1991,10,346.8083,655.9942,86.2848,1.3136,-4.8384
1/3/1991,11,419.4933,668.8250,99.8414,2.4768,-5.9899
1/3/1991,12,391.6292,322.5067,177.9325,2.4685,-5.8963
1/3/1991,13,432.4425,407.8883,145.3583,2.2546,-5.9256
1/3/1991,14,271.6192,111.7468,158.0792,2.5374,-6.8494
1/3/1991,15,176.0227,49.8937,119.0464,1.6963,-7.1174
1/3/1991,16,47.7387,-0.7686,40.1713,1.6139,-7.4854
1/3/1991,17,8.1025,-1.0066,6.8542,2.2956,-8.2383
1/3/1991,18,-1.1372,-0.8952,-1.1250,1.3629,-8.6303
1/3/1991,19,-0.9491,-0.8418,-1.0095,1.0631,-8.6999
1/3/1991,20,-0.9621,-0.8569,-1.0429,0.6464,-8.6734
1/3/1991,21,-1.0958,-0.8728,-1.2195,0.2747,-8.6158
1/3/1991,22,-1.0533,-0.8365,-1.1986,0.8484,-8.4619
1/3/1991,23,-1.1791,-0.9452,-1.2280,1.0064,-8.6438
1/4/1991,0,-1.0460,-0.8576,-1.0204,0.7088,-8.8593
1/4/1991,1,-0.9253,-0.7976,-1.0289,0.2956,-8.7377
1/4/1991,2,-0.9406,-0.8945,-1.0266,0.4468,-8.7417
1/4/1991,3,-0.8272,-0.8596,-0.8282,0.5859,-8.8967
1/4/1991,4,-0.7610,-0.8945,-0.7817,0.8515,-8.9121
1/4/1991,5,-0.8771,-0.9209,-0.7980,1.3779,-9.0583
1/4/1991,6,-0.8347,-0.8596,-0.8190,0.5874,-9.2258
1/4/1991,7,-0.9044,-0.8945,-0.9615,0.6380,-9.1575
1/4/1991,8,4.9630,-0.8405,4.1875,0.5783,-9.1077
1/4/1991,9,46.8724,-0.4067,40.5822,0.3004,-8.5138
1/4/1991,10,140.7898,18.7509,113.5262,0.4009,-7.2924
1/4/1991,11,343.7625,352.8100,172.1667,0.5115,-4.8355
1/4/1991,12,355.9850,283.9883,192.9433,0.9757,-2.6715
1/4/1991,13,236.3733,41.0614,205.0342,1.3008,-3.7859
1/4/1991,14,139.4992,0.8252,137.1492,1.4279,-3.7184
1/4/1991,15,180.6458,77.5280,147.5242,1.0544,-2.8048
1/4/1991,16,146.8302,312.3763,78.3040,0.9418,-2.1395
1/4/1991,17,19.6217,41.0397,14.8265,1.3811,-4.2768
1/4/1991,18,-1.0203,-0.7461,-0.8792,0.5199,-4.3239
1/4/1991,19,-2.1358,-0.9735,-2.1527,0.8031,-4.6704
1/4/1991,20,-2.6418,-0.2142,-2.8128,1.6185,-4.7753
1/4/1991,21,-1.3416,0.2669,-2.1838,1.0865,-1.4074
1/4/1991,22,-3.3306,-0.7771,-3.7407,1.3092,-0.7803
1/4/1991,23,-3.2649,-0.4712,-3.3441,2.0585,-0.4289
1/5/1991,0,-2.8185,-1.1995,-2.8530,3.3764,-0.1884
1/5/1991,1,-2.7613,-0.9405,-3.4766,2.2905,2.8578
1/5/1991,2,-2.7788,-1.2826,-3.3642,3.8575,5.4637
1/5/1991,3,-2.8513,-1.3247,-3.1450,5.4380,5.4239
1/5/1991,4,-2.6779,-1.4275,-2.7376,6.4924,5.6281
1/5/1991,5,-2.9776,-1.6318,-3.2464,5.4806,5.4603
1/5/1991,6,-3.6290,-1.7827,-3.8753,4.3032,4.7507
1/5/1991,7,-6.9380,-2.8372,-5.8862,2.1274,-2.2314
1/5/1991,8,16.2776,193.5813,6.0106,1.3282,-3.0239
1/5/1991,9,139.8780,682.5892,25.9069,1.8455,0.2872
1/5/1991,10,279.7900,766.8450,49.9843,3.5644,0.7309
1/5/1991,11,375.1583,676.7992,86.0190,3.4062,-0.3370
1/5/1991,12,465.5333,863.1867,65.8707,2.6299,1.3934
1/5/1991,13,475.1383,771.4042,99.7558,1.8362,2.4423
1/5/1991,14,213.6208,45.0173,178.7058,1.8809,2.0831
1/5/1991,15,189.5242,49.8373,161.4100,1.7126,2.3603
1/5/1991,16,85.1726,-0.2254,81.5453,1.6232,1.9291
1/5/1991,17,19.7887,-1.3043,17.9337,2.8770,0.1133
1/5/1991,18,-3.1023,-1.0163,-3.0475,2.8663,-1.6184
1/5/1991,19,-3.1743,-0.9708,-3.1930,2.8431,-2.8660
1/5/1991,20,-3.2842,-1.0954,-3.3704,3.2060,-3.2446
1/5/1991,21,-3.5479,-1.0896,-3.5962,3.2293,-4.8431
1/5/1991,22,-4.3430,-1.1503,-4.4385,1.4074,-6.1155
1/5/1991,23,-3.9855,-1.0705,-4.1124,0.7787,-6.9362
1/6/1991,0,-3.6971,-1.4640,-3.8389,1.0243,-7.3278
1/6/1991,1,-3.1226,-0.6855,-3.3841,2.6240,-5.3792
1/6/1991,2,-5.1147,-2.5662,-4.5966,2.2300,-5.0199
1/6/1991,3,-2.7798,-1.2267,-2.9170,1.9439,-6.3477
1/6/1991,4,-4.2003,-1.6888,-4.2232,1.4114,-7.9797
1/6/1991,5,-1.1111,-1.1048,-1.6138,1.6192,-4.5178
1/6/1991,6,-4.4371,-2.6433,-3.7901,3.0703,-5.6679
1/6/1991,7,-3.2784,-1.3856,-3.5042,1.2376,-8.3372
1/6/1991,8,20.2405,212.2488,5.6946,1.5213,-7.6432
1/6/1991,9,165.5698,726.8167,25.0063,1.1729,-6.4590
1/6/1991,10,300.9133,905.8717,28.9313,0.8341,-0.1312
1/6/1991,11,420.1258,969.0550,31.4557,1.1878,4.7111
1/6/1991,12,482.5767,984.3025,35.2865,2.2842,5.3128
1/6/1991,13,483.1025,959.4867,42.6078,2.3463,3.7716
1/6/1991,14,428.1617,931.9550,37.8565,1.5990,4.8963
1/6/1991,15,304.9542,815.0300,39.6163,1.6405,5.1859
1/6/1991,16,157.2465,645.6758,27.7493,1.4835,5.1757
1/6/1991,17,24.0354,127.3102,11.2594,3.9710,0.7847
1/6/1991,18,-4.1905,-1.4704,-4.0652,2.7208,-2.4915
1/6/1991,19,-3.7985,-1.0624,-3.7988,2.3838,-3.8901
1/6/1991,20,-4.4269,-1.3044,-4.3675,2.1236,-5.4322
1/6/1991,21,-4.5288,-0.9967,-4.6290,0.6710,-6.9367
1/6/1991,22,-3.4246,-0.5979,-3.8172,1.1620,-7.2992
1/6/1991,23,-4.0734,-1.0092,-4.3053,0.7953,-7.1513
1/7/1991,0,-3.8801,-1.3599,-4.1511,0.4153,-7.0762
1/7/1991,1,-3.6541,-0.6420,-4.2108,1.6718,-4.6819
1/7/1991,2,-5.5030,-2.0791,-5.3327,0.9898,-3.9134
1/7/1991,3,-2.1486,-1.3091,-2.9355,3.9028,0.9123
1/7/1991,4,-3.3994,-1.8053,-3.7510,5.9325,2.9378
1/7/1991,5,-3.6836,-1.7380,-4.0715,4.9361,2.7654
1/7/1991,6,-4.0212,-1.7281,-4.3147,4.0047,2.3982
1/7/1991,7,-4.1736,-1.5264,-4.1389,3.1879,1.7032
1/7/1991,8,21.4605,146.3160,11.9410,2.3080,1.4458
1/7/1991,9,128.8890,349.1892,63.7409,3.0542,2.9212
1/7/1991,10,245.4608,456.9382,97.0715,1.5711,6.4816
1/7/1991,11,386.3275,642.1155,105.8399,0.9830,8.8237
1/7/1991,12,503.1358,925.8242,77.0884,2.0435,11.4971
1/7/1991,13,410.3650,519.2517,124.8857,2.1028,11.7083
1/7/1991,14,373.0567,378.2383,170.4192,2.2002,11.1424
1/7/1991,15,323.8092,565.1317,118.3064,2.2620,11.9003
1/7/1991,16,181.9958,677.6283,41.7309,1.8824,10.8716
1/7/1991,17,25.9683,174.7230,9.0594,1.7294,7.6095
1/7/1991,18,-5.5339,-1.0603,-5.3517,1.1714,5.0739
1/7/1991,19,-4.1249,-0.2880,-4.2871,3.1897,4.7748
1/7/1991,20,-3.8629,-0.9714,-4.1147,4.5467,4.0628
1/7/1991,21,-3.2897,-0.4811,-3.4431,5.3668,4.2029
1/7/1991,22,-3.4291,-0.6208,-3.6097,4.8615,3.9672
1/7/1991,23,-3.1277,-0.7513,-3.4540,5.7968,3.9991
1/8/1991,0,-2.7743,-1.3643,-3.0056,6.9809,3.4831
1/8/1991,1,-2.6758,-1.2668,-2.8748,7.1886,3.0164
1/8/1991,2,-2.9596,-1.3723,-3.1862,6.2303,2.8430
1/8/1991,3,-3.4083,-1.5139,-3.2868,4.6831,2.0529
1/8/1991,4,-3.8973,-1.5133,-3.9035,2.8385,2.0316
1/8/1991,5,-4.6700,-1.6754,-4.8013,1.4221,1.3500
1/8/1991,6,-5.3403,-1.6399,-5.2979,0.8589,0.5097
1/8/1991,7,-4.3777,-1.5568,-4.6418,1.5448,-0.2561
1/8/1991,8,11.7505,150.5361,4.2050,2.1304,-0.1642
1/8/1991,9,134.3378,653.9267,24.6933,1.9129,1.9385
1/8/1991,10,294.3708,897.4158,30.1226,2.0452,4.9444
1/8/1991,11,422.6883,968.6517,34.9122,3.6178,7.4828
1/8/1991,12,498.9325,977.6792,53.4021,5.2875,6.6599
1/8/1991,13,524.8883,981.6083,73.0026,4.7480,6.8290
1/8/1991,14,486.0083,932.6358,88.2992,5.1174,6.2576
1/8/1991,15,348.5242,922.9058,47.7671,5.1160,5.8327
1/8/1991,16,181.7975,777.3708,26.2979,3.8257,5.2365
1/8/1991,17,29.2358,221.2701,8.2109,2.8502,3.2319
1/8/1991,18,-5.2169,-1.3036,-5.3401,1.1484,0.4098
1/8/1991,19,-4.6024,-0.7197,-4.5959,1.6036,-0.3140
1/8/1991,20,-4.2020,-0.4818,-4.1591,1.6693,-0.5858
1/8/1991,21,-4.7341,-0.5919,-4.8231,1.2956,-1.3174
1/8/1991,22,-4.9725,-0.5701,-4.8540,0.6198,-1.6213
1/8/1991,23,-3.1920,-0.5550,-3.3923,3.4381,-1.5700
1/9/1991,0,-3.3856,-1.3755,-3.4573,2.5676,-1.6083
1/9/1991,1,-3.1737,-1.3755,-3.2303,3.6417,-1.4351
1/9/1991,2,-3.0542,-1.2957,-3.3434,3.7445,-1.4321
1/9/1991,3,-4.2264,-1.5937,-4.3636,1.7908,-2.2128
1/9/1991,4,-5.7589,-1.6418,-5.4358,0.4447,-4.5966
1/9/1991,5,-3.2759,-1.6004,-3.4110,1.8753,-4.1494
1/9/1991,6,-4.0346,-1.6854,-4.0719,1.6474,-3.8445
1/9/1991,7,-3.3089,-1.5187,-3.5266,2.5884,-4.0781
1/9/1991,8,10.6847,15.8776,8.1632,2.3145,-3.7566
1/9/1991,9,108.4659,257.4620,50.3356,0.5650,-3.5163
1/9/1991,10,260.6050,487.0092,96.4631,0.6589,-0.4771
1/9/1991,11,397.3108,575.6800,135.3131,1.2125,1.3699
1/9/1991,12,346.0258,418.0792,124.6584,2.5038,0.8888
1/9/1991,13,263.9183,193.4190,145.5767,2.2034,1.2445
1/9/1991,14,217.3092,21.7906,194.9500,2.0085,1.3702
1/9/1991,15,165.8700,10.0172,154.8700,1.8002,1.3902
1/9/1991,16,146.8558,162.2556,103.5253,2.4183,1.1171
1/9/1991,17,37.4250,52.9403,28.4411,2.5967,-0.5970
1/9/1991,18,-3.8301,-1.2746,-3.7537,1.0072,-2.4293
1/9/1991,19,-3.8273,-0.9458,-3.6306,0.2209,-2.4362
1/9/1991,20,-2.4269,-0.6110,-2.8614,1.0212,-2.6170
1/9/1991,21,-3.7344,-0.8344,-3.8311,0.6936,-3.0433
1/9/1991,22,-4.6703,-0.9458,-4.6849,0.2738,-3.1411
1/9/1991,23,-3.4579,-0.4468,-3.7970,1.0996,-3.4103
1/10/1991,0,-3.6296,-1.6516,-4.0272,1.0733,-3.0788
1/10/1991,1,-4.4119,-1.2318,-4.5167,0.5348,-2.5814
1/10/1991,2,-4.0687,-1.7136,-4.0745,0.4654,-2.9684
1/10/1991,3,-2.8115,-1.4044,-2.9892,1.8196,-2.4029
1/10/1991,4,-3.5224,-1.8658,-3.5616,2.3209,0.0058
1/10/1991,5,-3.1565,-1.7484,-3.7521,3.1009,1.7679
1/10/1991,6,-3.6364,-1.8941,-4.0373,4.3258,2.2664
1/10/1991,7,-4.1888,-1.9844,-4.3216,1.8361,0.3195
1/10/1991,8,14.9787,169.9248,4.4324,2.7639,1.7019
1/10/1991,9,138.5746,696.4042,22.7844,1.2203,2.3109
1/10/1991,10,289.9525,866.7183,31.1936,1.8341,4.6233
1/10/1991,11,412.5683,927.9442,36.4930,2.2171,6.4348
1/10/1991,12,474.7242,949.7258,39.6019,2.3092,8.4913
1/10/1991,13,478.9900,948.0717,40.3236,2.3507,8.4801
1/10/1991,14,420.7625,870.9600,47.4059,3.8047,6.9208
1/10/1991,15,303.1217,739.7617,51.2842,5.1198,4.9699
1/10/1991,16,144.3708,469.9684,37.1889,4.5461,3.3287
1/10/1991,17,13.1965,28.6061,8.6915,2.8046,0.9698
1/10/1991,18,-3.1659,-0.9483,-3.5125,1.5416,-0.0112
1/10/1991,19,-3.3092,-0.5133,-3.4397,1.6716,-0.3794
1/10/1991,20,-3.4581,-0.3961,-3.7998,2.0973,0.6402
1/10/1991,21,-3.1483,-0.4086,-3.2097,1.6517,0.3908
1/10/1991,22,-2.4766,-0.3835,-2.5940,3.0689,1.4698
1/10/1991,23,-3.9912,-1.3358,-4.1437,2.6645,0.6119
1/11/1991,0,-3.5020,-1.2152,-3.6211,2.0627,-1.2949
1/11/1991,1,-4.0403,-1.2806,-4.1310,1.2028,-1.4388
1/11/1991,2,-3.0575,-1.0479,-3.4780,1.6176,-1.3796
1/11/1991,3,-3.3889,-1.4242,-3.8382,3.3716,-0.0788
1/11/1991,4,-3.6580,-1.7643,-3.9296,4.0923,0.2186
1/11/1991,5,-3.6676,-1.6674,-4.0582,3.9315,-0.0144
1/11/1991,6,-3.8863,-1.9027,-4.3131,3.5756,-0.1776
1/11/1991,7,-3.0874,-1.5757,-3.5390,4.9527,0.1344
1/11/1991,8,17.7349,221.5612,5.8268,6.7509,0.5758
1/11/1991,9,148.0693,743.7667,23.3473,4.9734,1.4608
1/11/1991,10,303.7858,913.2317,30.5002,3.7835,3.2105
1/11/1991,11,436.2658,983.3350,35.1437,5.8353,4.8066
1/11/1991,12,501.0250,1011.0333,37.2306,5.3946,6.0046
1/11/1991,13,512.0417,1010.4583,41.1800,4.9517,6.5401
1/11/1991,14,461.5900,986.7917,37.9215,6.7354,6.4946
1/11/1991,15,354.1475,940.8458,37.2738,8.0691,5.9950
1/11/1991,16,119.0197,361.5858,32.3475,7.4498,4.4916
1/11/1991,17,17.0661,22.4531,11.5259,6.5108,2.9045
1/11/1991,18,-2.8423,-0.4909,-3.0553,5.6903,2.5345
1/11/1991,19,-3.1725,-0.3822,-3.5348,5.4172,2.6497
1/11/1991,20,-2.9063,-0.5338,-3.1801,6.6924,2.6225
1/11/1991,21,-3.2451,-0.6682,-3.5140,5.3322,2.4582
1/11/1991,22,-3.2366,-0.5384,-3.5395,5.2885,2.5492
1/11/1991,23,-3.2145,-0.7637,-3.6247,5.0927,2.5893
1/12/1991,0,-3.0672,-1.3377,-3.4094,5.5623,2.8482
1/12/1991,1,-2.9126,-1.2264,-3.2801,6.1676,2.8943
1/12/1991,2,-3.4015,-1.4339,-3.5202,4.9691,2.7460
1/12/1991,3,-3.0276,-1.3924,-3.1011,6.1516,3.1080
1/12/1991,4,-2.9284,-1.4365,-3.0384,6.8186,3.6537
1/12/1991,5,-3.0327,-1.4135,-3.1639,6.5531,4.1078
1/12/1991,6,-2.7868,-1.3357,-2.8819,7.7559,4.3349
1/12/1991,7,-2.5806,-1.0833,-2.7116,8.5849,4.9313
1/12/1991,8,29.3043,247.3001,15.7093,6.5984,5.7239
1/12/1991,9,137.6709,516.0833,47.0857,3.0392,6.4192
1/12/1991,10,364.5058,833.4525,99.1574,3.3997,8.4968
1/12/1991,11,421.6033,783.2367,83.9293,2.9016,9.5742
1/12/1991,12,488.7375,969.2100,39.8825,3.0213,10.4338
1/12/1991,13,506.6950,983.0642,46.0195,4.9652,10.7849
1/12/1991,14,445.7667,731.3950,108.3187,4.8683,11.2384
1/12/1991,15,237.0642,184.0203,149.5833,2.6630,10.7947
1/12/1991,16,92.8939,4.1672,86.2428,1.4728,9.0202
1/12/1991,17,22.6650,17.8193,19.0263,2.5219,6.9060
1/12/1991,18,-4.4104,-1.2532,-4.3786,1.8477,5.2617
1/12/1991,19,-3.0365,0.2781,-3.3178,2.2986,7.1502
1/12/1991,20,-4.9150,-0.8269,-5.0323,0.9025,7.0875
1/12/1991,21,-3.8560,-0.6247,-4.2897,1.4582,7.4636
1/12/1991,22,-2.8252,-0.3736,-3.1327,5.4698,7.9760
1/12/1991,23,-2.0944,-0.6246,-2.0290,12.1850,8.7726
1/13/1991,0,-2.1233,-0.9969,-2.1025,7.6871,9.2918
1/13/1991,1,-2.4915,-1.1689,-2.5510,4.2046,8.8983
1/13/1991,2,-2.7770,-1.3198,-2.8585,3.4599,8.4664
1/13/1991,3,-2.2979,-1.2124,-2.3939,5.8915,8.0781
1/13/1991,4,-2.1693,-1.2994,-2.1143,9.2875,7.4887
1/13/1991,5,-2.1109,-1.2473,-2.1382,9.6686,7.5180
1/13/1991,6,-2.6070,-1.3422,-2.6849,8.4508,7.3411
1/13/1991,7,-2.4813,-1.1425,-2.5943,7.6932,7.3973
1/13/1991,8,10.9550,13.9624,9.9176,7.1523,7.3087
1/13/1991,9,85.8163,32.5645,76.0390,7.4347,7.9924
1/13/1991,10,230.3300,105.1618,170.5092,5.3909,8.7099
1/13/1991,11,352.8117,222.2808,219.8250,7.3047,9.5893
1/13/1991,12,379.0183,195.6619,236.8392,4.8428,10.7332
1/13/1991,13,376.1650,158.7317,252.3758,5.3155,11.1636
1/13/1991,14,328.6558,132.5969,233.2900,4.6250,11.0810
1/13/1991,15,211.6542,40.4846,178.7542,3.9346,10.7110
1/13/1991,16,118.8460,24.9603,102.2267,1.8861,10.2892
1/13/1991,17,37.4202,35.0144,29.9804,1.9217,8.9319
1/13/1991,18,-4.7817,-1.3210,-4.6998,1.5010,6.6755
1/13/1991,19,-4.2728,-1.1630,-4.3547,1.3753,5.9194
1/13/1991,20,-2.6801,-0.7643,-2.7740,1.2556,5.4786
1/13/1991,21,-2.2484,-0.6899,-2.3991,1.6797,5.5571
1/13/1991,22,-2.4795,-0.9316,-2.4874,2.0728,5.2203
1/13/1991,23,-2.5056,-1.1003,-2.4673,2.5164,4.3130
1/14/1991,0,-1.8968,-0.9343,-1.8904,2.6966,3.9557
1/14/1991,1,-1.8769,-1.1228,-1.7757,2.7356,4.6767
1/14/1991,2,-2.5424,-1.1992,-2.5649,1.9994,4.4943
1/14/1991,3,-3.4254,-1.5517,-3.4601,3.7306,3.4552
1/14/1991,4,-3.2698,-1.3053,-3.4766,3.4357,1.4450
1/14/1991,5,-3.2666,-1.4866,-3.4860,2.9863,1.3476
1/14/1991,6,-2.0216,-1.3463,-2.3010,3.9960,2.4288
1/14/1991,7,-1.6653,-1.2217,-1.6869,3.3252,2.3770
1/14/1991,8,13.1015,-1.6197,12.0295,2.1480,1.3339
1/14/1991,9,32.7123,-1.1117,31.7012,3.2177,0.5822
1/14/1991,10,225.6378,530.1420,47.9191,1.2003,2.0214
1/14/1991,11,422.9667,938.6242,37.7617,2.2895,6.0645
1/14/1991,12,488.8008,942.3425,48.6453,3.0371,6.8367
1/14/1991,13,391.8550,436.0473,169.4978,2.2380,6.6444
1/14/1991,14,148.4383,9.3285,136.4607,2.7570,4.3970
1/14/1991,15,110.5333,23.1768,94.7154,2.4676,3.4590
1/14/1991,16,115.7510,245.1735,64.5187,1.6555,3.5985
1/14/1991,17,37.6958,236.9041,13.7328,3.9135,3.3772
1/14/1991,18,-2.6895,-0.7201,-2.9240,6.5377,2.1172
1/14/1991,19,-3.6373,-0.9903,-3.8180,5.4810,1.2750
1/14/1991,20,-5.0862,-0.7604,-5.3422,1.2061,-0.3440
1/14/1991,21,-4.5582,-0.4672,-4.6853,1.2594,-0.6578
1/14/1991,22,-4.0610,-0.2992,-4.3214,2.2051,0.2117
1/14/1991,23,-5.0051,-1.2381,-5.3173,1.2717,-0.2808
1/15/1991,0,-5.3109,-1.9497,-5.3545,0.9817,-1.6840
1/15/1991,1,-3.7931,-1.2467,-4.1463,1.1854,-1.5331
1/15/1991,2,-3.5762,-1.2467,-3.8266,0.7322,-0.9680
1/15/1991,3,-1.7343,-1.1485,-2.1414,2.0512,0.2845
1/15/1991,4,-3.8752,-1.7830,-4.1618,3.4904,0.0493
1/15/1991,5,-3.2975,-1.0470,-3.7042,1.6527,-0.3159
1/15/1991,6,-2.7975,-1.1591,-2.9677,1.0187,0.2729
1/15/1991,7,-2.7430,-0.9284,-2.9600,1.1032,0.4442
1/15/1991,8,9.7117,28.0210,9.0777,1.2689,-0.3751
1/15/1991,9,50.4233,-0.2168,48.3527,1.0355,0.8392
1/15/1991,10,101.2716,0.0514,97.6646,0.8612,2.2033
1/15/1991,11,115.2903,-0.0639,111.8361,1.1678,2.3474
1/15/1991,12,174.1575,9.7121,159.1208,0.7510,2.8927
1/15/1991,13,305.5225,27.7668,274.3858,2.3705,4.8915
1/15/1991,14,362.1825,246.9359,232.9442,2.7619,5.3561
1/15/1991,15,294.0817,211.1956,194.8750,3.7220,4.6716
1/15/1991,16,157.4367,169.0168,108.3291,3.7915,3.0981
1/15/1991,17,45.4006,81.8077,34.0349,3.3916,1.3598
1/15/1991,18,-4.7367,-1.1568,-4.5032,0.5197,-0.2328
1/15/1991,19,-2.8120,-0.7714,-3.0452,1.2138,-1.1659
1/15/1991,20,-1.5521,-0.6937,-1.5772,1.8672,-0.8157
1/15/1991,21,-1.2594,-0.7787,-1.3194,1.1397,-0.2192
1/15/1991,22,-1.2078,-0.8175,-1.1800,2.2681,-1.6162
1/15/1991,23,-0.8573,-0.8129,-0.7928,1.7488,-1.9222
1/16/1991,0,-0.6155,-0.6772,-0.6318,2.2332,-1.8130
1/16/1991,1,-0.5895,-0.7147,-0.5675,2.1562,-1.2725
1/16/1991,2,-0.8862,-0.8907,-0.6520,3.0669,-1.5886
1/16/1991,3,-2.8107,-0.9916,-2.7877,2.0620,-2.5457
1/16/1991,4,-3.3605,-0.7695,-3.8826,1.4208,-3.4044
1/16/1991,5,-3.3781,-1.1168,-3.7758,2.3090,-4.3530
1/16/1991,6,-1.7511,-0.9257,-2.3417,2.0285,-3.9180
1/16/1991,7,-1.0160,-0.9843,-1.5286,1.3557,-3.2016
1/16/1991,8,9.7056,-0.6219,9.1594,1.6414,-3.2806
1/16/1991,9,86.7615,6.1464,79.6660,1.9233,-2.7578
1/16/1991,10,278.2317,457.1072,101.4306,1.0456,-1.0499
1/16/1991,11,374.3183,311.5922,199.6683,0.2867,1.7913
1/16/1991,12,416.5325,347.6499,206.3958,1.2589,1.2616
1/16/1991,13,437.1050,270.4944,264.2901,1.2769,0.9698
1/16/1991,14,427.1550,655.7335,112.7190,1.9103,1.3722
1/16/1991,15,189.9514,211.9662,94.2938,1.6209,0.1405
1/16/1991,16,147.1918,463.9118,44.2620,1.4105,-0.0476
1/16/1991,17,39.1029,238.0284,12.7807,0.6180,-0.7333
1/16/1991,18,-4.1371,-1.5081,-3.5064,1.9048,-3.6302
1/16/1991,19,-3.3903,-0.2300,-3.2634,2.4434,-4.3050
1/16/1991,20,-3.5985,-0.7361,-3.4496,2.4400,-4.4115
