DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP [W/m^2],Avg Diffuse SD PSP [W/m^2],Avg Air Temp [deg C]
9/27/2000,19,-8.2413,-0.6573,0.0000,15.4750
9/27/2000,20,-5.7122,0.4492,0.0000,13.3331
9/27/2000,21,-4.6977,0.7565,0.0000,12.8504
9/27/2000,22,-4.3950,0.4951,0.0000,12.2441
9/27/2000,23,-3.6007,0.7001,0.0000,12.1567
9/28/2000,0,-3.5575,0.4585,-0.1428,12.4072
9/28/2000,1,-3.5688,0.3863,-8.4933,12.0237
9/28/2000,2,-3.8303,0.3552,-8.1496,11.7039
9/28/2000,3,-3.8948,0.3602,-7.9339,11.6009
9/28/2000,4,-4.2762,0.0679,-8.0412,11.0587
9/28/2000,5,-4.1522,0.1805,-7.3709,10.7904
9/28/2000,6,-2.4813,0.5671,-6.1115,10.5137
9/28/2000,7,70.0075,429.0836,13.7964,12.4337
9/28/2000,8,260.1183,783.2702,27.7931,18.8135
9/28/2000,9,454.2858,902.6090,32.4893,24.2406
9/28/2000,10,626.4905,955.0335,36.2883,25.8085
9/28/2000,11,747.0897,973.5930,43.1491,25.7855
9/28/2000,12,760.2982,863.3597,85.0304,26.8009
9/28/2000,13,736.4993,722.6427,160.8340,26.0069
9/28/2000,14,629.6018,671.8431,141.9812,28.4691
9/28/2000,15,531.2662,702.0975,109.5789,29.1216
9/28/2000,16,279.0465,415.9237,84.0111,27.6447
9/28/2000,17,138.9432,384.0084,39.0442,25.3732
9/28/2000,18,15.5368,95.6392,2.2985,21.1068
9/28/2000,19,-6.5357,-0.0157,-9.1167,16.7678
9/28/2000,20,-4.2197,0.7667,-7.8158,16.3325
9/28/2000,21,-3.6597,0.7998,-7.6448,16.2895
9/28/2000,22,-3.1570,0.5061,-7.5139,16.5901
9/28/2000,23,-3.7813,0.3888,-7.8914,16.6851
9/29/2000,0,-4.3407,0.3181,-8.2548,16.0315
9/29/2000,1,-3.7953,0.2287,-8.0298,15.9808
9/29/2000,2,-3.6612,0.0792,-8.4124,15.6120
9/29/2000,3,-3.0295,0.2308,-7.8206,15.2884
9/29/2000,4,-3.8138,0.6586,-10.2026,15.1860
9/29/2000,5,-3.5310,1.2469,-6.6933,15.9537
9/29/2000,6,-1.1795,0.9759,-5.3238,16.8149
9/29/2000,7,19.9752,1.5978,13.0261,17.1259
9/29/2000,8,48.7448,0.9623,39.6888,18.1456
9/29/2000,9,153.9182,4.1171,133.4080,19.5416
9/29/2000,10,528.9440,452.6109,220.1147,23.9536
9/29/2000,11,704.9635,716.0960,166.8262,29.3849
9/29/2000,12,489.2428,241.4889,265.8420,27.0939
9/29/2000,13,472.9953,336.6568,194.5572,25.9806
9/29/2000,14,442.7158,262.5957,234.1478,29.0258
9/29/2000,15,365.5092,330.7452,162.1472,28.6624
9/29/2000,16,185.0615,92.2273,127.3478,26.1276
9/29/2000,17,43.9133,-2.6224,35.3223,22.3613
9/29/2000,18,12.3920,-0.8909,0.6469,11.4786
9/29/2000,19,-1.8330,0.4319,-5.7753,14.3067
9/29/2000,20,-3.2725,0.4245,-6.6958,14.7879
9/29/2000,21,-3.8133,0.0819,-6.6786,13.7875
9/29/2000,22,-2.8578,0.4760,-6.7126,13.6245
9/29/2000,23,-2.7220,0.5789,-5.8037,14.4515
9/30/2000,0,-2.5055,0.5630,-6.6968,15.1301
9/30/2000,1,-2.7115,0.3044,-7.7537,15.4672
9/30/2000,2,-3.6580,0.0669,-8.4295,15.0004
9/30/2000,3,-4.0060,0.0721,-8.0799,14.2102
9/30/2000,4,-3.4785,0.0731,-7.8043,13.7485
9/30/2000,5,-3.6485,-0.1186,-7.4599,13.1800
9/30/2000,6,-0.7607,0.5123,-4.2707,13.0746
9/30/2000,7,102.6557,371.7381,51.2982,16.5881
9/30/2000,8,286.2442,717.3997,68.7602,21.8377
9/30/2000,9,513.8745,868.7178,98.0460,25.0180
9/30/2000,10,661.3440,913.6117,84.0228,25.2308
9/30/2000,11,694.3035,721.7243,152.4025,25.1618
9/30/2000,12,814.7157,932.7975,83.1192,26.4004
9/30/2000,13,807.6293,868.8708,120.4018,25.2590
9/30/2000,14,412.6958,135.5570,267.0158,23.6856
9/30/2000,15,200.1258,6.9360,169.3698,22.2791
9/30/2000,16,185.6905,53.9857,143.4960,23.1028
9/30/2000,17,99.9505,228.8422,53.3820,22.8217
9/30/2000,18,26.8270,125.1021,14.5929,23.4618
9/30/2000,19,-7.5750,-0.4145,-9.2006,18.9082
9/30/2000,20,-5.3270,0.3127,-7.9794,17.3778
9/30/2000,21,-3.2027,0.8257,-6.8107,17.4820
9/30/2000,22,-3.8252,0.3992,-7.1666,17.8107
9/30/2000,23,-4.5857,0.0507,-8.1366,17.0705
10/1/2000,0,-4.0013,0.0427,-7.7686,16.4642
10/1/2000,1,-3.8870,0.1316,-7.0311,16.1871
10/1/2000,2,-3.5822,0.2713,-6.5647,16.2544
10/1/2000,3,-3.9723,0.0298,-6.7720,16.0883
10/1/2000,4,-3.3958,0.4942,-6.9819,15.9017
10/1/2000,5,-3.5210,0.0714,-6.6030,16.1621
10/1/2000,6,-3.9755,-0.0771,-7.5780,15.0807
10/1/2000,7,70.4615,222.9610,41.5667,16.9394
10/1/2000,8,167.5463,81.3015,130.0036,19.6906
10/1/2000,9,241.0822,3.3995,213.0597,21.7093
10/1/2000,10,365.7845,17.4335,312.4548,23.4832
10/1/2000,11,442.1342,41.3298,364.0272,26.1141
10/1/2000,12,665.9762,414.0057,302.1615,26.9562
10/1/2000,13,821.0400,882.3070,138.8648,29.3427
10/1/2000,14,708.7763,909.2713,78.1154,31.3194
10/1/2000,15,579.9543,866.5305,84.0424,32.9093
10/1/2000,16,389.8907,814.4472,45.9586,31.3561
10/1/2000,17,187.9233,694.8160,23.5251,28.0284
10/1/2000,18,24.4830,175.2823,0.8497,24.9674
10/1/2000,19,-8.6555,-0.5326,-10.3644,21.8004
10/1/2000,20,-6.6027,0.3127,-9.3004,19.9835
10/1/2000,21,-6.2028,0.4903,-8.7070,18.1231
10/1/2000,22,-5.1632,0.5681,-8.1716,17.4614
10/1/2000,23,-6.0788,0.0136,-8.4296,16.9646
10/2/2000,0,-5.1377,0.2764,-8.3221,15.8379
10/2/2000,1,-5.0190,-0.4609,0.0000,14.1303
10/2/2000,2,-6.4863,-0.5314,0.0000,9.8786
10/2/2000,3,-4.6850,0.1388,0.0000,8.7705
10/2/2000,4,-4.2327,0.0463,0.0000,8.2864
10/2/2000,5,-3.7770,0.0432,0.0000,8.5296
10/2/2000,6,-3.5533,0.1496,0.0617,8.0783
10/2/2000,7,81.2532,410.6116,31.4317,10.5593
10/2/2000,8,276.6238,729.5342,68.2838,17.5484
10/2/2000,9,455.8280,887.4127,55.2208,21.2251
10/2/2000,10,644.5380,911.7388,112.1727,20.6507
10/2/2000,11,773.5148,932.0390,143.2267,21.2469
10/2/2000,12,768.6007,860.7557,149.9012,22.3035
10/2/2000,13,776.2437,807.2960,203.3512,23.5799
10/2/2000,14,724.3763,883.5467,152.2758,25.5103
10/2/2000,15,534.1332,798.9345,98.8737,29.2613
10/2/2000,16,192.7887,323.6383,56.9180,27.6724
10/2/2000,17,84.2258,231.3378,30.1600,24.1565
10/2/2000,18,9.2177,55.1343,7.1380,19.2587
10/2/2000,19,-6.7622,-0.2764,0.0000,16.6506
10/2/2000,20,-4.5140,0.8402,0.0000,15.7824
10/2/2000,21,-4.1307,0.8545,0.0000,15.9223
10/2/2000,22,-4.3982,0.8377,0.0000,16.1486
10/2/2000,23,-2.7252,0.7075,0.0000,15.9793
10/3/2000,0,-3.9338,-0.1172,-0.1541,15.9588
10/3/2000,1,-5.4335,-0.0349,-8.5612,14.1110
10/3/2000,2,-4.4618,0.2157,-8.0309,13.1564
10/3/2000,3,-3.9508,0.2592,-7.7712,12.9368
10/3/2000,4,-3.5992,0.2975,-7.5105,12.8630
10/3/2000,5,-3.8763,0.0716,-7.5811,12.5297
10/3/2000,6,-3.0348,0.0701,-6.8596,12.3829
10/3/2000,7,58.1307,303.7150,19.8642,13.9649
10/3/2000,8,205.4073,452.2615,73.7835,15.0633
10/3/2000,9,422.6783,594.9116,125.1781,16.8381
10/3/2000,10,575.6040,728.6226,137.5550,24.1352
10/3/2000,11,440.8048,261.3503,236.6468,26.0909
10/3/2000,12,439.8298,279.8700,194.0044,21.6224
10/3/2000,13,466.2320,275.9084,236.7843,25.9363
10/3/2000,14,178.0520,11.3257,152.6606,21.1584
10/3/2000,15,155.8615,16.4109,131.4087,17.4914
10/3/2000,16,260.6655,254.3889,221.8486,16.8319
10/3/2000,17,55.4887,1.3182,43.7577,14.9764
10/3/2000,18,3.5540,-0.2584,-2.4860,12.7706
10/3/2000,19,-5.4558,-0.4774,-7.3389,11.2939
10/3/2000,20,-4.9810,0.1036,-6.7180,9.9562
10/3/2000,21,-4.2790,0.0800,-6.5944,9.2780
10/3/2000,22,-3.2117,0.3646,-6.4424,8.9754
10/3/2000,23,-1.4002,0.5361,-5.2040,10.2599
10/4/2000,0,-2.3143,0.1170,-5.4451,10.1147
10/4/2000,1,-3.9172,0.1560,-7.2784,9.4918
10/4/2000,2,-3.6902,-0.1228,-7.3129,8.7580
10/4/2000,3,-2.9960,0.2826,-6.3494,8.3032
10/4/2000,4,-2.4400,0.4173,-5.9585,8.3457
10/4/2000,5,-3.9228,-0.1180,-7.6354,7.4619
10/4/2000,6,-2.9780,-0.1321,-6.1390,6.3017
10/4/2000,7,14.5847,0.0714,9.1562,5.8655
10/4/2000,8,43.8757,0.4284,36.9044,6.5367
10/4/2000,9,70.3392,0.4896,60.3533,7.5584
10/4/2000,10,214.4872,5.5987,188.9440,9.3167
10/4/2000,11,420.2283,112.6240,307.3723,13.2071
10/4/2000,12,682.0365,507.3031,279.2592,17.7646
10/4/2000,13,394.8527,55.7910,312.0332,15.8902
10/4/2000,14,430.4837,115.4391,350.9817,16.8513
10/4/2000,15,173.4282,2.0193,153.1930,16.0206
10/4/2000,16,78.8217,-0.3220,69.3032,15.1422
10/4/2000,17,47.5610,0.4219,37.1186,16.0578
10/4/2000,18,2.3978,0.0330,-4.2595,16.2541
10/4/2000,19,-2.3622,-0.0157,-7.2225,15.6233
10/4/2000,20,-2.3172,0.1540,-7.3810,15.1547
10/4/2000,21,-1.9810,0.3001,-7.0901,15.4680
10/4/2000,22,-2.9213,-0.1740,-7.6141,14.9786
10/4/2000,23,-2.6967,0.4149,-7.0481,14.9453
10/5/2000,0,-3.2010,-0.4664,-8.8848,13.7498
10/5/2000,1,-0.9532,-0.6748,-8.2300,8.8088
10/5/2000,2,-0.9665,0.1412,-6.2675,8.6772
10/5/2000,3,-1.0168,0.0205,-6.4275,8.4032
10/5/2000,4,-0.6257,-0.5394,-7.1193,6.7675
10/5/2000,5,-0.3797,-0.3793,-6.3341,5.7312
10/5/2000,6,-0.0398,-0.1197,-6.1048,5.3260
10/5/2000,7,5.9278,-0.0282,-0.4100,5.2262
10/5/2000,8,19.1625,-0.5437,11.1778,5.2188
10/5/2000,9,47.0987,-0.4876,35.5689,3.5220
10/5/2000,10,82.4188,-0.0238,68.3867,3.5716
10/5/2000,11,135.9632,0.1694,116.0796,3.8620
10/5/2000,12,157.1827,0.5307,134.7898,4.5490
10/5/2000,13,130.9993,0.2798,110.8676,4.5311
10/5/2000,14,113.2653,0.4617,94.7105,4.2263
10/5/2000,15,62.8710,-0.0594,49.6240,3.5606
10/5/2000,16,39.2798,-0.0524,29.0933,2.3998
10/5/2000,17,21.9132,-0.1938,13.7085,2.0781
10/5/2000,18,2.9785,-0.3351,-3.5669,0.7301
10/5/2000,19,-0.3818,-0.2085,-6.1566,-0.0351
10/5/2000,20,-0.5093,-0.0444,-6.0092,-0.4606
10/5/2000,21,-0.3370,-0.2930,-5.5282,-0.5986
10/5/2000,22,0.1105,-0.0442,-5.1574,-0.5747
10/5/2000,23,-0.1917,0.0961,-5.3180,-0.5107
10/6/2000,0,0.1618,-0.0813,-5.4619,-0.5990
10/6/2000,1,0.1595,0.0044,-5.1534,-0.5237
10/6/2000,2,0.0897,-0.1063,-5.5346,-0.6286
10/6/2000,3,0.1853,-0.1233,-5.5081,-0.9460
10/6/2000,4,0.1418,-0.0934,-5.0507,-1.2461
10/6/2000,5,0.0603,-0.0985,-5.0655,-1.3747
10/6/2000,6,0.0113,-0.1323,-5.0708,-1.4588
10/6/2000,7,8.8897,-0.1444,2.9898,-1.5184
10/6/2000,8,36.6593,0.0889,27.0915,-1.3770
10/6/2000,9,48.9098,-0.0241,40.0030,-1.2301
10/6/2000,10,79.8642,0.4683,67.5463,-1.0178
10/6/2000,11,104.6027,0.7141,89.2854,-0.6893
10/6/2000,12,95.4068,0.6116,80.7342,-0.4890
10/6/2000,13,99.7255,0.4164,84.6103,-0.3772
10/6/2000,14,125.6962,0.4537,109.9515,-0.2338
10/6/2000,15,75.0812,0.3714,63.8249,-0.0817
10/6/2000,16,43.7595,0.6048,35.0056,0.0559
10/6/2000,17,20.9533,0.2756,13.5319,-0.0454
10/6/2000,18,2.1998,0.0502,-3.5782,-0.1666
10/6/2000,19,-0.2085,0.2486,-5.6485,-0.0849
10/6/2000,20,-0.1333,-0.0936,-5.8860,-0.3389
10/6/2000,21,-0.0227,-0.1106,-5.6302,-0.3352
10/6/2000,22,-0.1368,-0.1351,-5.5211,-0.3203
10/6/2000,23,-0.2687,-0.1513,-5.8216,-0.3251
10/7/2000,0,-0.6800,0.1230,-5.6232,-0.4009
10/7/2000,1,-0.4190,0.1807,-5.0674,-0.3368
10/7/2000,2,-0.6618,0.1720,-4.7645,-0.2748
10/7/2000,3,-0.3873,0.0770,-4.6260,-0.2491
10/7/2000,4,-0.7390,0.0946,-4.2388,-0.2508
10/7/2000,5,-0.5318,0.0848,-4.1263,-0.1975
10/7/2000,6,-0.4855,0.1396,-3.8902,-0.1183
10/7/2000,7,9.8788,0.3469,5.6767,0.0188
10/7/2000,8,46.1107,1.1647,39.2907,0.4722
10/7/2000,9,99.2388,1.9208,87.9704,1.4483
10/7/2000,10,127.7883,1.3590,115.0994,2.3257
10/7/2000,11,122.3600,1.3189,108.5833,2.9994
10/7/2000,12,154.3400,1.9692,137.1768,3.9661
10/7/2000,13,184.5075,1.5604,163.4537,4.8174
10/7/2000,14,194.3745,1.2729,172.0928,4.9904
10/7/2000,15,106.6860,0.1356,92.6453,4.4817
10/7/2000,16,78.2320,0.0331,67.4731,4.3161
10/7/2000,17,26.0960,-0.2917,20.1029,3.7096
10/7/2000,18,1.7850,-0.1979,-2.2200,2.9728
10/7/2000,19,-0.6443,-0.0274,-4.7542,2.7167
10/7/2000,20,-1.0330,-0.0563,-4.2788,2.5460
10/7/2000,21,-0.6492,0.0845,-4.4928,2.5050
10/7/2000,22,-1.1190,-0.0259,-4.2741,2.3045
10/7/2000,23,-0.9612,0.1008,-4.3409,2.1064
10/8/2000,0,-1.0633,0.0483,-4.2360,1.9346
10/8/2000,1,-1.0450,0.1364,0.0000,1.7865
10/8/2000,2,-1.0945,0.0855,0.0000,1.6575
10/8/2000,3,-1.1773,0.0153,0.0000,1.4665
10/8/2000,4,-1.0360,0.1498,0.0000,1.3434
10/8/2000,5,-0.7457,0.0959,0.0000,1.4141
10/8/2000,6,-0.6335,-0.0024,0.0222,1.4971
10/8/2000,7,15.4432,0.3021,15.4207,1.6527
10/8/2000,8,78.2755,0.6798,78.0933,2.5993
10/8/2000,9,204.7045,1.6346,203.9635,4.1454
10/8/2000,10,516.0287,252.9930,365.9202,7.9164
10/8/2000,11,627.9770,597.1696,242.3860,11.6440
10/8/2000,12,772.2707,888.0625,158.2975,11.5293
10/8/2000,13,754.1077,909.1192,135.8140,12.7142
10/8/2000,14,666.9118,888.8822,117.1975,13.3292
10/8/2000,15,518.6075,830.8968,94.6232,14.5378
10/8/2000,16,328.8883,716.2923,67.8558,14.2960
10/8/2000,17,115.4225,405.8323,31.9280,12.1538
10/8/2000,18,-2.8028,2.3752,0.9393,7.1278
10/8/2000,19,-6.5315,-0.2140,0.0000,4.5541
10/8/2000,20,-4.4402,0.5844,0.0000,3.1745
10/8/2000,21,-3.7147,0.9964,0.0000,2.8847
10/8/2000,22,-3.7148,0.7033,0.0000,2.8040
10/8/2000,23,-3.5733,0.6144,0.0000,2.6512
10/9/2000,0,-3.9970,0.3091,0.0000,2.1631
10/9/2000,1,-3.8128,0.4132,0.0000,1.4985
10/9/2000,2,-3.4885,0.5058,0.0000,1.6615
10/9/2000,3,-3.7010,0.1905,0.0000,1.7649
10/9/2000,4,-4.2767,-0.3634,0.0000,1.4664
10/9/2000,5,-4.4673,0.0713,0.0000,0.7351
10/9/2000,6,-3.7797,0.2630,0.0000,-0.0508
10/9/2000,7,55.8245,263.3298,28.5412,1.5365
10/9/2000,8,228.9762,692.5267,43.2810,8.6658
10/9/2000,9,420.2330,893.5025,40.2808,13.2449
10/9/2000,10,585.4648,947.3965,58.1057,16.1924
10/9/2000,11,687.8643,962.6437,76.6098,18.1478
10/9/2000,12,753.4388,968.4858,88.6955,18.4548
10/9/2000,13,739.6845,969.1807,85.2475,20.5550
10/9/2000,14,650.4075,943.2135,71.9867,22.8401
10/9/2000,15,495.7840,865.8603,58.5025,22.2375
10/9/2000,16,314.2805,748.3310,45.1285,20.9146
10/9/2000,17,82.0657,268.2520,24.8905,17.4932
10/9/2000,18,-0.4572,-0.8392,3.2425,12.0967
10/9/2000,19,-5.7660,0.1738,0.0000,9.1190
10/9/2000,20,-4.5922,0.5768,0.0000,8.6591
10/9/2000,21,-4.2620,0.8318,0.0000,8.2566
10/9/2000,22,-4.3792,0.6380,0.0000,7.9204
10/9/2000,23,-4.0830,0.8025,0.0000,7.5599
10/10/2000,0,-4.1827,0.3938,-0.0987,6.9967
10/10/2000,1,-3.6312,0.6263,-6.6460,7.5304
10/10/2000,2,-5.0925,-0.0016,-6.9823,6.7242
10/10/2000,3,-4.2098,0.2282,-7.2388,6.0371
10/10/2000,4,-4.1215,0.6501,-7.1117,5.5168
10/10/2000,5,-3.8905,1.0133,-6.9540,5.3412
10/10/2000,6,-3.8355,0.4920,-6.3139,4.8252
10/10/2000,7,41.8822,331.2528,10.4629,7.0769
10/10/2000,8,214.4728,747.8432,28.0073,14.2230
10/10/2000,9,408.6407,886.8898,32.3730,18.9048
10/10/2000,10,575.9022,949.6725,37.7495,20.2681
10/10/2000,11,689.8272,977.9802,43.0288,22.1881
10/10/2000,12,737.5808,969.6737,48.6016,21.9797
10/10/2000,13,702.4613,905.1550,63.1979,21.5576
10/10/2000,14,617.3695,879.5978,62.4385,21.9322
10/10/2000,15,488.5750,830.2112,64.2767,23.0096
10/10/2000,16,272.3732,583.9457,52.8337,21.3976
10/10/2000,17,48.9338,89.9385,22.0781,17.6273
10/10/2000,18,-0.4848,-0.3175,-4.9051,14.4126
10/10/2000,19,-5.4070,0.0224,-8.2326,12.9786
10/10/2000,20,-5.1410,0.2821,-7.3682,11.7999
10/10/2000,21,-4.0990,0.9366,-7.4487,11.9978
10/10/2000,22,-4.5715,0.6340,-7.1292,11.8800
10/10/2000,23,-4.8627,0.2383,-7.9262,11.8117
10/11/2000,0,-4.2793,0.4402,-7.5024,11.6784
10/11/2000,1,-5.8538,0.0492,-7.9938,11.5309
10/11/2000,2,-5.2942,0.0467,-8.5244,9.3906
10/11/2000,3,-4.7053,-0.0766,-7.9400,8.7968
10/11/2000,4,-4.6887,-0.0655,-7.7293,8.2854
10/11/2000,5,-4.1283,0.2358,-7.2812,7.1123
10/11/2000,6,-3.5952,-0.0631,-7.1317,7.7218
10/11/2000,7,42.8737,395.3040,6.3248,8.9570
10/11/2000,8,221.4113,804.8207,20.2974,13.6910
10/11/2000,9,413.6588,928.2648,26.6348,19.7100
10/11/2000,10,572.7092,968.4162,30.2994,21.6646
10/11/2000,11,684.2073,980.0563,37.2091,22.1123
10/11/2000,12,740.9868,993.9332,38.0976,22.2962
10/11/2000,13,718.5113,973.9478,41.9363,24.7322
10/11/2000,14,648.7793,980.5043,38.2409,27.5719
10/11/2000,15,510.9302,956.2593,37.1159,29.0047
10/11/2000,16,326.6585,869.0895,34.6235,28.1110
10/11/2000,17,137.5452,659.9212,26.3929,25.3125
10/11/2000,18,5.7923,0.0483,-1.7048,19.9668
10/11/2000,19,-5.1863,-0.3542,-8.7470,17.9291
10/11/2000,20,-3.9982,0.2069,-7.4804,17.1888
10/11/2000,21,-5.2360,-0.1001,-8.0624,16.5149
10/11/2000,22,-4.4118,0.4123,-7.7905,15.3234
10/11/2000,23,-3.3232,-0.2792,-7.9358,15.5517
10/12/2000,0,-1.9448,0.6856,-6.0026,14.7642
10/12/2000,1,-2.9012,-0.5244,0.0000,14.4697
10/12/2000,2,-2.1468,-0.2229,0.0000,11.3600
10/12/2000,3,-2.0778,0.2069,0.0000,11.2321
10/12/2000,4,-2.9187,-0.0202,0.0000,10.8086
10/12/2000,5,-5.5043,-0.3857,0.0000,9.5516
10/12/2000,6,-5.1727,-0.3608,0.0000,7.8745
10/12/2000,7,36.0498,294.2758,6.5652,8.4745
10/12/2000,8,208.5948,764.1258,16.4788,15.3837
10/12/2000,9,398.5593,889.1790,31.1120,18.9375
10/12/2000,10,563.8548,944.1503,50.0483,18.3990
10/12/2000,11,682.5967,977.5525,64.3458,18.7467
10/12/2000,12,733.6615,979.8693,75.0142,18.4338
10/12/2000,13,715.8883,964.7077,78.7745,18.9733
10/12/2000,14,593.9032,862.4447,76.6330,19.5081
10/12/2000,15,483.3823,863.0307,61.3045,19.4948
10/12/2000,16,307.1642,767.6818,43.7660,19.6515
10/12/2000,17,112.2087,515.8241,20.7782,18.1815
10/12/2000,18,-3.0380,-0.8450,0.9295,13.2364
10/12/2000,19,-4.8573,0.3941,0.0000,11.4041
10/12/2000,20,-4.3017,0.8879,0.0000,11.0329
10/12/2000,21,-4.5123,0.3723,0.0000,11.6346
10/12/2000,22,-5.4173,-0.0431,0.0000,10.2755
10/12/2000,23,-6.2522,0.1117,0.0000,8.3293
10/13/2000,0,-4.9467,0.4756,0.0000,7.2904
10/13/2000,1,-3.9773,0.4829,0.0000,7.0569
10/13/2000,2,-3.9277,0.3293,0.0000,6.9218
10/13/2000,3,-3.6173,0.2834,0.0000,6.9330
10/13/2000,4,-3.7353,-0.0138,0.0000,6.3073
10/13/2000,5,-4.4865,-0.1683,0.0000,5.5230
10/13/2000,6,-3.8033,-0.0018,0.0000,5.1655
10/13/2000,7,30.0752,209.4258,11.6348,6.4461
10/13/2000,8,175.8870,475.3702,57.6355,9.9707
10/13/2000,9,299.5435,501.2687,86.8678,13.9323
10/13/2000,10,540.3847,868.5117,68.0602,16.8439
10/13/2000,11,487.3905,582.0285,126.7113,16.5459
10/13/2000,12,369.2472,257.7918,197.3888,15.9591
10/13/2000,13,544.8698,562.2951,178.0047,15.8143
10/13/2000,14,435.8103,498.6520,149.3295,16.7008
10/13/2000,15,315.5697,482.7919,87.0247,16.5423
10/13/2000,16,129.6082,180.5395,58.6827,16.9524
10/13/2000,17,53.3202,3.2176,52.9722,13.8910
10/13/2000,18,-0.7775,-0.3093,2.5763,11.2321
10/13/2000,19,-6.0957,0.1517,0.0000,9.0721
10/13/2000,20,-5.0662,0.7016,0.0000,8.2772
10/13/2000,21,-6.1447,0.1803,0.0000,7.2908
10/13/2000,22,-4.9533,0.6550,0.0000,6.3348
10/13/2000,23,-3.4257,1.3552,0.0000,6.4010
10/14/2000,0,-4.4673,0.2091,-0.1617,7.1662
10/14/2000,1,-4.1125,0.2522,-8.4086,6.2111
10/14/2000,2,-3.9952,0.4390,-7.8041,5.7170
10/14/2000,3,-4.9945,-0.0327,-7.5239,4.6293
10/14/2000,4,-5.1203,-0.1483,-7.0413,4.0430
10/14/2000,5,-3.4737,1.2620,-6.7779,4.7071
10/14/2000,6,-4.0587,-0.2651,-7.8338,5.9834
10/14/2000,7,35.1062,320.3318,4.5370,5.6588
10/14/2000,8,202.4048,764.1080,24.3613,11.0745
10/14/2000,9,396.9155,894.5092,31.6041,14.8118
10/14/2000,10,563.1217,956.4530,39.8374,15.7906
10/14/2000,11,665.1278,864.6825,101.6500,17.3257
10/14/2000,12,706.2068,902.8243,79.2491,17.3149
10/14/2000,13,412.8828,188.7074,254.9297,17.8008
10/14/2000,14,197.1760,4.6221,170.8987,13.9875
10/14/2000,15,156.6818,0.7147,139.8759,13.8549
10/14/2000,16,111.2437,1.2052,97.8133,13.6507
10/14/2000,17,80.7298,223.2856,64.7793,12.2475
10/14/2000,18,0.1667,-0.8383,-4.1404,8.2183
10/14/2000,19,-5.0852,0.3816,-7.5310,6.2142
10/14/2000,20,-4.2597,0.6257,-7.4663,5.7209
10/14/2000,21,-3.9698,0.7332,-7.3570,5.4797
10/14/2000,22,-4.2188,0.5817,-6.8834,4.7599
10/14/2000,23,-3.8138,0.6077,-7.1511,4.2520
10/15/2000,0,-3.4817,0.5357,-6.9201,4.1091
10/15/2000,1,-3.7768,0.4262,0.0000,3.8192
10/15/2000,2,-3.9940,0.2020,0.0000,3.6602
10/15/2000,3,-4.3982,-0.1417,0.0000,2.8060
10/15/2000,4,-3.3487,0.5015,0.0000,2.5484
10/15/2000,5,-3.3175,0.2266,0.0000,2.9551
10/15/2000,6,-3.9992,-0.3354,0.0000,2.7191
10/15/2000,7,34.1825,286.3746,8.0352,3.0430
10/15/2000,8,204.8350,738.0620,27.2690,7.1471
10/15/2000,9,398.7320,888.9432,41.7143,11.9043
10/15/2000,10,560.4585,956.9713,51.8780,15.1835
10/15/2000,11,676.0398,988.2657,64.3955,15.5786
10/15/2000,12,728.7012,987.8175,78.8168,15.6911
10/15/2000,13,716.0578,927.5817,116.6528,16.0684
10/15/2000,14,577.6073,809.6800,107.2560,16.3714
10/15/2000,15,473.2775,855.4708,68.0923,17.2537
10/15/2000,16,287.4387,731.4545,47.0898,16.8598
10/15/2000,17,90.3923,376.0384,24.9827,15.7346
10/15/2000,18,-1.1177,-0.6024,2.3102,11.2345
10/15/2000,19,-5.6468,-0.0407,0.0000,8.9823
10/15/2000,20,-4.7923,0.6490,0.0000,7.5459
10/15/2000,21,-4.3233,0.5184,0.0000,7.0178
10/15/2000,22,-3.8473,0.6873,0.0000,6.8284
10/15/2000,23,-3.5793,0.6334,0.0000,6.9487
10/16/2000,0,-3.8243,0.2882,0.0000,6.6439
10/16/2000,1,-3.5027,0.5035,0.0000,6.5054
10/16/2000,2,-3.6858,0.2231,0.0000,6.1757
10/16/2000,3,-3.5883,0.3448,0.0000,5.7241
10/16/2000,4,-4.3953,-0.0558,0.0000,5.7590
10/16/2000,5,-3.5645,0.3731,0.0000,5.5959
10/16/2000,6,-4.4495,-0.1067,0.0000,6.2994
10/16/2000,7,32.4438,279.6543,8.2135,6.6072
10/16/2000,8,197.4718,747.0105,19.9768,11.9003
10/16/2000,9,389.0820,896.2097,32.8247,16.4775
10/16/2000,10,547.4497,950.9188,46.2873,19.2011
10/16/2000,11,666.5755,985.9765,60.7932,19.1291
10/16/2000,12,719.7658,994.4252,70.2683,19.6999
10/16/2000,13,704.9893,975.5995,79.7913,20.7328
10/16/2000,14,602.0648,924.2117,68.5503,22.5109
10/16/2000,15,461.7418,878.7083,49.4238,22.7893
10/16/2000,16,276.4667,756.0287,32.2888,22.5255
10/16/2000,17,81.8753,421.4435,10.7317,21.6050
10/16/2000,18,-8.4575,-1.7868,0.0000,14.4151
10/16/2000,19,-6.6203,0.2561,0.0000,10.7619
10/16/2000,20,-4.4460,0.7057,0.0000,9.7718
10/16/2000,21,-3.5925,0.6982,0.0000,9.8332
10/16/2000,22,-3.8638,0.5101,0.0000,9.3825
10/16/2000,23,-3.6797,0.6110,0.0000,9.2468
