DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP [W/m^2],Avg Diffuse SD PSP [W/m^2],Avg Air Temp [deg C]
9/8/2000,13,243.5397,49.7189,170.3780,28.4634
9/8/2000,14,163.6902,10.1283,133.1434,23.7174
9/8/2000,15,456.2522,213.4401,277.9803,28.1582
9/8/2000,16,342.6840,259.2286,190.4880,27.8914
9/8/2000,17,83.6545,24.5192,60.6044,24.9441
9/8/2000,18,46.0857,14.8059,30.0539,20.7563
9/8/2000,19,2.2428,6.0820,-4.9670,19.4632
9/8/2000,20,-3.6087,0.1143,-8.0840,19.3867
9/8/2000,21,-7.1175,-0.5960,-8.7757,17.3845
9/8/2000,22,-5.6922,0.0312,-8.3872,15.8159
9/8/2000,23,-5.2347,0.1573,-7.7747,14.7538
9/9/2000,0,-4.1075,0.4837,-7.3131,15.1053
9/9/2000,1,-5.5025,-0.0160,-7.4112,14.2121
9/9/2000,2,-4.0192,0.8798,-7.2741,14.3248
9/9/2000,3,-4.2175,0.0163,-8.0543,13.9749
9/9/2000,4,-4.0283,0.4362,-7.6194,13.5004
9/9/2000,5,-5.3710,-0.3737,-7.8541,12.6793
9/9/2000,6,3.4135,2.0016,-2.2994,13.5995
9/9/2000,7,122.6257,596.9400,17.8632,17.4380
9/9/2000,8,328.0183,824.4330,30.0052,23.5060
9/9/2000,9,531.8783,901.3438,40.4988,26.9578
9/9/2000,10,712.5930,939.6353,50.5345,28.3704
9/9/2000,11,833.9812,943.7320,65.1572,30.0743
9/9/2000,12,920.9878,970.0262,74.4444,31.6730
9/9/2000,13,914.8605,990.1937,53.3041,31.9753
9/9/2000,14,830.6787,957.5942,49.4284,30.6255
9/9/2000,15,698.9060,858.6100,84.4373,30.6465
9/9/2000,16,304.1717,271.9700,128.7582,31.6576
9/9/2000,17,230.7152,369.7153,92.8261,29.4567
9/9/2000,18,134.3803,469.5109,53.4641,28.9732
9/9/2000,19,-4.1137,-0.7216,-6.2004,23.8831
9/9/2000,20,-6.2588,0.5405,-9.0671,21.5785
9/9/2000,21,-4.2212,0.6840,-8.5248,21.4680
9/9/2000,22,-4.1042,0.1215,-9.4879,21.3470
9/9/2000,23,-4.0492,0.1380,-9.7744,20.3766
9/10/2000,0,-3.2325,0.3465,-8.7719,19.7453
9/10/2000,1,-3.1105,0.4165,-8.3082,20.3077
9/10/2000,2,-4.3792,-0.3901,-9.6894,18.9601
9/10/2000,3,-3.4530,0.0717,-7.8568,17.3458
9/10/2000,4,-3.1073,0.0335,-7.5964,17.2795
9/10/2000,5,-3.9975,-0.2742,-7.7805,17.0840
9/10/2000,6,3.8965,0.4953,-2.4411,13.8122
9/10/2000,7,149.6640,451.5012,65.1196,16.4480
9/10/2000,8,373.6405,642.8295,130.8493,21.8099
9/10/2000,9,426.4877,440.6847,157.8119,24.2729
9/10/2000,10,718.6760,944.7250,54.0600,25.1015
9/10/2000,11,840.4940,987.9792,43.0001,28.3662
9/10/2000,12,896.4045,984.5932,45.5092,30.6229
9/10/2000,13,888.9262,974.2117,47.4900,31.9328
9/10/2000,14,817.8972,958.7217,47.1334,33.5621
9/10/2000,15,689.5487,924.7628,47.0477,32.7434
9/10/2000,16,501.0247,856.5650,43.0436,33.0531
9/10/2000,17,291.7288,742.8268,30.0711,31.9154
9/10/2000,18,87.0270,465.2500,12.0834,29.9255
9/10/2000,19,-7.1347,-1.0699,-10.1022,24.7822
9/10/2000,20,-5.9205,0.7698,-10.4543,22.8659
9/10/2000,21,-7.2285,0.4272,-10.2547,21.6514
9/10/2000,22,-5.1833,0.4661,-10.3609,21.2419
9/10/2000,23,-6.2155,0.3650,-10.0337,19.8637
9/11/2000,0,-5.4917,0.2284,-9.5875,18.6344
9/11/2000,1,-6.9302,-0.1622,-8.4800,16.7354
9/11/2000,2,-5.3012,0.4108,-8.1108,16.2870
9/11/2000,3,-4.8935,0.1585,-8.5614,16.4109
9/11/2000,4,-4.4098,0.3793,-7.9359,16.4792
9/11/2000,5,-4.8352,-0.1258,-8.3955,16.4015
9/11/2000,6,1.6963,1.7051,-3.8855,16.3700
9/11/2000,7,117.9140,530.8244,21.1948,18.4479
9/11/2000,8,343.1982,747.7850,70.8857,25.3947
9/11/2000,9,564.3268,829.6753,103.7998,28.5298
9/11/2000,10,612.7167,476.9988,248.0782,28.6468
9/11/2000,11,744.6275,372.5407,389.9973,29.5741
9/11/2000,12,578.1007,141.8539,396.1410,26.2231
9/11/2000,13,834.8573,552.6477,316.1662,26.0889
9/11/2000,14,608.2273,265.0141,349.3362,26.2870
9/11/2000,15,464.9910,229.4054,267.4337,25.8003
9/11/2000,16,264.3235,221.3922,126.2768,26.1740
9/11/2000,17,137.3885,183.9388,68.2885,23.4214
9/11/2000,18,80.1280,345.6836,18.2862,22.9044
9/11/2000,19,-6.2138,-1.0929,-8.1309,19.1042
9/11/2000,20,-5.9555,0.5668,-8.2394,17.3619
9/11/2000,21,-4.9073,0.2413,-8.5558,16.4043
9/11/2000,22,-6.2555,-0.1299,-8.4355,14.9472
9/11/2000,23,-4.1432,1.1558,-8.0967,14.4204
9/12/2000,0,-5.5275,0.1933,-7.7477,14.4215
9/12/2000,1,-4.3885,0.6258,0.0000,14.0643
9/12/2000,2,-5.1825,0.1978,0.0000,14.4368
9/12/2000,3,-4.6857,0.2732,0.0000,13.7427
9/12/2000,4,-6.4448,-0.0649,0.0000,12.4302
9/12/2000,5,-4.6797,-0.1474,0.0000,11.6704
9/12/2000,6,1.5970,0.5745,3.4778,12.5021
9/12/2000,7,112.3770,537.6638,18.4467,15.6655
9/12/2000,8,320.0262,809.9405,35.8515,19.1101
9/12/2000,9,524.9907,907.7763,52.8375,21.8124
9/12/2000,10,701.5883,956.6645,71.9022,24.8084
9/12/2000,11,829.7542,981.5412,88.9213,25.6250
9/12/2000,12,891.3448,991.3628,95.2517,28.2360
9/12/2000,13,873.5132,970.4175,97.4668,29.4751
9/12/2000,14,786.1882,927.6767,95.3027,31.0419
9/12/2000,15,657.8443,908.3977,74.5030,32.1565
9/12/2000,16,478.9737,847.6813,55.2823,32.3006
9/12/2000,17,268.6003,714.5660,34.4662,31.8818
9/12/2000,18,71.1265,389.0793,10.5047,28.9854
9/12/2000,19,-8.8522,-1.1898,0.0072,23.6518
9/12/2000,20,-7.2067,0.2998,0.0000,21.0197
9/12/2000,21,-4.5590,0.8066,0.0000,20.0620
9/12/2000,22,-4.0568,0.6461,0.0000,20.0069
9/12/2000,23,-4.1143,0.4973,0.0000,20.0701
9/13/2000,0,-4.1178,0.3840,-0.1404,19.6311
9/13/2000,1,-4.2722,0.3040,-9.2197,19.6490
9/13/2000,2,-4.1880,0.3099,-9.3030,19.1893
9/13/2000,3,-4.3843,0.1868,-9.4044,18.9961
9/13/2000,4,-4.2558,0.3241,-9.0221,18.8294
9/13/2000,5,-4.0532,0.2492,-8.8335,19.0999
9/13/2000,6,0.5665,0.6485,-5.4378,19.4207
9/13/2000,7,123.0392,581.5401,21.3582,20.9892
9/13/2000,8,345.3785,799.7438,60.2954,26.1043
9/13/2000,9,501.3397,798.8770,69.1986,30.2535
9/13/2000,10,700.6313,957.1592,40.2889,31.7347
9/13/2000,11,815.1728,928.1437,71.9618,32.5085
9/13/2000,12,857.8862,901.1393,83.5272,33.2145
9/13/2000,13,893.5415,942.3753,89.2046,34.6441
9/13/2000,14,801.3240,938.2898,57.3092,34.2768
9/13/2000,15,588.1367,758.1510,75.7300,35.0543
9/13/2000,16,441.5285,709.0842,65.7747,34.3515
9/13/2000,17,165.3548,234.1130,68.8888,31.0878
9/13/2000,18,50.8058,123.7140,28.2292,28.5085
9/13/2000,19,-5.5672,-0.9797,-10.0177,24.2756
9/13/2000,20,-7.7875,-0.6533,-10.7513,22.1749
9/13/2000,21,-5.8583,0.8512,-9.2050,20.2916
9/13/2000,22,-5.1793,0.6348,-8.9946,19.9183
9/13/2000,23,-5.2190,0.2233,-9.2877,18.6733
9/14/2000,0,-4.2945,0.4674,-8.7073,18.0331
9/14/2000,1,-4.1872,0.3198,-8.6928,18.1046
9/14/2000,2,-4.7813,0.2135,-8.4202,18.0301
9/14/2000,3,-5.2415,0.1024,-8.5837,17.3406
9/14/2000,4,-4.8652,-0.2235,-8.9573,16.3334
9/14/2000,5,-4.2460,0.0094,-8.2442,15.1176
9/14/2000,6,-0.5007,0.0747,-4.5693,14.9887
9/14/2000,7,105.3263,493.8974,20.6314,16.5932
9/14/2000,8,309.2950,776.6410,33.7624,20.3123
9/14/2000,9,512.5172,878.9585,44.8366,22.4711
9/14/2000,10,658.3057,860.5798,65.1275,23.7310
9/14/2000,11,789.0808,902.2542,66.5861,24.0738
9/14/2000,12,867.6160,952.1192,57.0598,25.0969
9/14/2000,13,851.1033,935.0788,60.9366,26.5679
9/14/2000,14,770.8480,901.0998,64.1350,27.8433
9/14/2000,15,629.7900,847.8543,59.9315,29.0332
9/14/2000,16,440.4170,715.5553,62.0503,28.8050
9/14/2000,17,124.0955,131.9593,59.9918,26.9899
9/14/2000,18,37.3365,33.2048,23.6286,23.6695
9/14/2000,19,-4.0482,-0.6549,-7.1330,21.9070
9/14/2000,20,-6.0575,-0.3488,-8.8804,19.9522
9/14/2000,21,-4.5840,0.6645,-8.3867,19.1123
9/14/2000,22,-5.2883,0.2060,-8.2819,18.2719
9/14/2000,23,-5.1485,0.2242,-8.2290,17.1795
9/15/2000,0,-3.9047,0.6013,-8.2645,16.6281
9/15/2000,1,-4.7178,0.0121,-8.2310,16.0120
9/15/2000,2,-4.6070,0.0519,-7.6017,15.0743
9/15/2000,3,-5.1320,0.0327,-7.5463,14.5557
9/15/2000,4,-5.1823,0.2983,-7.7111,13.7278
9/15/2000,5,-4.7510,0.1661,-7.3788,13.0960
9/15/2000,6,0.0888,1.0902,-4.1432,13.2533
9/15/2000,7,104.5592,504.6009,19.1680,16.2537
9/15/2000,8,308.1275,795.4205,29.5092,20.5049
9/15/2000,9,509.1478,900.1923,37.7560,24.1876
9/15/2000,10,681.0218,944.0450,42.2601,27.7031
9/15/2000,11,805.8400,965.4817,47.3455,30.1783
9/15/2000,12,862.0937,966.4027,48.4894,33.1079
9/15/2000,13,844.7852,941.7488,51.9891,32.9343
9/15/2000,14,756.8215,902.9030,57.1518,35.2653
9/15/2000,15,633.5915,884.2175,48.8649,35.3668
9/15/2000,16,446.7548,791.1775,43.2613,35.0339
9/15/2000,17,98.6130,177.0841,30.2350,31.0551
9/15/2000,18,45.2910,263.3165,10.7026,29.4694
9/15/2000,19,-8.5670,-1.2070,-10.5162,24.9461
9/15/2000,20,-5.7125,0.8343,-9.5012,23.0254
9/15/2000,21,-4.4733,1.1733,-9.0138,23.4598
9/15/2000,22,-4.9552,0.5982,-9.8256,22.8983
9/15/2000,23,-4.5692,0.6771,-9.4008,22.8061
9/16/2000,0,-4.5487,0.4946,-9.6186,22.6333
9/16/2000,1,-4.3998,0.4344,-9.8971,22.6080
9/16/2000,2,-4.7062,0.3880,-9.9797,22.0079
9/16/2000,3,-4.2238,0.5838,-9.3323,22.3465
9/16/2000,4,-4.7417,0.2180,-9.8758,22.1087
9/16/2000,5,-4.6260,0.1688,-9.8363,21.6242
9/16/2000,6,-0.5822,0.2202,-6.6250,21.4836
9/16/2000,7,104.8768,486.0209,17.1915,22.9921
9/16/2000,8,312.4758,783.6102,31.0965,25.9087
9/16/2000,9,513.6003,889.4367,41.0651,30.3968
9/16/2000,10,678.3460,915.0960,56.4909,34.5017
9/16/2000,11,801.1282,923.8133,66.1746,34.3690
9/16/2000,12,865.4683,945.5557,65.5251,34.8573
9/16/2000,13,851.8020,927.5882,73.0365,36.0238
9/16/2000,14,764.6607,884.4640,78.9674,37.4973
9/16/2000,15,628.8865,824.7598,79.4552,36.0811
9/16/2000,16,453.6400,758.5707,70.7846,36.3282
9/16/2000,17,255.8722,608.5078,57.2192,34.3220
9/16/2000,18,55.6505,153.3779,26.7380,31.5644
9/16/2000,19,-10.6923,-1.8754,-10.9413,26.5632
9/16/2000,20,-5.5458,0.8450,-9.8216,24.0283
9/16/2000,21,-5.9333,0.1459,-9.1665,23.1505
9/16/2000,22,-6.2628,0.6119,-9.3234,21.9874
9/16/2000,23,-4.6330,0.6582,-9.0624,21.4031
9/17/2000,0,-4.4293,0.5278,-9.0663,21.7535
9/17/2000,1,-8.1988,-0.5601,-9.9720,19.3587
9/17/2000,2,-4.3812,0.9285,-8.5243,19.5290
9/17/2000,3,-4.0905,0.4349,-8.7581,19.9584
9/17/2000,4,-4.6650,0.1896,-8.7826,19.7611
9/17/2000,5,-2.7635,0.4067,-7.4289,20.4626
9/17/2000,6,-1.8158,0.0595,-5.5128,20.9231
9/17/2000,7,67.0453,193.7312,19.9425,21.1177
9/17/2000,8,339.2520,692.6642,81.4148,27.1911
9/17/2000,9,514.3020,779.0243,85.7089,33.4171
9/17/2000,10,400.5032,154.9785,258.4313,33.1176
9/17/2000,11,400.4880,98.2489,282.6508,30.5267
9/17/2000,12,414.0192,138.2353,264.0330,31.6290
9/17/2000,13,534.1480,212.3626,310.6558,34.1089
9/17/2000,14,708.7367,576.8296,234.9895,37.1587
9/17/2000,15,206.5865,20.6840,166.0363,32.8309
9/17/2000,16,158.5988,31.3492,122.0652,30.8124
9/17/2000,17,84.8482,45.4222,58.3857,28.7250
9/17/2000,18,81.5417,192.2346,41.6376,28.7390
9/17/2000,19,-6.0598,-0.7847,-11.0876,25.3770
9/17/2000,20,-3.7215,0.5856,-9.2437,24.8761
9/17/2000,21,-3.5715,0.1126,-7.9509,24.1880
9/17/2000,22,-4.3398,-0.5163,-8.6243,22.9835
9/17/2000,23,-5.5817,-0.3271,-8.1370,21.3150
9/18/2000,0,-4.0275,0.3158,-7.1003,20.4882
9/18/2000,1,-6.3102,-0.2802,-8.8630,19.0726
9/18/2000,2,-5.5128,-0.1142,-8.2803,18.0300
9/18/2000,3,-3.9032,0.0480,-6.7495,17.0950
9/18/2000,4,-2.7057,0.2799,-6.0873,17.5218
9/18/2000,5,-3.0360,0.4409,-6.8162,17.5304
9/18/2000,6,-2.4400,-0.1864,-5.0560,18.0628
9/18/2000,7,31.1987,0.4934,24.9232,18.0091
9/18/2000,8,125.9477,36.6961,101.0702,20.7767
9/18/2000,9,44.0902,-0.1796,33.6436,20.6624
9/18/2000,10,575.3475,546.3060,173.7191,22.7392
9/18/2000,11,670.4542,515.5812,240.0243,25.8690
9/18/2000,12,717.0767,468.7875,287.1163,27.2343
9/18/2000,13,680.3453,539.8680,204.9193,27.3925
9/18/2000,14,478.1428,364.8523,175.4675,27.8431
9/18/2000,15,348.8220,210.3914,196.4230,28.9712
9/18/2000,16,278.6525,285.5253,134.9474,28.5166
9/18/2000,17,122.2820,99.6233,84.6253,27.9438
9/18/2000,18,60.1162,260.4103,19.3992,25.8023
9/18/2000,19,-5.7317,0.0532,-10.7279,21.4667
9/18/2000,20,-4.6328,0.6670,-10.2677,20.8014
9/18/2000,21,-4.3933,0.5671,-9.6719,20.5965
9/18/2000,22,-3.9952,0.6930,-9.0826,20.6350
9/18/2000,23,-3.9502,0.3976,-9.4704,20.8169
9/19/2000,0,-4.2763,0.3493,-9.5012,20.4443
9/19/2000,1,-3.7973,0.4117,-9.5411,20.5970
9/19/2000,2,-3.6777,0.3037,-9.7257,20.3410
9/19/2000,3,-4.1253,0.1384,-9.5926,19.8238
9/19/2000,4,-3.8520,0.1490,-9.4280,19.5742
9/19/2000,5,-4.2507,-0.0942,-9.3957,19.0488
9/19/2000,6,-1.9255,-0.1361,-6.5435,17.9007
9/19/2000,7,97.2233,466.0848,21.0831,19.9213
9/19/2000,8,271.8722,587.8755,70.7822,21.1480
9/19/2000,9,470.4538,721.3977,92.2725,22.8562
9/19/2000,10,656.4515,797.7950,114.1873,24.6152
9/19/2000,11,796.9665,864.6738,117.2008,24.7568
9/19/2000,12,840.9710,827.2122,142.2652,24.7708
9/19/2000,13,653.1072,457.0642,238.7073,24.7743
9/19/2000,14,550.1162,432.7099,228.9490,26.1973
9/19/2000,15,428.5832,373.7537,176.3348,26.0283
9/19/2000,16,142.3283,72.1487,87.1380,24.5787
9/19/2000,17,117.2553,178.3020,60.6541,23.0943
9/19/2000,18,38.9568,42.2108,25.1978,19.8732
9/19/2000,19,-3.7185,-0.6289,-9.2514,17.1750
9/19/2000,20,-3.0530,-0.1500,-8.7203,15.5196
9/19/2000,21,-2.8700,-0.6930,-10.3682,12.1160
9/19/2000,22,-1.4382,-0.5425,-8.4744,9.4231
9/19/2000,23,-0.3367,-0.2864,-6.2029,7.0790
9/20/2000,0,-0.2542,0.0700,-5.7611,6.4396
9/20/2000,1,-0.2500,-0.3182,-6.1162,4.9735
9/20/2000,2,-0.1997,-0.1571,-5.6026,4.3022
9/20/2000,3,-0.1352,-0.1132,-5.4141,3.3647
9/20/2000,4,-0.5862,-0.0251,-5.4084,3.2364
9/20/2000,5,-0.9777,-0.0036,-4.9681,3.2359
9/20/2000,6,0.1150,0.3086,-4.5214,3.3335
9/20/2000,7,19.2978,0.4170,13.3917,4.0180
9/20/2000,8,88.5668,1.3624,77.6532,5.2424
9/20/2000,9,231.6440,15.4061,201.2457,7.2147
9/20/2000,10,246.4845,3.1822,220.1335,9.1036
9/20/2000,11,356.9095,28.4529,304.2923,10.4370
9/20/2000,12,179.3490,1.1903,159.6825,9.5565
9/20/2000,13,279.6385,3.3958,249.0138,11.6615
9/20/2000,14,281.4557,2.5499,249.6692,11.9716
9/20/2000,15,286.1100,2.5458,253.0185,12.7567
9/20/2000,16,222.1948,9.4108,192.1827,12.7248
9/20/2000,17,105.8432,0.0328,92.5917,12.7286
9/20/2000,18,17.5175,-0.6089,12.6970,11.4371
9/20/2000,19,-1.7612,-0.1961,-4.8767,10.0546
9/20/2000,20,-5.2213,-0.4511,-6.6649,9.1290
9/20/2000,21,-6.1523,-0.1027,-7.3379,7.3546
9/20/2000,22,-5.1243,0.6060,-7.1473,6.3418
9/20/2000,23,-3.9335,0.6325,-6.9770,5.8622
9/21/2000,0,-4.3833,0.4658,-6.6371,5.9093
9/21/2000,1,-3.9893,0.7683,-6.6421,5.5256
9/21/2000,2,-3.7850,0.5275,-6.7110,5.7235
9/21/2000,3,-3.6957,0.2635,-6.6798,5.7402
9/21/2000,4,-3.8105,0.2323,-6.3333,5.1292
9/21/2000,5,-3.5768,0.2178,-6.1936,4.8273
9/21/2000,6,-0.8217,0.9727,-3.7208,4.8123
9/21/2000,7,91.2273,497.4002,25.3537,8.3073
9/21/2000,8,291.7390,803.0432,42.7660,13.6175
9/21/2000,9,524.9337,886.8038,79.0470,18.8087
9/21/2000,10,682.2773,934.8750,73.0160,23.0434
9/21/2000,11,569.6295,464.1427,207.1783,25.3023
9/21/2000,12,200.2048,20.6312,157.5310,21.1652
9/21/2000,13,540.1487,262.5450,295.7737,21.9597
9/21/2000,14,306.3058,84.9722,264.9705,22.2338
9/21/2000,15,110.6878,0.5071,95.7978,21.9076
9/21/2000,16,68.6963,-0.5408,55.5630,19.5107
9/21/2000,17,11.6760,-2.5991,3.5170,15.4779
9/21/2000,18,4.4455,-1.2446,-4.1145,10.7718
9/21/2000,19,-0.7997,-0.1360,-7.5140,10.8843
9/21/2000,20,-1.2925,0.2160,-6.9436,10.3890
9/21/2000,21,-1.7247,0.1383,-5.8689,10.4129
9/21/2000,22,-1.9620,0.3465,-5.6967,10.4011
9/21/2000,23,-1.4078,-0.0395,-6.2995,10.2966
9/22/2000,0,-1.5655,-0.2518,-7.1609,8.0156
9/22/2000,1,-0.8057,0.2162,-5.3288,7.5291
9/22/2000,2,-0.7633,0.0622,-6.8661,6.9224
9/22/2000,3,-0.3367,-0.1783,-7.1812,5.6741
9/22/2000,4,-0.1483,0.0018,-6.1469,5.4375
9/22/2000,5,-0.0868,-0.0826,-6.3779,5.0013
9/22/2000,6,0.1875,0.0045,-5.4425,4.8834
9/22/2000,7,11.4065,-0.0043,4.8106,4.8195
9/22/2000,8,28.8202,-0.0323,20.6542,5.0323
9/22/2000,9,67.1325,0.0834,56.3659,5.0511
9/22/2000,10,108.1312,0.3967,92.9890,5.6293
9/22/2000,11,106.5542,0.0577,90.4450,5.7881
9/22/2000,12,119.1203,-0.1209,99.8915,4.0729
9/22/2000,13,140.3672,0.3612,119.7068,3.2989
9/22/2000,14,114.7008,0.4771,97.3318,3.2366
9/22/2000,15,84.2818,0.2708,69.9014,2.8284
9/22/2000,16,69.4458,-0.0179,56.4588,2.3628
9/22/2000,17,25.3665,0.0312,17.0236,1.7457
9/22/2000,18,5.7260,0.0196,-0.5730,1.5449
9/22/2000,19,-0.2603,0.1225,-5.8173,1.5432
9/22/2000,20,-0.3715,0.0116,-6.3142,1.3390
9/22/2000,21,-0.3877,-0.1092,-6.4299,0.3811
9/22/2000,22,-0.3832,0.0722,-5.9628,-0.1517
9/22/2000,23,-0.2762,0.1154,-5.8313,-0.3887
9/23/2000,0,-0.1985,-0.1516,-5.9211,-0.4766
9/23/2000,1,0.0868,-0.6293,-5.7734,-0.5770
9/23/2000,2,-0.0832,-0.6023,-5.8958,-0.6656
9/23/2000,3,0.1328,-0.3336,-5.8268,-0.6809
9/23/2000,4,-0.4565,-0.0684,-5.6417,-0.8304
9/23/2000,5,0.2118,0.2684,-5.7764,-0.6626
9/23/2000,6,0.8353,-0.0135,-5.1885,-0.5485
9/23/2000,7,23.4158,0.2038,16.3258,-0.4157
9/23/2000,8,76.0722,0.3727,67.4901,-0.2474
9/23/2000,9,123.5818,1.3149,112.2555,0.1955
9/23/2000,10,134.8797,1.5394,120.2937,1.1597
9/23/2000,11,132.9640,1.0462,118.4023,1.7788
9/23/2000,12,115.7455,0.5477,100.5296,2.0886
9/23/2000,13,100.1385,-0.1022,84.6499,1.7420
9/23/2000,14,126.2170,0.3270,109.0580,1.4309
9/23/2000,15,107.7938,-0.0028,91.5439,1.8694
9/23/2000,16,40.0800,-0.2922,29.9887,0.7900
9/23/2000,17,16.1342,0.0660,10.5330,-0.3679
9/23/2000,18,3.6647,0.0473,-0.2231,-0.3385
9/23/2000,19,-0.0022,0.0079,-6.2477,-0.3325
9/23/2000,20,0.0502,-0.1550,-6.1590,-0.3813
9/23/2000,21,0.2833,-0.6012,-5.5387,-0.5331
9/23/2000,22,0.4343,-0.7406,-4.8482,-0.5999
9/23/2000,23,0.7612,-0.5030,-6.0270,-0.7295
9/24/2000,0,0.8272,-0.2988,-4.9525,-0.8984
9/24/2000,1,0.4622,-0.1481,0.4923,-1.0948
9/24/2000,2,-0.2532,-0.1144,0.0000,-1.2462
9/24/2000,3,-0.2063,-0.1682,0.0000,-1.4173
9/24/2000,4,-0.0757,-0.2791,0.0000,-1.6222
9/24/2000,5,-0.1588,-0.1612,0.0000,-1.8633
9/24/2000,6,0.1117,-0.1572,0.1548,-1.9358
9/24/2000,7,4.5770,0.1006,4.5595,-1.8201
9/24/2000,8,16.5317,0.4127,16.4027,-1.1857
9/24/2000,9,20.9185,0.2840,20.7228,-0.5465
9/24/2000,10,28.9800,0.5633,28.6370,-0.3066
9/24/2000,11,30.8155,0.6684,30.3405,-0.2467
9/24/2000,12,58.0258,2.3244,56.2668,0.6636
9/24/2000,13,88.1388,7.1139,82.8510,3.7591
9/24/2000,14,427.9617,386.6930,207.2930,7.8594
9/24/2000,15,621.3035,902.7875,95.1738,9.9186
9/24/2000,16,421.7170,822.5778,62.9652,10.6517
9/24/2000,17,217.7685,718.7445,27.5130,10.8711
9/24/2000,18,31.7190,250.0532,4.6465,8.0991
9/24/2000,19,-7.5310,-0.7159,0.0000,2.1013
9/24/2000,20,-4.4333,0.5180,0.0000,0.4688
9/24/2000,21,-4.1995,0.7486,0.0000,-0.0195
9/24/2000,22,-3.3748,0.9352,0.0000,0.1923
9/24/2000,23,-3.6237,0.6496,0.0000,0.5780
9/25/2000,0,-4.1073,0.6901,0.0000,0.4873
9/25/2000,1,-3.6733,1.1232,0.0000,1.2278
9/25/2000,2,-3.7545,0.7074,0.0000,1.9069
9/25/2000,3,-3.8535,0.4568,0.0000,1.5869
9/25/2000,4,-3.7090,0.3973,0.0000,1.4027
9/25/2000,5,-3.4807,0.4225,0.0000,1.6987
9/25/2000,6,-2.3470,2.5005,0.4088,1.5296
9/25/2000,7,85.5712,560.1579,9.5727,3.5422
9/25/2000,8,295.3262,863.1925,28.0455,7.7785
9/25/2000,9,500.6232,985.2292,30.7230,12.9317
9/25/2000,10,673.6537,1024.9633,46.1667,16.3281
9/25/2000,11,793.6898,1033.6050,64.3807,16.5196
9/25/2000,12,849.8062,1039.1550,70.3787,18.4531
9/25/2000,13,833.5652,1028.3883,69.8938,20.4465
9/25/2000,14,756.0705,1015.2368,61.7955,21.8558
9/25/2000,15,609.7477,975.7260,45.9315,22.9314
9/25/2000,16,419.4778,897.1488,31.5695,22.1417
9/25/2000,17,209.2040,737.7883,18.2867,19.1786
9/25/2000,18,27.3065,262.7055,1.5142,17.1995
9/25/2000,19,-8.0892,-0.7995,0.0000,10.8646
9/25/2000,20,-4.7042,0.6540,0.0000,9.3601
9/25/2000,21,-4.5558,0.5708,0.0000,8.6547
9/25/2000,22,-4.1920,0.7544,0.0000,8.6786
9/25/2000,23,-4.6473,0.3840,0.0000,7.9268
9/26/2000,0,-4.6387,0.5492,0.0000,7.7160
9/26/2000,1,-4.4608,0.7197,0.0000,7.8564
9/26/2000,2,-4.1550,0.9802,0.0000,8.1706
9/26/2000,3,-4.2742,1.1089,0.0000,8.7468
9/26/2000,4,-6.5262,0.0121,0.0000,7.2252
9/26/2000,5,-4.7338,0.3590,0.0000,7.4471
9/26/2000,6,-5.1950,0.2431,0.0670,5.6520
9/26/2000,7,81.3298,563.3402,6.6515,7.8688
9/26/2000,8,287.9347,871.3572,21.1452,13.4949
9/26/2000,9,487.0043,962.9370,31.3562,18.9871
9/26/2000,10,659.8155,1002.6268,49.6162,21.3669
9/26/2000,11,774.6107,1003.1823,70.8592,22.0193
9/26/2000,12,840.4837,1022.2183,78.1952,22.2593
9/26/2000,13,826.3363,1017.5850,75.3490,23.6946
9/26/2000,14,738.9210,989.5470,67.0743,25.3917
9/26/2000,15,589.5138,939.3990,51.3837,26.1277
9/26/2000,16,405.9763,872.2683,33.5785,26.3592
9/26/2000,17,197.2995,712.1605,16.5288,23.7365
9/26/2000,18,23.5717,229.8522,1.9962,19.6346
9/26/2000,19,-9.5580,-0.1768,0.0000,15.2071
9/26/2000,20,-6.4563,-0.0277,0.0000,12.9939
9/26/2000,21,-4.4618,0.7098,0.0000,11.5383
9/26/2000,22,-3.5710,0.5463,0.0000,11.3286
9/26/2000,23,-3.5473,0.5037,0.0000,11.3050
9/27/2000,0,-3.8502,0.3709,0.0000,10.9260
9/27/2000,1,-4.1792,0.3759,0.0000,10.5706
9/27/2000,2,-4.2572,0.1857,0.0000,10.1953
9/27/2000,3,-4.6835,0.0489,0.0000,9.1619
9/27/2000,4,-3.9608,0.2792,0.0000,9.0249
9/27/2000,5,-4.5228,-0.1581,0.0000,8.2498
9/27/2000,6,-3.2908,0.3060,0.2988,7.9600
9/27/2000,7,75.2347,501.8926,8.7578,10.1351
9/27/2000,8,276.9942,833.9583,24.0570,15.8848
9/27/2000,9,475.0393,942.9205,32.0547,22.7254
9/27/2000,10,651.5607,990.6198,52.4752,23.8801
9/27/2000,11,771.4627,1007.4015,68.8502,24.3560
9/27/2000,12,824.0147,1005.4773,78.6633,24.6126
9/27/2000,13,805.8460,989.9365,79.9270,25.9333
9/27/2000,14,725.0922,972.5795,69.6683,26.6626
9/27/2000,15,582.5257,932.0487,53.5403,27.3749
9/27/2000,16,396.6165,848.8275,38.6632,26.0206
9/27/2000,17,190.1622,688.9208,18.6608,24.4790
9/27/2000,18,17.6273,144.6631,3.6318,19.9563
