DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM6b [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse CM22 Vent [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
8/4/2001,1,-99999,-99999,-99999,24.3132,2.3313
8/4/2001,2,-99999,-99999,-99999,23.1600,0.7232
8/4/2001,3,-99999,-99999,-99999,22.3035,1.8504
8/4/2001,4,-99999,-99999,-99999,23.5928,4.7834
8/4/2001,5,-99999,-99999,-99999,23.8637,4.6295
8/4/2001,6,-99999,-99999,-99999,23.5983,2.9569
8/4/2001,7,-99999,-99999,-99999,24.5852,1.9353
8/4/2001,8,-99999,-99999,-99999,26.1035,2.3237
8/4/2001,9,-99999,-99999,-99999,26.7422,1.5341
8/4/2001,10,-99999,-99999,-99999,27.6707,2.1419
8/4/2001,11,-819.3300,-99999,153.0900,28.2828,2.4032
8/4/2001,12,-534.5115,1756.2203,181.3736,29.2077,2.0043
8/4/2001,13,-164.8547,1747.4830,-31.2774,29.0615,2.1613
8/4/2001,14,651.4237,354.8281,126.6757,29.8027,1.8602
8/4/2001,15,387.0350,124.8572,-0.0019,29.9398,1.6359
8/4/2001,16,362.2983,244.3789,-0.0093,30.5417,1.4551
8/4/2001,17,182.5037,35.3665,-0.0008,30.0967,0.5711
8/4/2001,18,120.1858,31.7549,-0.0016,29.7580,1.0385
8/4/2001,19,32.9858,56.9865,0.0000,28.1275,0.1411
8/4/2001,20,-1.0092,-0.5161,0.0000,26.7467,1.2705
8/4/2001,21,-1.1117,-0.6022,0.0000,25.0500,4.4671
8/4/2001,22,-1.1733,-0.3045,0.0000,23.7455,4.1785
8/4/2001,23,-0.5956,-1.0772,0.0000,23.5013,4.1525
8/5/2001,0,0.8932,-0.1846,0.0000,19.3997,2.7317
8/5/2001,1,1.6462,0.2107,-0.0003,21.9477,3.5872
8/5/2001,2,-1.1405,-0.4117,-0.0003,23.1355,4.5655
8/5/2001,3,-1.6579,-0.3639,0.0000,23.3740,4.1689
8/5/2001,4,-1.7543,-0.5109,-0.0002,23.3207,5.0516
8/5/2001,5,-1.3895,-0.3789,-0.0003,22.9723,5.4401
8/5/2001,6,40.6407,123.0378,-0.0002,23.4992,5.1029
8/5/2001,7,121.5475,241.9140,-0.0047,24.7440,3.6632
8/5/2001,8,403.4147,776.1043,-0.0149,28.5768,1.3258
8/5/2001,9,593.9068,869.9957,-0.0026,28.5767,1.4490
8/5/2001,10,697.1630,704.3005,0.0068,28.7458,1.8874
8/5/2001,11,858.1378,640.5693,0.0075,30.2003,2.1632
8/5/2001,12,942.8712,911.6113,0.0057,31.0523,2.9027
8/5/2001,13,874.4502,696.3142,-0.0045,31.3135,2.4525
8/5/2001,14,867.4237,806.1063,-0.0061,32.1055,2.2770
8/5/2001,15,387.5482,133.9518,-0.0009,31.5017,2.4234
8/5/2001,16,408.0207,189.9191,-0.0056,30.1467,3.2759
8/5/2001,17,265.4318,153.9927,-0.0062,31.2912,1.5036
8/5/2001,18,239.6502,379.4356,-0.0284,31.2150,0.4328
8/5/2001,19,52.5226,116.5800,-0.0019,29.8988,1.0797
8/5/2001,20,-1.3047,-0.7093,0.0000,26.8842,2.8768
8/5/2001,21,-2.0281,-0.4948,0.0000,26.3003,2.9467
8/5/2001,22,-1.7963,-0.4761,-0.0000,25.2408,2.6999
8/5/2001,23,-1.4148,-0.4007,0.0000,25.1538,1.6843
8/6/2001,0,-1.9309,-0.5847,0.0000,24.3790,3.1371
8/6/2001,1,-1.8786,-0.5256,0.0000,23.8562,3.8694
8/6/2001,2,-2.2082,-0.5546,-0.0000,23.3023,1.9880
8/6/2001,3,-2.0524,-0.4952,-0.0000,23.0348,2.6356
8/6/2001,4,-1.7840,-0.4071,0.0000,22.7545,3.8935
8/6/2001,5,-1.7656,-0.3950,0.0000,22.5373,3.3008
8/6/2001,6,24.7926,1.1526,-0.0027,22.5225,2.6755
8/6/2001,7,94.8597,29.9492,-0.0123,22.9212,2.2126
8/6/2001,8,304.1460,376.5846,-0.0343,25.0612,0.4945
8/6/2001,9,641.1870,835.5047,-0.0100,28.3470,1.0809
8/6/2001,10,777.2650,789.9798,0.0098,28.2318,2.0176
8/6/2001,11,640.9320,312.2224,0.0124,28.5452,1.8054
8/6/2001,12,927.4322,911.0598,0.0017,29.5575,2.5183
8/6/2001,13,939.0183,929.7115,-0.0037,30.2118,2.6339
8/6/2001,14,758.8962,613.2644,-0.0026,31.0595,3.1546
8/6/2001,15,322.4828,249.9740,0.0000,28.3097,5.1637
8/6/2001,16,18.5706,-1.5430,0.0002,23.0143,2.4434
8/6/2001,17,12.5525,0.1227,-0.0003,21.5422,3.1210
8/6/2001,18,36.0907,-0.4180,0.0000,22.4993,1.2076
8/6/2001,19,7.0908,-0.5342,0.0000,20.7040,1.8451
8/6/2001,20,-1.2741,-0.4158,0.0000,20.3543,0.3528
8/6/2001,21,-1.2453,-0.2631,0.0000,20.9067,0.2687
8/6/2001,22,-2.2356,-0.6201,0.0000,20.5312,0.4980
8/6/2001,23,-1.8902,-0.3946,-0.0000,20.3955,0.6033
8/7/2001,0,-1.7952,-0.4284,0.0000,20.6915,0.3984
8/7/2001,1,-2.3692,-0.2784,-0.0001,21.5975,0.6145
8/7/2001,2,-2.5129,-0.6624,-0.0001,21.0132,0.6657
8/7/2001,3,-2.7090,-0.6673,-0.0001,20.3588,0.1947
8/7/2001,4,-2.3630,-0.4504,-0.0009,19.6818,1.0817
8/7/2001,5,-2.0352,-0.7203,-0.0040,19.4297,1.2576
8/7/2001,6,43.7475,247.7017,-0.0265,18.6128,0.9593
8/7/2001,7,201.5597,611.0583,-0.0453,21.7215,0.7035
8/7/2001,8,404.3483,777.5060,-0.0384,23.3300,0.5413
8/7/2001,9,587.9648,851.5815,-0.0057,23.6958,0.8805
8/7/2001,10,750.5033,918.8813,0.0214,25.2277,1.6179
8/7/2001,11,862.4598,935.7583,0.0125,26.6992,2.5697
8/7/2001,12,924.0958,940.0997,0.0000,28.8962,3.2097
8/7/2001,13,925.1875,913.3770,0.0000,29.6227,3.2045
8/7/2001,14,852.4123,838.9004,-0.0008,31.6407,4.4316
8/7/2001,15,813.7932,896.1282,-0.0102,32.5790,4.7922
8/7/2001,16,617.9643,821.3347,-0.0264,32.3345,3.1936
8/7/2001,17,463.2893,675.6517,-0.0398,31.5083,2.9654
8/7/2001,18,64.5304,9.7552,-0.0000,28.3950,2.8659
8/7/2001,19,44.5429,134.0357,0.0000,27.0158,2.2567
8/7/2001,20,-2.4590,-0.3941,0.0000,27.1578,1.0588
8/7/2001,21,-2.4271,-0.4296,0.0000,26.0732,3.8670
8/7/2001,22,-3.1996,-0.6905,0.0000,24.9937,3.0472
8/7/2001,23,-3.1334,-0.8360,0.0000,22.8505,0.9860
8/8/2001,0,-3.0253,-0.7358,0.0000,21.7123,1.0561
8/8/2001,1,-2.3938,-0.6319,0.0000,21.1018,0.8353
8/8/2001,2,-2.1672,-0.4456,-0.0000,21.5685,2.5434
8/8/2001,3,-2.4971,-0.3985,0.0000,22.7027,2.5396
8/8/2001,4,-2.5087,-0.6221,0.0000,21.9022,2.6883
8/8/2001,5,-2.4992,-0.7953,-0.0026,20.0417,2.4018
8/8/2001,6,36.7163,200.6780,-0.0365,18.8975,1.2741
8/8/2001,7,203.5147,633.9730,-0.0485,21.6637,0.5230
8/8/2001,8,399.0987,794.7478,-0.0547,25.7917,0.4111
8/8/2001,9,586.4855,866.8047,-0.0123,26.4565,1.1376
8/8/2001,10,750.5153,910.5230,0.0155,27.7095,1.7962
8/8/2001,11,878.0603,933.6225,0.0117,28.2868,2.3116
8/8/2001,12,883.5728,712.9382,0.0040,29.0292,2.5034
8/8/2001,13,940.3705,919.8188,0.0001,29.0580,2.5885
8/8/2001,14,898.1580,926.7048,-0.0000,30.2173,3.2357
8/8/2001,15,638.5553,590.8031,0.0000,30.0832,4.6409
8/8/2001,16,631.9252,602.1420,-0.0021,29.9108,5.2598
8/8/2001,17,354.3818,335.6326,-0.0031,29.3575,4.7358
8/8/2001,18,94.1364,29.9062,-0.0003,27.6450,2.9135
8/8/2001,19,18.9369,-0.8040,-0.0001,26.0732,1.8146
8/8/2001,20,-1.6704,-0.5381,-0.0000,23.2287,4.1244
8/8/2001,21,-2.0896,-0.3792,0.0000,22.7105,4.9179
8/8/2001,22,-1.8051,-0.2697,0.0000,22.3863,2.2266
8/8/2001,23,-0.8688,-0.6702,0.0000,22.0382,5.2438
8/9/2001,0,-2.3582,-0.7492,0.0000,18.0240,3.8454
8/9/2001,1,-2.2238,-0.3377,-0.0000,17.0365,1.6413
8/9/2001,2,-1.7842,-0.1156,-0.0001,17.7802,2.8670
8/9/2001,3,-1.7459,-0.3252,-0.0002,18.3045,1.6261
8/9/2001,4,-0.8266,-0.1915,-0.0000,18.2448,1.9205
8/9/2001,5,-0.8022,-0.3051,0.0000,17.6615,1.7724
8/9/2001,6,1.5017,2.5238,-0.0041,17.2250,2.5671
8/9/2001,7,20.9198,-0.3086,-0.0039,16.4455,2.3360
8/9/2001,8,24.9483,-0.3629,-0.0019,16.0592,0.6633
8/9/2001,9,19.1022,-0.5441,-0.0014,14.1527,5.2432
8/9/2001,10,30.1339,-0.1230,-0.0026,12.9987,4.6547
8/9/2001,11,77.9341,0.0073,0.0013,12.9235,3.9937
8/9/2001,12,118.2301,0.2142,0.0066,12.8298,3.4896
8/9/2001,13,191.6398,0.8306,0.0171,13.3333,2.7156
8/9/2001,14,223.2431,0.9494,0.0167,13.3837,2.3145
8/9/2001,15,223.0562,0.8456,0.0050,14.1477,0.6882
8/9/2001,16,206.4025,1.4882,-0.0029,15.3218,0.1213
8/9/2001,17,256.4972,54.0171,-0.0114,16.0135,0.6921
8/9/2001,18,98.9900,0.1421,0.0009,15.8485,0.7897
8/9/2001,19,33.8453,-0.3397,-0.0017,15.5262,1.4520
8/9/2001,20,-0.3088,-0.3025,-0.0026,15.2207,0.7632
8/9/2001,21,-0.5550,-0.2934,-0.0062,15.5103,0.1509
8/9/2001,22,-0.3928,-0.2498,-0.0069,15.6682,0.0818
8/9/2001,23,-0.5269,-0.3879,-0.0084,15.5880,0.0976
8/10/2001,0,-1.4994,-0.7428,-0.0005,15.0220,0.1318
8/10/2001,1,-1.9173,-0.6235,-0.0023,14.1003,0.1371
8/10/2001,2,-1.4470,-0.5199,-0.0076,13.4645,0.3330
8/10/2001,3,-2.0979,-0.4749,-0.0080,13.3052,0.5521
8/10/2001,4,-1.5449,-0.2814,-0.0020,13.0040,2.0297
8/10/2001,5,-0.8441,-0.1491,0.0034,13.4612,0.9917
8/10/2001,6,25.3174,11.7058,-0.0021,14.1168,0.3760
8/10/2001,7,74.3655,0.1325,0.0086,13.9103,2.6048
8/10/2001,8,134.4572,14.2009,0.0047,14.4457,2.3499
8/10/2001,9,520.5907,559.4281,-0.0137,15.7403,1.8363
8/10/2001,10,651.4925,433.3429,0.0138,17.1635,1.9176
8/10/2001,11,611.3625,208.8995,0.0096,18.3100,1.2454
8/10/2001,12,693.7862,310.0511,0.0075,19.3838,0.9336
8/10/2001,13,619.0418,135.2226,-0.0139,20.4880,0.7390
8/10/2001,14,437.2735,40.8606,-0.0198,21.7217,0.3839
8/10/2001,15,377.6918,126.9820,-0.0268,22.2695,1.1124
8/10/2001,16,257.2572,44.3302,-0.0278,22.9543,0.9414
8/10/2001,17,132.0754,55.8148,0.0028,21.4832,1.7503
8/10/2001,18,29.9753,-0.8228,0.0195,17.2588,3.9639
8/10/2001,19,11.2130,-0.1661,0.0104,17.1048,2.3753
8/10/2001,20,-0.5775,-0.2910,0.0058,17.4850,3.2765
8/10/2001,21,0.2279,-0.0811,-0.0123,17.9848,3.0265
8/10/2001,22,-1.3010,-0.4800,-0.0184,18.0368,2.2116
8/10/2001,23,-2.5900,-0.6862,-0.0144,17.1880,0.7047
8/11/2001,0,-2.3093,-0.6882,-0.0217,16.2877,1.1535
8/11/2001,1,-1.9305,-0.5478,-0.0249,16.2207,0.9198
8/11/2001,2,-2.5300,-0.4148,-0.0195,16.2088,1.9197
8/11/2001,3,-2.7623,-0.3845,-0.0148,16.4697,2.6806
8/11/2001,4,-2.9543,-0.7381,-0.0146,16.2537,0.8962
8/11/2001,5,-2.9741,-0.7444,-0.0098,15.3275,0.1272
8/11/2001,6,36.9981,247.8195,-0.0177,14.9753,0.0896
8/11/2001,7,199.0152,639.3092,-0.0273,18.0613,0.2181
8/11/2001,8,396.5767,797.5060,-0.0325,19.9743,0.3007
8/11/2001,9,582.6365,871.7242,-0.0220,22.3142,0.3532
8/11/2001,10,743.6775,900.7323,0.0114,22.5282,1.0697
8/11/2001,11,862.1388,910.4748,0.0084,23.8062,1.2033
8/11/2001,12,730.8697,493.7956,0.0046,24.4935,1.3382
8/11/2001,13,944.8060,895.2350,0.0000,26.1572,1.7596
8/11/2001,14,725.8545,548.1738,-0.0013,27.0497,1.7462
8/11/2001,15,306.5768,144.0534,0.0000,25.0873,2.9443
8/11/2001,16,351.8678,147.7747,-0.0004,25.4953,2.1095
8/11/2001,17,71.0323,17.8226,0.0002,23.6212,5.1185
8/11/2001,18,182.3706,308.1369,-0.0069,21.8200,3.8750
8/11/2001,19,63.4454,259.5995,-0.0008,21.9177,3.4778
8/11/2001,20,-2.4855,-0.8418,0.0000,21.0210,1.7376
8/11/2001,21,-3.1909,-0.7208,0.0000,19.9353,0.9036
8/11/2001,22,-2.9638,-0.7532,0.0000,19.4540,1.4918
8/11/2001,23,-2.7634,-0.6574,0.0000,19.0532,2.4535
8/12/2001,0,-2.8575,-0.6752,-0.0001,18.9647,1.2815
8/12/2001,1,-2.8348,-0.3034,-0.0003,19.6495,2.1908
8/12/2001,2,-2.5854,-0.1900,-0.0013,21.4363,5.4984
8/12/2001,3,-2.2941,-0.6240,-0.0006,20.9275,5.1053
8/12/2001,4,-2.4738,-0.5505,-0.0004,20.4997,5.3189
8/12/2001,5,-2.7675,-0.4230,-0.0006,19.2827,2.9553
8/12/2001,6,31.6293,162.9014,-0.0020,20.1325,4.4818
8/12/2001,7,190.9275,540.8755,-0.0028,19.9623,3.7039
8/12/2001,8,366.9013,575.6511,-0.0030,19.5565,2.0384
8/12/2001,9,581.6998,808.8668,-0.0000,20.8283,2.6739
8/12/2001,10,764.7417,852.5275,0.0018,22.3448,2.2790
8/12/2001,11,895.9283,826.8943,0.0031,23.7322,2.3983
8/12/2001,12,813.2303,621.3987,0.0006,24.1262,2.7112
8/12/2001,13,727.7800,489.1322,0.0002,24.6835,1.7546
8/12/2001,14,860.0647,809.3732,-0.0019,26.3473,1.3289
8/12/2001,15,670.8787,600.4228,-0.0057,27.6278,0.9292
8/12/2001,16,562.8715,677.0171,-0.0156,27.3167,1.9383
8/12/2001,17,383.1943,589.8070,-0.0282,27.0425,2.0794
8/12/2001,18,205.3141,434.7521,-0.0249,26.7233,1.1766
8/12/2001,19,12.2156,-0.7730,-0.0002,24.8167,1.4121
8/12/2001,20,-2.5779,-0.6638,-0.0003,23.6277,1.4335
8/12/2001,21,-2.8503,-0.5949,-0.0001,21.7957,2.4261
8/12/2001,22,-2.6483,-0.5917,0.0000,20.6968,2.6468
8/12/2001,23,-2.2097,-0.5795,0.0000,19.4465,3.8726
8/13/2001,0,-2.3667,-0.5543,0.0001,18.3012,2.7342
8/13/2001,1,-2.2749,-0.6097,0.0000,17.1768,1.7732
8/13/2001,2,-2.0435,-0.4860,0.0000,16.1583,0.3161
8/13/2001,3,-1.9257,-0.4867,0.0000,15.3835,0.7490
8/13/2001,4,-2.1825,-0.4387,0.0000,15.5303,0.4802
8/13/2001,5,-2.3966,-0.6016,0.0000,15.5702,0.0830
8/13/2001,6,28.9563,86.8008,-0.0095,15.0713,0.1565
8/13/2001,7,156.1968,325.2794,-0.0251,17.0807,0.2913
8/13/2001,8,314.7240,419.6358,-2.7391,18.2778,0.4722
8/13/2001,9,493.6487,494.9049,-5.7940,19.1875,0.8437
8/13/2001,10,713.8102,764.4872,-8.5029,21.7972,0.8655
8/13/2001,11,787.3617,709.4130,-9.4275,22.4420,1.7301
8/13/2001,12,597.5020,341.7513,-7.1651,23.4612,1.8629
8/13/2001,13,522.8128,259.7047,-6.2919,24.7257,2.3445
8/13/2001,14,520.3853,177.4654,-6.2599,24.5142,3.6490
8/13/2001,15,268.3684,54.3767,-2.9528,24.2028,2.2434
8/13/2001,16,11.5949,-2.0540,-0.1398,19.1105,6.2104
8/13/2001,17,134.5730,40.8172,-1.6206,18.6325,4.9529
8/13/2001,18,28.6158,-0.9532,-0.3382,18.8468,3.5019
8/13/2001,19,6.5078,0.2026,-0.0632,17.4682,4.6914
8/13/2001,20,0.2383,-0.0475,-0.0079,18.9245,3.7938
8/13/2001,21,-0.5596,-0.4146,-0.0093,19.5442,1.5989
8/13/2001,22,-1.3099,-0.4753,-0.0077,19.1440,0.5757
8/13/2001,23,-1.2483,-0.3279,-0.0087,18.8830,2.6897
8/14/2001,0,-0.8604,-0.2420,-0.0082,19.0172,3.8307
8/14/2001,1,-1.5235,-0.4012,-0.0034,19.0100,2.8077
8/14/2001,2,-1.1598,-0.1923,-0.0054,18.9562,2.5948
8/14/2001,3,-2.6696,-0.6717,-0.0018,18.1237,2.3386
8/14/2001,4,-1.9563,-0.4619,0.0007,17.7190,1.8892
8/14/2001,5,-2.5912,-0.6441,-0.0014,16.9837,0.4774
8/14/2001,6,13.9275,24.4824,-0.1866,16.3273,0.9887
8/14/2001,7,136.6422,214.7170,-1.6778,17.3357,0.1395
8/14/2001,8,301.9187,192.5222,-0.0860,19.2547,0.6967
8/14/2001,9,286.3247,9.6495,-0.0005,19.8922,0.5599
8/14/2001,10,459.4055,34.3515,-0.0041,20.7953,0.7964
8/14/2001,11,405.7642,10.3654,0.0034,20.8370,1.4126
8/14/2001,12,426.9020,20.0407,-0.0014,21.7300,0.8449
8/14/2001,13,238.9541,0.4102,0.0058,21.2902,1.7901
8/14/2001,14,184.9117,2.0039,0.0018,18.5967,0.6235
8/14/2001,15,441.8683,94.2849,0.0000,20.4330,1.0477
8/14/2001,16,80.3943,-0.3997,-0.0000,20.8078,0.6993
8/14/2001,17,85.5199,0.3314,-0.0011,18.9470,1.7113
8/14/2001,18,147.9054,164.8050,-0.0081,19.9768,0.5394
8/14/2001,19,44.7365,96.3986,0.0004,20.1978,3.2784
8/14/2001,20,-0.9509,-0.2569,0.0009,17.3843,3.9084
8/14/2001,21,-0.5408,-1.2488,0.0013,16.3745,6.8844
8/14/2001,22,1.2577,-0.4638,0.0009,14.8838,4.4532
8/14/2001,23,2.3229,-0.0813,0.0000,16.9057,5.5575
8/15/2001,0,-1.4791,-1.0915,0.0025,16.7388,4.0783
8/15/2001,1,-0.0971,-0.7083,0.0019,15.1708,4.2022
8/15/2001,2,-0.2417,-1.0065,0.0009,14.9003,6.6350
8/15/2001,3,0.6213,-0.1656,0.0001,14.9748,7.8888
8/15/2001,4,-0.1918,-0.1920,-0.0006,15.6970,7.2977
8/15/2001,5,-0.8187,-0.1317,-0.0014,16.1438,6.7319
8/15/2001,6,10.3732,11.5968,-0.0009,16.8812,5.6169
8/15/2001,7,101.4905,82.1488,-0.0007,17.5740,4.2775
8/15/2001,8,320.8902,351.7534,28.2202,19.6582,2.7267
8/15/2001,9,552.4295,720.8248,128.0293,22.1993,1.3755
8/15/2001,10,714.0970,768.0630,149.5080,22.7098,2.8767
8/15/2001,11,797.0062,658.4843,244.3183,23.3952,2.8733
8/15/2001,12,165.5853,3.0564,160.7402,22.1217,0.7448
8/15/2001,13,413.5277,156.2691,272.7780,21.0778,3.5054
8/15/2001,14,554.8292,191.3665,371.9842,18.6360,4.8925
8/15/2001,15,349.8985,63.0107,295.2573,20.0520,1.6970
8/15/2001,16,255.5503,84.6998,204.9068,20.5970,1.9526
8/15/2001,17,241.1415,124.6808,190.6442,21.8537,0.5800
8/15/2001,18,190.7211,392.5664,79.7332,20.2560,1.2470
8/15/2001,19,32.9417,56.3141,25.3289,19.0048,0.6288
8/15/2001,20,-2.6801,-0.7110,-0.9386,17.8733,0.1025
8/15/2001,21,-2.0806,-0.4872,-0.9776,16.5470,0.9929
8/15/2001,22,-1.8854,-0.4450,-1.2140,15.8613,2.3715
8/15/2001,23,-2.0899,-0.4595,-1.1114,15.7583,2.1742
8/16/2001,0,-1.9858,-0.4562,-1.0875,15.3727,2.4825
8/16/2001,1,-1.4458,-0.2951,-1.1058,15.5280,2.4016
8/16/2001,2,-1.0517,-0.2530,-0.8162,16.2297,1.8742
8/16/2001,3,-2.1318,-0.4832,-1.1354,16.3313,1.6965
8/16/2001,4,-2.1127,-0.5745,-1.0291,16.0967,1.2410
8/16/2001,5,-2.3990,-0.6647,-0.9894,14.3997,3.0456
8/16/2001,6,24.1164,92.0768,16.1341,14.1128,2.1212
8/16/2001,7,170.0500,444.0045,65.4585,16.2552,1.5173
8/16/2001,8,357.6882,607.0452,102.7767,18.6652,1.7010
8/16/2001,9,567.5540,725.8362,140.8657,18.5383,3.6563
8/16/2001,10,737.8238,786.3905,167.6962,19.3477,3.5132
8/16/2001,11,786.1208,676.4912,224.5880,20.4123,1.5876
8/16/2001,12,767.5623,632.5442,217.4653,21.7123,1.0224
8/16/2001,13,928.6005,792.3228,234.1357,22.4727,1.6899
8/16/2001,14,314.4940,137.1254,193.1196,21.6998,1.8211
8/16/2001,15,160.4188,39.4297,124.7527,18.6338,1.3372
8/16/2001,16,234.8078,86.3327,173.1188,19.6072,4.1252
8/16/2001,17,205.7598,125.1283,156.7428,17.7867,3.8929
8/16/2001,18,236.3258,511.8383,97.1337,19.9395,0.9866
8/16/2001,19,38.7572,152.9783,21.8843,19.3028,0.1165
8/16/2001,20,-2.8639,-0.7056,-0.9541,18.0767,0.1102
8/16/2001,21,-2.6502,-0.4448,-1.0774,16.8063,0.9927
8/16/2001,22,-3.6455,-0.6629,-1.4734,15.8082,0.7541
8/16/2001,23,-2.7271,-0.6302,-1.3199,14.8712,0.6459
8/17/2001,0,-1.7944,-0.4976,-1.3367,14.7745,1.4935
8/17/2001,1,-2.1010,-0.6700,-1.3043,15.3820,1.9902
8/17/2001,2,-2.4658,-0.6940,-1.3062,15.0918,0.9616
8/17/2001,3,-2.3015,-0.2572,-1.4680,15.3407,2.9349
8/17/2001,4,-2.6173,-0.3488,-1.5109,16.0988,3.1617
8/17/2001,5,-2.3091,-0.2944,-1.4773,16.8017,4.1547
8/17/2001,6,27.7227,129.3858,17.7817,16.6542,3.3899
8/17/2001,7,187.1751,501.4688,72.3261,18.5962,1.8298
8/17/2001,8,379.1427,684.6750,100.8338,21.8030,0.4428
8/17/2001,9,558.3813,792.6232,102.1576,21.5052,0.6343
8/17/2001,10,724.4917,844.9808,119.1335,21.9542,1.3132
8/17/2001,11,788.4943,742.6329,181.5903,22.4807,1.5566
8/17/2001,12,918.5312,892.4720,145.0898,23.0655,2.0482
8/17/2001,13,925.5385,913.5967,130.5275,23.8252,1.8097
8/17/2001,14,885.0033,877.8922,161.5235,25.8302,1.3054
8/17/2001,15,754.9375,866.0148,116.5345,25.7337,2.3958
8/17/2001,16,598.3198,815.4327,101.7600,25.6490,2.1787
8/17/2001,17,381.2237,643.3445,89.4610,25.8292,1.6583
8/17/2001,18,160.7417,363.9519,69.1537,25.1712,0.6630
8/17/2001,19,37.8784,153.2900,20.6886,23.8337,0.4393
8/17/2001,20,-2.8795,-0.8369,-1.3148,20.6950,1.5637
8/17/2001,21,-2.4621,-0.5863,-1.5992,19.9097,2.4452
8/17/2001,22,-2.3616,-0.6113,-1.5548,19.3057,2.8339
8/17/2001,23,-2.2898,-0.5131,-1.5640,18.9802,3.5340
8/18/2001,0,-2.3690,-0.6312,-1.5134,18.5247,3.3268
8/18/2001,1,-2.6953,-0.6412,-1.5847,18.2102,2.6824
8/18/2001,2,-2.6434,-0.6875,-1.5089,17.9490,2.6470
8/18/2001,3,-2.7113,-0.6023,-1.6312,17.7717,2.7122
8/18/2001,4,-2.5564,-0.5662,-1.6138,17.4705,3.7034
8/18/2001,5,-2.4658,-0.3412,-1.6821,17.6512,4.3887
8/18/2001,6,28.5192,183.4598,14.0549,18.3730,4.7817
8/18/2001,7,183.6067,587.9057,49.9253,20.5243,3.8804
8/18/2001,8,383.4240,756.0153,74.2406,23.4608,2.9501
8/18/2001,9,571.8453,838.8650,91.5917,25.6078,0.8627
8/18/2001,10,734.2105,885.0503,103.1359,25.8488,1.3861
8/18/2001,11,854.7818,920.3488,108.0608,27.3588,1.9093
8/18/2001,12,912.6463,921.7057,115.5105,28.2138,2.1730
8/18/2001,13,915.5355,914.3630,119.8505,28.9427,2.7411
8/18/2001,14,862.6015,899.1992,121.3553,29.9860,2.4590
8/18/2001,15,754.0300,849.0473,129.7577,30.5868,2.5613
8/18/2001,16,569.3057,719.3993,133.1155,30.3837,2.0026
8/18/2001,17,358.1537,551.0702,110.5975,30.0835,2.0476
8/18/2001,18,75.2129,4.9260,75.1785,28.5242,0.8207
8/18/2001,19,17.2941,9.8683,17.8028,26.7915,1.1955
8/18/2001,20,-1.9591,-0.5572,-1.2574,25.5872,3.5965
8/18/2001,21,-2.8613,-0.6584,-1.7458,25.0795,3.8293
8/18/2001,22,-2.9541,-0.5739,-1.9039,24.2105,4.3750
8/18/2001,23,-2.9762,-0.5200,-1.9514,24.2982,4.8221
8/19/2001,0,-4.0085,-0.6604,-1.8601,23.8078,2.3213
8/19/2001,1,-2.8130,-0.6527,-1.7891,22.3087,2.6598
8/19/2001,2,-3.0559,-0.9379,-1.6877,21.7868,1.7170
8/19/2001,3,-3.2342,-0.5432,-1.9017,21.9970,2.6163
8/19/2001,4,-3.2202,-0.7808,-1.7973,21.9562,2.4930
8/19/2001,5,-2.7399,-0.6248,-1.8951,21.3802,2.3404
8/19/2001,6,25.6919,179.2512,11.4667,21.6422,2.5941
8/19/2001,7,184.3810,646.3130,40.0293,25.0212,2.5704
8/19/2001,8,390.3025,826.4350,57.3162,28.0100,1.7934
8/19/2001,9,579.8667,896.7048,71.5919,30.4240,0.7274
8/19/2001,10,713.2633,813.8173,134.0795,29.9635,2.2421
8/19/2001,11,863.0500,932.4018,107.7756,31.6548,2.5223
8/19/2001,12,945.7065,924.9930,145.4457,32.6408,3.1467
8/19/2001,13,719.5148,494.5530,285.8437,32.7138,3.2940
8/19/2001,14,645.1813,228.9075,447.9767,32.3897,3.6544
8/19/2001,15,287.4020,5.1340,280.9750,30.8208,3.9702
8/19/2001,16,95.2112,-0.5150,96.4154,29.6238,2.1394
8/19/2001,17,68.6683,-0.7009,69.2874,26.3562,4.3438
8/19/2001,18,54.5246,-0.3796,56.1672,25.5525,1.3033
8/19/2001,19,2.5467,-0.4686,4.0404,24.9172,2.3300
8/19/2001,20,-2.7028,-0.5749,-1.3173,23.9283,1.7650
8/19/2001,21,-2.6995,-0.5915,-1.3042,22.9225,1.4216
8/19/2001,22,-2.0764,-0.3169,-1.4642,22.5743,3.1721
8/19/2001,23,-1.7685,-0.3096,-1.3115,22.4412,5.3771
8/20/2001,0,-1.6700,-0.3062,-1.3219,22.6275,5.2760
8/20/2001,1,-2.4684,-0.5671,-1.1970,22.4927,0.5607
8/20/2001,2,-2.1370,-0.3632,-1.3063,22.3245,1.3731
8/20/2001,3,-1.7736,-0.4232,-1.2695,22.5217,3.6897
8/20/2001,4,-2.3965,-0.5557,-1.5647,21.8795,3.3484
8/20/2001,5,-2.1698,-0.3510,-1.4721,21.7517,4.0037
8/20/2001,6,24.1398,14.0896,23.9606,21.8415,3.9811
8/20/2001,7,169.7023,178.3453,129.7952,23.3305,3.3927
8/20/2001,8,296.6333,176.5579,223.1980,25.2108,3.2655
8/20/2001,9,417.2667,187.4885,312.3855,26.6217,1.8169
