DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM6b [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse CM22 Vent [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
9/11/2003,21,-3.4159,-0.4482,-1.7869,13.9805,2.4769
9/11/2003,22,-2.9783,-0.4564,-1.8637,14.4305,3.1297
9/11/2003,23,-3.1129,-0.4335,-1.7846,14.4163,3.5846
9/12/2003,0,-3.0654,-0.4063,-1.8419,15.0320,3.7238
9/12/2003,1,-3.1398,-0.5298,-1.8295,15.3290,3.4149
9/12/2003,2,-3.4670,-0.4734,-1.8167,15.1058,2.6241
9/12/2003,3,-3.2424,-0.5804,-1.8215,15.3957,2.4779
9/12/2003,4,-3.8567,-0.8311,-1.7294,14.9342,0.7083
9/12/2003,5,-3.2272,-0.5887,-1.7075,13.4488,0.8784
9/12/2003,6,5.5902,74.5191,3.0961,13.7903,1.1644
9/12/2003,7,130.1666,594.8905,31.3434,15.9990,2.2425
9/12/2003,8,338.0503,846.4583,41.4360,18.9930,2.3393
9/12/2003,9,546.0062,939.0108,51.9243,19.8090,5.0314
9/12/2003,10,721.5507,985.2853,64.4475,21.2412,5.3736
9/12/2003,11,868.5133,1006.6160,96.9195,22.6522,5.9733
9/12/2003,12,937.2178,966.0470,149.1921,24.1453,4.2151
9/12/2003,13,874.5513,971.3122,81.7836,23.7847,3.5129
9/12/2003,14,799.4818,983.3632,54.3704,26.2810,1.9413
9/12/2003,15,680.5372,947.3677,54.9345,25.4715,2.4842
9/12/2003,16,510.5988,885.4058,52.3761,25.5500,2.3002
9/12/2003,17,308.9825,775.4072,43.3189,26.1363,2.1173
9/12/2003,18,94.1246,463.1488,25.0183,24.4073,1.8179
9/12/2003,19,-0.9813,-0.8506,0.6712,21.6917,2.3790
9/12/2003,20,-2.9631,-0.5914,-1.8850,20.1043,3.3787
9/12/2003,21,0.6228,-1.9061,-0.9585,15.1658,6.2500
9/12/2003,22,-0.9013,-0.6128,-0.6688,7.8758,4.7756
9/12/2003,23,-0.6294,-0.2665,-0.4727,7.0346,2.4361
9/13/2003,0,-0.6032,-0.3147,-0.5071,6.6997,1.3774
9/13/2003,1,-0.6509,-0.2120,-0.5554,6.7416,1.0247
9/13/2003,2,-0.7204,-0.2988,-0.5264,6.7631,1.5152
9/13/2003,3,-2.3976,-0.4454,-1.2782,6.4169,1.9220
9/13/2003,4,-1.3936,-0.2339,-0.5926,6.4212,1.3514
9/13/2003,5,-0.7676,-0.2733,-0.5522,6.4643,0.8252
9/13/2003,6,-0.0123,-0.2850,0.1045,6.1573,1.4581
9/13/2003,7,9.8484,-0.4897,10.3163,5.7238,0.5871
9/13/2003,8,30.2755,-0.3173,29.8424,5.0535,0.2473
9/13/2003,9,85.3383,0.0759,84.3479,4.9496,0.3192
9/13/2003,10,116.2768,0.3392,115.4212,5.5656,0.6277
9/13/2003,11,129.0913,0.4097,128.3017,6.4777,0.1758
9/13/2003,12,245.3315,0.9058,243.1433,7.3776,0.5837
9/13/2003,13,227.1705,1.0076,224.3817,8.0125,0.5109
9/13/2003,14,199.6243,0.3519,196.6733,7.9788,1.4331
9/13/2003,15,236.6360,1.1243,232.9333,7.9390,2.9591
9/13/2003,16,301.3085,114.0816,237.8905,9.1765,1.9556
9/13/2003,17,224.3218,286.1062,129.6066,10.6368,1.4224
9/13/2003,18,50.3777,167.1723,41.3048,10.0578,1.1444
9/13/2003,19,-0.6894,-0.9838,0.9816,8.1538,1.0303
9/13/2003,20,-2.9391,-0.9252,-1.5952,7.3450,0.9142
9/13/2003,21,-2.7749,-0.8973,-1.5928,6.8225,1.1255
9/13/2003,22,-2.5265,-0.7913,-1.5534,6.3042,1.4570
9/13/2003,23,-2.6210,-0.9096,-1.6037,6.4040,1.0104
9/14/2003,0,-2.6469,-0.9461,-1.5544,5.6765,0.2939
9/14/2003,1,-2.0004,-0.7321,-1.5088,5.1056,1.6103
9/14/2003,2,-2.1813,-0.5140,-1.4530,4.8207,2.3729
9/14/2003,3,-2.1957,-0.5079,-1.5013,4.8889,2.5984
9/14/2003,4,-2.5820,-0.6332,-1.5050,5.0601,2.3574
9/14/2003,5,-2.0132,-0.4323,-1.1800,4.1388,5.6439
9/14/2003,6,0.9281,-0.1948,1.1965,3.6464,3.6934
9/14/2003,7,51.1559,-0.0204,51.0583,3.7568,1.6626
9/14/2003,8,187.0795,186.0703,108.7980,4.4770,0.4991
9/14/2003,9,543.6882,906.9672,66.1083,7.0630,1.1302
9/14/2003,10,711.4930,970.7300,64.0686,8.1073,1.3139
9/14/2003,11,826.3703,992.4500,67.0638,10.1868,1.6345
9/14/2003,12,885.0433,1010.0722,63.3181,12.3593,1.3071
9/14/2003,13,879.2733,1015.4617,57.6603,14.5740,1.3132
9/14/2003,14,805.8662,994.6593,56.2945,16.3015,1.2372
9/14/2003,15,682.8250,963.8252,53.4997,17.3978,1.2006
9/14/2003,16,512.3210,915.0708,47.3797,18.3097,0.9259
9/14/2003,17,309.4223,806.7028,39.2364,18.8415,1.4242
9/14/2003,18,88.0378,482.6309,22.9386,18.3790,1.1749
9/14/2003,19,-1.8597,-0.9834,0.3056,15.2578,1.9142
9/14/2003,20,-3.9465,-0.7337,-1.8825,13.5213,1.1366
9/14/2003,21,-2.9798,-0.7656,-1.6647,12.2390,2.8021
9/14/2003,22,-2.6230,-0.6366,-1.8111,11.4835,2.3994
9/14/2003,23,-2.3156,-0.8091,-1.7077,11.0362,2.2064
9/15/2003,0,-2.1835,-0.6203,-1.7947,10.5322,2.3739
9/15/2003,1,-2.1520,-0.5552,-1.7226,10.6075,2.7255
9/15/2003,2,-2.3556,-0.5151,-1.7864,10.8087,2.7002
9/15/2003,3,-2.4511,-0.5794,-1.8479,11.1077,2.7036
9/15/2003,4,-2.6944,-0.5077,-2.1167,12.2673,1.9969
9/15/2003,5,-2.6944,-0.5062,-1.8605,12.4925,3.0256
9/15/2003,6,4.5593,73.5118,1.9635,12.0030,3.8882
9/15/2003,7,128.8449,653.1080,24.3897,13.9228,1.8280
9/15/2003,8,338.8193,884.8572,37.3735,17.5337,0.8171
9/15/2003,9,544.9137,983.4435,43.7777,20.5638,0.5948
9/15/2003,10,717.9110,1030.9083,46.0293,22.8828,2.2504
9/15/2003,11,836.5515,1047.7467,48.6489,22.6173,2.8291
9/15/2003,12,888.7490,1046.9683,51.3842,24.0297,2.3957
9/15/2003,13,879.4040,1028.4733,58.5846,25.5598,4.7039
9/15/2003,14,807.1203,994.6232,64.9963,26.3085,6.4786
9/15/2003,15,681.8197,956.6020,65.6420,26.3802,5.9466
9/15/2003,16,511.0442,784.1993,112.7150,26.3207,5.1924
9/15/2003,17,362.7333,677.8419,139.1283,26.2272,4.6797
9/15/2003,18,121.8599,420.6332,63.9535,25.1105,3.7020
9/15/2003,19,-0.4160,-0.9494,1.1384,22.5220,2.0655
9/15/2003,20,-2.9788,-0.6070,-1.9024,20.9032,2.3612
9/15/2003,21,-2.4326,-0.6802,-1.7000,20.0767,2.9837
9/15/2003,22,-2.9201,-0.6907,-1.7728,19.0638,2.6024
9/15/2003,23,-3.2593,-0.6500,-2.1382,19.3595,2.7017
9/16/2003,0,-3.1012,-0.7330,-2.0365,18.1363,2.9366
9/16/2003,1,-4.2062,-0.7753,-2.1436,18.0060,0.8363
9/16/2003,2,-3.6844,-0.5375,-2.2253,18.5183,2.3874
9/16/2003,3,-3.3648,-0.8387,-1.9772,17.5748,3.4184
9/16/2003,4,-3.2279,-0.3536,-1.8095,16.1647,3.8808
9/16/2003,5,-3.3957,-0.6993,-1.8788,15.9682,2.0678
9/16/2003,6,2.5988,28.9997,1.8890,15.3152,2.4753
9/16/2003,7,119.6584,448.8409,43.4821,16.7567,2.8328
9/16/2003,8,409.9228,700.0227,173.0748,20.8593,1.3680
9/16/2003,9,363.7353,259.6393,235.8398,22.6980,0.9580
9/16/2003,10,576.5407,635.2237,156.8267,24.0493,2.2576
9/16/2003,11,820.9690,972.1742,90.0289,25.2893,4.1940
9/16/2003,12,693.7022,654.7493,166.2018,25.8875,4.6312
9/16/2003,13,867.5028,800.5973,229.4705,27.7922,3.3076
9/16/2003,14,635.8853,481.7429,270.7778,28.3155,2.0087
9/16/2003,15,465.6958,417.9792,197.1783,27.8378,2.6074
9/16/2003,16,454.3670,614.5044,148.8653,28.4898,3.0287
9/16/2003,17,243.0963,446.7886,88.7901,27.7063,3.3454
9/16/2003,18,79.1530,151.2180,54.8477,26.0183,3.7268
9/16/2003,19,-2.7828,-1.2455,-0.8850,24.2585,2.3202
9/16/2003,20,-3.4091,-0.9323,-2.1051,21.2915,1.4227
9/16/2003,21,-3.4093,-0.6935,-1.9910,20.9882,1.9774
9/16/2003,22,-2.9833,-0.6758,-1.6892,20.3765,1.9948
9/16/2003,23,-3.0449,-0.7959,-1.8143,19.7273,1.6503
9/17/2003,0,-2.9084,-0.7217,-1.8969,19.0987,2.1812
9/17/2003,1,-2.8531,-0.6619,-1.7267,18.9487,1.8172
9/17/2003,2,-2.9816,-0.6240,-1.7704,18.8940,1.6228
9/17/2003,3,-2.7975,-0.7118,-1.7033,18.3683,2.1907
9/17/2003,4,-2.3934,-0.6836,-1.5292,17.0652,1.7697
9/17/2003,5,-2.4020,-0.4965,-1.6911,18.1413,1.7876
9/17/2003,6,-0.6082,-0.6023,0.6017,18.2833,1.4278
9/17/2003,7,64.3269,2.7120,64.6278,18.2078,1.7511
9/17/2003,8,236.2535,250.4038,143.2110,19.2357,1.7108
9/17/2003,9,442.9732,610.8212,119.1630,22.0680,1.7238
9/17/2003,10,686.7445,963.6772,61.4596,25.1832,2.9497
9/17/2003,11,834.0457,992.5175,87.5785,24.8378,4.2355
9/17/2003,12,641.0758,510.9716,229.7900,25.6817,3.6700
9/17/2003,13,397.1138,164.3854,257.0940,24.5472,5.9229
9/17/2003,14,529.1118,217.2000,350.6550,22.5557,7.2668
9/17/2003,15,636.0797,608.8023,234.9573,21.4747,8.0339
9/17/2003,16,188.1577,43.8415,158.1604,17.0437,9.0881
9/17/2003,17,14.8696,-0.8904,14.1328,11.7387,6.7938
9/17/2003,18,1.0765,-1.0916,0.7004,7.9973,6.3353
9/17/2003,19,-1.2132,-0.5838,-0.9145,5.9162,2.5017
9/17/2003,20,-0.4480,-0.3387,-0.7432,5.0078,2.1421
9/17/2003,21,0.0088,-0.4995,-0.4925,3.6322,2.9728
9/17/2003,22,-0.0969,-0.3202,-0.4150,2.8016,3.2322
9/17/2003,23,-0.0286,-0.3164,-0.4247,2.1913,2.9724
9/18/2003,0,-0.1226,-0.2510,-0.4760,1.8095,2.0892
9/18/2003,1,-0.1561,-0.2245,-0.4823,1.8971,1.7556
9/18/2003,2,-0.2100,-0.3747,-0.5165,1.5654,1.9491
9/18/2003,3,-0.5880,-0.1639,-0.9261,1.7025,0.9543
9/18/2003,4,-0.5824,-0.2587,-0.8330,1.7997,0.5464
9/18/2003,5,-0.5171,-0.4184,-0.6140,1.6283,0.9507
9/18/2003,6,1.0278,6.5055,0.6678,1.5044,0.5948
9/18/2003,7,70.4692,85.8114,53.2705,2.0831,1.0255
9/18/2003,8,227.4009,317.2195,116.1917,3.7082,2.1720
9/18/2003,9,484.7430,469.7072,228.5438,5.2156,2.5384
9/18/2003,10,724.2450,808.9430,179.1366,6.4201,1.3853
9/18/2003,11,816.6712,969.7012,97.3862,8.1118,1.0579
9/18/2003,12,859.0723,984.6287,84.3551,8.9687,1.5235
9/18/2003,13,851.6088,980.4202,83.1440,10.5775,1.8831
9/18/2003,14,783.6685,955.6803,85.8124,11.4428,1.7648
9/18/2003,15,639.2295,871.2772,89.3616,12.3832,1.5202
9/18/2003,16,478.7482,838.6185,73.2689,13.4075,1.4620
9/18/2003,17,277.9162,736.0975,48.7943,12.7498,0.9719
9/18/2003,18,67.2880,359.0946,22.5402,11.9795,0.3017
9/18/2003,19,-2.5146,-1.1007,-0.7067,10.3868,0.1472
9/18/2003,20,-3.1090,-0.9312,-1.7338,9.1922,0.0888
9/18/2003,21,-3.0919,-0.7495,-1.4945,8.2060,0.8954
9/18/2003,22,-2.4855,-0.5700,-1.3930,6.5973,2.7416
9/18/2003,23,-2.4205,-0.5101,-1.4410,6.3956,3.1242
9/19/2003,0,-2.2058,-0.6018,-1.4427,5.8549,2.1256
9/19/2003,1,-2.1081,-0.5512,-1.4934,5.5672,1.8632
9/19/2003,2,-1.9346,-0.6894,-1.5018,5.1978,1.5620
9/19/2003,3,-1.8499,-0.6448,-1.4942,5.1118,1.6954
9/19/2003,4,-2.1145,-0.6881,-1.4679,4.8008,1.7602
9/19/2003,5,-2.3453,-0.5702,-1.4602,4.5508,1.7674
9/19/2003,6,2.1853,39.1606,1.5513,4.3525,2.2968
9/19/2003,7,110.7557,574.5860,25.6777,6.9509,1.6008
9/19/2003,8,313.7957,823.3462,42.8457,10.9675,0.8232
9/19/2003,9,511.8810,922.1180,52.2162,12.7170,0.4675
9/19/2003,10,680.2207,980.4573,54.4537,15.2527,0.8988
9/19/2003,11,802.0155,1008.8292,58.2272,15.9545,2.1783
9/19/2003,12,857.9073,1015.7883,61.0093,17.0463,2.5164
9/19/2003,13,846.6320,1006.8295,61.8792,18.6527,1.9996
9/19/2003,14,773.8733,983.9733,61.5048,19.3703,1.8715
9/19/2003,15,645.1363,943.6578,60.2070,20.6367,1.6228
9/19/2003,16,471.3542,868.9245,57.0145,20.3847,1.5775
9/19/2003,17,272.9198,670.0155,63.7269,20.0112,1.1820
9/19/2003,18,39.2864,59.3417,33.2759,18.7428,0.4152
9/19/2003,19,-2.9831,-0.9390,-1.1643,16.8987,0.2655
9/19/2003,20,-2.5204,-0.8684,-1.7367,15.1048,0.5787
9/19/2003,21,-2.9299,-0.7607,-1.5972,13.9225,2.0924
9/19/2003,22,-2.6406,-0.4119,-1.6904,13.2990,3.1704
9/19/2003,23,-2.2919,-0.4942,-1.6670,13.3205,3.4152
9/20/2003,0,-2.6235,-0.8040,-1.6893,12.9172,2.1562
9/20/2003,1,-2.2908,-0.4966,-1.7915,12.8300,2.9943
9/20/2003,2,-3.3878,-0.9306,-1.8309,12.9538,1.0002
9/20/2003,3,-2.8336,-0.4808,-1.7608,11.7095,1.9514
9/20/2003,4,-2.5260,-0.5559,-1.6035,11.5735,2.3471
9/20/2003,5,-2.0025,-0.3088,-1.4983,11.6347,2.6283
9/20/2003,6,1.4137,26.3476,0.7983,12.9708,3.1909
9/20/2003,7,31.2032,40.7641,29.3128,13.3618,2.7085
9/20/2003,8,111.0699,0.4780,110.6923,14.2375,2.9826
9/20/2003,9,390.4980,357.2227,193.7480,16.8872,2.9195
9/20/2003,10,702.5655,945.6338,100.4990,20.4203,2.0419
9/20/2003,11,651.8250,471.0740,305.2571,20.7545,2.5015
9/20/2003,12,841.7553,727.5762,268.4678,22.5503,2.1769
9/20/2003,13,704.6055,372.5072,397.6887,22.6460,6.7577
9/20/2003,14,760.7253,806.8405,174.8592,23.0107,6.1771
9/20/2003,15,517.1600,373.5706,268.4763,23.3168,6.5590
9/20/2003,16,264.2158,117.8178,197.3995,22.8628,5.5210
9/20/2003,17,98.3846,41.4303,86.1795,21.5187,6.5290
9/20/2003,18,28.2346,22.3610,24.5358,20.3325,4.2705
9/20/2003,19,-2.4706,-0.6413,-1.2192,19.0025,1.1385
9/20/2003,20,-2.1204,-0.4234,-1.2790,18.3757,1.7515
9/20/2003,21,-2.1957,-0.5865,-1.2604,17.5943,2.0195
9/20/2003,22,-2.5203,-0.6546,-1.4040,16.0017,3.0539
9/20/2003,23,-2.6164,-0.7989,-1.5542,13.1965,6.3597
9/21/2003,0,-3.1169,-0.5538,-1.6970,12.4275,4.3584
9/21/2003,1,-3.2561,-0.6994,-1.6024,11.4072,1.8508
9/21/2003,2,-2.6462,-0.7721,-1.4900,10.2360,1.3840
9/21/2003,3,-2.0796,-0.5860,-1.5135,9.3767,2.1840
9/21/2003,4,-2.2831,-0.6607,-1.5148,8.7927,1.7263
9/21/2003,5,-2.1272,-0.6893,-1.5140,8.0982,1.8050
9/21/2003,6,1.1836,18.7495,1.0568,7.6325,1.5847
9/21/2003,7,102.8691,509.3487,28.4309,8.6640,1.7271
9/21/2003,8,307.7815,813.3198,45.9509,13.1935,0.5093
9/21/2003,9,511.8912,927.1762,53.6331,14.3670,0.8087
9/21/2003,10,677.7232,979.3447,57.6597,14.4758,1.2999
9/21/2003,11,793.1308,1004.6185,61.2352,15.7433,1.8192
9/21/2003,12,849.1223,1017.0600,61.6037,17.4850,1.5388
9/21/2003,13,844.4317,1016.1967,61.5563,19.1843,1.7310
9/21/2003,14,774.2158,997.9502,61.7103,20.7868,1.7680
9/21/2003,15,646.5085,962.2437,59.7521,22.3283,1.7149
9/21/2003,16,473.0952,896.5008,53.7861,22.0150,1.8918
9/21/2003,17,267.3480,762.8822,42.5916,22.3930,0.9739
9/21/2003,18,58.6986,326.1054,20.1701,20.9375,0.9981
9/21/2003,19,-3.6918,-0.8958,-1.3798,17.9967,2.2452
9/21/2003,20,-4.0625,-0.7308,-1.9712,16.7035,1.5479
9/21/2003,21,-3.4318,-0.6586,-1.8570,15.4568,2.8336
9/21/2003,22,-2.4340,-0.8788,-1.6059,13.1665,5.7111
9/21/2003,23,-3.0797,-0.8219,-1.5807,10.8435,2.5757
9/22/2003,0,-3.2174,-0.6181,-1.5662,9.6652,1.8383
9/22/2003,1,-3.2264,-0.7025,-1.5385,8.7495,0.9166
9/22/2003,2,-2.3801,-0.8355,-1.5632,7.5343,0.7358
9/22/2003,3,-2.1444,-0.6904,-1.4401,6.6106,1.6719
9/22/2003,4,-1.8179,-0.6887,-1.5060,6.1771,1.5930
9/22/2003,5,-1.9827,-0.7278,-1.4548,5.8653,1.6109
9/22/2003,6,1.3317,23.5188,0.9126,5.5248,1.8132
9/22/2003,7,102.7162,551.2935,24.9984,7.1122,1.0916
9/22/2003,8,306.7023,834.8717,40.0146,10.7925,0.7400
9/22/2003,9,508.0832,938.6677,47.0498,12.2978,1.1770
9/22/2003,10,673.1123,990.1387,50.7732,13.3930,0.9642
9/22/2003,11,785.5005,1015.0567,52.7869,16.4623,0.9615
9/22/2003,12,846.2748,1027.5783,52.8331,18.7528,2.1335
9/22/2003,13,837.0450,1023.0517,52.5762,20.5148,2.3253
9/22/2003,14,759.4877,995.7790,53.8492,22.3065,1.6830
9/22/2003,15,628.3962,947.4245,54.3096,23.1130,2.1638
9/22/2003,16,443.6902,847.0027,53.3117,23.4547,1.5154
9/22/2003,17,247.8980,715.2598,40.8240,23.5640,1.0622
9/22/2003,18,51.2981,274.4561,18.4524,22.2017,0.6813
9/22/2003,19,-2.9451,-0.9433,-1.4529,18.6052,1.8612
9/22/2003,20,-3.0045,-0.8492,-2.0464,17.5985,1.5166
9/22/2003,21,-2.7097,-0.5647,-2.0055,17.1028,2.3789
9/22/2003,22,-2.7907,-0.6585,-2.0431,17.0875,2.2966
9/22/2003,23,-2.9243,-0.7656,-2.1069,16.9280,2.9569
9/23/2003,0,-2.7466,-0.3760,-2.2089,17.3332,4.4221
9/23/2003,1,-2.7747,-0.7819,-2.0497,17.1622,3.8216
9/23/2003,2,-3.2218,-0.4348,-2.0723,15.8708,3.0166
9/23/2003,3,-3.6929,-1.0225,-2.1118,15.3362,1.4098
9/23/2003,4,-2.7784,-0.5358,-2.1199,15.3367,2.2761
9/23/2003,5,-2.7210,-0.5741,-2.0080,15.0445,2.4878
9/23/2003,6,-0.4799,25.6206,0.3853,15.1232,2.2490
9/23/2003,7,102.4949,575.8033,23.8025,16.4132,2.2783
9/23/2003,8,307.9252,852.9480,39.5663,20.6903,1.1167
9/23/2003,9,507.0292,954.3815,46.3193,23.6818,0.9707
9/23/2003,10,675.7920,1002.9145,50.8010,25.9587,2.8354
9/23/2003,11,794.8595,1028.0800,53.8478,26.5377,3.8838
9/23/2003,12,849.3202,1033.6033,55.8061,26.2582,2.9780
9/23/2003,13,839.1697,1031.3183,55.7557,27.8388,2.2082
9/23/2003,14,769.3550,1018.9600,53.5470,28.6363,1.6979
9/23/2003,15,650.1020,1010.0237,47.9651,30.3930,2.1892
9/23/2003,16,472.0030,948.2942,43.1601,30.4462,2.3984
9/23/2003,17,268.1362,813.0088,36.1956,28.5988,6.3594
9/23/2003,18,56.0926,318.9183,16.8394,26.4222,4.8735
9/23/2003,19,-4.1280,-0.9169,-2.0737,23.8980,2.4537
9/23/2003,20,-3.5438,-0.8539,-2.3271,21.4502,2.8823
9/23/2003,21,-3.3740,-0.9266,-2.2435,19.9203,2.5362
9/23/2003,22,-3.0271,-0.7140,-2.2485,18.7905,2.4116
9/23/2003,23,-3.0921,-0.8313,-2.1684,17.8115,2.2052
9/24/2003,0,-3.1378,-0.5635,-2.2934,17.4140,2.2249
9/24/2003,1,-2.6931,-0.5352,-2.2045,17.3568,2.5034
9/24/2003,2,-3.0281,-0.5005,-2.2073,17.8727,3.6937
9/24/2003,3,-3.3118,-0.5190,-2.1504,17.7867,3.9616
9/24/2003,4,-3.3278,-0.6792,-2.0494,16.9110,3.5221
9/24/2003,5,-2.8531,-1.0574,-1.8419,15.0233,2.9523
9/24/2003,6,-0.3975,12.2962,0.5532,10.1843,4.0221
9/24/2003,7,95.1465,500.9215,27.3730,10.3278,0.6921
9/24/2003,8,294.5245,789.6683,47.1469,12.2257,0.8693
9/24/2003,9,489.8535,889.3833,59.9002,12.7055,1.1636
9/24/2003,10,653.5802,941.4460,69.2534,13.4892,1.1537
9/24/2003,11,771.0443,968.2877,76.8719,14.2658,1.4238
9/24/2003,12,821.6435,962.1268,85.3066,14.9583,1.8575
9/24/2003,13,804.8522,940.9793,90.9681,16.1463,1.5940
9/24/2003,14,727.3545,908.3103,89.6805,16.8192,1.2611
9/24/2003,15,595.0875,855.3857,84.1714,17.6083,1.3107
9/24/2003,16,421.8440,768.1800,73.6753,17.6732,1.0598
9/24/2003,17,223.0333,594.1885,54.7852,17.4642,1.3366
9/24/2003,18,42.6395,174.1584,21.3252,16.1790,1.5644
9/24/2003,19,-3.1205,-0.8270,-1.3928,14.3563,1.3998
9/24/2003,20,-3.3040,-0.8761,-1.6587,12.9673,0.8917
9/24/2003,21,-2.8622,-0.7658,-1.6081,11.6138,0.4089
9/24/2003,22,-3.2986,-0.7757,-1.5689,11.0613,0.8539
9/24/2003,23,-3.1610,-0.6060,-1.5254,10.0843,1.3392
9/25/2003,0,-2.3049,-0.5902,-1.6255,9.4883,1.5438
9/25/2003,1,-2.3891,-0.6814,-1.5974,9.3200,1.6995
9/25/2003,2,-2.3642,-0.5678,-1.6310,9.0933,2.4045
9/25/2003,3,-2.4170,-0.5826,-1.7903,9.0848,1.6741
9/25/2003,4,-2.8536,-0.5546,-1.8151,9.4295,1.7558
9/25/2003,5,-2.4958,-0.5612,-1.9305,10.5845,2.0512
9/25/2003,6,-0.2271,19.6176,-0.2736,12.9897,3.4713
9/25/2003,7,95.3825,535.4148,24.7803,15.8543,4.1663
9/25/2003,8,305.5853,858.5935,40.1426,20.6770,2.9898
9/25/2003,9,505.5340,958.3125,49.3425,24.0790,1.4085
9/25/2003,10,666.8370,983.6897,64.7469,25.4147,1.4863
9/25/2003,11,795.2978,1008.9875,76.3039,26.5017,6.5865
9/25/2003,12,857.2607,1043.9300,64.8268,27.7313,6.5228
9/25/2003,13,838.3353,1036.3383,59.0761,28.6955,5.0924
9/25/2003,14,755.9210,995.6722,61.4109,28.1077,3.8158
9/25/2003,15,623.1510,954.4692,59.0760,27.7495,1.9070
9/25/2003,16,462.4778,917.9398,52.5661,28.9710,4.1242
9/25/2003,17,213.4116,568.8625,43.7886,27.4690,5.8740
9/25/2003,18,33.7791,159.7242,16.9966,25.3862,4.6908
9/25/2003,19,-3.4887,-0.5499,-2.2287,24.4867,6.2016
9/25/2003,20,-3.5252,-0.6992,-2.3884,23.4232,4.9206
9/25/2003,21,-3.4444,-0.6537,-2.4919,23.0025,4.2477
9/25/2003,22,-3.2905,-1.0255,-2.0827,20.9027,3.1851
9/25/2003,23,-3.1518,-0.7072,-2.1049,18.9445,2.6377
9/26/2003,0,-2.6391,-0.7379,-2.1334,18.2370,2.0431
9/26/2003,1,-2.5780,-0.7206,-2.0707,18.0008,1.9744
9/26/2003,2,-3.1943,-0.3040,-2.5515,19.7473,1.6103
9/26/2003,3,-3.5396,-0.3652,-2.3571,21.2093,4.7061
9/26/2003,4,-3.9334,-0.5117,-2.2938,21.5680,4.6647
9/26/2003,5,-4.0481,-0.7852,-2.1964,20.8505,2.9502
9/26/2003,6,-2.6586,10.5665,-0.4802,18.2597,0.9760
9/26/2003,7,88.9001,526.2212,21.7132,19.4248,0.6750
9/26/2003,8,288.7408,819.2198,38.3697,21.8932,1.0341
9/26/2003,9,489.3882,928.7363,46.8822,22.3305,1.1994
9/26/2003,10,646.5033,946.0938,60.8608,20.6513,3.6522
9/26/2003,11,759.8478,976.3855,64.2137,20.5678,2.5175
9/26/2003,12,813.5018,987.3113,65.3783,22.0798,2.8195
9/26/2003,13,800.1898,976.7538,66.5455,22.3728,2.0534
9/26/2003,14,725.8673,952.5707,66.2856,23.5777,1.7558
9/26/2003,15,599.7808,870.1463,85.6769,23.3637,3.0126
9/26/2003,16,419.5087,794.4768,66.6685,23.0710,2.5814
9/26/2003,17,222.1448,647.1990,46.1930,22.1645,2.4991
9/26/2003,18,41.4269,205.7916,17.7010,20.5860,2.2365
9/26/2003,19,-3.3271,-0.8385,-1.5913,18.3653,1.9344
9/26/2003,20,-2.8492,-0.8256,-1.6372,16.1897,3.4204
9/26/2003,21,-2.6111,-0.8674,-1.5182,13.4928,3.6393
9/26/2003,22,-2.7468,-0.8560,-1.4898,11.3510,2.4298
9/26/2003,23,-3.1293,-0.7284,-1.5570,9.9865,0.9593
9/27/2003,0,-3.1507,-0.8142,-1.5253,8.8545,0.4022
9/27/2003,1,-2.4316,-0.7853,-1.5137,7.7193,0.1888
9/27/2003,2,-2.6953,-0.7444,-1.4353,7.2080,0.3753
9/27/2003,3,-2.8896,-0.6025,-1.3443,6.7498,1.4501
9/27/2003,4,-2.5841,-0.5904,-1.2714,5.8900,1.4784
9/27/2003,5,-1.7180,-0.5741,-1.3321,5.5196,1.7201
9/27/2003,6,-0.7529,0.2271,-0.2535,5.9688,0.2956
9/27/2003,7,81.4656,412.6003,26.5173,7.7529,0.4105
9/27/2003,8,275.0452,755.3688,46.4124,12.7793,0.1999
9/27/2003,9,473.0578,880.5763,54.7248,13.6313,0.9813
9/27/2003,10,638.4835,946.0135,57.8189,13.8283,1.3564
9/27/2003,11,749.9347,976.5945,59.7545,15.9890,1.2989
9/27/2003,12,805.6522,987.2628,61.8522,17.6535,2.2286
9/27/2003,13,793.9068,979.8428,63.2387,18.0677,1.6603
9/27/2003,14,720.4375,952.0652,64.2076,18.7170,2.0846
9/27/2003,15,592.2955,908.0197,62.4202,19.2610,2.2461
9/27/2003,16,418.6937,829.5742,56.3078,19.2913,1.4193
9/27/2003,17,219.3487,660.7260,43.8127,18.7752,1.4262
9/27/2003,18,38.9064,202.4971,16.2644,17.7218,1.5049
9/27/2003,19,-3.5470,-0.6400,-1.7119,16.5462,1.3085
9/27/2003,20,-3.6975,-0.8815,-1.7108,15.0460,0.6588
9/27/2003,21,-3.4273,-0.6996,-1.6600,13.9398,1.4180
9/27/2003,22,-3.1707,-0.7013,-1.6010,12.6442,2.3147
9/27/2003,23,-3.5597,-0.6626,-1.6693,11.6338,1.0605
9/28/2003,0,-3.2756,-0.8537,-1.6617,9.9352,0.1041
9/28/2003,1,-3.0218,-0.6828,-1.5153,9.2433,0.8241
9/28/2003,2,-3.0539,-0.6877,-1.4881,8.5235,1.0056
9/28/2003,3,-2.5391,-0.5846,-1.3917,7.2470,1.5557
