DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse 8-48 Vent [W/m^2],Avg Deck Dry Bulb Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
5/19/2005,5,-5.4182,42.3278,1.3132,15.0750,3.3700
5/19/2005,6,92.6395,550.3328,24.2459,16.5357,3.5015
5/19/2005,7,288.1437,806.8747,40.1314,19.7218,3.0385
5/19/2005,8,498.7219,913.0480,48.5717,22.5348,2.4588
5/19/2005,9,690.7622,963.2760,55.3481,23.5675,1.5769
5/19/2005,10,855.9382,988.4182,65.4080,24.3693,1.5431
5/19/2005,11,941.5078,966.5165,74.4741,24.5597,2.0923
5/19/2005,12,1026.0876,996.7938,79.0354,25.8510,2.6158
5/19/2005,13,1023.7293,993.5163,83.2251,26.5333,2.2180
5/19/2005,14,958.3926,981.5867,82.5252,26.8852,2.3937
5/19/2005,15,831.1595,958.4657,73.7050,28.3110,1.8069
5/19/2005,16,657.7527,914.2285,67.3556,28.1490,1.4362
5/19/2005,17,461.1952,840.9825,59.8639,27.4593,1.9996
5/19/2005,18,248.9066,692.0328,48.9049,26.6342,2.4008
5/19/2005,19,65.8251,375.0580,26.2403,25.2815,2.6084
5/19/2005,20,-9.0029,-1.0852,0.2244,23.4540,0.8053
5/19/2005,21,-10.7705,-0.7436,-2.0459,21.2485,1.5500
5/19/2005,22,-10.5177,-0.7318,-2.0515,20.1125,1.9044
5/19/2005,23,-11.3581,-0.4627,-2.1384,19.0637,3.4781
5/20/2005,0,-10.1873,-0.6484,-1.9096,18.9100,2.4289
5/20/2005,1,-11.2038,-0.4786,-2.0574,19.2525,3.8366
5/20/2005,2,-10.8483,-0.5517,-2.0462,18.5453,3.2394
5/20/2005,3,-10.8877,-0.4133,-2.0399,18.3017,3.4614
5/20/2005,4,-11.3965,-0.4304,-2.1224,18.1500,4.2417
5/20/2005,5,-4.8571,31.4404,3.5595,18.4372,5.3986
5/20/2005,6,89.5983,333.3363,50.3678,19.4242,5.3115
5/20/2005,7,289.8747,656.9507,89.2021,21.0805,2.6086
5/20/2005,8,495.0093,693.6785,148.9978,24.7460,0.9034
5/20/2005,9,650.0098,595.1107,251.6277,25.4485,1.3009
5/20/2005,10,818.8331,793.9942,169.1746,26.8970,2.0820
5/20/2005,11,981.4600,1003.5225,79.9947,28.6952,4.2397
5/20/2005,12,1025.1944,1001.2770,76.6481,28.6900,4.3357
5/20/2005,13,1031.0587,1007.3450,76.3661,30.0350,3.7571
5/20/2005,14,971.2977,1002.9033,75.5606,31.0812,3.7081
5/20/2005,15,851.9145,979.2927,77.1791,32.0037,4.0764
5/20/2005,16,676.5350,931.0598,76.4238,30.9490,3.7130
5/20/2005,17,474.4954,870.6555,60.5524,30.2208,3.2637
5/20/2005,18,265.2859,744.9993,48.1258,30.3907,0.8583
5/20/2005,19,54.2759,269.4088,22.2337,29.4828,1.2036
5/20/2005,20,-12.0812,-0.8115,-0.4942,26.0313,2.4539
5/20/2005,21,-12.6264,-0.8382,-2.2891,24.4517,2.7637
5/20/2005,22,-12.5471,-0.7675,-2.2685,23.4572,2.9526
5/20/2005,23,-12.7661,-0.8260,-2.4097,22.2008,3.1727
5/21/2005,0,-10.3287,-0.6956,-1.8035,20.5378,1.2096
5/21/2005,1,-9.5265,-0.5332,-1.8036,20.7685,1.4139
5/21/2005,2,-10.3472,-0.4103,-2.0182,20.5347,2.2966
5/21/2005,3,-10.6713,-0.5085,-2.0770,19.9157,2.7341
5/21/2005,4,-9.8514,-0.4359,-1.8421,19.3872,2.3755
5/21/2005,5,-4.9543,0.2162,2.7819,20.1507,1.9256
5/21/2005,6,55.3793,27.2736,58.1020,20.3045,1.5695
5/21/2005,7,200.4428,43.1760,189.7092,23.1020,2.3684
5/21/2005,8,315.6194,71.6645,278.7718,23.9940,2.1529
5/21/2005,9,465.3987,84.3281,399.1745,25.4763,3.9355
5/21/2005,10,678.8024,262.6382,441.3000,26.5233,4.6303
5/21/2005,11,924.3538,668.5948,302.5445,27.4023,4.1707
5/21/2005,12,995.7085,620.9837,384.3017,28.2342,2.9664
5/21/2005,13,938.5592,606.4887,345.9540,28.5855,2.0089
5/21/2005,14,898.4668,663.9060,294.1177,29.4610,2.3627
5/21/2005,15,785.4561,660.5378,261.2898,29.2112,2.7977
5/21/2005,16,676.1433,905.6938,89.8682,29.4043,2.4178
5/21/2005,17,474.3372,834.1570,75.0879,28.9810,2.4086
5/21/2005,18,258.6055,671.0718,63.3408,28.0765,2.6158
5/21/2005,19,69.5040,351.0920,32.2045,26.3582,2.6587
5/21/2005,20,-9.1597,-0.8794,0.5414,24.6177,0.7767
5/21/2005,21,-10.4389,-0.7036,-1.9110,22.8320,0.7503
5/21/2005,22,-10.1550,-0.8612,-1.9753,20.5892,1.3729
5/21/2005,23,-10.4917,-0.4619,-2.0140,19.1910,2.0280
5/22/2005,0,-9.9597,-0.4981,-2.0187,18.2615,2.0670
5/22/2005,1,-10.1428,-0.3583,-2.0840,16.9505,3.1263
5/22/2005,2,-9.8153,-0.4513,-2.0700,16.4902,2.7246
5/22/2005,3,-9.8700,-0.3908,-1.9928,15.7527,2.7529
5/22/2005,4,-9.0109,-0.6521,-1.7704,14.2478,1.6786
5/22/2005,5,-2.9060,25.2254,2.4410,13.5823,0.3667
5/22/2005,6,96.4809,475.8775,31.7258,15.4078,0.4119
5/22/2005,7,289.1418,754.2882,50.6990,16.8165,1.4226
5/22/2005,8,502.1306,875.8515,61.5661,18.3565,0.8694
5/22/2005,9,691.7392,933.4155,68.2679,18.9588,1.9439
5/22/2005,10,852.2437,963.6417,74.3925,20.0885,1.9461
5/22/2005,11,963.7805,975.4718,80.7158,21.2870,2.6366
5/22/2005,12,1021.9249,981.1625,84.6651,22.6457,2.4600
5/22/2005,13,1015.2483,973.7162,87.1067,24.4853,1.7512
5/22/2005,14,949.3101,960.7180,86.8042,26.1872,2.2152
5/22/2005,15,827.0084,920.6405,93.6611,27.7938,2.5448
5/22/2005,16,574.3603,687.7434,118.6074,28.6538,2.1699
5/22/2005,17,408.3014,587.4784,118.8587,28.5728,3.9634
5/22/2005,18,170.1560,294.3945,75.2340,26.7012,3.2764
5/22/2005,19,49.3029,159.4555,40.0708,24.7462,0.8447
5/22/2005,20,-7.5294,-0.8752,1.2621,23.4930,1.5003
5/22/2005,21,-10.5555,-0.7466,-2.0466,21.0380,1.6472
5/22/2005,22,-10.6722,-0.3022,-2.0149,20.1037,3.4251
5/22/2005,23,-11.1559,-0.4162,-2.0152,20.2277,4.3024
5/23/2005,0,-11.6913,-0.4749,-2.0065,19.8265,4.8826
5/23/2005,1,-11.5853,-0.4301,-1.9951,20.0640,4.1911
5/23/2005,2,-11.7007,-0.4995,-2.0808,19.6132,4.4078
5/23/2005,3,-12.0531,-0.5068,-2.0854,19.0220,5.3155
5/23/2005,4,-11.8676,-0.3586,-2.0142,18.7395,6.1859
5/23/2005,5,-5.6912,38.1944,2.4823,18.8772,5.9076
5/23/2005,6,97.8113,508.7628,30.7451,18.7688,2.4740
5/23/2005,7,293.3180,756.8405,51.7448,22.6200,1.0328
5/23/2005,8,498.7098,870.0113,61.9177,24.5502,0.9387
5/23/2005,9,691.5950,934.5143,68.3628,22.8748,2.0339
5/23/2005,10,853.5316,961.8330,77.9924,24.6893,2.9099
5/23/2005,11,969.6844,949.8022,108.9201,25.9653,2.6483
5/23/2005,12,898.4985,653.3899,262.1330,26.5592,2.5221
5/23/2005,13,813.4518,534.8159,293.5392,27.3312,2.2042
5/23/2005,14,707.3252,533.3221,220.0095,28.1917,2.4433
5/23/2005,15,524.3129,340.9307,255.9048,28.2615,3.2703
5/23/2005,16,245.4264,82.6511,194.3568,27.0195,3.3831
5/23/2005,17,60.6363,20.5960,58.2319,23.2957,3.8164
5/23/2005,18,90.1414,36.1326,89.0018,19.2150,2.4258
5/23/2005,19,73.7490,200.0604,53.4467,19.5148,0.9771
5/23/2005,20,-5.3043,-0.6900,1.8817,19.2070,1.0617
5/23/2005,21,-9.3093,-0.6733,-1.1973,18.4802,1.3402
5/23/2005,22,-9.2723,-0.1233,-1.0985,17.9630,3.0737
5/23/2005,23,-10.9112,-0.6055,-1.4215,18.5510,3.9382
5/24/2005,0,-10.4997,-0.7149,-1.4385,15.4305,2.2879
5/24/2005,1,-9.0287,-0.2817,-1.2090,14.4757,2.1544
5/24/2005,2,-9.5734,-0.3488,-1.3768,14.8488,3.0618
5/24/2005,3,-8.9126,-0.5221,-1.1419,14.8127,1.7430
5/24/2005,4,-8.6623,-0.6706,-1.0925,13.9220,0.9610
5/24/2005,5,-4.3836,-0.4064,2.6799,13.6290,1.2452
5/24/2005,6,82.5012,353.1438,35.7868,15.5347,1.4655
5/24/2005,7,289.7930,713.4387,60.2257,19.5550,1.4734
5/24/2005,8,412.6579,518.7788,162.8810,20.8478,2.3601
5/24/2005,9,683.6646,778.7538,150.2695,20.6310,1.9233
5/24/2005,10,845.5524,881.7545,128.6573,22.5337,1.9031
5/24/2005,11,874.8522,723.1165,214.2857,23.5043,2.4067
5/24/2005,12,816.9446,573.3931,256.9430,23.9457,3.7238
5/24/2005,13,835.8382,616.9647,234.9590,24.3917,4.3011
5/24/2005,14,820.1090,590.1415,280.0738,24.9405,5.5219
5/24/2005,15,671.9120,621.1257,179.3380,24.5595,3.4590
5/24/2005,16,418.9728,334.4195,189.0752,24.7412,4.5314
5/24/2005,17,349.2796,481.5475,130.8269,21.0018,4.6953
5/24/2005,18,201.7006,360.0422,95.0530,20.3102,2.1133
5/24/2005,19,61.3715,230.0087,32.8630,20.5527,0.2311
5/24/2005,20,-7.6396,-0.8438,0.6566,18.3497,0.9229
5/24/2005,21,-8.4096,-0.5622,-1.0655,17.2920,0.9949
5/24/2005,22,-8.2629,-0.4430,-1.0693,16.6308,1.0344
5/24/2005,23,-9.2901,-0.6392,-1.3089,15.5055,1.5092
5/25/2005,0,-9.8491,-0.4671,-1.2336,14.2575,2.5301
5/25/2005,1,-9.0259,-0.2836,-1.1756,14.7345,2.4490
5/25/2005,2,-9.3984,-0.6271,-1.2087,13.4642,2.0397
5/25/2005,3,-9.3705,-0.3178,-1.1264,13.9435,3.6191
5/25/2005,4,-9.7927,-0.4004,-1.3389,12.4600,4.8315
5/25/2005,5,-5.3361,-0.3708,1.5556,9.9937,4.8301
5/25/2005,6,6.0360,-0.3345,12.1193,8.0060,4.5364
5/25/2005,7,22.3635,-0.0045,25.9175,7.2233,2.1981
5/25/2005,8,85.2946,0.2776,86.3599,7.3258,2.1297
5/25/2005,9,83.4233,0.2172,84.0937,7.4712,1.8109
5/25/2005,10,191.0067,1.0367,186.0855,7.9172,1.4609
5/25/2005,11,237.9625,0.9256,230.0650,8.8700,0.9334
5/25/2005,12,306.5975,1.5190,294.9627,10.4910,0.4209
5/25/2005,13,449.1608,2.8719,429.8820,11.8695,0.7118
5/25/2005,14,827.3560,547.4354,325.2672,13.6455,1.7142
5/25/2005,15,702.1897,589.0610,226.7135,15.4277,1.9480
5/25/2005,16,659.6261,794.9810,134.4688,16.6005,1.8445
5/25/2005,17,468.3655,712.7788,118.2653,17.1237,1.6529
5/25/2005,18,257.0317,530.6693,96.2019,16.4472,0.7700
5/25/2005,19,58.8999,109.7257,45.4437,15.9908,0.8624
5/25/2005,20,-7.3718,-0.4659,-0.1202,14.6960,2.3716
5/25/2005,21,-7.7299,-0.3297,-0.9944,13.9797,2.0407
5/25/2005,22,-7.6463,-0.1789,-1.0173,13.2027,2.4015
5/25/2005,23,-6.6073,-0.1884,-0.9642,12.7217,1.1884
5/26/2005,0,-8.1810,-0.3419,-1.2283,11.4660,3.1387
5/26/2005,1,-7.7393,-0.2939,-1.0872,10.4685,2.7337
5/26/2005,2,-6.9399,-0.1532,-1.0116,10.0332,2.9944
5/26/2005,3,-7.2124,-0.1533,-1.1069,9.5257,3.9848
5/26/2005,4,-7.5342,-0.2097,-1.1401,8.9693,4.4738
5/26/2005,5,-3.3893,-0.2025,2.6335,8.2665,2.9800
5/26/2005,6,44.2618,0.1121,48.2848,8.0595,2.7689
5/26/2005,7,160.1733,16.1239,155.5498,8.6293,3.8178
5/26/2005,8,396.6874,241.0361,265.6523,9.5447,4.1846
5/26/2005,9,686.7482,573.7052,298.0903,10.4747,3.8310
5/26/2005,10,762.2050,524.3066,324.0307,10.8982,2.8495
5/26/2005,11,977.7278,848.0980,201.7552,12.3775,2.3499
5/26/2005,12,943.0828,680.5104,271.7242,13.2958,2.0378
5/26/2005,13,917.7582,585.7380,329.5722,14.2740,2.7840
5/26/2005,14,910.4548,694.0895,271.8457,15.1098,2.6203
5/26/2005,15,814.3069,671.9310,271.1032,15.8972,2.4177
5/26/2005,16,659.9704,750.6368,152.2810,16.3402,2.3289
5/26/2005,17,470.2770,674.8067,136.0180,16.1825,2.2238
5/26/2005,18,254.8732,385.0422,136.6493,16.3308,2.3281
5/26/2005,19,32.7234,0.5870,40.2062,15.0987,2.2920
5/26/2005,20,-5.5104,-0.3139,1.4014,14.0243,2.1805
5/26/2005,21,-6.7199,-0.1523,-0.9174,13.8312,1.5907
5/26/2005,22,-7.7323,-0.6357,-0.9737,13.4143,0.5442
5/26/2005,23,-7.3671,-0.6077,-0.7640,12.3845,0.1629
5/27/2005,0,-8.2231,-0.6971,-1.0151,11.1773,0.8137
5/27/2005,1,-9.0695,-0.3975,-1.2758,10.0725,2.3847
5/27/2005,2,-9.1079,-0.1779,-1.1730,10.3583,4.5889
5/27/2005,3,-10.6078,-0.5236,-1.4086,9.2027,6.1488
5/27/2005,4,-8.8730,-0.2910,-1.0865,7.8993,4.6655
5/27/2005,5,-1.7607,2.2603,4.2075,7.7363,3.0358
5/27/2005,6,88.1605,229.2944,55.0750,7.8260,1.7737
5/27/2005,7,289.2102,507.3605,122.2081,9.9783,1.4776
5/27/2005,8,501.5254,805.6828,98.4351,10.9375,1.3613
5/27/2005,9,709.5246,924.4200,84.4349,12.1272,1.5183
5/27/2005,10,873.9239,965.0213,86.6424,12.4845,1.4456
5/27/2005,11,989.2649,985.1930,87.6266,14.2343,1.7278
5/27/2005,12,1044.9084,986.7265,91.0892,15.3593,1.8680
5/27/2005,13,1036.5733,975.6632,95.8013,16.4117,2.0064
5/27/2005,14,967.9013,953.6588,98.8001,17.6218,1.8683
5/27/2005,15,842.9509,922.7763,97.2388,18.5570,2.1559
5/27/2005,16,677.0728,885.7715,88.2143,19.0860,2.1091
5/27/2005,17,480.8101,815.5672,76.0910,19.5608,1.5773
5/27/2005,18,270.6158,689.2252,58.2584,19.3110,1.4144
5/27/2005,19,82.3797,401.6332,32.6710,18.5063,1.6144
5/27/2005,20,-6.8500,-0.7998,2.1844,17.2868,0.6096
5/27/2005,21,-9.5919,-0.8417,-1.4466,15.2160,0.8349
5/27/2005,22,-9.3290,-0.4992,-1.3506,14.9327,1.7189
5/27/2005,23,-10.1439,-0.5711,-1.8997,13.7298,2.4320
5/28/2005,0,-9.9907,-0.3541,-1.8798,12.9737,3.3948
5/28/2005,1,-10.1137,-0.5075,-1.9321,12.5735,3.5432
5/28/2005,2,-9.5386,-0.4557,-1.7820,11.1425,2.3843
5/28/2005,3,-9.6128,-0.4304,-1.6932,10.8973,3.2558
5/28/2005,4,-9.5797,-0.5080,-1.8706,9.8628,2.4483
5/28/2005,5,-1.7451,52.7341,3.7194,8.6988,2.7172
5/28/2005,6,110.3076,523.7075,35.0693,10.2018,0.8764
5/28/2005,7,330.9789,764.6497,82.2070,13.5952,0.6162
5/28/2005,8,399.6954,254.9091,262.8713,14.6953,0.4384
5/28/2005,9,322.5119,24.4139,302.6255,15.2553,0.5927
5/28/2005,10,372.3900,32.1711,334.5178,15.9995,0.8664
5/28/2005,11,797.3250,567.6396,259.3216,17.8095,1.0467
5/28/2005,12,1009.7969,853.2080,180.4341,19.9632,1.7629
5/28/2005,13,712.0792,407.9228,300.4938,21.0847,2.3482
5/28/2005,14,933.6614,809.7233,193.7550,22.0603,2.9081
5/28/2005,15,815.3917,777.5239,186.6729,23.1517,1.5817
5/28/2005,16,697.1731,881.1825,110.9893,22.9508,1.8119
5/28/2005,17,504.7499,805.3033,104.7745,22.9275,3.5054
5/28/2005,18,215.0899,454.1824,68.8107,21.7547,3.3371
5/28/2005,19,80.9588,274.6849,48.1930,20.5365,2.0973
5/28/2005,20,-7.7979,-0.5884,1.7023,18.4432,1.9826
5/28/2005,21,-9.9743,-0.3296,-1.9099,17.0203,2.5991
5/28/2005,22,-9.4741,-0.3674,-1.8504,17.0245,2.6836
5/28/2005,23,-11.3719,-0.5816,-2.1485,15.7148,3.2279
5/29/2005,0,-10.8748,-0.5283,-2.0651,14.5678,3.0487
5/29/2005,1,-10.3215,-0.4917,-1.9443,13.4505,2.8421
5/29/2005,2,-10.5038,-0.4260,-1.8508,12.5253,4.6738
5/29/2005,3,-9.0911,-0.2664,-1.8161,10.9327,5.5332
5/29/2005,4,-8.2201,-0.1587,-1.8183,9.8820,5.9906
5/29/2005,5,-6.8896,-0.1524,-0.6169,9.4085,5.9926
5/29/2005,6,17.4879,-0.0822,22.5909,8.6497,4.6332
5/29/2005,7,93.7895,0.2678,95.7235,8.4507,4.3329
5/29/2005,8,220.8885,1.1201,217.4588,8.4895,2.7236
5/29/2005,9,244.5531,0.7726,241.2875,8.6580,1.7601
5/29/2005,10,253.2908,0.8962,246.9462,9.0483,1.6150
5/29/2005,11,154.0486,0.5796,149.5092,9.1813,1.1849
5/29/2005,12,268.0415,1.3213,256.9533,9.9947,0.9239
5/29/2005,13,192.4800,0.4093,186.7665,10.1582,1.4562
5/29/2005,14,180.9749,0.7118,175.6394,10.3040,1.3260
5/29/2005,15,75.5149,-0.0297,77.4906,10.0615,1.0288
5/29/2005,16,36.7403,-0.5067,42.8598,9.4922,0.7787
5/29/2005,17,114.8952,0.6886,113.8491,8.9560,1.5623
5/29/2005,18,38.3002,0.1321,39.9403,9.1923,0.8979
5/29/2005,19,-2.2304,-0.2162,2.2800,9.0198,1.0777
5/29/2005,20,-8.5905,-0.2168,-2.2185,8.6597,1.0677
5/29/2005,21,-7.5336,-0.0375,-2.9864,8.3415,1.8145
5/29/2005,22,-5.9037,-0.0578,-3.4924,8.2957,1.2623
5/29/2005,23,-5.5400,0.0198,-3.8680,8.3685,2.5100
5/30/2005,0,-4.8794,0.0165,-4.0284,8.3095,1.1962
5/30/2005,1,-4.5867,0.0093,-4.2390,8.3493,0.3938
5/30/2005,2,-4.6150,-0.0354,-4.5069,8.4998,0.2021
5/30/2005,3,-5.2008,-0.0692,-4.7975,8.5045,1.0987
5/30/2005,4,-5.6378,-0.0437,-4.9954,8.4672,2.0464
5/30/2005,5,-5.6571,-0.0998,-4.6122,8.2952,2.2268
5/30/2005,6,8.8025,0.0180,9.2752,8.1217,2.4389
5/30/2005,7,53.5140,0.3153,51.0169,8.3958,2.5472
5/30/2005,8,99.3801,0.3607,95.5873,8.8807,1.7956
5/30/2005,9,112.8317,0.4646,107.3837,9.0705,2.0246
5/30/2005,10,246.2202,1.3633,232.5923,9.9593,2.3528
5/30/2005,11,241.7777,0.7490,230.1609,10.8310,3.4183
5/30/2005,12,168.9395,0.1789,163.0507,9.8590,3.8250
5/30/2005,13,195.2514,0.5498,185.5557,9.5548,4.7293
5/30/2005,14,69.9867,-0.0898,68.2687,9.2687,4.3140
5/30/2005,15,24.6934,-0.2878,25.5523,8.5087,6.1694
5/30/2005,16,37.3395,-0.0015,36.4183,8.3320,6.4582
5/30/2005,17,7.7394,-0.2181,9.4269,7.7978,7.2519
5/30/2005,18,23.4150,0.0255,23.4656,7.6978,6.2137
5/30/2005,19,13.4069,0.0726,12.5011,7.5142,3.3128
5/30/2005,20,-1.9530,-0.0361,-2.9190,7.3377,3.1010
5/30/2005,21,-5.5230,-0.1008,-6.4281,7.1548,2.7704
5/30/2005,22,-5.5577,-0.0778,-6.5706,6.8027,1.6657
5/30/2005,23,-5.3227,-0.0481,-6.5747,6.6390,0.4614
5/31/2005,0,-4.9945,-0.1076,-6.6338,6.5391,0.9998
5/31/2005,1,-5.3389,-0.2014,-6.6588,6.4270,0.4807
5/31/2005,2,-4.8468,-0.0024,-6.6714,6.2808,0.9733
5/31/2005,3,-5.0259,-0.0498,-6.7853,6.3509,1.1575
5/31/2005,4,-7.3722,-0.1081,-6.8892,6.1252,0.8378
5/31/2005,5,-0.0809,20.7584,-3.0789,6.2103,0.1241
5/31/2005,6,51.3363,0.7261,46.6522,6.5583,0.1204
5/31/2005,7,260.2338,413.0043,94.9147,8.3711,0.7306
5/31/2005,8,471.2394,674.4174,108.5853,10.9802,2.4889
5/31/2005,9,712.6851,899.7878,88.3658,11.4992,2.6330
5/31/2005,10,881.2626,982.4540,71.3961,12.8832,2.8297
5/31/2005,11,995.3857,1000.1618,73.6099,15.4352,2.2826
5/31/2005,12,1053.6021,1007.9883,75.6105,16.2003,2.3681
5/31/2005,13,1052.2533,993.8490,88.4034,17.5873,2.3691
5/31/2005,14,897.7605,848.5876,114.5132,18.8012,2.3148
5/31/2005,15,865.2218,942.4087,96.2264,19.0732,2.4711
5/31/2005,16,682.5549,835.1676,113.6548,19.5445,2.3346
5/31/2005,17,309.9063,289.8957,154.5688,19.6452,1.5888
5/31/2005,18,237.6085,406.2024,120.8213,19.1170,1.6136
5/31/2005,19,81.1199,144.4570,58.8077,18.5313,1.5393
5/31/2005,20,-4.0030,-0.8389,3.5045,16.4707,1.1590
5/31/2005,21,-9.7770,-0.6105,-2.1746,14.3988,1.9934
5/31/2005,22,-9.7056,-0.4677,-2.1481,14.0448,2.4316
5/31/2005,23,-10.5166,-0.3428,-2.1941,13.4762,3.7906
6/1/2005,0,-9.3241,-0.8199,-1.9774,12.9375,1.6254
6/1/2005,1,-9.8282,-0.5842,-1.9417,12.2543,2.4377
6/1/2005,2,-8.8820,-0.4750,-1.9627,11.6432,1.9285
6/1/2005,3,-8.4736,-0.4068,-1.7898,11.9107,1.6668
6/1/2005,4,-8.9689,-0.4798,-1.9261,12.0698,2.1543
6/1/2005,5,-1.0659,39.4228,4.5575,11.6695,2.2304
6/1/2005,6,55.8371,6.4462,59.1506,11.7183,2.4503
6/1/2005,7,108.7915,5.9814,109.4602,13.0395,1.9142
6/1/2005,8,430.0061,473.6249,171.4257,16.3718,0.6724
6/1/2005,9,678.3669,810.7050,114.4983,18.1520,1.6048
6/1/2005,10,862.3252,938.2298,84.4450,20.4608,2.5638
6/1/2005,11,987.0897,973.1090,83.6224,24.0598,3.2991
6/1/2005,12,1053.8772,937.3912,135.5831,23.6537,2.9618
6/1/2005,13,912.1863,731.6511,188.5415,24.1273,2.3672
6/1/2005,14,473.5460,150.7815,324.6135,24.6538,1.2557
6/1/2005,15,539.8214,198.9323,361.7917,25.7160,0.8408
6/1/2005,16,457.0730,132.3679,359.0335,25.5618,1.0647
6/1/2005,17,312.5689,72.8439,275.4962,25.9450,0.3446
6/1/2005,18,165.7192,68.1564,149.6692,24.3137,1.6137
6/1/2005,19,51.1816,-0.2466,58.5327,22.7385,1.4503
6/1/2005,20,-7.7408,-0.9449,1.3162,20.9420,1.4594
6/1/2005,21,-9.3442,-0.3830,-1.8217,19.4705,2.0580
6/1/2005,22,-8.4526,-0.5202,-1.8043,18.7875,1.1766
6/1/2005,23,-8.5279,-0.4600,-1.9501,17.0765,1.8761
6/2/2005,0,-7.1768,-0.4949,-1.6515,16.1263,0.4151
6/2/2005,1,-8.2098,-0.4341,-1.8499,15.4207,1.5188
6/2/2005,2,-9.5334,-0.5670,-2.0847,13.9308,2.5242
6/2/2005,3,-8.0405,-0.5412,-1.7979,12.5707,0.6567
6/2/2005,4,-5.2121,-0.0616,-1.6348,12.2822,0.4591
6/2/2005,5,-2.4526,0.7013,1.2661,12.4812,0.4394
6/2/2005,6,55.6143,2.3470,58.1160,12.5888,1.0514
6/2/2005,7,313.1118,391.1046,173.0334,14.6442,1.5531
6/2/2005,8,411.6929,380.4414,192.0034,15.8138,1.5941
6/2/2005,9,653.6087,639.2571,214.0313,16.6968,3.0460
6/2/2005,10,829.1071,769.9777,192.1418,18.4345,3.7542
6/2/2005,11,902.8007,789.9437,177.8097,18.4573,4.1385
6/2/2005,12,384.0437,203.6817,185.6887,18.5153,3.1952
6/2/2005,13,739.1932,492.6545,264.2795,17.9093,1.8477
6/2/2005,14,123.9093,11.8630,116.1649,16.9267,2.6488
6/2/2005,15,707.8253,488.9142,293.3810,17.4848,2.5802
6/2/2005,16,312.2248,141.6524,215.1152,16.3335,5.8488
6/2/2005,17,131.3071,25.7820,119.8652,14.0283,4.7710
6/2/2005,18,65.6557,4.9022,68.1614,12.0722,2.1422
6/2/2005,19,40.4040,0.0169,43.5521,12.0488,0.3679
6/2/2005,20,9.0771,-0.2921,14.6474,11.7215,0.8276
6/2/2005,21,-6.8540,0.1072,-2.4318,11.3967,1.1707
6/2/2005,22,-6.2330,0.0749,-2.1600,11.8795,2.5582
6/2/2005,23,-7.2258,-0.1240,-2.0353,11.7483,2.3508
6/3/2005,0,-5.9739,0.0869,-2.0771,11.5858,1.6720
6/3/2005,1,-5.2955,0.0131,-2.0858,11.8098,0.8301
6/3/2005,2,-5.9127,-0.0782,-2.0731,11.8595,1.2124
6/3/2005,3,-5.7140,-0.1438,-2.0930,11.9767,0.6644
6/3/2005,4,-4.9064,-0.1600,-2.1527,12.1320,0.4453
6/3/2005,5,-0.7977,0.8028,3.5248,11.9698,0.9347
6/3/2005,6,70.2882,14.2544,70.3892,12.1895,1.1060
6/3/2005,7,171.5338,24.0853,162.1043,13.2075,0.6122
6/3/2005,8,235.9954,20.3408,222.9252,13.3905,0.6428
6/3/2005,9,339.7718,138.5261,232.4428,13.9245,0.8680
6/3/2005,10,785.6181,612.7902,271.4945,16.8220,3.4026
6/3/2005,11,792.6951,396.7462,410.9815,17.8028,4.0856
6/3/2005,12,922.8191,532.3833,387.9145,18.5545,4.1444
6/3/2005,13,668.7150,427.3841,249.2098,18.8688,4.2937
6/3/2005,14,177.7922,57.8552,127.5883,17.0030,2.5452
6/3/2005,15,258.4493,59.6430,205.5995,16.2007,5.0735
6/3/2005,16,139.0895,8.0385,137.0605,12.6622,6.8720
6/3/2005,17,7.0873,-0.5569,14.7659,11.1633,4.5186
6/3/2005,18,6.2758,-0.1467,12.6211,10.5430,4.0683
6/3/2005,19,-0.4334,-0.1961,5.0095,9.3370,2.5320
6/3/2005,20,-5.6832,-0.2038,-1.4606,9.2792,0.3297
6/3/2005,21,-8.8182,-0.3327,-2.0791,9.1843,0.8554
6/3/2005,22,-7.4716,-0.3551,-2.1832,8.4837,0.3140
6/3/2005,23,-6.1768,-0.1434,-2.1260,8.4827,0.6007
6/4/2005,0,-6.5062,-0.2939,-2.1122,8.4633,0.5536
6/4/2005,1,-5.4609,-0.2019,-2.4521,8.1325,0.2302
6/4/2005,2,-7.5213,-0.5756,-2.8657,7.3560,0.2792
6/4/2005,3,-6.5720,-0.3817,-3.7015,6.4181,0.5402
6/4/2005,4,-5.0904,-0.1048,-4.4652,6.8555,0.6374
6/4/2005,5,-2.4986,-0.0932,-1.7080,6.9637,1.1703
6/4/2005,6,34.7860,0.0611,35.3591,7.0332,2.3813
6/4/2005,7,40.2283,-0.0376,41.2996,7.1096,1.2620
6/4/2005,8,106.5675,0.3629,103.5560,6.9875,1.3593
6/4/2005,9,61.7326,-0.1067,61.8356,6.4997,3.1769
6/4/2005,10,108.9440,0.3110,104.4276,6.3264,2.2548
6/4/2005,11,161.0033,0.3112,152.8347,6.2020,4.0085
6/4/2005,12,195.0908,0.8399,181.5923,6.7869,1.2783
6/4/2005,13,276.2530,1.4904,256.4887,7.7797,1.1976
6/4/2005,14,574.4238,86.4631,466.6332,9.9240,0.8584
