DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse 8-48 Vent [W/m^2],Avg Deck Dry Bulb Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
1/1/2004,1,-8.6948,-0.5148,-0.1267,5.9512,4.6200
1/1/2004,2,-8.5685,-0.6218,-0.3390,5.1749,2.0166
1/1/2004,3,-8.4253,-0.5817,-0.2954,4.8000,3.1922
1/1/2004,4,-8.9093,-0.4947,-0.1246,5.7153,4.3332
1/1/2004,5,-8.6851,-0.6623,-0.3380,4.7674,3.1859
1/1/2004,6,-8.7090,-0.7424,-0.2696,5.0752,2.7332
1/1/2004,7,-7.9415,-0.7117,-0.3900,4.1741,1.7240
1/1/2004,8,14.5043,213.7320,11.8125,3.8358,1.8990
1/1/2004,9,191.5501,611.9598,111.6251,6.7944,2.7092
1/1/2004,10,300.2898,355.2732,205.3063,7.7690,3.0183
1/1/2004,11,372.6430,515.3229,174.8245,8.5602,3.0704
1/1/2004,12,486.7394,878.8787,114.0696,9.6088,2.8246
1/1/2004,13,467.8669,880.4976,91.8092,9.4167,2.6144
1/1/2004,14,383.2928,730.8545,101.2408,10.1670,1.5777
1/1/2004,15,274.3565,761.7027,58.6700,11.0023,1.3322
1/1/2004,16,184.0041,580.4214,90.3764,10.8327,2.8809
1/1/2004,17,2.7711,5.4664,12.3296,7.7078,2.7592
1/1/2004,18,-6.3804,-0.6263,-0.3578,6.1289,0.9870
1/1/2004,19,-6.5564,-0.5710,-0.3771,5.4923,1.4065
1/1/2004,20,-5.6342,-0.1498,-0.1841,6.5842,1.2499
1/1/2004,21,-7.0466,-0.6503,-0.4245,7.6895,1.5880
1/1/2004,22,-8.5850,-0.2332,-0.1122,8.4167,6.0608
1/1/2004,23,-9.0044,-0.5307,-0.2361,8.5005,4.4959
1/2/2004,0,-9.1847,-0.8362,-0.3450,7.9357,3.6741
1/2/2004,1,-8.3227,-0.5162,-0.2815,7.2512,2.9852
1/2/2004,2,-8.2496,-0.5771,-0.2461,7.3677,3.0147
1/2/2004,3,-7.1136,-0.6493,-0.3844,6.7351,1.2285
1/2/2004,4,-7.4940,-0.5166,-0.2686,6.1428,1.8346
1/2/2004,5,-7.4863,-0.6117,-0.1629,5.8294,1.8467
1/2/2004,6,-7.0707,-0.5489,-0.2912,5.1492,1.9768
1/2/2004,7,-5.3921,-0.5586,-0.4408,3.9102,0.7931
1/2/2004,8,15.2110,2.5129,18.8241,3.7516,0.4160
1/2/2004,9,122.8681,88.6685,113.7214,5.8206,0.6854
1/2/2004,10,221.5644,28.2565,216.0087,5.9399,2.4709
1/2/2004,11,273.6845,90.8351,244.5030,6.3257,2.9518
1/2/2004,12,194.7512,81.9266,164.7338,6.0411,2.1763
1/2/2004,13,159.9610,1.8388,164.0118,4.9994,3.2956
1/2/2004,14,107.0226,1.9783,110.8294,2.9740,2.3144
1/2/2004,15,170.4574,77.8791,152.0752,2.9788,1.7952
1/2/2004,16,91.7150,54.0364,87.4726,2.7780,1.2060
1/2/2004,17,9.2022,-0.4661,14.9095,2.2286,1.8414
1/2/2004,18,-5.6133,-0.4404,-0.2272,1.2713,2.6289
1/2/2004,19,-5.4806,-0.4979,-0.2586,-0.7121,2.3033
1/2/2004,20,-4.8375,-0.6846,-0.2499,-2.8737,1.5984
1/2/2004,21,-3.2767,-0.1813,-0.2322,-3.2233,0.7088
1/2/2004,22,-3.7331,-0.2804,-0.2588,-3.1771,1.3138
1/2/2004,23,-3.5224,-0.1581,-0.1545,-3.1083,1.0906
1/3/2004,0,-3.3363,-0.5413,-0.1911,-2.7987,1.5230
1/3/2004,1,-4.1656,-0.6766,-0.1554,-3.3993,2.7959
1/3/2004,2,-3.5372,-0.4282,-0.2521,-5.3107,1.2220
1/3/2004,3,-3.2438,-0.1624,-0.2187,-5.6216,0.6020
1/3/2004,4,-3.2818,-0.2185,-0.2504,-5.7494,0.6266
1/3/2004,5,-3.4748,-0.3340,-0.2102,-5.6439,1.3478
1/3/2004,6,-2.6102,-0.0334,-0.3306,-5.5171,0.1163
1/3/2004,7,-2.3963,-0.6689,-0.1371,-5.4199,0.1113
1/3/2004,8,3.7883,-0.3001,6.2570,-5.5898,0.1565
1/3/2004,9,40.1442,0.0464,45.2185,-5.4351,0.2226
1/3/2004,10,61.6975,-0.0073,68.6617,-5.2873,0.4058
1/3/2004,11,97.9482,0.4785,103.5891,-4.9928,0.2085
1/3/2004,12,132.3381,0.4256,141.5360,-4.0603,0.1695
1/3/2004,13,144.7991,-0.2609,171.3713,-3.9353,1.2013
1/3/2004,14,130.3451,0.3316,179.8702,-3.7849,0.2359
1/3/2004,15,88.5867,0.2558,130.3419,-4.0002,0.4792
1/3/2004,16,46.4876,0.0143,70.2878,-4.0830,0.0965
1/3/2004,17,9.7819,-0.6825,18.3478,-4.5538,0.3907
1/3/2004,18,-2.0924,-0.4997,-0.2546,-4.8794,0.0995
1/3/2004,19,-2.3797,-0.5375,-0.3655,-5.1839,0.0978
1/3/2004,20,-2.2181,-0.6501,-0.3157,-5.4509,0.8191
1/3/2004,21,-2.0564,-0.3185,-0.0697,-5.9263,4.5058
1/3/2004,22,-2.4021,-0.3943,-0.1340,-5.6569,3.7231
1/3/2004,23,-3.2100,-0.5935,-0.2214,-6.4165,3.9019
1/4/2004,0,-2.5114,-0.3817,-0.1149,-7.1580,3.5610
1/4/2004,1,-2.0130,-0.1810,-0.0873,-6.6672,3.3263
1/4/2004,2,-2.0954,-0.4036,-0.1271,-6.6360,2.3598
1/4/2004,3,-2.0954,-0.4223,-0.1519,-6.8173,2.0406
1/4/2004,4,-2.2612,-0.4992,-0.1660,-7.1868,1.7186
1/4/2004,5,-2.1739,-0.3040,-0.3007,-7.4548,0.4599
1/4/2004,6,-3.6966,-0.9908,-0.6051,-8.6285,0.3772
1/4/2004,7,-3.5321,-0.8050,-0.4292,-9.3490,0.7695
1/4/2004,8,5.2600,76.0921,8.8654,-9.3710,2.0384
1/4/2004,9,58.9126,557.8097,36.9147,-6.5075,4.2800
1/4/2004,10,128.8307,876.3588,52.2438,-5.8256,4.0570
1/4/2004,11,170.1229,998.6737,61.6244,-5.8222,2.8277
1/4/2004,12,435.0295,1024.9950,66.3623,-5.1051,1.0587
1/4/2004,13,622.1462,1018.6550,69.1679,-3.8543,2.7208
1/4/2004,14,476.8949,973.0355,69.2512,-3.2930,5.3782
1/4/2004,15,317.1849,855.7942,58.8430,-2.0414,3.8535
1/4/2004,16,167.9031,750.5812,40.2464,-2.7132,0.9918
1/4/2004,17,20.3417,177.0117,14.2649,-5.0649,0.5177
1/4/2004,18,-6.2074,-0.8936,-0.2697,-7.4701,0.7356
1/4/2004,19,-6.5772,-0.9355,-0.2174,-7.8539,1.1291
1/4/2004,20,-6.4153,-0.7437,-0.2879,-8.4450,1.4442
1/4/2004,21,-5.3179,-0.5466,-0.2188,-8.9582,1.0571
1/4/2004,22,-5.8830,-0.6917,-0.2237,-9.5595,2.3314
1/4/2004,23,-6.7144,-0.4919,-0.1991,-11.1682,3.3433
1/5/2004,0,-6.8771,-0.4775,-0.1519,-11.1665,4.2372
1/5/2004,1,-7.0139,-0.5271,-0.1476,-11.8128,4.0599
1/5/2004,2,-6.1187,-0.5071,-0.1772,-12.1823,2.5189
1/5/2004,3,-5.8055,-0.5155,-0.1690,-12.2255,2.2279
1/5/2004,4,-5.4847,-0.5848,-0.2234,-12.1423,1.2468
1/5/2004,5,-5.7830,-0.6220,-0.2840,-12.7097,1.3845
1/5/2004,6,-5.5665,-0.4671,-0.1581,-11.8865,1.6386
1/5/2004,7,-5.9246,-0.5537,-0.1424,-11.3865,1.6824
1/5/2004,8,14.9104,247.3397,11.1808,-11.7492,1.3644
1/5/2004,9,148.2194,772.6517,36.0162,-8.2437,0.4651
1/5/2004,10,302.5819,925.0995,55.0367,-12.6238,2.2992
1/5/2004,11,429.4756,963.0018,78.2770,-18.8405,4.7682
1/5/2004,12,509.7507,856.8482,152.2620,-19.4390,4.2727
1/5/2004,13,414.0185,164.4032,350.0493,-18.2570,2.5023
1/5/2004,14,304.2289,18.1466,302.3260,-17.4542,1.4537
1/5/2004,15,264.1514,165.4988,219.7332,-17.2393,0.6366
1/5/2004,16,143.4673,311.8358,98.0099,-17.3355,0.5910
1/5/2004,17,24.3138,127.8570,20.0102,-18.1050,0.6347
1/5/2004,18,-4.3890,-0.8617,-0.1488,-18.6727,0.3812
1/5/2004,19,-4.3863,-0.7420,-0.2694,-18.8607,0.6099
1/5/2004,20,-4.6553,-0.7406,-0.2613,-18.8678,0.9657
1/5/2004,21,-4.6451,-0.6093,-0.2231,-19.7035,0.9029
1/5/2004,22,-4.4350,-0.6260,-0.1986,-19.8492,0.9946
1/5/2004,23,-4.3834,-0.4533,-0.1949,-20.0908,0.9275
1/6/2004,0,-3.9902,-0.4092,-0.1519,-19.4033,0.7607
1/6/2004,1,-3.8521,-0.5323,-0.2282,-18.9450,0.2028
1/6/2004,2,-4.2648,-0.6861,-0.2554,-18.4087,0.7965
1/6/2004,3,-4.6317,-0.7565,-0.2419,-19.0087,1.1643
1/6/2004,4,-4.5472,-0.4783,-0.0252,-19.7353,1.7929
1/6/2004,5,-3.9513,-0.4195,-0.1306,-19.0727,0.9911
1/6/2004,6,-4.0612,-0.4088,-0.1882,-19.8110,1.2156
1/6/2004,7,-3.7169,-0.4035,-0.1257,-19.3490,1.2152
1/6/2004,8,9.4947,70.8025,8.8665,-19.0355,0.9568
1/6/2004,9,148.2131,666.9523,51.2167,-16.3790,0.8266
1/6/2004,10,297.5895,749.2323,87.8945,-9.9760,0.5731
1/6/2004,11,460.5837,940.7822,107.2127,-7.1901,0.4316
1/6/2004,12,511.6195,926.1378,112.3042,-5.7735,1.2815
1/6/2004,13,503.0790,924.2792,100.8516,-4.9943,1.5594
1/6/2004,14,418.1849,791.6485,109.2235,-4.7230,2.0168
1/6/2004,15,309.4713,480.1662,80.9810,-3.5684,1.0984
1/6/2004,16,170.5209,651.6576,57.7864,-2.9823,0.4147
1/6/2004,17,18.2072,124.5721,17.0028,-6.0566,2.2839
1/6/2004,18,-5.8485,-0.5463,-0.1466,-7.5565,1.4056
1/6/2004,19,-4.5804,-0.4228,-0.3078,-8.1992,0.7177
1/6/2004,20,-4.3467,-0.5856,-0.3904,-8.3053,0.1828
1/6/2004,21,-4.4283,-0.7296,-0.4548,-8.6887,0.4384
1/6/2004,22,-4.7576,-0.6206,-0.4463,-9.1515,0.6998
1/6/2004,23,-4.3891,-0.4846,-0.3416,-10.3110,0.6971
1/7/2004,0,-3.8964,-0.3451,-0.2703,-9.6590,0.6005
1/7/2004,1,-4.1074,-0.3152,-0.2757,-9.7805,0.9724
1/7/2004,2,-4.3349,-0.2850,-0.2320,-9.7392,1.1004
1/7/2004,3,-2.8805,0.4851,0.0976,-6.5508,1.0423
1/7/2004,4,-3.6192,0.3918,0.0151,-2.0136,1.6427
1/7/2004,5,-4.8934,-0.1018,-0.1315,3.1751,2.1694
1/7/2004,6,-6.5687,-0.1220,-0.2204,3.8010,2.7926
1/7/2004,7,-7.1108,-0.0834,-0.2611,4.6483,4.4124
1/7/2004,8,5.6877,-0.2192,13.2076,5.6473,3.8826
1/7/2004,9,92.1877,51.8466,89.6051,6.2256,2.5742
1/7/2004,10,175.3192,118.1825,146.8227,8.0963,3.1953
1/7/2004,11,251.0513,143.4428,199.6110,8.6698,1.0147
1/7/2004,12,328.8155,69.4798,299.6920,10.0973,1.3057
1/7/2004,13,411.4412,217.5079,313.8168,10.1877,0.8955
1/7/2004,14,316.2490,190.3383,244.8265,10.2417,0.5689
1/7/2004,15,245.4598,217.6907,181.1088,9.9222,1.9552
1/7/2004,16,133.5552,169.6921,113.2439,9.8425,0.9643
1/7/2004,17,12.1808,0.7622,19.7405,8.0902,0.4116
1/7/2004,18,-6.9088,-0.6319,-0.3119,6.3007,0.7671
1/7/2004,19,-7.4145,-0.3933,-0.2827,6.5583,2.0806
1/7/2004,20,-7.7605,-0.5119,-0.3871,6.3183,2.2958
1/7/2004,21,-7.0289,-0.4084,-0.3473,5.0431,2.0835
1/7/2004,22,-8.5900,-0.5187,-0.3003,6.4529,4.2301
1/7/2004,23,-8.3603,-0.3831,-0.3308,6.1526,3.6190
1/8/2004,0,-8.6905,-0.4629,-0.3296,6.3330,3.2595
1/8/2004,1,-8.4294,-0.5397,-0.3932,6.0179,2.5708
1/8/2004,2,-8.2730,-0.5509,-0.3803,5.7747,1.9193
1/8/2004,3,-8.6798,-0.3619,-0.2250,5.4608,3.6979
1/8/2004,4,-9.3322,-0.3447,-0.2849,5.2196,7.6139
1/8/2004,5,-9.7076,-0.3836,-0.2662,5.1650,9.9650
1/8/2004,6,-9.6879,-0.3488,-0.2687,4.9367,11.9963
1/8/2004,7,-9.5462,-0.4480,-0.2528,4.3673,10.8165
1/8/2004,8,10.8423,233.2285,10.7887,4.1532,9.0415
1/8/2004,9,140.2075,747.5782,33.3067,5.2941,6.6388
1/8/2004,10,293.3638,877.8530,50.8716,5.7848,2.8799
1/8/2004,11,420.7099,972.3148,51.1692,6.8551,2.4325
1/8/2004,12,488.1933,995.4947,55.4501,7.6879,2.8216
1/8/2004,13,493.0612,992.4562,59.7850,7.9425,6.8720
1/8/2004,14,430.3977,878.8598,81.4052,8.0350,6.2114
1/8/2004,15,310.0856,804.7965,70.9153,8.5163,5.7782
1/8/2004,16,168.9665,750.9693,43.0559,7.4589,5.6020
1/8/2004,17,24.1367,236.8685,15.4145,6.5278,5.0842
1/8/2004,18,-8.5964,-0.4399,0.1496,6.4840,4.1401
1/8/2004,19,-7.8169,-0.6317,-0.3540,4.9983,1.5696
1/8/2004,20,-6.9405,-0.5385,-0.3665,4.0334,1.2563
1/8/2004,21,-7.3901,-0.2563,-0.2503,3.9213,2.3270
1/8/2004,22,-6.3825,-0.6252,-0.3797,3.4212,0.9307
1/8/2004,23,-5.5492,-0.2842,-0.2456,3.7477,1.2570
1/9/2004,0,-5.0336,-0.1096,-0.1998,4.0449,1.2797
1/9/2004,1,-6.6768,-0.3843,-0.2793,4.1746,1.8770
1/9/2004,2,-6.9543,-0.3237,-0.2544,4.1413,2.8437
1/9/2004,3,-6.2374,-0.0605,-0.1439,5.1816,2.7755
1/9/2004,4,-6.0676,-0.3074,-0.2931,6.5409,1.3676
1/9/2004,5,-5.3986,-0.3203,-0.3357,6.6915,0.9210
1/9/2004,6,-6.0400,-0.4034,-0.3445,6.6273,1.4146
1/9/2004,7,-8.4500,0.0773,-0.0994,7.7597,9.6941
1/9/2004,8,7.1873,148.1361,11.8964,7.8122,8.8250
1/9/2004,9,132.2994,669.4693,32.5667,8.3308,7.2396
1/9/2004,10,288.2048,892.1503,42.1249,9.0715,5.1498
1/9/2004,11,412.7523,958.4225,46.9782,9.3035,2.4349
1/9/2004,12,479.7091,982.3607,49.0486,10.2603,1.5717
1/9/2004,13,480.0103,967.0767,52.6993,10.7463,1.7456
1/9/2004,14,427.1503,938.9975,51.4350,10.9583,2.4130
1/9/2004,15,312.1651,872.2185,47.4804,10.5975,2.1291
1/9/2004,16,167.0290,685.6042,43.1045,9.9345,1.5880
1/9/2004,17,27.8766,180.0987,21.9832,7.8187,1.4900
1/9/2004,18,-7.4668,-0.7207,-0.1381,5.4393,1.4274
1/9/2004,19,-6.6511,-0.7929,-0.5608,4.0624,0.3124
1/9/2004,20,-6.2153,-0.6903,-0.4971,2.8371,0.5800
1/9/2004,21,-5.8540,-0.6207,-0.4333,2.6622,0.4764
1/9/2004,22,-6.4047,-0.3694,-0.2788,2.6534,1.2194
1/9/2004,23,-5.8986,-0.4383,-0.2913,3.1663,0.7517
1/10/2004,0,-6.3919,-0.2857,-0.2541,3.4863,1.5270
1/10/2004,1,-6.8186,-0.4533,-0.2904,4.6670,1.5763
1/10/2004,2,-7.3592,-0.5302,-0.3432,4.4073,2.0914
1/10/2004,3,-7.3239,-0.4596,-0.3247,4.2420,2.1077
1/10/2004,4,-6.8711,-0.2575,-0.1947,5.1208,2.3921
1/10/2004,5,-7.2127,-0.4550,-0.2865,5.8792,2.1430
1/10/2004,6,-8.0539,-0.5428,-0.3669,5.0273,2.0751
1/10/2004,7,-6.8760,-0.4943,-0.2571,4.1406,1.7736
1/10/2004,8,14.0941,244.7213,10.1277,5.8000,1.5447
1/10/2004,9,143.6689,757.1682,30.0030,9.0237,1.0101
1/10/2004,10,297.4911,916.9782,39.4872,11.8435,0.5621
1/10/2004,11,421.8220,980.3780,45.2605,12.1730,1.3633
1/10/2004,12,488.7315,989.2573,53.8592,14.3100,2.1134
1/10/2004,13,489.8464,920.3302,79.0350,15.5600,1.8036
1/10/2004,14,448.0756,973.8855,55.6752,16.1658,1.4850
1/10/2004,15,332.6474,929.1110,46.4010,17.7240,1.0499
1/10/2004,16,172.9388,728.3840,40.5141,16.1253,0.5714
1/10/2004,17,14.2145,111.3319,16.8847,14.4958,3.7449
1/10/2004,18,-10.6971,-0.6439,-0.2172,13.0008,4.6674
1/10/2004,19,-9.7286,-0.7826,-0.4538,12.1492,2.0852
1/10/2004,20,-9.1836,-0.7801,-0.4817,11.5933,1.5387
1/10/2004,21,-9.2860,-0.7598,-0.5116,10.6218,1.9894
1/10/2004,22,-8.7797,-0.7386,-0.3685,8.8622,1.8146
1/10/2004,23,-8.1897,-0.6951,-0.3363,8.5220,1.7626
1/11/2004,0,-7.5349,-0.5903,-0.2816,8.9093,0.9407
1/11/2004,1,-7.5671,-0.5914,-0.2736,8.7255,1.3013
1/11/2004,2,-8.1229,-0.4948,-0.3783,8.9322,2.2200
1/11/2004,3,-8.8125,-0.2625,-0.3333,8.4945,3.4957
1/11/2004,4,-8.9753,-0.5685,-0.3957,8.2473,3.1882
1/11/2004,5,-8.6833,-0.0768,-0.2305,9.3300,5.1807
1/11/2004,6,-10.2884,-0.5151,-0.3623,9.8665,6.1992
1/11/2004,7,-9.9205,-0.5246,-0.3931,8.9407,4.2197
1/11/2004,8,12.2187,207.0585,11.7495,8.6610,3.4155
1/11/2004,9,149.8291,785.8077,34.2571,11.9383,2.2710
1/11/2004,10,309.0023,943.6417,46.0444,13.6933,1.8842
1/11/2004,11,433.1430,1001.6322,48.0021,13.5588,1.4282
1/11/2004,12,500.3974,1029.8617,49.4230,14.5252,2.7856
1/11/2004,13,506.5584,1028.1800,49.6706,13.6237,2.3513
1/11/2004,14,444.7478,988.3540,49.8599,11.2857,5.3413
1/11/2004,15,328.8841,919.5103,46.6955,10.4093,4.1528
1/11/2004,16,181.4052,792.8160,36.7802,10.5375,2.4898
1/11/2004,17,29.4233,253.7214,16.4844,9.8297,1.1091
1/11/2004,18,-8.3692,-0.6346,0.0532,7.7021,1.2306
1/11/2004,19,-8.1902,-0.6968,-0.2958,6.6391,1.7259
1/11/2004,20,-7.8891,-0.7661,-0.4221,5.3788,0.8151
1/11/2004,21,-7.4204,-0.7315,-0.4100,3.6012,1.0879
1/11/2004,22,-7.2251,-0.5337,-0.2898,3.2663,1.0231
1/11/2004,23,-7.7997,-0.5528,-0.2684,3.0677,1.9374
1/12/2004,0,-7.4169,-0.4393,-0.2046,2.9326,1.8063
1/12/2004,1,-7.2930,-0.6212,-0.3026,2.4405,1.1224
1/12/2004,2,-6.7705,-0.4628,-0.2439,1.8573,0.8472
1/12/2004,3,-7.3892,-0.5710,-0.2836,2.0716,1.4536
1/12/2004,4,-6.9502,-0.6961,-0.3580,1.4898,0.7821
1/12/2004,5,-6.8021,-0.7225,-0.4341,1.5168,0.3749
1/12/2004,6,-7.4771,-0.5244,-0.3371,1.8155,1.4044
1/12/2004,7,-7.0850,-0.5574,-0.3057,0.7516,1.0515
1/12/2004,8,13.9913,243.5556,10.0248,0.5453,2.5135
1/12/2004,9,149.3806,784.2195,31.1507,5.4196,1.9547
1/12/2004,10,307.1559,935.4337,40.8304,6.8091,0.4017
1/12/2004,11,434.8254,1004.8548,46.1676,9.1777,1.0906
1/12/2004,12,500.8231,1022.6533,49.4983,10.3315,1.4312
1/12/2004,13,512.0507,1034.8100,49.4769,10.9223,2.4714
1/12/2004,14,460.3633,1008.3853,49.1659,11.4932,2.1971
1/12/2004,15,339.4783,933.0177,46.7086,11.5485,1.1135
1/12/2004,16,177.3134,737.5063,40.6517,10.6942,1.5421
1/12/2004,17,17.5913,113.7216,16.1658,8.7313,1.4201
1/12/2004,18,-8.5095,-0.7061,0.0115,5.8418,1.9473
1/12/2004,19,-8.3855,-0.6531,-0.3970,4.2383,2.0799
1/12/2004,20,-7.1813,-0.4392,-0.3171,3.3395,1.4659
1/12/2004,21,-7.7278,-0.5788,-0.3758,3.5102,2.1086
1/12/2004,22,-8.4945,-0.4597,-0.3127,2.5706,3.1988
1/12/2004,23,-7.9240,-0.3410,-0.2773,2.2467,2.9801
1/13/2004,0,-7.4447,-0.4091,-0.2631,2.3488,2.3014
1/13/2004,1,-7.5429,-0.5367,-0.3274,2.2441,1.8113
1/13/2004,2,-7.0672,-0.7605,-0.4322,1.7961,0.7413
1/13/2004,3,-7.2168,-0.3727,-0.2796,2.3066,1.7996
1/13/2004,4,-8.0193,-0.5232,-0.2742,3.0303,2.5599
1/13/2004,5,-8.4760,-0.4236,-0.2956,3.7221,3.3790
1/13/2004,6,-8.4738,-0.2804,-0.2502,3.8442,3.3306
1/13/2004,7,-8.6007,-0.3786,-0.2936,4.0697,4.2952
1/13/2004,8,14.3854,273.3539,10.5849,5.0463,3.8713
1/13/2004,9,150.9764,799.2068,30.7459,7.3830,2.3464
1/13/2004,10,308.8558,949.3222,40.4077,6.5117,1.3764
1/13/2004,11,439.8506,1008.2132,45.6077,7.8331,0.4526
1/13/2004,12,506.4093,1026.0167,48.8215,10.3697,0.5906
1/13/2004,13,514.8736,1034.3750,48.7307,12.5063,1.6530
1/13/2004,14,464.3354,1014.9082,47.5123,13.7955,1.8646
1/13/2004,15,347.6360,960.9347,43.7281,14.4223,1.4355
1/13/2004,16,194.2722,843.0238,35.3615,14.8863,1.3953
1/13/2004,17,31.9647,308.1124,16.2875,12.2087,3.4456
1/13/2004,18,-9.8453,-0.5146,0.1259,10.5795,3.7041
1/13/2004,19,-9.8852,-0.6622,-0.4732,9.3602,2.9605
1/13/2004,20,-9.1482,-0.5582,-0.3928,9.0747,3.6346
1/13/2004,21,-9.4954,-0.3615,-0.3070,9.4245,5.6241
1/13/2004,22,-9.9489,-0.5242,-0.3916,9.0575,4.9188
1/13/2004,23,-9.5921,-0.3880,-0.3183,8.6360,5.7084
1/14/2004,0,-9.6380,-0.4034,-0.3246,8.4128,5.6319
1/14/2004,1,-9.6320,-0.5224,-0.3696,7.9435,5.1912
1/14/2004,2,-9.5148,-0.3402,-0.3185,7.3625,5.8308
1/14/2004,3,-9.3412,-0.3718,-0.2777,7.6562,6.3979
1/14/2004,4,-8.9411,-0.3171,-0.2701,7.6042,4.8712
1/14/2004,5,-8.8974,-0.3506,-0.2985,8.6375,4.7825
1/14/2004,6,-9.4288,-0.5187,-0.3710,8.5695,4.7406
1/14/2004,7,-9.7853,-0.9042,-0.2969,6.1791,3.1253
1/14/2004,8,15.1974,249.2452,10.1828,4.3637,1.1016
1/14/2004,9,148.6298,760.6628,30.7813,8.2137,0.4391
1/14/2004,10,303.2489,913.1595,41.5698,9.3370,0.9148
1/14/2004,11,436.1712,976.9927,50.8541,12.2325,0.7274
1/14/2004,12,424.7600,770.6408,81.9619,13.9435,1.9387
1/14/2004,13,397.4534,622.4197,114.7268,14.2445,2.5430
1/14/2004,14,365.0781,505.6527,154.6372,14.3423,2.1493
1/14/2004,15,274.5459,386.8732,154.6523,14.0108,1.8310
1/14/2004,16,148.3720,247.9897,107.7070,12.4695,3.0896
1/14/2004,17,32.6213,90.7064,35.9467,9.3975,2.7273
1/14/2004,18,-8.1596,-0.5571,0.1715,8.0308,1.8807
1/14/2004,19,-7.6626,-0.6584,-0.4193,6.5534,1.5758
1/14/2004,20,-7.4226,-0.4939,-0.3350,5.9386,1.9551
1/14/2004,21,-7.3654,-0.6224,-0.3521,5.9978,1.7692
1/14/2004,22,-7.4868,-0.5560,-0.3262,5.7505,1.8310
1/14/2004,23,-8.0577,-0.5040,-0.3475,5.0272,2.3986
1/15/2004,0,-7.8845,-0.3754,-0.2813,3.8425,2.7895
1/15/2004,1,-7.3909,-0.3867,-0.2766,3.6356,2.7622
1/15/2004,2,-7.0070,-0.2977,-0.2485,3.4337,2.3160
1/15/2004,3,-6.9689,-0.3279,-0.2700,3.5639,2.1590
1/15/2004,4,-7.6646,-0.4201,-0.3029,3.4293,2.6049
1/15/2004,5,-7.1861,-0.2595,-0.2337,3.4230,2.5876
1/15/2004,6,-6.9355,-0.3516,-0.2640,2.9648,2.1215
1/15/2004,7,-6.7213,-0.2516,-0.2458,2.9921,2.4618
1/15/2004,8,14.2975,38.8775,18.1690,3.5261,2.9454
1/15/2004,9,164.7042,480.8873,94.4234,7.1295,2.2939
1/15/2004,10,322.7873,545.6702,163.5183,9.5898,1.4534
1/15/2004,11,354.0785,362.3245,212.2627,10.4022,0.5845
1/15/2004,12,343.4229,183.2853,262.0005,10.4828,0.7232
1/15/2004,13,399.0939,268.7929,275.3478,10.8663,0.9652
1/15/2004,14,340.2419,255.0228,236.3743,11.1437,0.5732
1/15/2004,15,246.1809,344.2806,130.6732,11.0103,0.7136
1/15/2004,16,129.0501,72.7039,116.4129,10.5240,0.5189
1/15/2004,17,22.5658,20.2083,26.4892,9.2475,0.6444
1/15/2004,18,-6.4032,-0.4873,0.0914,7.8105,1.9742
1/15/2004,19,-5.9646,-0.4243,-0.2794,6.8737,1.3497
1/15/2004,20,-5.9158,-0.4703,-0.3176,6.1147,0.7432
1/15/2004,21,-7.3829,-0.5085,-0.2160,5.3946,2.1155
1/15/2004,22,-7.0449,-0.3150,-0.2178,4.7549,2.0314
1/15/2004,23,-7.2980,-0.2857,-0.2285,4.4122,2.6572
1/16/2004,0,-6.4208,-0.3201,-0.1966,4.1896,1.6607
1/16/2004,1,-4.9921,-0.0940,-0.1938,4.0948,1.4829
1/16/2004,2,-4.9652,-0.3218,-0.2838,4.7126,0.7857
1/16/2004,3,-7.1794,-0.6299,-0.3821,3.9286,1.2473
1/16/2004,4,-7.0666,-0.2688,-0.2578,3.4080,2.1926
1/16/2004,5,-6.3016,-0.3437,-0.2124,4.2655,2.1384
1/16/2004,6,-6.7704,-0.2586,-0.2135,4.8240,2.5980
1/16/2004,7,-6.9005,-0.1471,-0.2186,4.8808,4.0154
1/16/2004,8,4.5641,-0.0775,10.3323,5.8610,3.4186
1/16/2004,9,54.1323,0.0583,59.0576,6.4051,2.8048
1/16/2004,10,119.6145,1.2644,121.4938,6.8055,1.0742
1/16/2004,11,230.6238,7.8436,231.2382,5.7685,3.0828
1/16/2004,12,231.2857,2.6700,231.5715,4.3724,1.7659
1/16/2004,13,145.6407,0.5241,145.4610,5.4215,0.2792
1/16/2004,14,152.2486,0.3288,153.7063,5.1577,1.2305
1/16/2004,15,150.0511,0.5749,150.7537,5.3408,0.3679
1/16/2004,16,59.7542,-0.3056,64.7290,5.0576,2.1743
1/16/2004,17,13.2238,-0.4113,17.8450,4.4988,0.5892
1/16/2004,18,-4.3890,-0.2799,0.0111,4.2245,0.7347
1/16/2004,19,-5.8452,-0.2566,-0.1248,3.8941,3.1292
1/16/2004,20,-4.9454,-0.1718,-0.1661,3.1435,2.0196
1/16/2004,21,-4.3655,-0.1833,-0.2419,2.7153,1.1477
1/16/2004,22,-4.5241,-0.0963,-0.1634,2.4849,1.6707
1/16/2004,23,-4.4036,-0.1713,-0.2149,2.1839,1.1800
1/17/2004,0,-4.2998,-0.2081,-0.2570,1.8799,0.7516
