DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #1 [W/m^2],Avg Diffuse SB PSP [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
3/5/2001,7,10.1319,63.7156,8.1136,0.9520,0.3855
3/5/2001,8,97.7394,116.4035,59.2787,1.7164,0.3594
3/5/2001,9,318.9723,444.5880,127.6275,4.9784,0.3815
3/5/2001,10,290.8293,90.8961,224.2380,7.4990,1.2697
3/5/2001,11,371.3170,97.5820,265.2878,7.4054,0.3436
3/5/2001,12,625.8412,448.3622,251.2317,12.1542,2.5947
3/5/2001,13,762.5195,856.6837,129.3033,15.1333,3.0629
3/5/2001,14,694.8598,812.5773,129.2495,15.7185,3.3610
3/5/2001,15,349.2190,163.2866,216.7892,15.4300,1.6966
3/5/2001,16,151.7568,0.3168,139.7958,14.9312,1.6940
3/5/2001,17,92.5390,1.3226,83.8336,13.8395,2.0051
3/5/2001,18,20.0942,-0.9499,18.5421,12.2705,2.5680
3/5/2001,19,-1.7333,0.1615,-1.7905,11.5057,4.1786
3/5/2001,20,-2.8597,0.3509,-2.6882,10.6538,3.2368
3/5/2001,21,-4.2257,0.2374,-3.9226,9.1745,0.9848
3/5/2001,22,-2.0566,1.2141,-1.9500,8.6140,2.2529
3/5/2001,23,-2.9863,0.5504,-2.8629,8.3058,1.2692
3/6/2001,0,-3.0721,0.0413,-2.8199,7.6595,0.5879
3/6/2001,1,-2.3908,0.0599,-2.3997,7.3058,1.5225
3/6/2001,2,-1.9392,0.3225,-2.0515,6.9847,2.4252
3/6/2001,3,-1.7691,0.4935,-1.8013,6.3178,2.2632
3/6/2001,4,-1.5728,0.5854,-1.5691,6.4730,1.7803
3/6/2001,5,-2.1238,0.0591,-2.2156,6.3814,1.2024
3/6/2001,6,-2.5929,-0.2366,-2.5540,6.1338,0.7253
3/6/2001,7,17.7496,26.1138,13.8854,6.1548,0.3606
3/6/2001,8,100.7302,87.7620,80.5469,7.6346,0.0997
3/6/2001,9,175.0497,4.0477,156.9018,8.7627,0.1019
3/6/2001,10,306.0722,25.7243,255.4008,9.9675,0.4569
3/6/2001,11,597.7720,459.9412,249.3747,10.4387,2.6008
3/6/2001,12,654.4905,465.9863,265.8370,10.5548,2.5603
3/6/2001,13,613.1282,311.8705,321.7230,10.9688,2.0053
3/6/2001,14,531.1230,197.1104,337.5317,11.3780,1.6406
3/6/2001,15,311.8468,25.6238,262.6607,11.1497,2.0399
3/6/2001,16,186.4713,5.6180,165.6248,10.9872,1.0986
3/6/2001,17,54.2773,0.4858,49.2607,10.7842,0.7262
3/6/2001,18,4.6041,0.3718,4.4513,9.7107,2.0896
3/6/2001,19,-2.1009,0.8253,-1.9727,8.6793,1.0755
3/6/2001,20,-1.7757,-0.2273,-1.6700,7.4578,2.6374
3/6/2001,21,-2.1404,0.9051,-1.9509,6.5852,2.3799
3/6/2001,22,-3.2007,1.1420,-2.8542,6.1126,1.8153
3/6/2001,23,-2.1469,0.9794,-1.9352,5.5365,2.4642
3/7/2001,0,-1.7721,0.3609,-1.6719,5.4978,2.3058
3/7/2001,1,-1.3962,0.7799,-1.3695,5.4903,2.1373
3/7/2001,2,-1.4280,0.7524,-1.3420,5.2976,1.8433
3/7/2001,3,-2.0393,0.5885,-1.9068,4.6252,1.2874
3/7/2001,4,-1.1293,0.8296,-0.9912,4.1786,1.9342
3/7/2001,5,-1.3730,1.2789,-1.2321,3.9296,0.2656
3/7/2001,6,-2.8317,-0.4691,-2.5735,2.9762,2.3603
3/7/2001,7,9.6826,6.9037,7.9874,1.9094,1.0493
3/7/2001,8,89.3156,14.8661,76.6200,2.0192,0.6659
3/7/2001,9,292.5110,246.8015,163.2523,3.8905,1.4174
3/7/2001,10,487.0138,561.2990,157.9610,5.5119,1.4593
3/7/2001,11,675.4262,842.0515,119.7070,6.6837,1.7044
3/7/2001,12,751.0080,908.3292,104.3442,8.0523,2.0594
3/7/2001,13,734.2952,832.3150,119.1142,9.4495,2.3455
3/7/2001,14,606.6958,590.6772,171.9828,10.7198,1.8886
3/7/2001,15,197.8383,16.1765,170.9587,10.4735,1.7303
3/7/2001,16,138.1723,0.5194,124.4553,10.0780,2.1997
3/7/2001,17,119.0866,24.3098,98.4983,9.9597,3.0986
3/7/2001,18,22.8271,0.0959,20.9149,9.1313,3.6285
3/7/2001,19,-1.2575,0.5352,-1.1416,8.7988,3.7363
3/7/2001,20,-1.4282,0.2551,-1.4650,8.5495,4.2535
3/7/2001,21,-2.9399,0.1537,-2.8566,7.1572,4.1128
3/7/2001,22,-3.1412,0.7919,-3.1417,6.1669,2.7308
3/7/2001,23,-3.1233,-0.0414,-2.9220,5.2463,5.0955
3/8/2001,0,-3.0982,-0.5103,-2.8107,4.0591,4.5308
3/8/2001,1,-3.1386,0.6856,-3.1320,3.6760,3.6547
3/8/2001,2,-3.2472,0.4877,-3.1471,3.2390,3.7760
3/8/2001,3,-3.3720,0.4341,-3.3032,2.6001,2.9712
3/8/2001,4,-3.7556,-0.0568,-3.6924,1.9881,1.9489
3/8/2001,5,-3.6053,-0.5537,-3.2543,0.6925,1.4177
3/8/2001,6,-3.4502,-0.2309,-3.2230,0.5257,0.6060
3/8/2001,7,16.6794,115.6231,8.5909,0.7994,0.5510
3/8/2001,8,157.9370,496.8260,52.2951,4.3033,0.2010
3/8/2001,9,356.8442,722.7510,67.9370,6.1351,0.8853
3/8/2001,10,556.7878,908.3195,70.4438,7.3675,1.1148
3/8/2001,11,697.6142,952.3090,77.9702,7.9383,1.7360
3/8/2001,12,781.5462,974.6587,83.9029,10.3623,2.0225
3/8/2001,13,787.1342,969.3277,85.5706,10.7677,2.1651
3/8/2001,14,718.2707,932.1550,86.6169,11.5725,1.7623
3/8/2001,15,592.9148,885.7278,81.5950,12.4160,1.5734
3/8/2001,16,419.3743,787.0457,71.5705,13.1510,1.6032
3/8/2001,17,201.4382,522.3317,53.9374,12.3187,1.5253
3/8/2001,18,36.6747,106.9915,19.8252,11.3220,1.4183
3/8/2001,19,-4.5034,-0.5124,-4.0319,9.4618,1.8983
3/8/2001,20,-4.3616,0.4447,-4.4460,8.4117,2.3486
3/8/2001,21,-3.8808,0.2214,-3.8221,6.7660,3.2992
3/8/2001,22,-2.9237,1.4964,-2.8864,6.1308,4.1338
3/8/2001,23,-3.0887,0.6703,-2.9014,5.9705,3.7842
3/9/2001,0,-3.4280,-0.5498,-2.9851,5.7288,2.8418
3/9/2001,1,-3.5913,-0.4914,-3.1591,5.4437,2.3758
3/9/2001,2,-3.2247,-0.3340,-2.9948,4.8139,2.5348
3/9/2001,3,-3.2561,-0.3380,-2.9623,4.5061,2.6249
3/9/2001,4,-3.0204,-0.5108,-2.7830,4.1124,2.9953
3/9/2001,5,-2.3057,-0.3532,-2.2874,4.7308,3.0849
3/9/2001,6,-2.8340,-0.7771,-2.6143,4.7889,2.9672
3/9/2001,7,32.4260,140.7650,20.9996,5.8792,2.5078
3/9/2001,8,204.9427,319.3334,127.5429,9.7910,0.9063
3/9/2001,9,280.0222,65.1555,208.5080,11.2113,2.2001
3/9/2001,10,477.2843,253.0214,263.0157,12.5495,3.7505
3/9/2001,11,554.7988,211.6720,335.8787,13.7527,2.5957
3/9/2001,12,731.5285,574.3030,256.6448,14.5748,2.2484
3/9/2001,13,706.3037,593.6790,214.6215,14.2605,1.7656
3/9/2001,14,489.6732,212.6096,276.6158,14.4507,2.0887
3/9/2001,15,346.3070,144.0088,215.9347,14.8485,1.7454
3/9/2001,16,247.9853,45.1810,195.8310,14.5865,0.9534
3/9/2001,17,130.5226,22.0493,106.4404,14.1607,0.6531
3/9/2001,18,26.9978,-0.4196,24.0020,13.2888,0.9100
3/9/2001,19,-3.4962,-0.2566,-3.3572,12.1233,0.8178
3/9/2001,20,-2.8668,0.5671,-2.8646,11.2685,0.9531
3/9/2001,21,-2.2557,0.3395,-2.2337,10.6450,2.2331
3/9/2001,22,-1.6958,-0.4710,-1.3263,7.8177,4.4619
3/9/2001,23,-2.5332,0.0263,-2.3296,7.4195,3.3454
3/10/2001,0,-3.3552,-0.1095,-3.2615,6.5416,2.5955
3/10/2001,1,-3.0275,0.2682,-3.0238,5.8595,2.6712
3/10/2001,2,-2.3024,0.5240,-2.2621,5.2497,1.8430
3/10/2001,3,-2.6265,0.1772,-2.6314,4.6707,2.3602
3/10/2001,4,-1.5018,0.5036,-1.4548,4.6590,2.4903
3/10/2001,5,-1.1258,0.6807,-1.1120,5.0320,2.2572
3/10/2001,6,-0.9891,0.7304,-0.9257,5.2538,2.4477
3/10/2001,7,0.9757,0.8321,0.8782,5.4947,0.9029
3/10/2001,8,10.2014,-1.1838,9.3364,2.0771,4.0988
3/10/2001,9,37.8792,1.5773,34.7207,0.1163,3.0811
3/10/2001,10,67.9903,1.1913,62.4472,-0.3433,1.8908
3/10/2001,11,142.2330,2.2304,131.6017,-0.5736,0.1520
3/10/2001,12,208.3083,4.6090,193.2060,-0.6792,3.5668
3/10/2001,13,226.9473,4.6992,211.8775,-0.6476,3.7883
3/10/2001,14,168.1622,3.1369,156.9063,-0.8527,3.8995
3/10/2001,15,157.6725,2.4164,147.0558,-1.4838,3.2752
3/10/2001,16,103.4993,2.0989,97.0520,-1.6358,2.7789
3/10/2001,17,58.2142,1.6222,54.5847,-2.2855,2.7854
3/10/2001,18,21.8962,1.7507,20.7898,-2.7929,1.7917
3/10/2001,19,-0.2466,1.8212,-0.1334,-3.2715,1.1440
3/10/2001,20,-0.4223,1.9602,-0.2923,-3.6993,0.4836
3/10/2001,21,-0.4793,2.0555,-0.2663,-3.8067,0.4012
3/10/2001,22,-0.3978,2.8510,-0.2473,-3.7360,0.1036
3/10/2001,23,-0.5025,2.3105,-0.3453,-3.7804,0.1308
3/11/2001,0,-0.2936,1.9102,-0.1784,-3.7773,0.1643
3/11/2001,1,-0.4431,2.1521,-0.3489,-3.7681,0.3292
3/11/2001,2,-0.4777,1.9531,-0.3350,-3.8036,0.4958
3/11/2001,3,-0.5487,2.0213,-0.5134,-4.1339,0.2308
3/11/2001,4,-0.5487,1.9414,-0.4458,-4.2207,0.3934
3/11/2001,5,-0.4582,1.7181,-0.3072,-4.2400,0.5430
3/11/2001,6,-0.3079,1.4995,-0.1624,-4.4446,0.5312
3/11/2001,7,12.9514,1.5762,12.8197,-4.7201,0.5589
3/11/2001,8,53.3448,2.1762,51.7209,-4.4186,0.1918
3/11/2001,9,136.8298,4.2365,135.9767,-3.8611,0.5178
3/11/2001,10,227.4640,5.2780,233.1742,-3.4192,1.7619
3/11/2001,11,287.3422,3.7667,295.7937,-3.6916,3.1732
3/11/2001,12,257.8575,2.8567,263.9630,-4.0587,3.3588
3/11/2001,13,259.9710,2.0156,264.3313,-4.0133,3.2247
3/11/2001,14,306.6728,1.5780,300.2188,-3.8865,3.5206
3/11/2001,15,300.7557,1.1821,288.5603,-3.9497,3.8005
3/11/2001,16,162.0467,-0.0150,154.6095,-4.5995,3.7552
3/11/2001,17,95.9097,0.7104,91.5040,-4.6643,2.5990
3/11/2001,18,18.7254,1.2153,18.2764,-4.7821,1.7025
3/11/2001,19,-1.3072,1.3138,-0.9394,-5.2371,0.8517
3/11/2001,20,-2.1106,2.1952,-1.6088,-5.6007,0.3994
3/11/2001,21,-2.7834,2.4787,-2.1304,-5.8549,1.8406
3/11/2001,22,-1.8196,3.1056,-1.8576,-5.5261,0.9646
3/11/2001,23,-1.8943,2.2607,-2.1126,-4.7100,0.9339
3/12/2001,0,-3.5856,0.6969,-2.9499,-4.7272,1.4235
3/12/2001,1,-4.4325,0.8726,-3.4615,-4.6134,0.6417
3/12/2001,2,-2.9298,0.3903,-2.4083,-4.8803,1.4946
3/12/2001,3,-3.1227,0.4035,-2.5023,-4.6972,1.5087
3/12/2001,4,-3.6794,0.2632,-2.7394,-4.7932,1.3436
3/12/2001,5,-3.3979,0.4737,-2.6666,-4.3196,1.5125
3/12/2001,6,-3.1410,-0.2379,-2.5845,-3.8052,2.0618
3/12/2001,7,14.8465,28.2876,11.0672,-3.6005,3.9493
3/12/2001,8,251.3742,702.1413,57.7526,-2.0724,6.4796
3/12/2001,9,448.5413,759.8612,86.2654,1.4286,3.9515
3/12/2001,10,648.2107,961.1135,97.0089,2.1002,7.4584
3/12/2001,11,763.1942,1025.4817,77.9546,3.6602,5.4307
3/12/2001,12,739.9907,630.8342,244.3142,5.1717,8.2672
3/12/2001,13,756.1702,715.5351,188.7024,5.9374,9.5176
3/12/2001,14,791.8705,1025.0078,77.2508,6.6533,10.2855
3/12/2001,15,644.5188,884.6112,103.6745,6.7700,10.2938
3/12/2001,16,480.6058,907.4177,62.0266,7.1724,7.1364
3/12/2001,17,212.3990,539.7482,48.1874,6.3948,5.7571
3/12/2001,18,34.4836,130.1650,18.2161,5.3012,5.1622
3/12/2001,19,-2.7619,0.6386,-2.6694,4.6422,3.7334
3/12/2001,20,-3.3025,1.3770,-3.0182,4.5947,3.0602
3/12/2001,21,-2.8343,1.4974,-2.5658,4.5951,4.3481
3/12/2001,22,-2.4595,1.1388,-2.2804,4.5831,5.0953
3/12/2001,23,-1.4704,1.0706,-1.2156,5.0222,6.4425
3/13/2001,0,-1.5393,0.3474,-1.2887,5.5720,5.6619
3/13/2001,1,-1.8967,0.0450,-1.6703,5.6217,4.2124
3/13/2001,2,-3.0182,0.0041,-2.9100,4.9419,2.2678
3/13/2001,3,-2.4395,0.0672,-2.2379,5.9024,4.1679
3/13/2001,4,-3.7300,-1.1853,-3.3454,5.9307,3.5279
3/13/2001,5,-3.5449,-1.0289,-3.4518,3.9542,3.3784
3/13/2001,6,-4.7048,-0.6110,-4.2269,2.8792,0.8585
3/13/2001,7,32.8018,213.1037,15.1781,4.1444,1.1554
3/13/2001,8,219.4725,668.8040,62.2867,7.1021,0.3000
3/13/2001,9,393.3382,576.0220,136.9330,7.9659,1.1865
3/13/2001,10,518.0458,496.1530,192.0030,8.1653,2.7644
3/13/2001,11,729.2088,949.6052,78.3005,9.2933,2.5615
3/13/2001,12,816.9568,991.5635,78.9691,9.9498,1.6283
3/13/2001,13,827.0737,1022.8150,63.8762,11.4648,1.0974
3/13/2001,14,708.2687,885.9980,79.6585,12.6623,1.5558
3/13/2001,15,638.7233,914.7925,88.2317,12.0397,3.6053
3/13/2001,16,429.0438,644.7756,111.9542,11.9205,5.1319
3/13/2001,17,118.8454,17.8684,96.6304,10.5590,4.2887
3/13/2001,18,58.6169,155.5138,34.6133,10.1260,4.6330
3/13/2001,19,-2.5889,0.4780,-2.0811,8.8710,4.4584
3/13/2001,20,-4.3608,0.4640,-3.7895,8.0460,3.1714
3/13/2001,21,-2.9799,1.2001,-2.6447,7.5083,6.8958
3/13/2001,22,-3.2579,0.8720,-2.8563,7.3512,6.6761
3/13/2001,23,-3.1171,0.4625,-2.6896,6.9654,6.0367
3/14/2001,0,-3.6282,-0.7750,-3.3263,6.5785,3.2406
3/14/2001,1,-3.1677,-0.0165,-3.0036,7.0616,2.9139
3/14/2001,2,-5.5406,-0.5169,-5.1669,6.2766,1.4538
3/14/2001,3,-3.3077,-0.5001,-3.1281,5.6449,5.4035
3/14/2001,4,-4.0023,-0.4477,-3.8625,5.2726,2.8793
3/14/2001,5,-3.4260,-0.1671,-3.1526,6.0029,4.6168
3/14/2001,6,-4.3670,-1.2604,-3.9355,5.3279,4.0528
3/14/2001,7,28.5855,186.8549,9.8275,5.1520,1.5249
3/14/2001,8,208.2028,723.9770,37.5026,7.4944,2.2142
3/14/2001,9,430.2173,899.4462,51.7840,8.0828,2.9840
3/14/2001,10,653.0603,973.2260,97.5901,9.7277,3.5211
3/14/2001,11,774.0235,1033.4467,70.8430,9.6912,6.6064
3/14/2001,12,557.4625,368.1387,248.3585,9.0014,8.1856
3/14/2001,13,311.2215,14.0124,264.1343,2.5384,10.4532
3/14/2001,14,297.3707,15.7676,255.1307,2.7475,6.7238
3/14/2001,15,217.4185,7.1199,190.1645,2.4022,7.3750
3/14/2001,16,322.2898,202.7876,205.4228,2.7415,5.9509
3/14/2001,17,166.9808,71.6006,123.5977,2.1398,7.0941
3/14/2001,18,57.6734,157.2795,36.1366,1.0427,10.0296
3/14/2001,19,-0.2867,0.4746,-0.1992,0.3789,11.1943
3/14/2001,20,-1.7516,0.9840,-1.6295,0.4169,6.3089
3/14/2001,21,-1.8010,0.5479,-1.8317,0.3133,5.3281
3/14/2001,22,-2.3320,1.0221,-2.2852,-0.2138,4.0998
3/14/2001,23,-1.4223,0.9461,-1.3186,0.2830,4.5722
3/15/2001,0,-1.4900,0.4749,-1.4166,0.4614,4.5439
3/15/2001,1,-1.4642,0.9254,-1.2967,0.5019,5.2744
3/15/2001,2,-1.4162,0.8766,-1.2543,0.7396,5.6313
3/15/2001,3,-1.9883,0.1638,-1.8467,0.3434,3.5454
3/15/2001,4,-1.9810,-0.0470,-1.9178,-1.5799,2.4706
3/15/2001,5,-2.3928,0.5095,-2.2860,-2.1120,2.1533
3/15/2001,6,-4.0167,-0.2152,-3.8635,-2.8037,1.4594
3/15/2001,7,27.3103,118.9061,11.9449,-3.0933,1.9846
3/15/2001,8,210.9171,693.1827,39.0500,-3.2298,2.8666
3/15/2001,9,434.2333,908.7650,49.1959,-1.9130,1.5897
3/15/2001,10,621.2270,993.0997,57.0406,-1.2120,1.7960
3/15/2001,11,766.4032,1032.1000,63.0132,0.5984,2.4105
3/15/2001,12,846.0970,1017.8078,83.7589,1.7394,3.0198
3/15/2001,13,770.4400,687.2650,219.9435,3.0089,2.9350
3/15/2001,14,669.6367,573.7475,227.1550,3.4835,2.3671
3/15/2001,15,563.9427,485.6161,224.5178,2.8826,4.3934
3/15/2001,16,206.6490,47.4982,152.3538,1.3188,4.2921
3/15/2001,17,182.4060,152.7314,112.1364,0.5560,3.5522
3/15/2001,18,20.9475,0.4026,19.4103,-0.8402,2.9942
3/15/2001,19,-1.9601,1.1451,-1.9026,-1.5068,0.5357
3/15/2001,20,-3.9494,0.7426,-3.9148,-2.1930,0.5887
3/15/2001,21,-3.5171,0.9526,-3.6319,-2.7130,0.4091
3/15/2001,22,-3.1536,0.9606,-3.1942,-3.2006,0.6915
3/15/2001,23,-3.8942,0.9184,-3.9207,-3.8745,0.1691
3/16/2001,0,-3.1674,0.6055,-3.1331,-3.8356,0.1526
3/16/2001,1,-2.9052,1.3719,-2.9513,-4.1172,0.6451
3/16/2001,2,-2.9798,1.0311,-2.9170,-4.3572,1.2770
3/16/2001,3,-3.2552,1.2842,-3.3376,-4.7702,0.1050
3/16/2001,4,-2.2409,1.0946,-2.4116,-5.0137,0.1958
3/16/2001,5,-2.4553,1.2955,-2.5306,-4.8197,0.2683
3/16/2001,6,-3.0903,1.1002,-3.0377,-5.0296,0.1430
3/16/2001,7,18.0770,11.3079,15.0402,-4.9649,0.1451
3/16/2001,8,77.7135,3.1090,72.4309,-4.4395,0.1229
3/16/2001,9,208.2843,33.9437,167.7197,-2.8838,0.1769
3/16/2001,10,490.8360,352.5873,212.4195,-1.1585,1.0938
3/16/2001,11,686.1780,567.0270,238.5213,0.4061,1.5921
3/16/2001,12,747.6310,626.0626,223.0012,1.8037,2.4577
3/16/2001,13,772.7890,590.6225,265.2943,2.9934,2.6228
3/16/2001,14,604.8038,323.8931,299.2382,3.7397,2.5533
3/16/2001,15,509.5253,268.1780,274.9257,4.0051,2.7360
3/16/2001,16,264.2643,98.5697,178.7321,3.9980,3.1147
3/16/2001,17,116.4705,0.3817,103.4698,3.4285,3.7056
3/16/2001,18,32.7677,-0.0509,29.6350,2.9060,3.2448
3/16/2001,19,-1.1027,0.6881,-1.0305,2.4793,1.9590
3/16/2001,20,-1.4293,1.2558,-1.3360,2.3115,1.0201
3/16/2001,21,-1.9908,0.8544,-1.8960,2.2896,1.6413
3/16/2001,22,-1.4849,1.3507,-1.4192,1.8139,0.9072
3/16/2001,23,-1.5652,0.4682,-1.3416,1.4851,2.6269
3/17/2001,0,-1.3774,0.1353,-1.1270,0.7380,2.7174
3/17/2001,1,-1.7670,-0.3410,-1.1454,-1.3691,2.3080
3/17/2001,2,-0.7052,1.0182,-0.3658,-2.5303,1.4223
3/17/2001,3,-0.6121,1.5695,-0.3941,-3.0198,0.7151
3/17/2001,4,-0.7317,2.3357,-0.4561,-3.1996,0.1537
3/17/2001,5,-0.6137,1.5328,-0.4653,-3.3710,0.3456
3/17/2001,6,-0.5760,2.1005,-0.4377,-3.4977,0.1232
3/17/2001,7,7.1197,2.2444,8.5130,-3.5195,0.2054
3/17/2001,8,20.8030,2.1540,23.4555,-3.4002,0.8390
3/17/2001,9,49.6353,2.5263,56.0363,-3.6225,2.3888
3/17/2001,10,152.4129,4.0361,180.8767,-3.2253,2.9703
3/17/2001,11,220.5476,9.7957,268.5634,-2.1706,2.5975
3/17/2001,12,157.8965,5.2539,201.2492,-1.9184,2.8566
3/17/2001,13,342.8980,21.0891,413.3753,-0.3952,2.0656
3/17/2001,14,249.5203,14.4166,301.7958,0.4773,1.2831
3/17/2001,15,232.5668,67.0429,231.9107,0.8726,1.0778
3/17/2001,16,167.6991,29.3451,174.2665,0.7628,1.0419
3/17/2001,17,89.6678,1.2843,103.2769,0.7308,0.9675
3/17/2001,18,18.9937,-0.0657,24.3924,0.4172,1.9765
3/17/2001,19,-2.0157,0.9135,0.1749,-0.0375,0.7057
3/17/2001,20,-2.4143,1.3353,-0.9252,-0.1100,0.7574
3/17/2001,21,-2.2235,1.5103,-1.1712,-0.3763,0.3068
3/17/2001,22,-1.9222,1.5764,-0.9171,-0.6769,0.1870
3/17/2001,23,-2.1283,0.4144,-1.6712,-1.1608,0.4810
3/18/2001,0,-2.3452,0.5732,-2.0036,-1.7464,1.1463
3/18/2001,1,-4.7676,0.8594,-4.0412,-2.3510,0.2367
3/18/2001,2,-4.2956,0.2056,-4.0600,-3.3771,0.3635
3/18/2001,3,-4.5218,0.5954,-4.0466,-3.5552,0.3266
3/18/2001,4,-4.2110,1.4736,-3.3688,-2.9849,0.4712
3/18/2001,5,-4.0831,1.6097,-3.0727,-3.0977,0.7455
3/18/2001,6,-3.3968,1.5057,-2.8084,-3.5179,0.4897
3/18/2001,7,37.9389,109.8026,24.0696,-3.7816,0.7010
3/18/2001,8,136.6885,465.5367,79.2496,-2.6892,0.7783
3/18/2001,9,283.8530,883.6698,75.9330,2.7005,0.4199
3/18/2001,10,660.1475,909.2712,115.1209,4.0091,0.6844
3/18/2001,11,481.8698,144.8677,331.4432,4.9804,0.9227
3/18/2001,12,610.0372,314.7539,305.1388,5.9871,1.3250
3/18/2001,13,422.8567,91.9602,298.9547,6.2413,2.1748
3/18/2001,14,339.0217,51.3221,263.6998,4.9400,3.5820
3/18/2001,15,290.2965,78.4627,210.8098,5.1869,3.2723
3/18/2001,16,105.3381,-1.7474,96.4418,3.0753,5.0569
3/18/2001,17,109.5778,1.2176,96.7153,1.0356,3.2280
3/18/2001,18,47.5843,1.1706,42.4779,1.5474,1.6100
3/18/2001,19,-1.5579,1.1824,-1.2751,1.3177,0.9919
3/18/2001,20,-1.7969,1.6567,-1.6121,0.8966,0.6744
3/18/2001,21,-2.6891,1.6565,-2.2812,1.1581,2.4331
3/18/2001,22,-4.6192,1.1661,-4.1002,0.8499,0.7410
3/18/2001,23,-2.8491,0.6991,-2.7021,-0.3929,2.4782
3/19/2001,0,-2.6359,-0.3170,-2.5067,-0.4105,2.5181
3/19/2001,1,-2.8309,-0.1168,-2.6587,-0.4375,3.2810
3/19/2001,2,-2.3930,0.4990,-2.3016,-0.3111,3.3566
3/19/2001,3,-2.7735,-0.0984,-2.5768,0.8224,3.5560
3/19/2001,4,-2.5737,-0.6734,-2.3248,1.8481,4.9045
3/19/2001,5,-3.0836,-1.0511,-2.6639,1.9820,4.4983
3/19/2001,6,-2.7574,-1.1050,-2.3264,2.0810,4.6383
3/19/2001,7,54.1911,390.6614,18.0980,2.9166,4.2557
3/19/2001,8,240.9545,732.4272,40.4131,5.5215,4.6271
3/19/2001,9,462.6337,926.0122,47.3060,8.0542,4.2271
3/19/2001,10,648.6083,999.4637,54.9062,9.4337,4.6781
3/19/2001,11,782.1172,1035.6750,54.7727,11.3547,1.9190
3/19/2001,12,789.9407,831.6442,132.2113,12.9557,3.1187
3/19/2001,13,863.1915,956.3993,105.0027,14.1283,4.8007
3/19/2001,14,804.9648,994.3295,76.4367,14.9597,6.0279
3/19/2001,15,682.0552,959.7188,75.1466,15.4327,6.8719
3/19/2001,16,515.7712,896.9762,74.1959,14.5982,7.4817
3/19/2001,17,277.6132,714.1248,48.9465,14.3283,4.7296
3/19/2001,18,43.4843,150.7751,23.5143,12.3665,4.0425
3/19/2001,19,-2.5273,0.0153,-2.2197,10.8333,3.7106
3/19/2001,20,-3.1073,0.9209,-2.6578,10.3095,5.3014
3/19/2001,21,-3.4033,0.9294,-3.1251,10.0198,4.0713
3/19/2001,22,-4.6164,0.7289,-4.1101,9.5272,2.5136
3/19/2001,23,-3.6693,1.4173,-3.3471,9.1968,2.3166
3/20/2001,0,-3.1333,-0.4792,-2.9902,10.7425,4.0535
3/20/2001,1,-3.7518,0.2325,-3.5566,11.0780,3.9225
3/20/2001,2,-3.6324,-0.4586,-3.2308,11.3702,4.6924
3/20/2001,3,-4.4204,-0.9029,-4.0182,10.8290,3.0676
3/20/2001,4,-5.3610,-1.3987,-4.7241,10.0883,0.9589
3/20/2001,5,-5.4967,-1.1969,-5.1192,9.3560,0.4728
3/20/2001,6,-3.3214,0.5169,-3.4809,9.9928,0.7499
3/20/2001,7,77.7199,383.1316,37.2453,9.6005,0.6140
3/20/2001,8,65.8908,76.2847,49.0941,10.4575,0.8641
3/20/2001,9,66.3825,0.6947,61.0928,9.1552,1.2607
3/20/2001,10,182.1814,2.5846,169.1512,10.8493,0.4896
3/20/2001,11,207.9720,1.3191,193.8647,13.2500,0.4030
3/20/2001,12,155.3182,0.8431,142.1422,13.4375,0.5793
3/20/2001,13,440.4677,191.3296,249.9400,14.6165,0.7423
3/20/2001,14,388.6355,93.7781,275.1320,17.2445,1.1006
3/20/2001,15,260.7598,13.8871,218.7508,17.3857,1.8129
3/20/2001,16,246.7400,28.6531,201.3108,17.8168,0.9926
3/20/2001,17,114.7308,0.7711,102.4002,17.0605,0.7719
3/20/2001,18,42.7118,3.3921,37.1517,16.1473,0.1799
3/20/2001,19,-2.8455,-0.6056,-2.5432,14.9833,0.9626
3/20/2001,20,-3.3138,0.1088,-2.7956,13.4260,1.1848
3/20/2001,21,-3.2215,0.3204,-2.8046,12.5232,1.1155
3/20/2001,22,-2.8570,-0.0659,-2.6895,11.4662,2.0627
3/20/2001,23,-2.6565,0.0256,-2.3160,9.7563,2.0529
3/21/2001,0,-2.5838,0.1904,-2.2834,9.3340,0.6546
3/21/2001,1,-2.3447,-0.0628,-2.1580,8.7087,2.4876
3/21/2001,2,-2.3559,0.1087,-2.1954,8.0432,3.4141
3/21/2001,3,-3.6067,-0.3847,-3.3973,7.0544,2.1911
3/21/2001,4,-2.7509,-0.3022,-2.4286,5.8037,3.0140
3/21/2001,5,-2.8669,-0.6077,-2.7207,6.0096,2.9154
3/21/2001,6,-2.4607,-0.6931,-2.1549,5.5238,3.3018
3/21/2001,7,20.2242,0.3059,16.3904,5.9753,1.8510
3/21/2001,8,106.0446,27.2174,84.3929,6.4161,0.9162
3/21/2001,9,314.9810,486.2559,83.6614,9.7053,0.5560
3/21/2001,10,399.0435,285.7694,182.9092,11.1368,0.4988
3/21/2001,11,349.9595,50.4429,268.3945,14.3117,1.2514
3/21/2001,12,520.8300,300.6428,218.9608,15.1953,1.7490
3/21/2001,13,633.9212,440.1812,230.6340,15.7705,1.8369
3/21/2001,14,520.1027,296.2110,246.5173,17.0147,2.4151
