DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #1 [W/m^2],Avg Diffuse SB PSP [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
11/1/2000,1,-1.1453,0.1002,-0.7070,5.2130,6.4897
11/1/2000,2,-1.0113,0.1847,-0.9320,5.5659,6.4831
11/1/2000,3,-1.3085,-0.0346,-1.1684,5.6491,5.8169
11/1/2000,4,-1.1182,0.1167,-1.0533,5.9414,6.6686
11/1/2000,5,-1.6636,-0.1470,-1.7288,5.9419,2.8524
11/1/2000,6,-1.6719,-0.3257,-1.7910,5.7687,3.3766
11/1/2000,7,5.2594,-0.0540,5.1727,5.6956,2.5437
11/1/2000,8,96.7543,33.7932,84.3690,5.4558,0.5563
11/1/2000,9,321.6677,590.7044,122.7232,8.2768,1.3728
11/1/2000,10,413.3932,705.2053,87.4943,8.7188,7.8681
11/1/2000,11,504.9228,675.8028,122.8189,8.9798,9.5324
11/1/2000,12,293.2097,89.6380,208.7628,9.0482,7.5030
11/1/2000,13,664.1160,913.4552,159.5260,11.1985,5.8824
11/1/2000,14,539.0982,988.3692,72.1402,11.2332,6.9882
11/1/2000,15,385.7998,955.8250,41.6787,10.3415,8.9879
11/1/2000,16,209.9598,831.1942,33.4435,9.0965,8.6926
11/1/2000,17,51.0714,298.5852,22.7990,7.3325,3.8646
11/1/2000,18,-3.2004,0.2644,-3.1742,6.0670,5.0619
11/1/2000,19,-3.6080,0.0460,-3.7234,5.2552,2.8326
11/1/2000,20,-4.8953,-0.2917,-4.7904,4.3093,1.1989
11/1/2000,21,-4.0811,-0.2816,-4.1825,3.3763,1.3558
11/1/2000,22,-3.4155,-0.0604,-3.6400,2.0862,0.9721
11/1/2000,23,-2.8113,0.5345,-3.0088,1.7859,0.5679
11/2/2000,0,-1.7520,0.1555,-1.9912,1.5030,0.2151
11/2/2000,1,-1.5713,0.5576,-1.6146,2.1655,0.5950
11/2/2000,2,-3.5539,-0.5376,-3.5415,1.6597,0.8595
11/2/2000,3,-4.0017,-1.0218,-4.2316,1.0541,0.5728
11/2/2000,4,-4.1424,-1.4313,-4.5669,0.9128,0.4837
11/2/2000,5,-2.7312,-1.0647,-2.9298,0.2598,0.9946
11/2/2000,6,-1.9733,-0.4754,-2.2868,0.4906,1.3943
11/2/2000,7,5.9828,6.7405,4.9447,0.8829,1.7976
11/2/2000,8,62.4190,16.1203,53.8571,0.9453,1.4509
11/2/2000,9,198.2912,386.3023,62.3148,1.5563,1.4833
11/2/2000,10,464.3203,670.5555,77.5458,3.2644,1.8065
11/2/2000,11,619.7638,890.5742,150.4548,4.6135,2.6210
11/2/2000,12,511.9188,504.8865,190.7393,4.9291,1.7337
11/2/2000,13,358.7032,326.4266,143.4722,5.1276,1.5492
11/2/2000,14,240.3853,93.0821,172.7027,4.8918,1.8840
11/2/2000,15,164.2313,16.6872,146.3038,4.6662,1.9134
11/2/2000,16,87.4083,1.9358,82.6443,4.7933,1.0125
11/2/2000,17,15.8609,0.2891,14.7428,4.2129,1.6118
11/2/2000,18,-1.0370,0.3401,-0.9739,3.5040,2.5029
11/2/2000,19,-0.9766,0.5264,-0.8918,3.2226,1.8284
11/2/2000,20,-1.2195,0.5423,-1.1153,2.9472,0.9425
11/2/2000,21,-1.0543,0.1279,-0.9179,2.3207,2.8504
11/2/2000,22,-1.2564,-0.8188,-0.8703,0.5415,4.4203
11/2/2000,23,-0.3963,-0.0121,-0.2113,-1.2647,4.3305
11/3/2000,0,-0.3461,0.5539,-0.2545,-1.2363,2.8630
11/3/2000,1,-0.3817,0.4426,-0.2930,-1.3917,2.7765
11/3/2000,2,-0.4258,0.3514,-0.3022,-1.6889,2.4613
11/3/2000,3,-0.4900,0.3178,-0.3550,-1.9622,2.4935
11/3/2000,4,-0.8322,0.5891,-0.7173,-2.0872,0.9225
11/3/2000,5,-1.0558,0.7469,-1.0412,-2.1824,0.2113
11/3/2000,6,-0.4139,1.0098,-0.3429,-1.9819,0.6162
11/3/2000,7,2.0634,0.8347,2.1758,-1.9003,0.9456
11/3/2000,8,44.0338,1.2749,42.6214,-1.6269,1.4430
11/3/2000,9,161.5803,8.1195,145.8259,-1.1794,1.9949
11/3/2000,10,316.9440,150.3948,217.0842,-0.2579,0.8204
11/3/2000,11,203.5843,4.8737,192.6790,0.6666,0.5865
11/3/2000,12,372.1430,89.5944,291.4677,1.7565,0.7616
11/3/2000,13,490.2567,383.6551,240.4058,3.0697,1.1621
11/3/2000,14,402.7253,580.8214,114.6815,4.1922,0.8836
11/3/2000,15,325.0523,597.4915,94.5992,5.0076,1.1477
11/3/2000,16,143.7168,275.8444,83.5558,4.6290,0.9658
11/3/2000,17,22.9748,87.8589,13.8742,3.6927,0.5488
11/3/2000,18,-4.8692,-0.4847,-4.7682,1.7677,0.2157
11/3/2000,19,-4.0527,0.3072,-4.3306,1.3705,0.2841
11/3/2000,20,-3.6159,0.6126,-3.7988,0.6098,0.6837
11/3/2000,21,-3.6678,0.8307,-3.9069,0.3438,0.6797
11/3/2000,22,-3.9817,0.8306,-4.0320,0.1365,0.5523
11/3/2000,23,-3.6930,0.5234,-3.8460,-0.1157,0.8786
11/4/2000,0,-4.3302,-1.1305,-4.3870,0.1856,0.6651
11/4/2000,1,-4.0661,-0.5141,-4.2560,-0.0948,0.4395
11/4/2000,2,-3.5609,-0.5652,-3.6309,0.5092,1.3063
11/4/2000,3,-3.8737,-1.1101,-4.2256,1.5719,1.1246
11/4/2000,4,-4.2278,-1.2129,-4.4891,1.3675,1.4418
11/4/2000,5,-3.7440,-0.5844,-4.0738,2.0120,0.7216
11/4/2000,6,-3.4948,-1.1990,-3.8362,3.3829,1.6539
11/4/2000,7,5.4733,88.2063,1.1574,3.7884,2.2769
11/4/2000,8,86.4812,434.4362,29.3733,5.4606,1.0105
11/4/2000,9,244.8675,546.3863,58.5566,4.4581,0.8391
11/4/2000,10,452.7785,985.0813,38.1037,7.3794,0.9081
11/4/2000,11,551.3935,1031.8117,34.8671,10.1067,1.2677
11/4/2000,12,589.8753,1025.1883,38.7541,10.6633,2.4893
11/4/2000,13,563.1247,1002.0398,39.4395,11.8075,1.9592
11/4/2000,14,482.8867,962.8417,39.4656,12.3642,2.7903
11/4/2000,15,349.4232,881.3990,38.4893,12.4693,2.8836
11/4/2000,16,181.8113,722.0320,30.6668,11.5528,2.7200
11/4/2000,17,30.3806,217.3271,11.2029,9.2223,2.1836
11/4/2000,18,-4.4466,-0.5083,-4.3965,7.5346,1.3817
11/4/2000,19,-4.6752,0.3367,-4.6774,5.7127,0.7825
11/4/2000,20,-4.0645,0.7382,-4.2772,5.9901,0.7966
11/4/2000,21,-4.2174,0.3272,-4.5748,5.5657,0.6259
11/4/2000,22,-3.2354,0.7800,-3.6675,5.2814,1.7882
11/4/2000,23,-2.4267,1.5586,-2.9735,6.3813,2.9075
11/5/2000,0,-1.9856,-0.2002,-2.3290,7.4464,2.0961
11/5/2000,1,-2.7080,0.0954,-2.9353,9.0052,2.1784
11/5/2000,2,-3.3629,-1.0107,-3.4698,8.3880,0.5728
11/5/2000,3,-2.0132,-0.1795,-2.1972,8.4000,2.0159
11/5/2000,4,-3.2734,-0.4633,-3.5151,8.6430,2.1377
11/5/2000,5,-3.3941,-1.1135,-3.3726,7.3657,1.0154
11/5/2000,6,-1.7973,-0.0956,-1.7673,6.9080,0.7507
11/5/2000,7,1.8865,-0.2961,1.7576,6.9705,0.7958
11/5/2000,8,17.7440,0.0219,16.9969,6.1113,1.4532
11/5/2000,9,17.7096,-0.7684,17.3711,4.8655,1.5542
11/5/2000,10,26.5510,0.1917,25.7826,2.3438,2.1468
11/5/2000,11,44.5490,0.6296,43.3760,2.1377,1.1042
11/5/2000,12,50.0867,0.0308,48.6415,1.0891,3.6557
11/5/2000,13,85.5252,0.5906,80.6282,-0.5399,1.4609
11/5/2000,14,82.6889,3.1819,76.9967,-0.4157,1.0724
11/5/2000,15,63.7463,1.7809,59.1831,-0.4674,1.8672
11/5/2000,16,66.8502,2.1911,59.7995,-0.2866,0.5303
11/5/2000,17,51.6410,96.4616,31.4856,-0.3162,0.2556
11/5/2000,18,-1.6694,0.6345,-1.5597,-0.6113,0.9141
11/5/2000,19,-4.0617,0.3124,-3.5483,-1.1860,0.5903
11/5/2000,20,-5.2894,0.6118,-4.8835,-1.9240,0.2618
11/5/2000,21,-3.9221,1.0825,-3.9143,-2.9445,0.9994
11/5/2000,22,-1.6742,0.6789,-2.0132,-2.8286,0.9103
11/5/2000,23,-1.2887,0.3392,-1.0546,-3.1257,0.5844
11/6/2000,0,-0.2534,1.4268,-0.2590,-3.0482,0.2518
11/6/2000,1,-3.2632,0.7166,-3.0763,-3.2067,0.1741
11/6/2000,2,-0.5493,1.1561,-0.4826,-3.2812,0.2273
11/6/2000,3,-1.4971,0.8783,-1.3769,-3.0412,0.2407
11/6/2000,4,-1.1306,0.7316,-1.2724,-3.3076,0.6475
11/6/2000,5,-0.5311,0.4006,-0.6422,-3.5285,0.9367
11/6/2000,6,-0.4554,0.0290,-0.2999,-4.1295,1.0171
11/6/2000,7,0.9898,1.8983,0.9596,-4.4059,0.6680
11/6/2000,8,85.7595,109.0892,54.9886,-4.1265,0.5699
11/6/2000,9,391.7955,664.4507,79.5308,-3.7997,1.5373
11/6/2000,10,402.7128,397.7617,148.9801,-3.2774,1.6968
11/6/2000,11,275.3645,36.0359,232.2287,-3.3151,0.8685
11/6/2000,12,225.6132,5.6530,211.6602,-2.8527,1.0764
11/6/2000,13,237.6957,10.3761,219.4942,-2.9328,1.4836
11/6/2000,14,185.1892,5.1109,172.7420,-3.0486,2.0418
11/6/2000,15,142.2777,2.5227,135.6125,-3.3874,2.1308
11/6/2000,16,115.8664,1.2211,109.1038,-3.3475,1.7734
11/6/2000,17,20.9091,0.2534,19.7787,-3.4935,1.9412
11/6/2000,18,-0.7209,0.6872,-0.6844,-4.2575,0.9292
11/6/2000,19,-0.6574,0.6651,-0.5275,-4.5853,1.1019
11/6/2000,20,-0.9024,0.5873,-0.7080,-4.9202,1.8378
11/6/2000,21,-1.9754,0.4235,-1.9029,-5.1207,2.0934
11/6/2000,22,-3.5412,0.2003,-3.5904,-5.6773,0.8386
11/6/2000,23,-3.3729,-0.0964,-3.5955,-6.0368,0.8725
11/7/2000,0,-3.4639,0.2524,-3.4587,-6.4610,1.4283
11/7/2000,1,-3.9736,0.2085,-4.1258,-6.7904,1.1674
11/7/2000,2,-3.2148,-0.1834,-3.2277,-6.7776,1.3451
11/7/2000,3,-3.4656,-0.2643,-3.4166,-6.8157,1.1725
11/7/2000,4,-4.0003,-0.9598,-3.8487,-7.1874,0.8547
11/7/2000,5,-3.6534,-1.0206,-3.7629,-7.8558,1.1506
11/7/2000,6,-2.7864,-0.8160,-2.7608,-8.0462,1.1451
11/7/2000,7,4.9134,15.0694,3.6116,-6.5927,0.9142
11/7/2000,8,92.8827,241.2197,48.3170,-5.3189,0.8405
11/7/2000,9,276.5087,648.4070,73.1513,-2.5517,0.4223
11/7/2000,10,435.4268,946.4897,48.5368,-1.9511,0.6246
11/7/2000,11,535.3497,982.1277,54.4219,-0.6433,1.2340
11/7/2000,12,602.1752,944.3842,100.0250,0.0360,1.8639
11/7/2000,13,615.0287,727.2798,222.4155,-0.1445,2.0117
11/7/2000,14,335.2142,338.4849,144.9947,-0.2649,2.4623
11/7/2000,15,288.7760,229.0930,169.0401,-0.1383,1.2520
11/7/2000,16,102.7434,2.3009,95.6234,-0.2373,1.5463
11/7/2000,17,10.9694,0.2227,10.7655,-0.8377,1.9194
11/7/2000,18,-1.3581,0.2819,-1.2136,-1.4889,2.3884
11/7/2000,19,-1.3947,0.4604,-1.2325,-1.7622,2.2316
11/7/2000,20,-1.3825,0.3819,-1.3284,-2.2808,1.7208
11/7/2000,21,-1.4931,0.3235,-1.3675,-2.6907,1.8854
11/7/2000,22,-1.6051,0.2242,-1.4491,-3.1180,1.9164
11/7/2000,23,-1.3169,0.5467,-1.1432,-3.3069,1.7463
11/8/2000,0,-1.0554,0.5092,-0.9717,-3.3311,1.5864
11/8/2000,1,-1.2990,0.3994,-1.1202,-3.4465,1.6535
11/8/2000,2,-1.2599,0.4173,-1.1349,-3.6050,2.1684
11/8/2000,3,-1.3593,0.4361,-1.2341,-3.5970,1.5729
11/8/2000,4,-1.2430,0.5242,-1.1889,-3.4735,1.2536
11/8/2000,5,-1.5484,0.3028,-1.6876,-3.3945,0.2880
11/8/2000,6,-1.8369,0.3477,-1.5665,-3.5286,0.3512
11/8/2000,7,0.5170,41.7931,0.2721,-3.2155,1.1791
11/8/2000,8,94.4751,477.3789,20.8129,-1.8576,0.8869
11/8/2000,9,273.3098,880.1900,30.6088,1.9030,0.6246
11/8/2000,10,428.5292,967.9393,36.0161,2.5893,1.8182
11/8/2000,11,532.5380,1011.1612,40.5316,3.4553,2.9378
11/8/2000,12,578.6595,1030.1683,40.4859,4.9531,3.0838
11/8/2000,13,558.0372,1016.6867,41.7901,5.1680,3.3097
11/8/2000,14,480.3382,990.8620,39.2532,5.1106,3.1512
11/8/2000,15,346.9165,930.4583,33.2675,5.7937,2.2773
11/8/2000,16,177.6270,782.9623,25.5052,4.5455,1.6678
11/8/2000,17,23.9797,214.5539,6.6515,2.8852,0.9133
11/8/2000,18,-4.5001,-0.9291,-4.5796,0.5299,1.7124
11/8/2000,19,-3.9672,0.0494,-4.4730,-0.6209,1.6472
11/8/2000,20,-3.1496,0.3481,-3.5630,-1.2355,2.6954
11/8/2000,21,-2.4909,0.8129,-2.9786,-1.3333,1.8508
11/8/2000,22,-1.9598,0.5248,-2.1064,-1.3422,1.2612
11/8/2000,23,-1.5969,0.7397,-1.7574,-1.1590,0.7882
11/9/2000,0,-1.7803,0.2353,-1.9518,-1.2933,0.8137
11/9/2000,1,-2.0570,0.4366,-2.2934,-1.3730,0.7712
11/9/2000,2,-2.1691,0.0016,-2.4358,-1.3711,0.8739
11/9/2000,3,-2.2125,-0.2232,-2.2970,-2.0493,1.0885
11/9/2000,4,-3.3304,-0.6174,-3.3831,-3.5251,0.8783
11/9/2000,5,-3.0759,-0.2935,-3.3040,-3.8735,0.5801
11/9/2000,6,-3.2418,-0.5976,-3.4387,-4.3944,0.4839
11/9/2000,7,3.2257,68.5467,1.2960,-3.6514,0.7362
11/9/2000,8,101.2154,627.5163,20.7113,-1.3524,0.6285
11/9/2000,9,266.8592,862.7057,30.8376,0.9114,0.7458
11/9/2000,10,418.3630,949.7758,36.5575,1.6136,1.0113
11/9/2000,11,525.7940,968.4303,58.5047,2.7498,1.6288
11/9/2000,12,648.4293,909.7035,173.7533,3.7384,1.8130
11/9/2000,13,520.3568,629.7222,179.0412,4.3247,1.9441
11/9/2000,14,284.6520,308.6757,118.3348,4.1467,1.8318
11/9/2000,15,240.9888,364.8176,89.9866,4.2069,1.8499
11/9/2000,16,107.1376,267.1076,56.6278,3.0918,1.3665
11/9/2000,17,25.1952,155.0148,11.1194,2.5569,0.4546
11/9/2000,18,-3.9657,-0.6414,-4.2356,1.2705,1.8768
11/9/2000,19,-2.5241,0.4519,-2.8823,0.6379,2.3665
11/9/2000,20,-1.9863,0.2589,-2.2266,1.0306,2.7660
11/9/2000,21,-1.5056,-0.7663,-1.1670,-1.6240,4.8355
11/9/2000,22,-1.4613,-0.0439,-1.2621,-2.3800,4.0498
11/9/2000,23,-2.6920,-0.3198,-2.5574,-3.7094,4.0442
11/10/2000,0,-2.7029,-0.6670,-2.6519,-4.8128,3.8858
11/10/2000,1,-1.6919,-0.1674,-1.7387,-5.7191,3.3462
11/10/2000,2,-0.5315,0.0119,-0.3868,-6.0435,4.2352
11/10/2000,3,-0.5315,0.1308,-0.4375,-6.3280,2.9577
11/10/2000,4,-0.5318,0.2320,-0.4451,-6.5763,2.6367
11/10/2000,5,-0.5304,0.3364,-0.3751,-6.9668,2.9649
11/10/2000,6,-0.5173,0.5874,-0.3385,-6.9682,2.3529
11/10/2000,7,0.7661,0.6492,0.8700,-6.9928,1.7928
11/10/2000,8,33.5039,1.4310,32.4427,-6.8563,0.7643
11/10/2000,9,83.5517,2.0294,80.6143,-6.5077,0.6832
11/10/2000,10,129.1353,2.1243,125.0113,-5.9236,0.9884
11/10/2000,11,168.4382,0.2974,162.8912,-4.7058,1.7697
11/10/2000,12,262.7085,5.7003,244.8337,-4.0963,1.2389
11/10/2000,13,243.0090,2.3105,233.5793,-4.3684,2.6291
11/10/2000,14,162.7967,1.3137,157.8627,-4.3196,2.3883
11/10/2000,15,86.5740,-0.0067,84.0283,-4.4550,2.7623
11/10/2000,16,32.7874,0.2987,32.0811,-4.7431,2.4964
11/10/2000,17,5.6963,0.3648,5.7611,-5.0274,2.5330
11/10/2000,18,-0.4714,0.5743,-0.2845,-5.1410,2.6738
11/10/2000,19,-0.5203,0.5893,-0.3920,-5.1994,2.2107
11/10/2000,20,-0.6253,0.6500,-0.5169,-5.4558,2.1859
11/10/2000,21,-0.4500,0.9184,-0.2963,-5.3855,1.9534
11/10/2000,22,-0.0366,0.3279,0.0152,-5.4413,2.9198
11/10/2000,23,0.2857,-0.0817,0.3098,-5.4915,3.1637
11/11/2000,0,-0.0094,-0.2623,0.0347,-6.1195,3.9945
11/11/2000,1,-0.3037,-0.1336,-0.1313,-6.4711,3.5980
11/11/2000,2,-0.3962,0.1307,-0.1915,-6.8889,3.0366
11/11/2000,3,-0.4676,0.0759,-0.2307,-7.3678,3.0286
11/11/2000,4,-0.4270,0.2136,-0.2112,-7.8625,3.1647
11/11/2000,5,-0.4914,0.4342,-0.2466,-8.1240,3.4688
11/11/2000,6,-0.4470,0.3585,-0.2110,-8.3940,3.0270
11/11/2000,7,0.3659,0.4314,0.5439,-8.7652,3.1707
11/11/2000,8,46.0681,1.9041,43.0346,-8.8800,2.9543
11/11/2000,9,144.2661,15.0749,127.4246,-9.5473,2.5589
11/11/2000,10,267.8193,25.0641,238.4932,-9.3365,2.5356
11/11/2000,11,175.9574,3.3757,168.2087,-9.4438,2.5908
11/11/2000,12,269.2525,5.4271,256.5762,-9.4450,2.4562
11/11/2000,13,182.1562,2.9847,176.1702,-9.3292,2.0679
11/11/2000,14,223.8310,2.7827,215.7967,-9.2658,2.2708
11/11/2000,15,200.2798,7.6012,185.2507,-9.3785,1.9460
11/11/2000,16,86.0019,4.7707,80.2606,-9.4997,0.9510
11/11/2000,17,9.2737,0.4063,9.1980,-10.0917,1.9331
11/11/2000,18,-0.6449,1.3157,-0.5400,-10.3858,0.2627
11/11/2000,19,-0.7079,1.3304,-0.5810,-10.4737,0.1836
11/11/2000,20,-0.5662,1.3787,-0.4683,-10.5472,0.1679
11/11/2000,21,-1.2792,1.5099,-1.0989,-10.7873,0.1123
11/11/2000,22,-1.3651,1.6996,-1.2348,-10.7353,0.0900
11/11/2000,23,-1.3198,1.5210,-1.1949,-10.6178,0.1484
11/12/2000,0,-2.2812,0.9394,-2.1914,-10.6450,0.1621
11/12/2000,1,-4.2197,0.8949,-3.8425,-11.4327,0.5236
11/12/2000,2,-3.8586,0.6731,-3.7172,-11.6678,0.6340
11/12/2000,3,-4.5537,1.0612,-4.2456,-12.6282,0.2358
11/12/2000,4,-4.1987,0.9344,-3.9767,-12.9367,0.1725
11/12/2000,5,-2.5165,0.8068,-2.5097,-12.4247,0.2752
11/12/2000,6,-3.6084,0.1503,-3.3006,-13.0360,0.1239
11/12/2000,7,0.6752,4.0858,-0.4299,-12.9578,0.1054
11/12/2000,8,195.5236,384.0913,42.3089,-10.9113,0.0996
11/12/2000,9,340.7172,577.5150,100.4286,-6.5838,0.0941
11/12/2000,10,497.9472,827.6223,90.5105,-7.0991,0.3987
11/12/2000,11,590.7625,703.0322,113.1755,-7.0788,1.0939
11/12/2000,12,740.6620,912.0097,122.9793,-5.7457,1.6211
11/12/2000,13,244.4477,108.6483,149.7822,-5.6088,1.6115
11/12/2000,14,307.8001,371.2211,102.8119,-5.9438,2.1309
11/12/2000,15,326.1999,702.9162,72.3819,-4.5815,1.8839
11/12/2000,16,174.6775,635.5242,42.6002,-4.3100,2.0683
11/12/2000,17,22.4217,147.2921,8.7634,-6.6805,1.3609
11/12/2000,18,-4.9740,-0.0202,-4.9064,-8.1718,0.4368
11/12/2000,19,-4.3140,1.0905,-5.0240,-7.4359,2.9728
11/12/2000,20,-5.8784,0.2085,-5.8170,-7.8958,0.7219
11/12/2000,21,-4.7823,1.0453,-5.1307,-8.1227,1.6612
11/12/2000,22,-4.7376,0.8083,-5.2601,-8.5440,1.8394
11/12/2000,23,-5.2789,0.6766,-5.7117,-8.4315,1.3834
11/13/2000,0,-5.4809,-1.3139,-5.9803,-8.5855,0.5320
11/13/2000,1,-4.8928,-0.9546,-5.4092,-8.4857,1.4874
11/13/2000,2,-4.6760,-0.5753,-5.4672,-8.0685,2.1050
11/13/2000,3,-4.0726,-0.2716,-4.8762,-7.1145,4.0973
11/13/2000,4,-4.1640,-0.6803,-4.8292,-7.3937,3.3089
11/13/2000,5,-3.4988,-0.6851,-4.2045,-6.8078,5.1693
11/13/2000,6,-3.1079,-0.7198,-3.7269,-6.8127,5.3008
11/13/2000,7,0.9424,67.0206,-0.2542,-6.6731,5.1687
11/13/2000,8,97.7732,651.6818,22.6709,-5.0603,5.6322
11/13/2000,9,265.9120,895.1860,36.6759,-2.9234,4.4923
11/13/2000,10,418.3487,982.8977,42.2951,-1.9052,2.9138
11/13/2000,11,514.2740,1011.1700,45.0073,-1.3963,1.9853
11/13/2000,12,559.5878,1020.4067,47.3304,-0.9379,2.2353
11/13/2000,13,539.8003,1015.4933,45.3574,0.7262,2.1640
11/13/2000,14,463.7910,986.4015,42.5385,0.7415,2.2923
11/13/2000,15,328.5035,917.0718,36.5309,0.8740,1.8303
11/13/2000,16,160.4589,762.9207,26.3863,1.0562,1.6889
11/13/2000,17,16.8588,176.3731,5.0191,-0.8026,0.7809
11/13/2000,18,-6.1044,-0.5204,-5.6665,-3.2232,0.2893
11/13/2000,19,-4.3437,0.9596,-4.2693,-4.0818,0.7620
11/13/2000,20,-4.7579,-0.3628,-4.8993,-5.6399,1.1018
11/13/2000,21,-3.9509,-0.0651,-4.2013,-7.4269,1.2122
11/13/2000,22,-4.8103,0.4351,-4.8602,-8.3055,0.4478
11/13/2000,23,-4.8720,0.2627,-4.7217,-8.8058,0.8485
11/14/2000,0,-3.8479,-0.9815,-4.1042,-9.2298,0.2957
11/14/2000,1,-4.3939,-0.8833,-4.6842,-8.3457,0.1398
11/14/2000,2,-4.3385,-0.4301,-4.4714,-8.3810,0.4423
11/14/2000,3,-4.3013,-0.9033,-4.5151,-9.1805,1.0507
11/14/2000,4,-3.9862,-1.1458,-4.3033,-9.7275,0.6716
11/14/2000,5,-3.6679,-1.5571,-3.9342,-10.0127,0.2070
11/14/2000,6,-3.9508,-1.1859,-4.2865,-10.1127,0.3563
11/14/2000,7,2.8062,60.2741,1.6323,-9.1353,1.0086
11/14/2000,8,92.6192,634.9460,22.5528,-5.6872,0.7063
11/14/2000,9,253.8702,876.2635,33.3291,-2.8659,0.8677
11/14/2000,10,407.7668,967.5448,39.4059,-2.8389,1.0314
11/14/2000,11,506.2018,1001.7407,43.7316,-0.9325,1.1815
11/14/2000,12,547.1658,1006.1890,47.2902,1.1202,1.2250
11/14/2000,13,553.9380,992.4323,75.3412,2.2039,1.6572
11/14/2000,14,444.0507,930.1262,48.7309,3.0457,2.0183
11/14/2000,15,303.5985,813.5777,43.5397,2.0633,3.2445
11/14/2000,16,144.9445,637.9243,31.5778,0.6764,2.4568
11/14/2000,17,15.3617,122.0008,6.1112,-1.2113,1.2995
11/14/2000,18,-4.0450,-0.3791,-4.0780,-3.3484,1.1153
11/14/2000,19,-4.4071,0.0054,-4.5935,-4.3999,0.6814
11/14/2000,20,-4.5598,0.3215,-4.8718,-4.8279,0.3950
11/14/2000,21,-4.0940,0.4601,-4.2428,-6.4926,0.1246
11/14/2000,22,-3.1747,0.5982,-3.6285,-6.4420,0.5800
11/14/2000,23,-3.5066,0.0091,-4.0610,-6.6853,0.3225
11/15/2000,0,-3.6055,-0.7169,-3.9286,-7.2720,0.1271
11/15/2000,1,-3.4046,-0.5200,-3.9691,-7.3797,0.1626
11/15/2000,2,-3.0630,-0.4307,-3.6978,-6.9869,0.4693
11/15/2000,3,-4.1561,-0.4180,-4.3579,-7.4278,0.1489
11/15/2000,4,-3.3443,-0.4772,-3.6908,-7.7727,0.3570
11/15/2000,5,-2.5376,-0.3033,-2.8942,-7.0557,0.9142
11/15/2000,6,-3.0589,-0.4131,-2.9687,-6.7075,1.7684
11/15/2000,7,1.4834,31.1987,1.0988,-6.0337,1.3878
11/15/2000,8,39.7350,149.7168,26.4295,-2.5955,3.2245
11/15/2000,9,145.0394,269.7729,59.1410,-3.3421,1.2829
11/15/2000,10,420.5363,910.7580,74.2478,-0.4638,1.2271
11/15/2000,11,506.2245,901.8202,86.4870,1.6768,2.4104
11/15/2000,12,455.2930,721.3716,87.9280,2.0919,6.1700
11/15/2000,13,548.5248,1033.9083,52.7276,2.3797,10.1792
11/15/2000,14,414.5581,850.7193,48.9437,2.4415,8.3896
11/15/2000,15,286.3445,762.4864,47.9402,1.9191,8.2534
11/15/2000,16,166.5788,762.5972,35.1888,0.8162,5.0703
11/15/2000,17,20.9764,161.3836,8.9771,-1.5860,3.5109
11/15/2000,18,-3.4180,0.3870,-3.8257,-2.6445,3.3128
11/15/2000,19,-4.0171,0.1183,-4.5304,-3.2115,2.4081
11/15/2000,20,-3.9807,0.6131,-4.4219,-3.0301,1.6580
11/15/2000,21,-4.2734,0.5607,-4.5836,-3.1891,1.9032
11/15/2000,22,-3.4218,0.6911,-3.7521,-3.0680,3.4337
11/15/2000,23,-3.8956,0.4673,-4.0256,-3.0892,2.3582
11/16/2000,0,-4.5879,-0.7493,-4.7378,-3.6017,1.3116
11/16/2000,1,-4.9520,-0.4291,-5.0667,-4.0711,0.6777
11/16/2000,2,-5.0478,-0.3903,-5.2047,-4.6809,0.4413
11/16/2000,3,-4.8680,-1.0157,-5.0011,-5.9797,0.5383
11/16/2000,4,-4.1546,-0.8235,-4.5036,-6.1972,0.9876
11/16/2000,5,-3.7343,-0.8951,-3.9209,-7.8162,1.4716
11/16/2000,6,-3.6682,-0.8751,-3.8496,-8.4108,1.1512
11/16/2000,7,-1.8377,16.4528,-2.0973,-9.5243,0.4316
11/16/2000,8,79.8625,517.2585,23.0897,-8.3787,0.6899
11/16/2000,9,239.9910,828.2657,36.3572,-5.4570,2.0620
11/16/2000,10,391.9855,935.9938,43.0467,-3.4627,2.5366
11/16/2000,11,481.6667,919.5043,56.4558,-3.1818,2.0123
11/16/2000,12,525.3593,928.5143,64.4003,-1.6844,1.3877
11/16/2000,13,536.4372,958.2543,79.1054,-0.8460,1.9291
11/16/2000,14,433.8188,869.7757,65.4652,-0.6557,1.8767
11/16/2000,15,281.2660,713.8240,55.8582,-1.0774,2.4428
11/16/2000,16,122.4520,519.6177,34.8901,-2.2018,1.7183
11/16/2000,17,14.5496,101.4522,7.0392,-3.6561,1.4049
11/16/2000,18,-4.7605,-0.4367,-4.9799,-5.3084,0.4669
11/16/2000,19,-5.4396,-0.3454,-5.4176,-6.3114,0.0900
11/16/2000,20,-4.1600,0.7059,-4.4075,-7.7727,0.1268
11/16/2000,21,-3.8085,1.0711,-4.2249,-8.1213,0.2652
11/16/2000,22,-3.4858,0.7621,-3.8936,-7.3292,0.4387
11/16/2000,23,-3.1759,1.0859,-3.7172,-5.2934,1.0682
11/17/2000,0,-3.7865,-0.5231,-4.0644,-5.2603,1.4800
11/17/2000,1,-4.2619,-0.9618,-4.3694,-5.1784,1.0735
