DATE (MM/DD/YYYY);HOUR-MST;Avg Global CM22 Vent [W/m^2];Avg Direct CH1 [W/m^2];Avg Diffuse 8-48 Vent [W/m^2];Avg Zenith Angle [degrees];Avg Azimuth Angle [degrees];Avg Tower Dry Bulb Temp [deg C]
DATE;hour;ghi;dni;dhi;zenith;azimuth;temperature
8/8/2009;16;573.818;677.7118;126.646;50.2228;256.6466;26.734
8/8/2009;17;285.326;319.4299;111.9541;61.6157;267.3994;26.1122
8/8/2009;18;70.473;-0.4319;69.7442;73.1028;276.8705;24.4618
8/8/2009;19;19.159;-0.3228;18.098;84.285;286.0593;23.7525
8/8/2009;20;-1.0395;-0.386;-2.0275;95.174;295.6893;22.6647
8/8/2009;21;-1.6563;-0.6301;-2.5331;105.0779;306.3992;21.5475
8/8/2009;22;-1.7376;-0.4574;-2.5241;113.5685;318.7842;20.653
8/8/2009;23;-1.5858;-0.7084;-2.7815;120.0218;333.2567;19.1535
8/9/2009;0;-1.1191;-0.265;-2.552;123.7;349.6803;17.4567
8/9/2009;1;-0.8547;-0.3605;-2.5991;124.0427;43.0366;16.9372
8/9/2009;2;-0.979;-0.3209;-2.5511;120.9914;23.7554;16.2613
8/9/2009;3;-0.8267;-0.1954;-2.4534;115.0294;38.6541;15.999
8/9/2009;4;-0.5914;-0.2881;-2.4067;106.8863;51.4377;15.7465
8/9/2009;5;-0.5969;-0.471;-2.3098;97.2436;62.4457;14.4675
8/9/2009;6;28.7207;30.3903;24.0429;86.46;72.2571;13.7958
8/9/2009;7;98.6378;61.0373;75.0298;75.369;81.5053;14.378
8/9/2009;8;411.2063;719.232;91.1232;63.9187;90.8908;16.6468
8/9/2009;9;611.1782;827.9772;103.1483;52.4957;101.3396;18.504
8/9/2009;10;776.261;882.773;111.2273;41.5579;114.363;19.915
8/9/2009;11;891.6938;904.0518;120.044;31.9699;132.6903;21.6473
8/9/2009;12;953.0657;911.142;126.1088;25.5656;159.9411;23.022
8/9/2009;13;956.6173;904.2863;130.554;24.9512;193.8824;24.035
8/9/2009;14;904.901;889.2438;131.387;30.4708;222.9078;25.5532
8/9/2009;15;792.9455;847.7415;130.2837;39.6516;242.6355;26.468
8/9/2009;16;649.1658;769.555;145.4188;50.4325;256.3826;26.9173
8/9/2009;17;370.03;417.6121;158.6146;61.8183;267.1605;26.385
8/9/2009;18;47.7971;-0.0446;46.1903;73.3067;276.6524;24.5002
8/9/2009;19;4.5787;-1.0943;3.0351;84.4914;285.8579;22.9187
8/9/2009;20;-0.0308;-0.1715;-2.2642;95.4153;295.5038;18.2357
8/9/2009;21;-1.2129;-0.0951;-2.3531;105.323;306.2336;18.1108
8/9/2009;22;-1.1816;-0.2053;-2.3139;113.834;318.6502;18.868
8/9/2009;23;-0.9201;-0.1852;-2.3515;120.3055;333.1745;17.7915
8/10/2009;0;-1.1041;-0.2831;-2.4532;123.9924;349.6728;17.536
8/10/2009;1;-1.1668;-0.4362;-2.6463;124.3283;43.1138;16.8633
8/10/2009;2;-1.677;-0.7179;-2.8833;121.2553;23.9041;15.6523
8/10/2009;3;-1.4274;-0.5649;-2.799;115.2638;38.8489;14.9403
8/10/2009;4;-1.3977;-0.4157;-2.8481;107.0916;51.6575;13.9515
8/10/2009;5;-1.2311;-0.4452;-2.4309;97.4243;62.6799;13.5432
8/10/2009;6;35.9553;127.9781;20.3375;86.6243;72.5033;13.0945
8/10/2009;7;196.7903;497.3202;66.6098;75.5194;81.7669;15.0745
8/10/2009;8;402.6422;707.6392;88.5173;64.0661;91.1752;18.0985
8/10/2009;9;601.8825;814.8282;101.306;52.6499;101.6568;19.45
8/10/2009;10;768.7223;877.8207;107.0813;41.7331;114.7209;20.9215
8/10/2009;11;886.8257;900.3817;116.54;32.186;133.0666;22.5247
8/10/2009;12;957.0458;919.542;126.1407;25.8356;160.2007;23.8297
8/10/2009;13;983.9527;895.841;167.59;25.2435;193.8391;25.5362
8/10/2009;14;893.391;803.7128;193.8232;30.7367;222.6602;26.8497
8/10/2009;15;826.5253;817.2933;189.8303;39.8854;242.3522;27.5722
8/10/2009;16;652.1348;817.0082;124.8588;50.6472;256.1179;28.0352
8/10/2009;17;450.4995;704.7568;109.554;62.0257;266.9203;27.8572
8/10/2009;18;151.4616;248.0417;72.8064;73.5153;276.4328;24.8007
8/10/2009;19;58.5063;206.3593;28.2164;84.7016;285.655;23.6943
8/10/2009;20;-0.8057;-0.7737;-1.9193;95.6537;295.3168;22.0293
8/10/2009;21;-1.6425;-0.7009;-2.8146;105.5726;306.0668;20.6443
8/10/2009;22;-1.7061;-0.5757;-2.8982;114.1041;318.5155;19.861
8/10/2009;23;-1.5609;-0.5533;-2.9184;120.5938;333.0926;18.9627
8/11/2009;0;-1.496;-0.3258;-2.8208;124.2893;349.6673;17.9293
8/11/2009;1;-1.6218;-0.3386;-2.7631;124.6177;37.1948;18.4415
8/11/2009;2;-1.6209;-0.7344;-2.9166;121.522;24.0578;17.5917
8/11/2009;3;-1.6767;-0.5469;-2.9012;115.5004;39.049;17.4948
8/11/2009;4;-1.6998;-0.4931;-2.9273;107.2983;51.8825;16.933
8/11/2009;5;-1.5277;-0.6014;-2.7255;97.606;62.9189;16.3455
8/11/2009;6;39.2794;199.0598;17.3702;86.7897;72.7541;16.1145
8/11/2009;7;208.4745;616.0345;51.8454;75.6708;82.0331;18.4277
8/11/2009;8;417.1253;794.0287;70.7163;64.2147;91.4641;22.1432
8/11/2009;9;616.0367;865.6323;82.713;52.8057;101.9787;24.358
8/11/2009;10;783.2818;926.8127;90.9246;41.9106;115.0832;26.3572
8/11/2009;11;902.238;944.0212;102.1594;32.4051;133.4464;28.2422
8/11/2009;12;967.2887;950.1375;110.5848;26.1095;160.4629;29.27
8/11/2009;13;974.6423;943.758;118.2592;25.5403;193.8002;30.0358
8/11/2009;14;908.1842;913.143;118.9192;31.0078;222.4159;30.6293
8/11/2009;15;818.4727;893.6367;126.5845;40.1244;242.0698;30.5978
8/11/2009;16;575.8295;633.7361;166.602;50.8669;255.8528;30.1412
8/11/2009;17;335.9132;458.945;118.0898;62.2379;266.6791;29.701
8/11/2009;18;217.8202;468.688;78.4259;73.7285;276.2118;29.1267
8/11/2009;19;47.4223;173.797;23.6863;84.9156;285.4506;26.69
8/11/2009;20;-1.1718;-0.7347;-2.1056;95.8972;295.1284;24.7945
8/11/2009;21;-1.8995;-0.565;-2.7554;105.8267;305.8987;23.7755
8/11/2009;22;-1.6751;-0.5954;-2.918;114.3788;318.38;21.8585
8/11/2009;23;-1.7585;-0.4985;-2.766;120.8867;333.0111;21.459
8/12/2009;0;-1.7156;-0.4394;-2.7905;124.5905;349.6639;20.6642
8/12/2009;1;-1.7878;-0.3226;-2.7256;124.9109;37.2797;21.0475
8/12/2009;2;-1.8773;-0.3842;-2.688;121.7917;24.2165;21.2352
8/12/2009;3;-1.8816;-0.4786;-2.6938;115.7391;39.2544;20.71
8/12/2009;4;-1.9521;-0.5593;-2.6548;107.5065;52.1126;20.4758
8/12/2009;5;-1.7681;-0.6486;-2.5012;97.7889;63.1627;19.8768
8/12/2009;6;37.158;187.6815;17.1336;86.9559;73.0095;19.7653
8/12/2009;7;204.2853;593.8502;54.7136;75.8231;82.3036;20.9878
8/12/2009;8;411.435;765.2613;78.7971;64.3646;91.7574;24.5335
8/12/2009;9;613.5332;864.7357;91.8548;52.9632;102.3049;28.108
8/12/2009;10;809.8477;900.5503;139.5755;42.0903;115.4497;30.119
8/12/2009;11;826.65;724.8793;211.0823;32.6274;133.8294;30.6
8/12/2009;12;763.7678;547.6068;269.5408;26.3871;160.7275;31.2973
8/12/2009;13;811.5193;581.6762;277.4228;25.8415;193.7656;31.5787
8/12/2009;14;864.6498;722.3627;232.5842;31.2839;222.1752;32.8688
8/12/2009;15;532.9645;349.5523;257.2857;40.3686;241.7885;32.3433
8/12/2009;16;535.952;513.724;205.4227;51.0915;255.5872;32.5615
8/12/2009;17;194.6376;136.8391;121.5549;62.4548;266.4367;30.5855
8/12/2009;18;161.8424;274.5273;82.4243;73.9461;275.9894;30.48
8/12/2009;19;54.6505;201.9;24.5886;85.1493;285.2448;28.884
8/12/2009;20;-1.4657;-0.9951;-3.4853;96.1374;294.9384;26.5862
8/12/2009;21;-1.9358;-0.7626;-3.9128;106.0852;305.7294;24.304
8/12/2009;22;-1.9387;-0.5549;-3.9146;114.658;318.2437;23.1857
8/12/2009;23;-1.9017;-0.3563;-3.8887;121.184;332.9298;22.9832
8/13/2009;0;-1.8638;-0.716;-3.9417;124.8959;349.6625;22.161
8/13/2009;1;-1.8669;-0.5188;-3.8508;125.2077;37.3685;21.4412
8/13/2009;2;-1.8682;-0.5169;-3.8639;122.0642;24.3802;21.243
8/13/2009;3;-1.869;-0.3981;-3.8299;115.9797;39.465;21.653
8/13/2009;4;-1.8315;-0.3254;-3.8395;107.7161;52.3476;21.72
8/13/2009;5;-1.65;-0.3177;-3.6856;97.9728;63.4112;21.5705
8/13/2009;6;23.0243;22.5555;19.1358;87.1231;73.2693;22.4787
8/13/2009;7;87.9662;5.4484;84.1429;75.9764;82.5785;23.2982
8/13/2009;8;172.3868;4.801;167.4342;64.5156;92.055;24.4138
8/13/2009;9;300.397;17.9053;284.1793;53.1222;102.6354;26.1178
8/13/2009;10;701.527;493.2462;319.3442;42.2724;115.8202;29.0508
8/13/2009;11;849.7553;527.729;402.2457;32.8528;134.2153;31.0687
8/13/2009;12;435.7022;55.777;374.5045;26.6684;160.9941;29.9623
8/13/2009;13;176.5797;0.1216;171.7111;26.147;193.7349;27.3235
8/13/2009;14;193.5918;0.5402;189.6345;31.5651;221.938;27.1083
8/13/2009;15;397.5355;83.0599;325.6878;40.6178;241.5083;26.843
8/13/2009;16;258.9247;31.3146;233.6875;51.321;255.3214;27.6277
8/13/2009;17;281.2655;137.4019;208.7587;62.6763;266.1934;27.9097
8/13/2009;18;88.6415;1.3426;85.4196;74.168;275.7657;25.8825
8/13/2009;19;21.9166;-0.472;19.9218;85.3795;285.0375;24.2938
8/13/2009;20;-1.0388;-0.3422;-3.3863;96.3818;294.7471;23.225
8/13/2009;21;-1.3897;-0.2813;-3.6598;106.348;305.5587;22.8658
8/13/2009;22;-1.4067;-0.4453;-3.7702;114.9415;318.1067;21.8198
8/13/2009;23;-1.3238;-0.3918;-3.6954;121.4858;332.8489;20.6752
8/14/2009;0;-1.2599;0.0271;-3.4426;125.2056;349.6632;21.9677
8/14/2009;1;-1.1884;-0.3489;-3.8164;125.5081;37.4611;21.875
8/14/2009;2;-1.4538;-0.5013;-3.868;122.3394;24.5489;21.5073
8/14/2009;3;-1.4428;-0.5477;-3.8053;116.2223;39.6809;20.7268
8/14/2009;4;-1.1728;-0.084;-3.4607;107.9271;52.5877;20.3377
8/14/2009;5;-1.0165;-0.2295;-3.823;98.1577;63.6642;20.2023
8/14/2009;6;6.6286;4.6731;3.5878;87.2912;73.5334;20.3527
8/14/2009;7;39.189;-0.1666;36.5782;76.1305;82.8575;20.3678
8/14/2009;8;117.5889;0.3926;114.956;64.6678;92.3567;21.0347
8/14/2009;9;199.489;0.9394;196.7602;53.283;102.9701;22.0362
8/14/2009;10;271.1525;2.7308;266.0777;42.4568;116.1945;23.0758
8/14/2009;11;554.4845;110.2166;452.7165;33.0812;134.6038;23.7787
8/14/2009;12;286.0825;2.7413;278.143;26.9534;161.2625;23.0242
8/14/2009;13;522.4987;165.2565;364.6842;26.4568;193.7082;23.5465
8/14/2009;14;829.8882;719.4244;214.1627;31.8511;221.7043;24.5763
8/14/2009;15;517.193;363.5809;225.637;40.8721;241.2293;24.7272
8/14/2009;16;403.2332;237.0871;247.3458;51.5552;255.0553;24.5308
8/14/2009;17;351.0033;438.737;159.8235;62.9023;265.9492;24.3838
8/14/2009;18;241.6743;634.8705;58.8103;74.3943;275.5408;23.6067
8/14/2009;19;45.8763;187.7786;16.5861;85.6138;284.8288;22.4007
8/14/2009;20;-1.3111;-0.6764;-3.6358;96.6305;294.5543;20.1358
8/14/2009;21;-1.4493;-0.4618;-3.8699;106.6151;305.3868;19.3488
8/14/2009;22;-1.2754;-0.3108;-3.6023;115.2294;317.9689;19.163
8/14/2009;23;-1.5975;-0.3888;-3.7705;121.7919;332.7683;18.4693
8/15/2009;0;-1.4713;-0.3747;-3.7961;125.5193;349.6659;18.3712
8/15/2009;1;-1.1208;-0.1502;-3.6838;125.812;37.5576;18.5367
8/15/2009;2;-1.7109;-0.5081;-3.676;122.6173;24.7226;18.4787
8/15/2009;3;-1.7085;-0.6425;-3.8357;116.4667;39.9019;17.6803
8/15/2009;4;-1.7552;-0.2031;-3.7091;108.1393;52.8326;18.2162
8/15/2009;5;-1.5416;-0.1963;-3.598;98.3435;63.9218;18.895
8/15/2009;6;40.9745;134.03;26.8002;87.4601;73.8018;19.7407
8/15/2009;7;180.0685;193.1659;120.3495;76.2856;83.1407;21.2333
8/15/2009;8;395.6553;577.8445;136.5952;64.8212;92.6625;22.4243
8/15/2009;9;298.6671;245.5549;159.4657;53.4453;103.3087;23.187
8/15/2009;10;78.3077;-0.1657;75.3864;42.6435;116.5724;21.4148
8/15/2009;11;253.8026;33.3373;219.2245;33.3128;134.9948;21.91
8/15/2009;12;637.125;273.0664;386.1432;27.242;161.5325;23.9695
8/15/2009;13;748.9445;631.2279;182.2992;26.7707;193.6853;22.8328
8/15/2009;14;879.2007;818.3447;176.111;32.1419;221.4742;24.6247
8/15/2009;15;438.8558;265.3911;224.5017;41.1312;240.9517;24.7437
8/15/2009;16;367.8317;283.3709;199.6862;51.7942;254.7891;24.6965
8/15/2009;17;296.9128;351.4824;117.9031;63.1327;265.7041;25.225
8/15/2009;18;83.7963;57.057;66.4837;74.6249;275.3148;24.0062
8/15/2009;19;41.2237;84.3087;28.521;85.8521;284.6188;21.9418
8/15/2009;20;-0.8623;-1.2817;-3.6636;96.8832;294.3602;16.1832
8/15/2009;21;-1.4141;-0.6182;-4.0035;106.8863;305.2136;13.854
8/15/2009;22;-1.4113;-0.5207;-3.8446;115.5214;317.8303;13.1808
8/15/2009;23;-1.4093;-0.5194;-3.9118;122.1022;332.688;12.8288
8/16/2009;0;-1.3763;-0.5014;-3.9157;125.837;349.6707;12.2338
8/16/2009;1;-1.3717;-0.2656;-3.826;126.1193;31.6581;12.7598
8/16/2009;2;-1.3669;-0.5211;-3.7496;122.8977;24.9013;13.5025
8/16/2009;3;-1.3405;-0.5929;-3.8083;116.7128;40.1281;10.6635
8/16/2009;4;-1.3518;-0.4263;-3.9413;108.3527;53.0824;9.9888
8/16/2009;5;-1.2404;-0.439;-3.9176;98.5302;64.1839;9.8497
8/16/2009;6;25.165;69.4147;14.6187;87.6298;74.0744;10.5828
8/16/2009;7;185.1244;509.0058;57.416;76.4416;83.4279;13.1737
8/16/2009;8;396.8308;728.6112;82.1373;64.9757;92.9723;15.3555
8/16/2009;9;595.5975;822.0515;100.1547;53.6093;103.6512;16.8682
8/16/2009;10;727.073;823.27;117.4013;42.8324;116.9536;18.3315
8/16/2009;11;839.2495;820.8167;150.0765;33.5474;135.3878;19.9958
8/16/2009;12;871.8135;801.109;157.2947;27.5342;161.8039;21.1847
8/16/2009;13;929.2005;803.4935;206.7907;27.0886;193.666;23.0382
8/16/2009;14;666.3863;457.5603;265.9152;32.4374;221.2477;23.0733
8/16/2009;15;240.8375;48.891;197.6431;41.3951;240.6756;22.4228
8/16/2009;16;490.1223;435.298;206.7697;52.0378;254.523;23.4353
8/16/2009;17;144.4721;18.2484;131.9498;63.3675;265.4584;22.4735
8/16/2009;18;136.272;174.8216;87.9798;74.8596;275.0877;22.0042
8/16/2009;19;11.361;-0.8549;9.1052;86.1024;284.4075;19.8013
8/16/2009;20;-1.3045;-0.5299;-3.2351;97.14;294.1647;17.7528
8/16/2009;21;-1.5864;-0.6163;-3.7086;107.1615;305.0393;15.823
8/16/2009;22;-1.6685;-0.4498;-3.7416;115.8176;317.6909;15.3333
8/16/2009;23;-1.5056;-0.5451;-3.7361;122.4166;332.608;14.2205
8/17/2009;0;-1.3666;-0.4454;-3.7567;126.1585;349.6775;12.9008
8/17/2009;1;-1.4296;-0.4268;-3.7616;126.4298;31.7625;12.5278
8/17/2009;2;-1.4353;-0.5541;-3.8738;123.1805;25.085;12.0265
8/17/2009;3;-1.4216;-0.559;-3.863;116.9606;40.3595;11.555
8/17/2009;4;-1.4122;-0.6155;-3.8419;108.5672;53.337;10.6422
8/17/2009;5;-1.3956;-0.3385;-3.5885;98.7177;64.4504;10.5952
8/17/2009;6;30.3077;147.5907;13.7228;87.8003;74.3511;10.9583
8/17/2009;7;189.6407;560.8368;51.4953;76.5983;83.719;12.5127
8/17/2009;8;398.6603;760.4337;72.5503;65.1314;93.2858;14.8052
8/17/2009;9;597.2093;854.3275;84.1475;53.775;103.9974;16.6687
8/17/2009;10;758.2055;898.639;93.8233;43.0237;117.3381;17.939
8/17/2009;11;867.5313;908.2407;110.8015;33.785;135.7828;18.9463
8/17/2009;12;892.3382;846.8893;145.848;27.8298;162.0763;19.6722
8/17/2009;13;814.4087;640.3088;243.8878;27.4105;193.6502;20.6902
8/17/2009;14;774.7367;517.981;333.06;32.7374;221.0248;22.1413
8/17/2009;15;274.4112;45.3459;232.8315;41.6638;240.4011;20.7433
8/17/2009;16;194.684;21.5115;178.47;52.2859;254.257;20.3292
8/17/2009;17;85.5599;-0.2059;83.2293;63.6067;265.212;19.7333
8/17/2009;18;80.1899;11.7202;73.9522;75.0983;274.8595;19.7043
8/17/2009;19;9.9085;-0.7436;6.9379;86.3486;284.1951;18.6102
8/17/2009;20;-0.5168;-0.3857;-4.0442;97.4007;293.9679;14.4113
8/17/2009;21;-0.7196;-0.0868;-4.5765;107.4407;304.8637;14.6707
8/17/2009;22;-0.848;-0.1631;-4.7197;116.1177;317.5508;14.434
8/17/2009;23;-1.0759;-0.3749;-5.0161;122.735;332.5282;13.9113
8/18/2009;0;-0.9481;-0.0484;-5.3254;126.4839;349.6865;13.743
8/18/2009;1;-0.7357;-0.1744;-5.2727;126.7435;31.8708;13.6462
8/18/2009;2;-0.701;-0.1475;-5.3205;123.4656;25.2737;13.5193
8/18/2009;3;-1.2885;-0.3257;-5.381;117.2099;40.5959;13.0873
8/18/2009;4;-1.3087;-0.3631;-5.4462;108.7827;53.5964;12.4412
8/18/2009;5;-1.1964;-0.2016;-4.5318;98.906;64.7213;11.6298
8/18/2009;6;25.6246;85.7559;14.4865;87.9715;74.6318;11.1775
8/18/2009;7;175.7283;454.0085;64.3941;76.7559;84.0139;12.8042
8/18/2009;8;376.314;659.0565;96.7079;65.2883;93.6031;16.4693
8/18/2009;9;514.1282;623.9741;137.3197;53.9422;104.347;18.0027
8/18/2009;10;713.1628;738.7825;165.2712;43.2173;117.7256;20.09
8/18/2009;11;592.512;441.0524;226.701;34.0257;136.1795;22.2208
8/18/2009;12;62.7969;0.1191;58.5072;28.1289;162.3497;19.6748
8/18/2009;13;35.6455;0.0072;33.2034;27.7362;193.6378;17.1028
8/18/2009;14;270.7151;8.0396;258.4093;33.0419;220.8057;18.2702
8/18/2009;15;661.0273;479.6305;294.7312;41.9371;240.1283;21.4402
8/18/2009;16;357.6937;262.6458;202.5473;52.5385;253.9912;20.787
8/18/2009;17;353.9658;370.5394;174.2278;63.85;264.9651;22.1728
8/18/2009;18;130.4246;48.0074;115.6758;75.3411;274.6305;20.7638
8/18/2009;19;46.3439;116.5394;29.2679;86.6066;283.9814;20.0335
8/18/2009;20;-1.4442;-0.5632;-3.8147;97.6653;293.7699;18.396
8/18/2009;21;-1.7827;-0.3192;-3.9518;107.7237;304.6869;19.029
8/18/2009;22;-1.5767;-0.3051;-4.1261;116.4218;317.4099;18.7482
8/18/2009;23;-1.4883;-0.2755;-3.9756;123.0574;332.4488;18.574
8/19/2009;0;-1.3471;-0.2951;-3.9935;126.813;349.6975;18.2158
8/19/2009;1;-1.3332;-0.3022;-3.9575;127.0603;31.9832;18.1567
8/19/2009;2;-1.4999;-0.4052;-4.0865;123.7529;25.4675;17.3827
8/19/2009;3;-1.7529;-0.2418;-3.9341;117.4607;40.8375;17.2893
8/19/2009;4;-1.7249;-0.3595;-4.0189;108.9991;53.8604;17.0155
8/19/2009;5;-1.664;-0.4625;-4.0236;99.095;64.9964;16.3677
8/19/2009;6;27.1732;126.392;11.8045;88.1434;74.9164;15.3837
8/19/2009;7;188.4198;586.4037;48.8741;76.9143;84.3125;17.8097
8/19/2009;8;399.109;798.5347;65.0386;65.4462;93.9239;20.9265
8/19/2009;9;605.7698;832.6215;109.8178;54.1111;104.7001;23.3348
8/19/2009;10;766.5847;944.6428;78.3178;43.4131;118.116;24.0988
8/19/2009;11;884.6505;967.8287;83.5384;34.2693;136.5776;25.3752
8/19/2009;12;772.3888;649.9227;198.3073;28.4313;162.6237;25.9208
8/19/2009;13;607.5118;294.5727;333.8648;28.0657;193.6287;25.7323
8/19/2009;14;780.0842;554.7048;305.1035;33.3508;220.5902;26.6483
8/19/2009;15;609.764;526.8283;216.6;42.2149;239.8573;26.2805
8/19/2009;16;424.8322;376.7969;178.4623;52.7955;253.7258;26.0447
8/19/2009;17;323.8871;477.5081;107.5157;64.0975;264.7178;25.2562
8/19/2009;18;152.3739;350.3051;58.3022;75.5878;274.4005;24.1603
8/19/2009;19;39.2807;178.4736;15.7247;86.8605;283.7667;22.8768
8/19/2009;20;-1.6049;-0.7327;-3.6453;97.9336;293.5706;20.5097
8/19/2009;21;-1.7028;-0.5467;-3.7501;108.0104;304.509;18.5537
8/19/2009;22;-1.5658;-0.5857;-3.9721;116.7297;317.2683;17.681
8/19/2009;23;-1.4461;-0.5364;-3.913;123.3835;332.3697;16.811
8/20/2009;0;-1.2488;-0.2902;-3.7475;127.1456;349.7106;15.5918
8/20/2009;1;-1.4104;-0.4727;-2.2833;127.38;32.0995;15.3433
8/20/2009;2;-1.1132;-0.1508;-1.8174;124.0424;25.6663;14.7163
8/20/2009;3;-0.7575;-0.308;-1.884;117.7128;41.0841;14.4728
8/20/2009;4;-1.1701;-0.7165;-2.1767;109.2164;54.1291;12.487
8/20/2009;5;-1.3923;-0.5463;-2.1805;99.2846;65.2756;10.9543
8/20/2009;6;26.0609;139.9624;16.486;88.3159;75.2049;10.0607
8/20/2009;7;181.727;589.2212;54.0372;77.0734;84.6148;11.9018
8/20/2009;8;388.3857;782.8507;72.2593;65.6052;94.2482;15.7125
8/20/2009;9;587.2347;877.536;81.8369;54.2815;105.0565;17.7295
8/20/2009;10;756.7612;932.169;87.8483;43.6112;118.509;20.2887
8/20/2009;11;876.8983;957.628;91.2412;34.5158;136.9769;21.7263
8/20/2009;12;935.4492;956.3627;98.6622;28.737;162.8984;22.208
8/20/2009;13;933.5267;945.9838;103.0431;28.3988;193.6228;23.501
8/20/2009;14;874.1575;919.7053;107.946;33.6639;220.3785;24.4248
8/20/2009;15;757.6147;875.5785;104.6167;42.4972;239.5881;25.2653
8/20/2009;16;620.7333;845.2402;100.5295;53.0568;253.4608;25.5015
8/20/2009;17;298.8482;364.7433;138.0115;64.3491;264.4701;24.8112
8/20/2009;18;195.863;533.3215;54.3583;75.8383;274.1698;25.2003
8/20/2009;19;33.599;140.0527;14.7476;87.118;283.5508;22.9557
8/20/2009;20;-1.6245;-0.6948;-3.8996;98.2056;293.3702;20.567
8/20/2009;21;-1.6986;-0.3834;-3.9693;108.3009;304.33;19.9143
8/20/2009;22;-1.6147;-0.669;-3.9228;117.0413;317.1259;18.7718
8/20/2009;23;-1.7117;-0.3432;-3.5973;123.7134;332.291;17.6558
8/21/2009;0;-1.709;-0.4842;-3.7157;127.4817;349.7259;16.751
8/21/2009;1;-1.6926;-0.5621;-3.782;127.7026;26.2199;15.8188
8/21/2009;2;-1.4469;-0.4515;-3.8743;124.3338;25.8701;14.7572
8/21/2009;3;-1.4691;-0.4065;-3.7994;117.9662;41.3358;14.5415
8/21/2009;4;-1.5508;-0.4728;-3.8556;109.4345;54.4024;14.329
8/21/2009;5;-1.5111;-0.3161;-3.8736;99.4747;65.559;14.2232
8/21/2009;6;27.0991;165.5719;10.1781;88.489;75.4971;14.2168
8/21/2009;7;183.7222;619.7843;42.123;77.2333;84.9205;16.4355
8/21/2009;8;389.586;795.7688;59.3065;65.7653;94.5759;18.1958
8/21/2009;9;588.9057;886.9502;69.2126;54.4535;105.4159;20.1862
8/21/2009;10;754.6322;936.8755;74.6173;43.8116;118.9044;21.729
8/21/2009;11;874.0462;966.4302;76.367;34.7652;137.3773;23.258
8/21/2009;12;935.5012;977.1348;78.015;29.0459;163.1734;24.7417
8/21/2009;13;925.432;951.0058;86.4987;28.7354;193.62;25.8827
8/21/2009;14;875.8378;948.5308;82.7388;33.9812;220.1706;27.372
8/21/2009;15;770.5332;932.3528;77.4619;42.7838;239.321;28.4577
8/21/2009;16;595.2357;849.534;76.3623;53.3223;253.1964;28.7305
8/21/2009;17;403.0835;756.8182;66.462;64.6047;264.2221;28.4465
8/21/2009;18;197.3302;565.7597;49.0334;76.0925;273.9383;27.141
8/21/2009;19;32.7667;143.3104;13.6517;87.387;283.334;24.7847
8/21/2009;20;-1.7421;-0.8846;-4.2797;98.4811;293.1686;22.9107
8/21/2009;21;-1.8131;-0.6107;-4.3251;108.5949;304.1498;21.7048
8/21/2009;22;-1.6787;-0.4228;-4.3904;117.3565;316.9828;20.7893
8/21/2009;23;-1.779;-0.4872;-4.3794;124.0469;332.2125;20.7352
8/22/2009;0;-1.7743;-0.7644;-4.536;127.8212;349.7433;20.0463
8/22/2009;1;-1.7321;-0.6528;-4.4379;128.028;26.3444;19.3838
8/22/2009;2;-1.7379;-0.3321;-4.2977;124.6272;26.079;19.354
8/22/2009;3;-1.6481;-0.6634;-4.3746;118.2207;41.5925;18.6075
8/22/2009;4;-1.645;-0.508;-4.3722;109.6532;54.6803;17.4328
8/22/2009;5;-1.5363;-0.5759;-4.4705;99.6654;65.8465;16.785
8/22/2009;6;25.1061;147.3033;9.689;88.6627;75.793;16.3132
8/22/2009;7;178.2204;587.4732;44.0293;77.3938;85.2297;17.5933
8/22/2009;8;383.8398;781.731;61.0255;65.9264;94.9068;20.1155
8/22/2009;9;584.5107;879.7712;70.3534;54.6271;105.7783;22.5878
8/22/2009;10;749.1293;928.015;77.369;44.0142;119.3022;25.248
8/22/2009;11;863.9427;948.4418;84.2076;35.0175;137.7785;27.1857
8/22/2009;12;927.7383;960.4403;88.6365;29.358;163.4486;29.3083
8/22/2009;13;929.5947;950.2258;94.9597;29.0755;193.6201;30.834
8/22/2009;14;869.7932;923.7625;99.4892;34.3025;219.9663;32.3493
8/22/2009;15;750.1847;880.6132;97.7777;43.0747;239.0559;33.2962
8/22/2009;16;597.2727;820.4653;99.5433;53.5919;252.9326;33.6788
8/22/2009;17;369.9373;625.6586;84.4539;64.8642;263.9739;33.3833
8/22/2009;18;89.0005;119.4587;53.5157;76.3505;273.7061;31.5937
8/22/2009;19;14.6954;5.7159;11.7926;87.6517;283.1163;29.1363
8/22/2009;20;-2.0139;-0.6916;-4.4111;98.7601;292.966;27.2342
8/22/2009;21;-1.9272;-0.6038;-4.2254;108.8924;303.9685;25.5495
8/22/2009;22;-1.7926;-0.5128;-4.39;117.6752;316.839;24.9638
8/22/2009;23;-1.8857;-0.4719;-4.4196;124.3839;332.1344;24.74
8/23/2009;0;-1.8425;-0.2556;-4.4337;128.164;349.7629;25.2507
8/23/2009;1;-1.8883;-0.4967;-4.5136;128.356;26.4729;25.4458
8/23/2009;2;-1.7819;-0.7416;-4.5979;124.9223;26.293;24.1415
8/23/2009;3;-1.4127;-0.6598;-4.6536;118.4763;41.8541;20.8982
8/23/2009;4;-1.5616;-0.4603;-4.4719;109.8726;54.9626;20.546
