DATE (MM/DD/YYYY);HOUR-MST;Avg Global CM22 Vent [W/m^2];Avg Direct CH1 [W/m^2];Avg Diffuse 8-48 Vent [W/m^2];Avg Zenith Angle [degrees];Avg Azimuth Angle [degrees];Avg Tower Dry Bulb Temp [deg C]
DATE;hour;ghi;dni;dhi;zenith;azimuth;temperature
1/1/2009;1;-1.754;-0.3565;-1.9914;162.0056;43.5699;10.2755
1/1/2009;2;-1.6523;-0.4714;-2.1793;155.1127;53.1987;9.9288
1/1/2009;3;-1.6919;-0.6083;-1.9781;144.8807;72.2547;9.3147
1/1/2009;4;-1.7079;-0.3505;-1.9603;133.6127;84.6641;8.7188
1/1/2009;5;-1.6317;-0.4163;-1.9706;122.1089;94.4064;8.6768
1/1/2009;6;-1.5813;-0.3571;-1.813;110.7358;103.1786;8.292
1/1/2009;7;-1.3912;-0.5298;-1.908;99.7587;111.8733;8.1148
1/1/2009;8;15.6705;29.7461;13.7125;89.3056;121.0997;8.5232
1/1/2009;9;99.6476;51.1162;87.843;80.082;131.3609;8.6737
1/1/2009;10;192.4677;58.0446;174.6318;72.2912;143.0734;9.3655
1/1/2009;11;296.298;66.9174;264.442;66.495;156.4467;9.9647
1/1/2009;12;325.9843;47.5256;299.0152;63.2882;171.2539;10.7548
1/1/2009;13;340.1103;103.1956;285.0127;63.0781;186.6926;11.7197
1/1/2009;14;189.755;44.5203;166.4517;65.8938;201.6457;11.562
1/1/2009;15;178.4263;34.7684;163.5595;71.3702;215.2421;12.0443
1/1/2009;16;177.4838;328.6034;119.8608;78.9267;227.1784;12.4638
1/1/2009;17;46.7959;130.3147;32.2507;87.9568;237.6197;11.5228
1/1/2009;18;-1.3111;-0.312;-1.9049;98.3079;246.9649;10.7173
1/1/2009;19;-1.4162;-0.4801;-1.9674;109.2099;255.7084;9.968
1/1/2009;20;-1.5334;-0.2521;-1.9441;120.5422;264.44;10.0967
1/1/2009;21;-1.5411;-0.3018;-1.8812;132.0418;273.9976;10.2203
1/1/2009;22;-1.4644;-0.2648;-1.9725;143.3651;285.9177;10.1693
1/1/2009;23;-1.4464;-0.3173;-1.9457;153.8048;303.7263;9.8737
1/2/2009;0;-1.4811;-0.1089;-1.9834;161.3531;334.9603;10.6953
1/2/2009;1;-1.3722;-0.2383;-1.8332;161.9515;43.1627;9.911
1/2/2009;2;-1.3951;-0.6012;-2.0281;155.1183;52.8649;10.4902
1/2/2009;3;-1.4019;-0.3985;-2.0796;144.9122;72.0163;9.8295
1/2/2009;4;-1.4507;-0.4505;-1.9648;133.6526;84.478;9.5332
1/2/2009;5;-1.2847;-0.6429;-1.9122;122.1489;94.2476;8.176
1/2/2009;6;-1.2572;-0.5484;-1.7405;110.7711;103.0333;7.0321
1/2/2009;7;-1.3167;-0.5835;-1.8193;99.7852;111.7334;6.655
1/2/2009;8;13.9524;7.1956;13.1874;89.319;120.9598;4.7862
1/2/2009;9;117.2034;45.057;105.8686;80.0788;131.2182;5.9181
1/2/2009;10;271.6425;202.864;200.415;72.2666;142.928;8.5998
1/2/2009;11;362.398;261.5778;249.7358;66.4451;156.3033;11.6655
1/2/2009;12;458.2387;382.5875;272.1992;63.2114;171.1219;13.4238
1/2/2009;13;493.4975;649.5455;185.9727;62.9767;186.5829;15.6442
1/2/2009;14;375.8215;426.9726;193.7028;65.7735;201.5649;16.0005
1/2/2009;15;365.518;674.9874;143.3918;71.238;215.1898;16.3297
1/2/2009;16;215.8924;634.8199;77.9977;78.7888;227.1497;16.0627
1/2/2009;17;22.8357;72.4397;15.3895;87.8128;237.6092;13.3258
1/2/2009;18;-1.5408;-0.7174;-2.0478;98.1659;246.9681;12.071
1/2/2009;19;-1.4366;-0.8433;-1.9664;109.0683;255.7219;9.9205
1/2/2009;20;-1.4969;-0.508;-1.9926;120.401;264.4614;8.4175
1/2/2009;21;-1.3099;-0.6496;-2.0423;131.9005;274.0232;7.188
1/2/2009;22;-1.3178;-0.417;-2.044;143.2229;285.9372;6.1554
1/2/2009;23;-1.3857;-0.285;-2.0793;153.6628;303.698;6.2576
1/3/2009;0;-1.3756;-0.2457;-1.8931;161.228;334.7506;6.0185
1/3/2009;1;-1.4097;-0.4368;-1.9364;161.8891;48.7557;6.7748
1/3/2009;2;-1.3681;-0.5196;-1.8153;155.1168;52.5216;6.1553
1/3/2009;3;-1.4593;-0.5638;-1.6217;144.9376;71.7686;6.339
1/3/2009;4;-1.4364;-0.5731;-1.7843;133.6868;84.2841;5.3492
1/3/2009;5;-1.2242;-0.495;-2.1824;122.1835;94.0821;4.184
1/3/2009;6;-1.4908;-0.3044;-1.7825;110.8008;102.8822;4.7457
1/3/2009;7;-0.6308;-1.3594;-2.4999;99.8059;111.5883;1.1973
1/3/2009;8;3.5506;-0.1738;2.3345;89.3263;120.8155;-2.8627
1/3/2009;9;14.5929;-0.0908;13.2364;80.0691;131.0718;-3.3701
1/3/2009;10;37.7385;-0.1089;36.2538;72.235;142.7798;-3.362
1/3/2009;11;72.034;0.0602;70.4104;66.3878;156.1584;-3.1116
1/3/2009;12;103.5429;-0.0081;101.7486;63.1272;170.9901;-3.3392
1/3/2009;13;73.7937;0.0379;72.1476;62.868;186.4753;-4.2215
1/3/2009;14;64.6225;0.0559;63.2557;65.6466;201.4879;-4.7139
1/3/2009;15;38.4609;-0.0289;37.0551;71.1;215.1424;-5.2379
1/3/2009;16;16.7115;-0.0709;15.4566;78.6458;227.1268;-5.71
1/3/2009;17;3.0078;-0.1141;1.7704;87.6647;237.6049;-6.1458
1/3/2009;18;-0.3207;-0.2448;-1.5398;98.0202;246.9779;-6.5196
1/3/2009;19;-0.3667;-0.2663;-1.6523;108.9233;255.7427;-6.8328
1/3/2009;20;-0.4127;-0.1661;-1.6687;120.2567;264.4909;-7.1222
1/3/2009;21;-0.2691;-0.2906;-1.8778;131.7563;274.0582;-7.6732
1/3/2009;22;-0.2682;-0.195;-1.787;143.0774;285.9679;-8.3247
1/3/2009;23;-0.2311;-0.2473;-1.8589;153.5163;303.6838;-9.3047
1/4/2009;0;-0.32;-0.2534;-1.8532;161.0963;334.5556;-9.874
1/4/2009;1;-0.3769;-0.1697;-1.6385;161.8184;48.3498;-10.2433
1/4/2009;2;-0.4608;-0.2728;-1.766;155.1079;52.1695;-10.5472
1/4/2009;3;-0.5643;-0.2705;-1.8568;144.9568;71.5117;-10.7598
1/4/2009;4;-0.6409;-0.2145;-1.7717;133.7154;84.0826;-10.9873
1/4/2009;5;-0.7948;-0.4546;-2.1085;122.2125;93.9101;-11.8132
1/4/2009;6;-0.767;-0.0435;-1.5989;110.8248;102.7255;-12.1135
1/4/2009;7;-0.6484;-0.214;-1.6686;99.8207;111.4384;-11.5677
1/4/2009;8;7.368;-0.1259;6.7839;89.3277;120.6668;-11.1678
1/4/2009;9;66.4321;0.2704;67.7605;80.0528;130.9218;-10.2253
1/4/2009;10;161.97;0.5755;162.8436;72.1964;142.629;-9.0942
1/4/2009;11;271.42;2.0384;270.2727;66.3233;156.0121;-8.3297
1/4/2009;12;323.4913;1.9683;322.4093;63.0355;170.8586;-8.0062
1/4/2009;13;385.8828;52.6659;360.3073;62.7522;186.3699;-6.391
1/4/2009;14;437.0885;627.4373;176.4221;65.5131;201.4147;-4.817
1/4/2009;15;365.0667;807.1802;95.8951;70.9562;215.1001;-5.3365
1/4/2009;16;193.1285;682.9435;51.1394;78.4978;227.1097;-5.6515
1/4/2009;17;33.3751;157.2363;15.706;87.5124;237.607;-7.5474
1/4/2009;18;-0.8664;-0.562;-1.7856;97.8708;246.9944;-9.3648
1/4/2009;19;-1.0227;-0.353;-1.8433;108.7752;255.7706;-10.1893
1/4/2009;20;-1.0531;-0.1837;-1.5416;120.1096;264.5283;-10.298
1/4/2009;21;-1.0807;-0.3574;-1.5636;131.6091;274.1024;-9.9753
1/4/2009;22;-1.0938;-0.423;-1.5443;142.9286;286.0098;-9.7742
1/4/2009;23;-1.0679;-0.4702;-1.5677;153.3656;303.6836;-10.6852
1/5/2009;0;-1.0522;-0.5095;-1.4241;160.9581;334.3753;-10.5077
1/5/2009;1;-1.0167;-0.6494;-1.5039;161.7394;53.946;-10.9435
1/5/2009;2;-1.1742;-0.3303;-1.4309;155.0916;51.8091;-10.3048
1/5/2009;3;-1.159;-0.5057;-1.501;144.9697;71.2461;-9.5723
1/5/2009;4;-1.3464;-0.0929;-1.6326;133.7382;83.8735;-8.0085
1/5/2009;5;-1.2033;-0.2959;-1.9352;122.2359;93.7317;-7.3123
1/5/2009;6;-1.1956;-0.4348;-1.7387;110.8432;102.5633;-7.8846
1/5/2009;7;-1.3414;-0.3295;-1.7422;99.8295;111.2835;-6.6823
1/5/2009;8;28.8141;250.5494;9.6492;89.3231;120.514;-4.992
1/5/2009;9;182.3643;781.8068;38.3772;80.0299;130.7682;-1.8721
1/5/2009;10;336.3097;766.6134;101.1124;72.1508;142.4756;1.6784
1/5/2009;11;372.9558;590.5424;126.5573;66.2514;155.8646;3.4798
1/5/2009;12;432.4265;418.3295;241.2553;62.9364;170.7276;5.8457
1/5/2009;13;194.4619;1.9322;193.4565;62.6293;186.2668;4.937
1/5/2009;14;108.1961;7.9299;104.5805;65.3732;201.3454;4.5174
1/5/2009;15;141.0098;105.0189;102.9734;70.8066;215.0629;4.9016
1/5/2009;16;80.5003;68.303;64.2846;78.345;227.0985;3.6983
1/5/2009;17;31.0435;31.0268;27.3843;87.3563;237.6153;2.6702
1/5/2009;18;-0.8189;-0.291;-1.7611;97.7179;247.0176;1.8417
1/5/2009;19;-0.8586;-0.2638;-2.1477;108.624;255.8059;0.9897
1/5/2009;20;-1.0085;-0.1981;-2.0081;119.9596;264.5737;0.8977
1/5/2009;21;-0.9231;-0.1803;-2.0266;131.4591;274.1557;0.7351
1/5/2009;22;-0.9783;-0.2954;-1.8558;142.7766;286.0628;0.3142
1/5/2009;23;-1.1088;-0.2349;-1.8335;153.2106;303.6974;0.3717
1/6/2009;0;-1.0614;-0.2414;-1.9568;160.8135;334.2099;0.2953
1/6/2009;1;-1.112;-0.2718;-1.9415;161.6521;53.5448;-0.1308
1/6/2009;2;-1.2972;-0.3946;-1.8938;155.0679;51.4409;-0.5683
1/6/2009;3;-1.4207;-0.3187;-2.0036;144.9762;70.9721;-0.6011
1/6/2009;4;-1.3503;-0.3309;-2.0909;133.7552;83.6571;-0.7865
1/6/2009;5;-1.3543;-0.3186;-2.0741;122.2536;93.5471;-1.1936
1/6/2009;6;-1.3634;-0.2561;-2.1305;110.8557;102.3956;-0.9343
1/6/2009;7;-1.3831;-0.1358;-2.0807;99.8324;111.1239;-0.6916
1/6/2009;8;26.1089;206.7101;8.911;89.3124;120.357;-0.3341
1/6/2009;9;169.9882;735.3162;32.6207;80.0005;130.6112;0.7542
1/6/2009;10;329.5027;907.256;45.635;72.0982;142.3197;1.8325
1/6/2009;11;451.5717;972.8893;53.4929;66.1722;155.7158;2.8437
1/6/2009;12;496.326;806.274;120.1577;62.8301;170.597;2.8266
1/6/2009;13;498.5292;579.7162;219.8337;62.4994;186.166;2.8312
1/6/2009;14;242.4918;52.1694;217.2088;65.2268;201.2802;1.7342
1/6/2009;15;153.8892;4.9801;151.4127;70.6515;215.0309;1.7079
1/6/2009;16;85.1966;4.1089;83.9076;78.1874;227.0931;1.5017
1/6/2009;17;24.7965;66.0511;17.1247;87.1962;237.63;1.4324
1/6/2009;18;-1.0147;-0.1021;-1.8461;97.5616;247.0476;1.4712
1/6/2009;19;-1.0894;-0.1649;-1.9531;108.4698;255.8483;1.9535
1/6/2009;20;-1.004;-0.2632;-1.8507;119.8069;264.6271;1.828
1/6/2009;21;-1.0159;-0.2573;-2.0662;131.3064;274.2182;1.8572
1/6/2009;22;-1.0704;-0.1983;-2.0368;142.6216;286.1268;1.3698
1/6/2009;23;-1.1577;-0.2018;-1.892;153.0515;303.725;2.166
1/7/2009;0;-1.0179;-0.2165;-1.6744;160.6625;334.0593;2.2411
1/7/2009;1;-1.1313;-0.2027;-1.8564;161.5566;53.1473;2.7211
1/7/2009;2;-1.0485;-0.3036;-1.6838;155.0365;51.0655;2.5021
1/7/2009;3;-1.1406;-0.2193;-2.0319;144.9761;70.6898;3.3413
1/7/2009;4;-1.2612;-0.0532;-1.863;133.7661;83.4336;2.8044
1/7/2009;5;-1.5269;-0.0932;-1.9099;122.2655;93.3564;5.5758
1/7/2009;6;-1.3421;-0.1246;-2.0122;110.8625;102.2227;6.1687
1/7/2009;7;-1.2133;-0.2649;-2.0819;99.8293;110.9597;6.1265
1/7/2009;8;23.7993;78.7459;17.4999;89.2956;120.196;6.6924
1/7/2009;9;54.5463;1.306;53.5197;79.9644;130.4509;7.0664
1/7/2009;10;156.2121;55.3133;136.8258;72.0386;142.1613;7.4623
1/7/2009;11;269.2112;155.3221;200.646;66.0857;155.566;8.4835
1/7/2009;12;223.3058;23.5187;210.8463;62.7164;170.467;9.167
1/7/2009;13;207.0652;3.5036;204.8903;62.3624;186.0677;9.9165
1/7/2009;14;280.9313;273.5354;156.4857;65.074;201.219;11.0332
1/7/2009;15;179.0138;114.2903;141.053;70.4908;215.0041;10.5395
1/7/2009;16;265.3728;774.2797;96.6878;78.0251;227.0937;11.1263
1/7/2009;17;45.7235;48.7436;38.8884;87.0324;237.6511;10.0648
1/7/2009;18;-1.0921;-0.3741;-1.6197;97.402;247.0843;9.7028
1/7/2009;19;-1.4205;-0.4574;-2.0413;108.3128;255.8979;9.218
1/7/2009;20;-1.4649;-0.1398;-2.0026;119.6516;264.6883;9.3697
1/7/2009;21;-1.3616;-0.3615;-1.8627;131.151;274.2897;9.426
1/7/2009;22;-1.2764;-0.4063;-1.8867;142.4635;286.2016;8.6283
1/7/2009;23;-1.4428;-0.0638;-1.6236;152.8883;303.7661;8.1865
1/8/2009;0;-1.2936;-0.6147;-1.9942;160.5055;333.9237;9.7983
1/8/2009;1;-1.424;-0.2292;-1.7071;161.453;58.7539;8.8125
1/8/2009;2;-1.3789;-0.4781;-1.7739;154.9976;50.6835;9.0212
1/8/2009;3;-1.4578;-0.3074;-1.9354;144.9696;70.3997;8.7315
1/8/2009;4;-1.4013;-0.4449;-1.8293;133.7711;83.2032;7.3345
1/8/2009;5;-1.2852;-0.6625;-1.802;122.2715;93.1597;6.6841
1/8/2009;6;-1.28;-0.3296;-1.8551;110.8633;102.0446;6.4253
1/8/2009;7;-1.4873;-0.3576;-1.7373;99.8201;110.791;6.5589
1/8/2009;8;37.8432;233.6351;19.5774;89.2727;120.031;7.107
1/8/2009;9;185.8205;747.085;46.9236;79.9217;130.2874;9.869
1/8/2009;10;332.2542;900.9808;49.0406;71.972;142.0007;14.0063
1/8/2009;11;443.5425;967.763;45.724;65.9921;155.4151;16.3685
1/8/2009;12;522.575;984.8132;64.2508;62.5954;170.3377;15.3605
1/8/2009;13;312.0962;233.4597;195.4857;62.2186;185.972;14.8055
1/8/2009;14;167.5402;1.0397;167.0375;64.915;201.162;14.5028
1/8/2009;15;164.8897;55.7881;148.4555;70.3247;214.9826;14.8123
1/8/2009;16;250.9428;788.0672;77.3207;77.8582;227.1002;15.8822
1/8/2009;17;61.4387;234.993;34.4671;86.865;237.6785;14.3687
1/8/2009;18;-0.3381;-0.9047;-0.7895;97.2392;247.1277;11.9738
1/8/2009;19;-1.493;-0.5399;-2.1939;108.153;255.9547;10.2492
1/8/2009;20;-1.4518;-0.7447;-2.1313;119.4937;264.7575;9.2538
1/8/2009;21;-1.4933;-0.5471;-1.9219;130.9931;274.3702;9.1013
1/8/2009;22;-1.4161;-0.7001;-1.9039;142.3026;286.2872;8.032
1/8/2009;23;-1.467;-0.3348;-1.9564;152.7213;303.8205;7.3774
1/9/2009;0;-1.6653;-0.4851;-1.7277;160.3423;333.8029;8.3711
1/9/2009;1;-1.6127;-0.4609;-2.0276;161.3412;58.3654;9.1135
1/9/2009;2;-1.4276;-0.5855;-2.0944;154.951;50.2956;7.6235
1/9/2009;3;-1.2736;-0.6063;-2.2786;144.9563;70.102;6.7543
1/9/2009;4;-1.3947;-0.2642;-1.922;133.7699;82.966;6.0794
1/9/2009;5;-1.2176;-0.0889;-1.6888;122.2717;92.9573;6.9889
1/9/2009;6;-1.0252;-0.7212;-2.3541;110.8583;101.8615;5.6765
1/9/2009;7;-1.2522;-0.1306;-1.8255;99.8048;110.6178;4.5527
1/9/2009;8;14.8183;43.0608;10.7613;89.2436;119.8623;4.6753
1/9/2009;9;34.4924;-0.4541;32.9887;79.8724;130.1207;3.2198
1/9/2009;10;109.9518;0.0437;108.5827;71.8984;141.8378;1.4826
1/9/2009;11;148.42;1.1494;146.8912;65.8912;155.2632;1.48
1/9/2009;12;155.7998;1.2881;155.0363;62.4673;170.2091;1.9243
1/9/2009;13;284.8107;99.0299;237.46;62.0679;185.8788;3.0297
1/9/2009;14;312.1237;185.1094;227.1584;64.7498;201.1093;4.442
1/9/2009;15;53.7722;-0.4737;52.4671;70.1533;214.9665;2.0253
1/9/2009;16;24.7993;-0.2524;23.9692;77.6868;227.1128;1.9144
1/9/2009;17;8.0335;-0.3657;7.0876;86.6939;237.7123;1.5855
1/9/2009;18;-0.8201;-0.4716;-1.6464;97.0732;247.1779;0.3853
1/9/2009;19;-1.1489;-0.5162;-1.9017;107.9904;256.0187;-0.7938
1/9/2009;20;-1.2887;-0.5536;-1.7042;119.3334;264.8344;-1.6358
1/9/2009;21;-1.3328;-0.4735;-1.5904;130.8328;274.4595;-2.052
1/9/2009;22;-1.1967;-0.6142;-1.6888;142.1388;286.3833;-2.7895
1/9/2009;23;-1.2008;-0.5418;-1.7771;152.5504;303.8881;-3.6244
1/10/2009;0;-1.2745;-0.3934;-1.7804;160.1733;333.6968;-3.6553
1/10/2009;1;-1.3228;-0.3973;-1.805;161.2214;63.9824;-3.6161
1/10/2009;2;-1.4543;-0.071;-1.9154;154.8967;49.9022;-2.3714
1/10/2009;3;-1.4728;-0.1043;-1.9431;144.9364;69.7971;-1.0594
1/10/2009;4;-1.3843;-0.2677;-2.043;133.7626;82.7223;-0.4773
1/10/2009;5;-1.4684;-0.279;-1.9884;122.2659;92.7492;-0.2435
1/10/2009;6;-1.4431;-0.3079;-2.0976;110.8473;101.6734;0.0585
1/10/2009;7;-1.483;-0.1861;-2.0171;99.7835;110.4404;0.4231
1/10/2009;8;35.2389;240.7499;16.0055;89.2085;119.6898;1.145
1/10/2009;9;145.5202;320.4399;89.2275;79.8165;129.9509;3.3039
1/10/2009;10;201.0253;159.9238;142.2461;71.8179;141.6728;1.3697
1/10/2009;11;428.178;456.6516;236.3828;65.7832;155.1105;2.63
1/10/2009;12;336.7638;116.2717;277.3758;62.332;170.0813;4.7602
1/10/2009;13;445.789;568.6248;173.4362;61.9103;185.7883;6.0244
1/10/2009;14;479.4928;969.6007;56.4061;64.5784;201.0608;6.7166
1/10/2009;15;370.188;872.0787;62.211;69.9766;214.9558;5.4012
1/10/2009;16;143.4944;197.7052;88.1273;77.511;227.1314;3.7985
1/10/2009;17;24.9941;2.8362;24.0827;86.5194;237.7526;3.4505
1/10/2009;18;-0.6587;-0.1861;-1.3552;96.9042;247.2347;3.4001
1/10/2009;19;-1.0414;-0.1923;-1.9427;107.8253;256.0897;3.1609
1/10/2009;20;-1.1976;-0.2013;-1.8815;119.1707;264.9191;2.9428
1/10/2009;21;-1.1543;-0.2004;-1.8383;130.67;274.5576;3.1091
1/10/2009;22;-1.2778;-0.1902;-1.807;141.9722;286.4898;3.1716
1/10/2009;23;-1.2578;-0.2094;-1.8115;152.3757;303.9686;3.2043
1/11/2009;0;-1.2438;-0.29;-1.8972;159.9983;333.6052;3.1507
1/11/2009;1;-1.2982;-0.1983;-1.7551;161.0935;63.6056;3.0744
1/11/2009;2;-1.3402;-0.2652;-1.8635;154.8346;49.5039;3.0893
1/11/2009;3;-1.4144;-0.248;-1.91;144.9096;69.4853;3.1795
1/11/2009;4;-1.2649;-0.1263;-1.9301;133.7491;82.4723;3.3952
1/11/2009;5;-1.1065;-0.2485;-2.0587;122.2542;92.5356;3.2921
1/11/2009;6;-1.0047;-0.2068;-1.9704;110.8303;101.4806;3.2413
1/11/2009;7;-0.9469;-0.1512;-1.9453;99.756;110.2587;3.2554
1/11/2009;8;8.1815;1.6593;7.0508;89.1594;119.5137;2.7175
1/11/2009;9;73.4153;1.7495;72.3131;79.754;129.7782;3.8982
1/11/2009;10;97.8531;0.4941;97.1299;71.7305;141.5057;4.2839
1/11/2009;11;73.3143;0.0247;72.6632;65.668;154.9569;3.2123
1/11/2009;12;72.549;0.0415;71.9105;62.1896;169.9544;4.5461
1/11/2009;13;125.802;0.1663;125.3184;61.7461;185.7005;4.7207
1/11/2009;14;286.6035;323.5157;141.6079;64.401;201.0167;5.4565
1/11/2009;15;373.2002;872.4043;65.6378;69.7947;214.9505;7.3308
1/11/2009;16;218.1271;775.1668;38.2053;77.3309;227.156;6.3651
1/11/2009;17;47.2696;236.9714;17.1785;86.3415;237.7992;4.9605
1/11/2009;18;-0.7519;-0.1636;-1.3568;96.7323;247.2983;4.6011
1/11/2009;19;-1.189;-0.2245;-2.0134;107.6576;256.1678;4.3474
1/11/2009;20;-1.1624;-0.1837;-1.9189;119.0057;265.0114;4.3803
1/11/2009;21;-1.1385;-0.1004;-1.8631;130.505;274.6644;4.6925
1/11/2009;22;-1.1433;-0.1571;-1.9371;141.8029;286.6066;4.9962
1/11/2009;23;-1.1398;-0.2116;-2.0199;152.1973;304.0616;4.9241
1/12/2009;0;-1.3438;-0.398;-1.9721;159.8177;333.5281;4.6142
1/12/2009;1;-1.3878;-0.1046;-1.9981;160.9578;69.2353;5.3294
1/12/2009;2;-1.3172;-0.1926;-1.9609;154.7648;49.1014;5.2813
1/12/2009;3;-1.3151;-0.3287;-2.0422;144.876;69.1669;5.2345
1/12/2009;4;-1.2361;-0.3349;-2.2132;133.7293;82.2162;4.718
1/12/2009;5;-0.4629;-0.9994;-2.5987;122.2364;92.3166;1.8566
1/12/2009;6;-0.1968;-0.3779;-2.4164;110.8074;101.283;-3.7179
1/12/2009;7;-0.2899;-0.1602;-2.2136;99.7224;110.073;-5.0684
1/12/2009;8;3.3504;-0.1341;2.1138;89.112;119.3341;-5.1201
1/12/2009;9;24.7331;-0.143;23.9718;79.6849;129.6026;-4.8922
1/12/2009;10;58.0702;0.1581;49.317;71.6362;141.3365;-4.4312
1/12/2009;11;111.1486;0.5684;83.3474;65.5458;154.8026;-3.0322
1/12/2009;12;185.8034;150.1893;185.9778;62.0402;169.8283;-1.9922
1/12/2009;13;148.5785;6.8784;218.7167;61.5752;185.6154;-3.3567
1/12/2009;14;197.0053;2.868;222.8742;64.2177;200.9769;-3.4934
1/12/2009;15;196.594;14.9135;191.4605;69.6078;214.9507;-3.0558
1/12/2009;16;104.1262;10.4255;101.9979;77.1466;227.1868;-3.1444
1/12/2009;17;26.9634;-0.7878;26.6857;86.1603;237.8523;-4.1766
1/12/2009;18;-0.2705;-0.3883;-1.0034;96.5575;247.3685;-5.1443
1/12/2009;19;-0.947;-0.5281;-1.5911;107.4875;256.253;-6.2892
1/12/2009;20;-1.0221;-0.2958;-1.4223;118.8384;265.1114;-5.6348
1/12/2009;21;-0.9054;-0.4669;-1.4469;130.3376;274.7798;-5.8219
1/12/2009;22;-0.9514;-0.376;-1.5455;141.631;286.7335;-7.0095
1/12/2009;23;-0.8552;-0.2742;-1.5277;152.0153;304.1671;-7.9843
1/13/2009;0;-0.8285;-0.2032;-1.4652;159.6314;333.4652;-7.5919
1/13/2009;1;-1.1066;0.1046;-1.2595;160.8142;68.8721;-5.2989
1/13/2009;2;-1.4208;0.2146;-1.1659;154.6871;48.6952;-2.7598
1/13/2009;3;-1.5294;0.2032;-1.2892;144.8355;68.8422;1.7763
1/13/2009;4;-1.3229;-0.1696;-1.7549;133.7032;81.9542;3.0586
1/13/2009;5;-1.4128;-0.2867;-1.8537;122.2125;92.0925;3.2249
1/13/2009;6;-1.4546;-0.2618;-1.8494;110.7784;101.0809;3.0684
1/13/2009;7;-1.4348;-0.234;-1.9449;99.6827;109.8832;3.4067
1/13/2009;8;38.2882;236.2506;19.0866;89.0585;119.1509;3.5927
1/13/2009;9;210.6133;717.281;73.8675;79.6093;129.4241;5.8104
1/13/2009;10;343.5727;775.4388;90.4708;71.5351;141.1654;6.0467
1/13/2009;11;438.933;584.8302;190.896;65.4165;154.6475;6.1916
1/13/2009;12;559.4915;968.0892;97.8583;61.8838;169.7032;6.6004
1/13/2009;13;582.3945;975.031;109.215;61.3976;185.5332;7.3093
1/13/2009;14;546.093;876.4269;153.0985;64.0284;200.9416;8.0698
1/13/2009;15;269.8593;215.534;185.4443;69.4158;214.9564;7.5752
1/13/2009;16;103.9025;202.1132;62.6814;76.9582;227.2236;6.2054
1/13/2009;17;51.7666;240.1405;20.5488;85.9759;237.9117;5.9762
1/13/2009;18;-0.4989;-0.3794;-1.3265;96.3799;247.4454;4.9592
1/13/2009;19;-1.3908;-0.1812;-2.0137;107.3151;256.3451;4.8467
1/13/2009;20;-1.447;-0.2111;-1.9884;118.669;265.2189;5.0152
1/13/2009;21;-1.4351;-0.2483;-2.0969;130.1681;274.9036;5.2947
1/13/2009;22;-1.36;-0.3267;-2.1413;141.4564;286.8704;5.1219
1/13/2009;23;-1.483;-0.3129;-2.0955;151.8296;304.2846;5.1766
1/14/2009;0;-1.4544;-0.3249;-2.1129;159.4395;333.4163;4.8723
1/14/2009;1;-1.4003;-0.3442;-2.1611;160.6628;68.5165;4.7745
1/14/2009;2;-1.3369;-0.3789;-2.2788;154.6016;48.2859;4.0877
1/14/2009;3;-1.2122;-0.2007;-2.0797;144.7881;68.5116;4.0029
1/14/2009;4;-1.164;-0.1086;-2.082;133.6707;81.6865;4.3495
1/14/2009;5;-1.2289;-0.1109;-2.0173;122.1825;91.8633;4.6527
1/14/2009;6;-1.072;-0.3786;-2.1757;110.7433;100.8744;4.3759
1/14/2009;7;-1.2177;-0.3639;-2.2754;99.6368;109.6895;3.5564
1/14/2009;8;22.4022;148.3028;9.2211;88.991;118.9644;3.6851
1/14/2009;9;175.3141;720.9507;35.3601;79.5271;129.2429;4.9531
1/14/2009;10;337.8402;892.3082;48.8004;71.4271;140.9923;6.627
1/14/2009;11;462.3547;959.8617;55.4544;65.2802;154.4918;6.7734
1/14/2009;12;528.938;977.4035;59.1788;61.7205;169.5792;5.6133
1/14/2009;13;537.1465;976.6022;61.3147;61.2135;185.4539;6.5949
1/14/2009;14;484.1718;939.7025;63.3419;63.8334;200.9109;7.8912
1/14/2009;15;349.0229;748.4233;76.8879;69.2189;214.9677;7.7321
1/14/2009;16;88.6423;11.4077;83.249;76.7657;227.2666;5.8461
1/14/2009;17;28.5052;9.7761;26.1153;85.7883;237.9776;1.8518
1/14/2009;18;-0.1142;-0.3718;-1.0208;96.1996;247.5289;0.4433
1/14/2009;19;-0.6108;-0.3155;-1.679;107.1403;256.4443;-0.5588
1/14/2009;20;-0.6781;-0.3059;-1.5816;118.4975;265.3339;-1.2367
1/14/2009;21;-0.6148;-0.2336;-1.6062;129.9964;275.0358;-1.7077
1/14/2009;22;-0.6294;-0.1301;-1.4418;141.2793;287.017;-1.6986
1/14/2009;23;-0.6647;-0.2435;-1.4296;151.6405;304.414;-1.7592
1/15/2009;0;-0.9116;-0.672;-1.6634;159.2422;333.3811;-2.3166
1/15/2009;1;-0.9121;-0.396;-2.0329;160.5036;74.1689;-3.1894
1/15/2009;2;-0.7899;-0.2412;-1.9432;154.5082;47.874;-3.7853
1/15/2009;3;-0.6649;-0.2865;-1.997;144.7336;68.1755;-4.4935
1/15/2009;4;-0.6531;-0.1621;-1.8925;133.6318;81.4133;-4.6714
1/15/2009;5;-0.735;-0.2125;-1.708;122.1464;91.6292;-4.1503
