DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM22 Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse 8-48 Vent [W/m^2]
8/17/2011,12,836.4148,741.1653,185.2760
8/17/2011,13,794.4375,577.1684,276.7468
8/17/2011,14,795.4798,651.9742,239.4190
8/17/2011,15,794.4990,880.2135,132.2361
8/17/2011,16,634.6088,890.5035,81.2870
8/17/2011,17,400.0254,683.0440,80.0516
8/17/2011,18,222.0053,600.9378,59.1003
8/17/2011,19,37.4654,165.0948,18.3153
8/17/2011,20,-1.5842,-0.8103,-0.4561
8/17/2011,21,-1.8050,-0.6197,-0.5901
8/17/2011,22,-1.8366,-0.6304,-0.5837
8/17/2011,23,-1.6975,-0.3902,-0.4774
8/18/2011,0,-1.8622,-0.4265,-0.4916
8/18/2011,1,-1.8775,-0.4412,-0.5185
8/18/2011,2,-1.8796,-0.4245,-0.5171
8/18/2011,3,-1.8380,-0.4642,-0.5129
8/18/2011,4,-1.8189,-0.4484,-0.4786
8/18/2011,5,-1.7674,-0.5109,-0.4658
8/18/2011,6,32.7934,69.5869,26.4242
8/18/2011,7,189.1365,320.4793,113.4890
8/18/2011,8,304.8497,236.1953,199.0005
8/18/2011,9,553.1938,579.5900,207.6022
8/18/2011,10,737.0818,743.4835,193.6420
8/18/2011,11,896.6597,888.3605,160.5333
8/18/2011,12,943.3897,921.5397,132.0873
8/18/2011,13,966.6495,969.6802,107.9817
8/18/2011,14,917.0120,926.5677,132.9644
8/18/2011,15,558.6165,519.1828,153.3227
8/18/2011,16,391.7302,411.7378,139.1222
8/18/2011,17,281.2520,311.9275,135.7398
8/18/2011,18,155.5163,189.7154,93.1184
8/18/2011,19,9.5202,0.9289,10.8357
8/18/2011,20,-1.8692,-0.9336,-0.5516
8/18/2011,21,-2.1305,-0.6508,-0.6138
8/18/2011,22,-1.8340,-0.7151,-0.6885
8/18/2011,23,-2.0051,-0.3979,-0.5032
8/19/2011,0,-1.9440,-0.4069,-0.4949
8/19/2011,1,-1.8257,-0.3300,-0.5509
8/19/2011,2,-1.7930,-0.2451,-0.4638
8/19/2011,3,-1.9527,-0.5067,-0.6089
8/19/2011,4,-2.0028,-0.5230,-0.5528
8/19/2011,5,-1.6391,-0.5342,-0.4573
8/19/2011,6,14.7817,4.5149,15.1271
8/19/2011,7,65.9393,2.5020,66.5370
8/19/2011,8,158.3106,27.2508,145.5701
8/19/2011,9,312.5318,73.5477,271.9920
8/19/2011,10,379.9610,27.6210,360.4177
8/19/2011,11,415.1517,36.2467,381.4940
8/19/2011,12,423.9957,51.3943,378.3300
8/19/2011,13,355.1317,2.1638,352.2722
8/19/2011,14,507.9762,58.3653,453.8410
8/19/2011,15,329.0762,79.4374,271.1467
8/19/2011,16,239.1033,69.3307,200.1545
8/19/2011,17,49.7689,-1.6516,50.4358
8/19/2011,18,31.9932,-0.2621,33.5526
8/19/2011,19,6.2983,-0.3161,7.2544
8/19/2011,20,-1.1238,-0.7226,-0.1860
8/19/2011,21,-0.7588,-0.4383,-0.3392
8/19/2011,22,-1.1053,-0.0948,-0.1298
8/19/2011,23,-1.5435,-0.1039,-0.1788
8/20/2011,0,-1.4573,-0.0583,-0.3080
8/20/2011,1,-1.5870,-0.2422,-0.4237
8/20/2011,2,-1.5722,-0.2178,-0.3810
8/20/2011,3,-1.5213,-0.6851,-0.5233
8/20/2011,4,-1.4736,-0.3912,-0.4251
8/20/2011,5,-1.3650,-0.6149,-0.3504
8/20/2011,6,20.0445,74.6250,15.6155
8/20/2011,7,165.4032,403.5303,65.4199
8/20/2011,8,393.9550,809.0485,56.0666
8/20/2011,9,585.6200,888.5250,64.6371
8/20/2011,10,747.9990,928.5605,73.6148
8/20/2011,11,866.1670,956.1918,75.6604
8/20/2011,12,930.4832,964.3237,81.0896
8/20/2011,13,933.9990,956.8547,84.8043
8/20/2011,14,876.1145,914.3755,104.1436
8/20/2011,15,789.4208,886.8438,122.1407
8/20/2011,16,616.3357,856.2415,87.9158
8/20/2011,17,401.5455,716.6315,75.3875
8/20/2011,18,119.9422,246.3953,67.1543
8/20/2011,19,36.8608,101.4945,24.0232
8/20/2011,20,-1.4537,-0.6111,-0.3589
8/20/2011,21,-1.5247,-0.4043,-0.3055
8/20/2011,22,-1.4055,-0.5707,-0.5126
8/20/2011,23,-1.3177,-0.3937,-0.4973
8/21/2011,0,-1.5585,-0.3474,-0.4192
8/21/2011,1,-1.5850,-0.4547,-0.5402
8/21/2011,2,-1.3339,-0.4189,-0.4406
8/21/2011,3,-1.4150,-0.5451,-0.4628
8/21/2011,4,-1.3501,-0.8646,-0.6849
8/21/2011,5,-1.4773,-0.4512,-0.4730
8/21/2011,6,16.4683,54.0795,14.0670
8/21/2011,7,110.4941,219.8733,53.5135
8/21/2011,8,254.7217,280.2064,142.4293
8/21/2011,9,537.0088,659.0729,149.2803
8/21/2011,10,655.2660,622.2057,196.6943
8/21/2011,11,856.0237,810.5528,185.2763
8/21/2011,12,689.2228,488.6866,259.1823
8/21/2011,13,253.7890,0.8697,252.6490
8/21/2011,14,274.7187,0.9881,272.2203
8/21/2011,15,408.4170,67.9894,354.6547
8/21/2011,16,215.3398,9.8520,209.1298
8/21/2011,17,127.0560,-0.5250,127.9435
8/21/2011,18,41.6929,-0.2150,42.9928
8/21/2011,19,3.4200,-0.2008,4.5107
8/21/2011,20,-1.1888,-0.3126,-0.4503
8/21/2011,21,-1.3924,-0.5227,-0.5768
8/21/2011,22,-1.2762,-0.1145,-0.4027
8/21/2011,23,-1.0214,-0.2410,-0.4276
8/22/2011,0,-1.3186,-0.2059,-0.3651
8/22/2011,1,-1.5208,-0.3582,-0.3557
8/22/2011,2,-1.6081,-0.1143,-0.3229
8/22/2011,3,-1.6586,-0.6149,-0.5353
8/22/2011,4,-1.7727,-0.2648,-0.4584
8/22/2011,5,-1.7571,-0.4139,-0.4690
8/22/2011,6,25.6031,166.4674,12.1975
8/22/2011,7,182.5850,616.0657,40.9589
8/22/2011,8,382.3052,794.1017,57.1265
8/22/2011,9,574.6223,880.0317,67.8150
8/22/2011,10,767.1355,929.0362,104.5707
8/22/2011,11,702.7777,588.8113,217.0660
8/22/2011,12,793.5512,692.1571,196.7147
8/22/2011,13,660.0580,463.4882,251.6243
8/22/2011,14,515.5178,278.2526,280.0942
8/22/2011,15,335.8987,140.1347,237.2297
8/22/2011,16,631.3235,804.1438,145.3117
8/22/2011,17,248.7766,318.1393,95.0472
8/22/2011,18,220.7298,329.9527,125.5429
8/22/2011,19,20.0399,-0.9566,20.4874
8/22/2011,20,-1.2024,-0.6667,-0.5446
8/22/2011,21,-1.5090,-0.5330,-0.3942
8/22/2011,22,-1.6225,-0.6458,-0.6320
8/22/2011,23,-1.6987,-0.4303,-0.4423
8/23/2011,0,-1.8108,-0.2293,-0.3713
8/23/2011,1,-1.8253,-0.2897,-0.4417
8/23/2011,2,-1.8269,-0.2150,-0.3981
8/23/2011,3,-1.8199,-0.3709,-0.4495
8/23/2011,4,-1.8056,-0.3437,-0.4600
8/23/2011,5,-1.8309,-0.3330,-0.4604
8/23/2011,6,25.2619,176.9101,11.6673
8/23/2011,7,183.4548,643.3112,39.3816
8/23/2011,8,385.7197,821.1798,53.8793
8/23/2011,9,576.4008,895.6995,63.0092
8/23/2011,10,737.7650,933.5087,73.8014
8/23/2011,11,685.0940,621.8935,188.1034
8/23/2011,12,894.7783,809.8163,191.4048
8/23/2011,13,966.1125,973.1667,118.1205
8/23/2011,14,950.3027,975.4075,144.2791
8/23/2011,15,618.7062,634.6186,159.6412
8/23/2011,16,409.6363,448.7440,136.3642
8/23/2011,17,363.4052,564.1529,124.2155
8/23/2011,18,236.8618,615.5128,85.6649
8/23/2011,19,35.5099,168.6950,18.3198
8/23/2011,20,-2.0296,-0.8936,-0.7961
8/23/2011,21,-1.8660,-0.8326,-0.6920
8/23/2011,22,-2.0125,-0.3838,-0.5819
8/23/2011,23,-1.8417,-0.4485,-0.5634
8/24/2011,0,-1.9218,-0.4004,-0.5252
8/24/2011,1,-1.9881,-0.3334,-0.4888
8/24/2011,2,-1.8991,-0.4934,-0.5472
8/24/2011,3,-1.8770,-0.5096,-0.5207
8/24/2011,4,-1.8972,-0.3441,-0.4660
8/24/2011,5,-1.7786,-0.5547,-0.5338
8/24/2011,6,22.6176,138.2200,11.6775
8/24/2011,7,178.1617,604.3157,43.3172
8/24/2011,8,381.5945,798.1957,60.3682
8/24/2011,9,571.7458,875.0242,72.2847
8/24/2011,10,737.4890,928.4520,79.3233
8/24/2011,11,860.5615,962.0097,84.2721
8/24/2011,12,934.5862,973.7672,95.9805
8/24/2011,13,724.3827,535.7633,248.4813
8/24/2011,14,604.8033,246.2907,392.8537
8/24/2011,15,328.1880,63.7124,279.8885
8/24/2011,16,224.7885,30.4754,205.9805
8/24/2011,17,235.5330,81.4930,198.6185
8/24/2011,18,139.2779,115.4007,109.1963
8/24/2011,19,16.2925,11.4539,16.4713
8/24/2011,20,-1.7726,-0.7745,-0.5000
8/24/2011,21,-1.7931,-0.5265,-0.5272
8/24/2011,22,-1.8250,-0.7011,-0.5522
8/24/2011,23,-1.8057,-0.6653,-0.6107
8/25/2011,0,-1.7246,-0.4740,-0.3219
8/25/2011,1,-1.6847,-0.5817,-0.5018
8/25/2011,2,-1.9239,-0.0329,-0.4047
8/25/2011,3,-1.7036,-0.6549,-0.5239
8/25/2011,4,-1.8067,-0.5246,-0.4034
8/25/2011,5,-1.5917,-0.6855,-0.6254
8/25/2011,6,21.7380,146.2167,10.5681
8/25/2011,7,175.8458,617.1393,40.6301
8/25/2011,8,303.6303,475.5435,122.0652
8/25/2011,9,561.5690,862.0108,70.6139
8/25/2011,10,729.6987,928.6660,72.7057
8/25/2011,11,847.4473,950.5157,81.1132
8/25/2011,12,915.4825,955.7763,93.1176
8/25/2011,13,867.6037,809.0560,158.9382
8/25/2011,14,689.6103,577.8861,206.8257
8/25/2011,15,192.7285,0.0427,193.4345
8/25/2011,16,214.9080,0.4436,217.0892
8/25/2011,17,126.9570,20.2252,119.8782
8/25/2011,18,27.2811,-0.9712,28.2100
8/25/2011,19,0.3270,-0.5689,0.9626
8/25/2011,20,-0.9566,-0.6247,-0.5616
8/25/2011,21,-1.1080,-0.1577,-0.3615
8/25/2011,22,-1.1805,-0.0776,-0.3370
8/25/2011,23,-1.3283,-0.1352,-0.3752
8/26/2011,0,-1.2911,-0.2061,-0.3980
8/26/2011,1,-1.3337,-0.1476,-0.3123
8/26/2011,2,-1.3172,-0.1757,-0.4344
8/26/2011,3,-1.2569,-0.2714,-0.4345
8/26/2011,4,-1.2354,-0.5200,-0.5734
8/26/2011,5,-1.4895,-0.5527,-0.5405
8/26/2011,6,9.8906,32.7133,8.9385
8/26/2011,7,147.1593,424.4415,46.4120
8/26/2011,8,328.1767,538.1971,118.5288
8/26/2011,9,503.5823,412.6978,269.5288
8/26/2011,10,733.3608,768.5792,183.2700
8/26/2011,11,827.7463,550.7763,370.4160
8/26/2011,12,941.0060,635.3808,388.0768
8/26/2011,13,935.4145,658.2483,354.9492
8/26/2011,14,316.4107,8.4280,308.0330
8/26/2011,15,252.4105,3.0900,251.2952
8/26/2011,16,105.2605,-0.8617,106.6023
8/26/2011,17,143.6429,7.6509,142.0501
8/26/2011,18,55.4419,-0.6664,56.4664
8/26/2011,19,5.0513,-0.4656,5.8690
8/26/2011,20,-1.3423,-0.4998,-0.4490
8/26/2011,21,-1.4766,-0.2454,-0.4861
8/26/2011,22,-1.4290,-0.3334,-0.4982
8/26/2011,23,-1.2731,-0.2803,-0.4330
8/27/2011,0,-1.2392,-0.2211,-0.4728
8/27/2011,1,-1.2115,-0.3751,-0.5691
8/27/2011,2,-1.2428,-0.6114,-0.6139
8/27/2011,3,-1.5067,-0.4889,-0.5847
8/27/2011,4,-1.6225,-0.2391,-0.4153
8/27/2011,5,-1.5595,-0.3613,-0.4654
8/27/2011,6,17.9415,110.2153,9.4148
8/27/2011,7,166.9847,602.6735,38.1914
8/27/2011,8,369.4967,799.7143,53.4188
8/27/2011,9,562.9378,890.0747,61.6686
8/27/2011,10,724.5835,937.6420,67.3696
8/27/2011,11,845.6123,963.5347,75.2742
8/27/2011,12,507.7468,389.8705,172.3741
8/27/2011,13,520.0722,337.3576,222.5825
8/27/2011,14,850.0988,858.3600,150.5825
8/27/2011,15,700.0038,702.0056,187.3965
8/27/2011,16,93.0217,-1.2241,94.2257
8/27/2011,17,25.0062,-1.0341,25.7879
8/27/2011,18,52.4324,84.3786,39.2911
8/27/2011,19,18.7298,41.5292,15.9469
8/27/2011,20,-1.6681,-0.2617,-0.3621
8/27/2011,21,-1.7533,-0.2887,-0.4358
8/27/2011,22,-1.8218,-0.2598,-0.4274
8/27/2011,23,-1.8333,-0.2170,-0.4077
8/28/2011,0,-1.7688,-0.4147,-0.4698
8/28/2011,1,-1.7836,-0.3779,-0.4837
8/28/2011,2,-1.6760,-0.3816,-0.5102
8/28/2011,3,-1.3190,-0.3112,-0.4653
8/28/2011,4,-1.3250,-0.1502,-0.4263
8/28/2011,5,-1.3734,-0.1839,-0.4231
8/28/2011,6,6.5177,2.2168,7.1487
8/28/2011,7,133.0548,199.0763,80.0169
8/28/2011,8,390.2033,757.1832,93.2263
8/28/2011,9,554.7483,850.0728,77.9362
8/28/2011,10,718.0007,904.0592,86.1579
8/28/2011,11,840.7245,935.5095,93.3679
8/28/2011,12,939.3325,904.9998,167.0448
8/28/2011,13,787.2052,371.8628,456.0165
8/28/2011,14,488.5862,135.0238,365.5262
8/28/2011,15,202.8795,-0.3284,203.9302
8/28/2011,16,165.2092,-0.0436,167.3605
8/28/2011,17,59.1997,-0.5117,60.6087
8/28/2011,18,53.3379,20.6335,51.0138
8/28/2011,19,11.6295,-0.2322,12.5192
8/28/2011,20,-1.4823,-0.5935,-0.6120
8/28/2011,21,-1.1187,-0.3499,-0.4425
8/28/2011,22,-0.9847,-0.3060,-0.4954
8/28/2011,23,-1.0627,-0.4793,-0.4438
8/29/2011,0,-1.0377,-0.3601,-0.3410
8/29/2011,1,-0.9706,-0.5866,-0.3777
8/29/2011,2,-0.9999,-0.1545,-0.4577
8/29/2011,3,-0.9906,-0.2831,-0.5063
8/29/2011,4,-1.3723,-0.4377,-0.4824
8/29/2011,5,-1.3178,-0.7300,-0.5647
8/29/2011,6,12.4014,57.5997,8.0772
8/29/2011,7,157.8728,534.3768,44.8096
8/29/2011,8,367.3320,732.9057,79.2627
8/29/2011,9,522.0290,517.1225,226.0033
8/29/2011,10,475.7687,144.2341,365.3402
8/29/2011,11,315.9480,8.5753,308.0202
8/29/2011,12,442.6248,104.5538,347.2502
8/29/2011,13,751.0898,545.4327,281.3973
8/29/2011,14,722.7403,621.2015,222.5527
8/29/2011,15,624.1522,689.6837,137.2853
8/29/2011,16,356.5429,389.1025,125.0688
8/29/2011,17,418.3163,765.5828,109.3961
8/29/2011,18,172.3963,592.2777,44.2511
8/29/2011,19,12.1301,44.3885,8.6775
8/29/2011,20,-1.4581,-0.4040,-0.4687
8/29/2011,21,-1.5091,-0.7192,-0.6444
8/29/2011,22,-1.7138,-0.5328,-0.5888
8/29/2011,23,-1.6650,-0.4455,-0.5203
8/30/2011,0,-1.8590,-0.2522,-0.4088
8/30/2011,1,-1.5607,-0.3140,-0.4320
8/30/2011,2,-1.6938,-0.3834,-0.4559
8/30/2011,3,-1.8146,-0.4805,-0.4725
8/30/2011,4,-1.7055,-0.5197,-0.5195
8/30/2011,5,-1.5937,-0.5474,-0.5214
8/30/2011,6,17.7278,137.3703,8.6033
8/30/2011,7,166.5545,632.7650,36.6141
8/30/2011,8,368.2550,820.0368,52.0425
8/30/2011,9,564.4447,909.5085,60.5466
8/30/2011,10,734.4638,943.8777,79.6229
8/30/2011,11,764.9652,775.8112,154.6758
8/30/2011,12,560.0862,375.7980,244.1447
8/30/2011,13,343.8400,96.9632,261.5922
8/30/2011,14,328.6593,89.9845,254.0298
8/30/2011,15,711.1030,607.1006,288.4913
8/30/2011,16,498.6910,554.7743,184.2438
8/30/2011,17,292.0877,321.8771,169.8042
8/30/2011,18,57.6908,39.6577,47.3946
8/30/2011,19,4.7471,14.7015,4.6349
8/30/2011,20,-1.4381,-0.7744,-0.7062
8/30/2011,21,-0.8952,-1.2258,-0.9104
8/30/2011,22,-1.9343,-0.2252,-0.2030
8/30/2011,23,-1.8405,-0.6123,-0.4883
8/31/2011,0,-1.8364,-0.6321,-0.5487
8/31/2011,1,-1.6621,-0.5122,-0.4840
8/31/2011,2,-1.8091,0.0611,-0.2275
8/31/2011,3,-1.4963,-0.7630,-0.5863
8/31/2011,4,-1.8593,-0.4652,-0.5194
8/31/2011,5,-1.5368,-0.3935,-0.4822
8/31/2011,6,14.1822,78.7826,9.3847
8/31/2011,7,147.4965,479.0950,48.4984
8/31/2011,8,348.7977,723.7868,70.3646
8/31/2011,9,547.0360,834.4847,86.8056
8/31/2011,10,710.1585,889.5282,96.0856
8/31/2011,11,830.4588,917.2008,106.3488
8/31/2011,12,903.7823,908.7763,138.2798
8/31/2011,13,760.7395,670.0160,192.0620
8/31/2011,14,482.1873,337.5115,205.5750
8/31/2011,15,191.8640,1.4090,192.4955
8/31/2011,16,346.4802,221.8966,223.5651
8/31/2011,17,125.2466,0.0731,126.5734
8/31/2011,18,87.9843,96.7449,68.7118
8/31/2011,19,9.7406,16.1020,9.6183
8/31/2011,20,-1.7462,-0.5838,-0.5674
8/31/2011,21,-1.5848,-0.6052,-0.6236
8/31/2011,22,-1.7464,-0.1434,-0.3642
8/31/2011,23,-1.6376,-0.6124,-0.5396
9/1/2011,0,-1.5673,-0.3566,-0.5451
9/1/2011,1,-1.8946,-0.2027,-0.3191
9/1/2011,2,-1.6342,-0.4702,-0.4749
9/1/2011,3,-1.4829,-0.5095,-0.4799
9/1/2011,4,-1.4135,-0.4122,-0.5291
9/1/2011,5,-1.4804,-0.4195,-0.4742
9/1/2011,6,14.1318,58.8535,10.2488
9/1/2011,7,72.7946,35.2359,68.1047
9/1/2011,8,150.0030,1.5350,151.2930
9/1/2011,9,304.5372,42.1389,282.5297
9/1/2011,10,570.4868,378.7698,303.7910
9/1/2011,11,570.7217,245.6899,365.3005
9/1/2011,12,828.1078,712.7420,224.3133
9/1/2011,13,894.5270,912.7962,123.8482
9/1/2011,14,793.1685,786.8098,165.2098
9/1/2011,15,586.8545,455.1134,257.6268
9/1/2011,16,354.7818,318.5764,185.5060
9/1/2011,17,271.0641,370.2148,112.2691
9/1/2011,18,74.1107,19.7091,71.1789
9/1/2011,19,2.8456,-0.5643,3.8289
9/1/2011,20,-1.5354,-0.7951,-0.6762
9/1/2011,21,-1.7687,-0.4889,-0.5789
9/1/2011,22,-1.9106,-0.6970,-0.6363
9/1/2011,23,-1.8420,-0.5401,-0.6114
9/2/2011,0,-1.8946,-0.6882,-0.5558
9/2/2011,1,-1.7060,-0.5396,-0.5954
9/2/2011,2,-1.6043,-0.3043,-0.4579
9/2/2011,3,-1.3703,-0.4050,-0.4941
9/2/2011,4,-1.0097,-0.8828,-0.3623
9/2/2011,5,-1.2821,-0.7106,-0.5826
9/2/2011,6,4.3674,2.0934,5.0431
9/2/2011,7,109.8373,240.1510,54.8864
9/2/2011,8,415.1558,714.1433,141.5018
9/2/2011,9,356.0792,171.0902,270.4163
9/2/2011,10,616.1907,435.7842,298.6043
9/2/2011,11,814.2397,851.2285,144.5730
9/2/2011,12,677.8437,443.3856,300.8797
9/2/2011,13,532.8585,307.7926,273.9960
9/2/2011,14,860.5677,853.0203,185.7905
9/2/2011,15,472.0876,319.0008,239.0456
9/2/2011,16,170.8613,34.9029,150.6628
9/2/2011,17,260.1856,397.4632,102.4916
9/2/2011,18,68.8989,20.4926,63.8534
9/2/2011,19,7.8646,-0.8530,8.9655
9/2/2011,20,-1.4963,-0.3562,-0.4664
9/2/2011,21,-1.4842,-0.4389,-0.3771
9/2/2011,22,-1.4103,-0.2260,-0.3002
9/2/2011,23,-1.5430,-0.4266,-0.4788
9/3/2011,0,-1.4885,-0.7512,-0.5587
9/3/2011,1,-1.8348,-0.4296,-0.3977
9/3/2011,2,-1.9777,-0.1864,-0.3723
9/3/2011,3,-1.8893,-0.4029,-0.4342
9/3/2011,4,-1.2816,-1.1506,-0.4075
9/3/2011,5,-1.5089,-0.5999,-0.3119
9/3/2011,6,12.3195,60.5915,8.6735
9/3/2011,7,154.7075,511.2460,51.4606
9/3/2011,8,357.9765,768.2805,66.1359
9/3/2011,9,557.2833,881.6430,74.5982
9/3/2011,10,721.2360,937.6860,80.7126
9/3/2011,11,838.3745,966.6132,84.1030
9/3/2011,12,897.4813,972.8003,87.8728
9/3/2011,13,896.4610,959.9997,94.9561
9/3/2011,14,789.9750,837.5309,127.6722
9/3/2011,15,741.5743,857.8663,146.3441
9/3/2011,16,352.4265,334.0414,151.5495
9/3/2011,17,167.0436,121.0384,124.1350
9/3/2011,18,121.2782,360.1700,51.5877
9/3/2011,19,6.0738,7.7730,6.2148
9/3/2011,20,-1.4956,-0.7263,-0.5401
9/3/2011,21,-1.2920,-0.4375,-0.4346
9/3/2011,22,-1.5453,-0.5472,-0.4190
9/3/2011,23,-1.4179,-0.5347,-0.4641
9/4/2011,0,-1.5195,-0.3223,-0.3793
9/4/2011,1,-1.4962,-0.3936,-0.4019
9/4/2011,2,-1.4444,-0.4154,-0.3674
9/4/2011,3,-1.5034,-0.4395,-0.2355
9/4/2011,4,-1.4615,-0.3923,-0.3314
9/4/2011,5,-1.4842,-0.4546,-0.1031
9/4/2011,6,12.5528,81.8499,7.7657
9/4/2011,7,151.3324,561.9737,40.7752
9/4/2011,8,358.4868,789.7495,60.7313
9/4/2011,9,555.4440,889.1570,71.5750
9/4/2011,10,718.1397,939.1382,79.3353
9/4/2011,11,833.6028,963.6320,85.3563
9/4/2011,12,894.5072,974.1228,88.5890
9/4/2011,13,895.7748,973.2833,88.6059
9/4/2011,14,833.4055,952.7508,88.4643
9/4/2011,15,713.3452,914.8390,85.8150
9/4/2011,16,549.7993,855.3853,79.0118
9/4/2011,17,346.1995,736.9707,65.8901
9/4/2011,18,133.1992,450.9917,41.5100
9/4/2011,19,5.9833,13.6297,5.9407
9/4/2011,20,-1.7258,-0.7431,-0.4344
9/4/2011,21,-1.5606,-0.6295,-0.5318
9/4/2011,22,-1.5306,-0.4784,-0.4634
9/4/2011,23,-1.6787,-0.4911,-0.4435
9/5/2011,0,-1.5248,-0.7082,-0.5301
9/5/2011,1,-1.6546,-0.4636,-0.4762
9/5/2011,2,-1.5720,-0.3568,-0.4038
9/5/2011,3,-1.6185,-0.4008,-0.3597
9/5/2011,4,-1.7417,-0.4607,-0.3772
9/5/2011,5,-1.6971,-0.7671,-0.5033
9/5/2011,6,12.7501,106.5971,7.2527
9/5/2011,7,158.4365,631.8302,37.5926
9/5/2011,8,364.1847,827.1378,56.0848
9/5/2011,9,562.1513,913.1547,67.3205
9/5/2011,10,723.8120,956.9470,76.6551
9/5/2011,11,772.6842,752.3092,192.7378
9/5/2011,12,638.6535,454.5110,260.2508
9/5/2011,13,915.0187,920.7363,154.3358
9/5/2011,14,459.9313,227.1820,275.8297
9/5/2011,15,422.6880,274.1129,234.0583
9/5/2011,16,524.3790,691.6687,154.1945
9/5/2011,17,359.3400,771.5593,68.8515
9/5/2011,18,132.1781,481.3754,40.0657
9/5/2011,19,5.2968,22.3496,4.5318
9/5/2011,20,-1.8065,-0.8725,-0.6974
9/5/2011,21,-1.9597,-0.5512,-0.5494
9/5/2011,22,-1.9380,-0.6785,-0.5420
9/5/2011,23,-2.1153,-0.4251,-0.4550
9/6/2011,0,-1.9633,-0.4686,-0.5637
9/6/2011,1,-1.7957,-0.3257,-0.4702
9/6/2011,2,-1.6211,-0.4723,-0.5115
9/6/2011,3,-1.5252,-0.0777,-0.3671
9/6/2011,4,-1.5348,-0.0475,-0.3643
9/6/2011,5,-1.0049,-0.8227,-0.4300
9/6/2011,6,3.5293,0.3416,4.0730
9/6/2011,7,51.0147,0.1496,52.0578
9/6/2011,8,72.4412,0.0378,73.6733
9/6/2011,9,167.5038,2.5819,168.1874
9/6/2011,10,169.7078,0.4977,170.6233
9/6/2011,11,358.7697,18.8503,343.9955
9/6/2011,12,353.0563,14.7230,339.5768
9/6/2011,13,298.9015,13.2123,286.8647
9/6/2011,14,120.8974,-0.4805,120.6932
9/6/2011,15,131.8658,-0.7241,133.4836
9/6/2011,16,115.8201,-0.0167,117.0185
9/6/2011,17,110.2652,-0.0223,111.8077
9/6/2011,18,54.5208,-0.1102,55.7809
9/6/2011,19,1.3698,-0.6275,2.1006
9/6/2011,20,-1.2771,-0.6540,-0.3990
9/6/2011,21,-1.3388,-0.4078,-0.4138
9/6/2011,22,-1.2628,-0.3724,-0.3362
9/6/2011,23,-0.6916,-0.3062,-0.3755
9/7/2011,0,-0.6108,-0.3527,-0.4133
9/7/2011,1,-0.4878,-0.3201,-0.3139
9/7/2011,2,-0.8248,-0.3898,-0.2721
9/7/2011,3,-1.0865,-0.1979,-0.2144
9/7/2011,4,-1.0051,-0.1123,-0.2497
9/7/2011,5,-0.7868,-0.2496,-0.2401
9/7/2011,6,1.3392,-0.2525,1.6438
9/7/2011,7,36.5605,-0.0694,36.7879
9/7/2011,8,73.4584,0.1654,73.8543
9/7/2011,9,81.7658,-0.2071,81.7560
9/7/2011,10,61.8679,-0.0015,61.3294
9/7/2011,11,29.3073,-0.0339,29.5105
9/7/2011,12,61.3243,0.0911,59.8602
9/7/2011,13,105.6893,0.2145,102.1149
9/7/2011,14,73.6475,-0.0574,71.5230
9/7/2011,15,56.6054,-0.0281,55.1742
9/7/2011,16,26.2222,-0.2038,25.8172
9/7/2011,17,37.6237,-0.0870,37.1348
9/7/2011,18,6.7656,-0.3238,7.2336
9/7/2011,19,-0.0824,-0.1002,0.4231
9/7/2011,20,-0.8786,-0.0790,-0.4784
9/7/2011,21,-0.8730,-0.2346,-0.4371
9/7/2011,22,-0.6289,-0.0422,-0.4357
9/7/2011,23,-0.6948,-0.1605,-0.4311
9/8/2011,0,-0.8034,-0.2442,-0.5147
9/8/2011,1,-1.0018,-0.4141,-0.4817
9/8/2011,2,-1.0070,-0.2814,-0.4523
9/8/2011,3,-0.9529,-0.1864,-0.3022
9/8/2011,4,-0.7822,-0.0990,-0.3040
9/8/2011,5,-0.7888,-0.2586,-0.2005
9/8/2011,6,3.5472,11.0166,3.4661
9/8/2011,7,33.4403,0.9573,33.6312
9/8/2011,8,273.9555,464.7335,92.4445
9/8/2011,9,546.4455,786.7337,129.8453
9/8/2011,10,700.8515,827.6185,149.2542
9/8/2011,11,847.1575,845.4240,194.9750
9/8/2011,12,792.3280,552.2852,331.9187
9/8/2011,13,785.8608,343.3343,496.0772
9/8/2011,14,668.6832,435.4879,327.8963
9/8/2011,15,679.0002,675.2655,219.9057
9/8/2011,16,285.8320,195.4285,180.5985
9/8/2011,17,154.7935,86.0133,124.1177
9/8/2011,18,64.4166,4.1483,64.0457
9/8/2011,19,2.7332,-0.6895,3.6798
9/8/2011,20,-1.2713,-0.4360,-0.5390
9/8/2011,21,-1.0668,-0.3958,-0.4444
9/8/2011,22,-1.1601,-0.3268,-0.4143
9/8/2011,23,-1.2212,-0.4124,-0.4355
9/9/2011,0,-1.3786,-0.3344,-0.4150
9/9/2011,1,-1.3958,-0.5960,-0.4659
9/9/2011,2,-1.4762,-0.4499,-0.4293
9/9/2011,3,-1.4579,-0.4744,-0.4189
9/9/2011,4,-1.4360,-0.4619,-0.4170
9/9/2011,5,-1.4468,-0.2872,-0.3602
9/9/2011,6,5.2037,19.6378,4.9426
9/9/2011,7,132.5160,499.3272,39.8384
9/9/2011,8,337.1447,752.5823,65.9469
