DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM22 Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse 8-48 Vent [W/m^2]
1/1/2009,1,-1.7540,-0.3565,-1.9914
1/1/2009,2,-1.6523,-0.4714,-2.1793
1/1/2009,3,-1.6919,-0.6083,-1.9781
1/1/2009,4,-1.7079,-0.3505,-1.9603
1/1/2009,5,-1.6317,-0.4163,-1.9706
1/1/2009,6,-1.5813,-0.3571,-1.8130
1/1/2009,7,-1.3912,-0.5298,-1.9080
1/1/2009,8,15.6705,29.7461,13.7125
1/1/2009,9,99.6476,51.1162,87.8430
1/1/2009,10,192.4677,58.0446,174.6318
1/1/2009,11,296.2980,66.9174,264.4420
1/1/2009,12,325.9843,47.5256,299.0152
1/1/2009,13,340.1103,103.1956,285.0127
1/1/2009,14,189.7550,44.5203,166.4517
1/1/2009,15,178.4263,34.7684,163.5595
1/1/2009,16,177.4838,328.6034,119.8608
1/1/2009,17,46.7959,130.3147,32.2507
1/1/2009,18,-1.3111,-0.3120,-1.9049
1/1/2009,19,-1.4162,-0.4801,-1.9674
1/1/2009,20,-1.5334,-0.2521,-1.9441
1/1/2009,21,-1.5411,-0.3018,-1.8812
1/1/2009,22,-1.4644,-0.2648,-1.9725
1/1/2009,23,-1.4464,-0.3173,-1.9457
1/2/2009,0,-1.4811,-0.1089,-1.9834
1/2/2009,1,-1.3722,-0.2383,-1.8332
1/2/2009,2,-1.3951,-0.6012,-2.0281
1/2/2009,3,-1.4019,-0.3985,-2.0796
1/2/2009,4,-1.4507,-0.4505,-1.9648
1/2/2009,5,-1.2847,-0.6429,-1.9122
1/2/2009,6,-1.2572,-0.5484,-1.7405
1/2/2009,7,-1.3167,-0.5835,-1.8193
1/2/2009,8,13.9524,7.1956,13.1874
1/2/2009,9,117.2034,45.0570,105.8686
1/2/2009,10,271.6425,202.8640,200.4150
1/2/2009,11,362.3980,261.5778,249.7358
1/2/2009,12,458.2387,382.5875,272.1992
1/2/2009,13,493.4975,649.5455,185.9727
1/2/2009,14,375.8215,426.9726,193.7028
1/2/2009,15,365.5180,674.9874,143.3918
1/2/2009,16,215.8924,634.8199,77.9977
1/2/2009,17,22.8357,72.4397,15.3895
1/2/2009,18,-1.5408,-0.7174,-2.0478
1/2/2009,19,-1.4366,-0.8433,-1.9664
1/2/2009,20,-1.4969,-0.5080,-1.9926
1/2/2009,21,-1.3099,-0.6496,-2.0423
1/2/2009,22,-1.3178,-0.4170,-2.0440
1/2/2009,23,-1.3857,-0.2850,-2.0793
1/3/2009,0,-1.3756,-0.2457,-1.8931
1/3/2009,1,-1.4097,-0.4368,-1.9364
1/3/2009,2,-1.3681,-0.5196,-1.8153
1/3/2009,3,-1.4593,-0.5638,-1.6217
1/3/2009,4,-1.4364,-0.5731,-1.7843
1/3/2009,5,-1.2242,-0.4950,-2.1824
1/3/2009,6,-1.4908,-0.3044,-1.7825
1/3/2009,7,-0.6308,-1.3594,-2.4999
1/3/2009,8,3.5506,-0.1738,2.3345
1/3/2009,9,14.5929,-0.0908,13.2364
1/3/2009,10,37.7385,-0.1089,36.2538
1/3/2009,11,72.0340,0.0602,70.4104
1/3/2009,12,103.5429,-0.0081,101.7486
1/3/2009,13,73.7937,0.0379,72.1476
1/3/2009,14,64.6225,0.0559,63.2557
1/3/2009,15,38.4609,-0.0289,37.0551
1/3/2009,16,16.7115,-0.0709,15.4566
1/3/2009,17,3.0078,-0.1141,1.7704
1/3/2009,18,-0.3207,-0.2448,-1.5398
1/3/2009,19,-0.3667,-0.2663,-1.6523
1/3/2009,20,-0.4127,-0.1661,-1.6687
1/3/2009,21,-0.2691,-0.2906,-1.8778
1/3/2009,22,-0.2682,-0.1950,-1.7870
1/3/2009,23,-0.2311,-0.2473,-1.8589
1/4/2009,0,-0.3200,-0.2534,-1.8532
1/4/2009,1,-0.3769,-0.1697,-1.6385
1/4/2009,2,-0.4608,-0.2728,-1.7660
1/4/2009,3,-0.5643,-0.2705,-1.8568
1/4/2009,4,-0.6409,-0.2145,-1.7717
1/4/2009,5,-0.7948,-0.4546,-2.1085
1/4/2009,6,-0.7670,-0.0435,-1.5989
1/4/2009,7,-0.6484,-0.2140,-1.6686
1/4/2009,8,7.3680,-0.1259,6.7839
1/4/2009,9,66.4321,0.2704,67.7605
1/4/2009,10,161.9700,0.5755,162.8436
1/4/2009,11,271.4200,2.0384,270.2727
1/4/2009,12,323.4913,1.9683,322.4093
1/4/2009,13,385.8828,52.6659,360.3073
1/4/2009,14,437.0885,627.4373,176.4221
1/4/2009,15,365.0667,807.1802,95.8951
1/4/2009,16,193.1285,682.9435,51.1394
1/4/2009,17,33.3751,157.2363,15.7060
1/4/2009,18,-0.8664,-0.5620,-1.7856
1/4/2009,19,-1.0227,-0.3530,-1.8433
1/4/2009,20,-1.0531,-0.1837,-1.5416
1/4/2009,21,-1.0807,-0.3574,-1.5636
1/4/2009,22,-1.0938,-0.4230,-1.5443
1/4/2009,23,-1.0679,-0.4702,-1.5677
1/5/2009,0,-1.0522,-0.5095,-1.4241
1/5/2009,1,-1.0167,-0.6494,-1.5039
1/5/2009,2,-1.1742,-0.3303,-1.4309
1/5/2009,3,-1.1590,-0.5057,-1.5010
1/5/2009,4,-1.3464,-0.0929,-1.6326
1/5/2009,5,-1.2033,-0.2959,-1.9352
1/5/2009,6,-1.1956,-0.4348,-1.7387
1/5/2009,7,-1.3414,-0.3295,-1.7422
1/5/2009,8,28.8141,250.5494,9.6492
1/5/2009,9,182.3643,781.8068,38.3772
1/5/2009,10,336.3097,766.6134,101.1124
1/5/2009,11,372.9558,590.5424,126.5573
1/5/2009,12,432.4265,418.3295,241.2553
1/5/2009,13,194.4619,1.9322,193.4565
1/5/2009,14,108.1961,7.9299,104.5805
1/5/2009,15,141.0098,105.0189,102.9734
1/5/2009,16,80.5003,68.3030,64.2846
1/5/2009,17,31.0435,31.0268,27.3843
1/5/2009,18,-0.8189,-0.2910,-1.7611
1/5/2009,19,-0.8586,-0.2638,-2.1477
1/5/2009,20,-1.0085,-0.1981,-2.0081
1/5/2009,21,-0.9231,-0.1803,-2.0266
1/5/2009,22,-0.9783,-0.2954,-1.8558
1/5/2009,23,-1.1088,-0.2349,-1.8335
1/6/2009,0,-1.0614,-0.2414,-1.9568
1/6/2009,1,-1.1120,-0.2718,-1.9415
1/6/2009,2,-1.2972,-0.3946,-1.8938
1/6/2009,3,-1.4207,-0.3187,-2.0036
1/6/2009,4,-1.3503,-0.3309,-2.0909
1/6/2009,5,-1.3543,-0.3186,-2.0741
1/6/2009,6,-1.3634,-0.2561,-2.1305
1/6/2009,7,-1.3831,-0.1358,-2.0807
1/6/2009,8,26.1089,206.7101,8.9110
1/6/2009,9,169.9882,735.3162,32.6207
1/6/2009,10,329.5027,907.2560,45.6350
1/6/2009,11,451.5717,972.8893,53.4929
1/6/2009,12,496.3260,806.2740,120.1577
1/6/2009,13,498.5292,579.7162,219.8337
1/6/2009,14,242.4918,52.1694,217.2088
1/6/2009,15,153.8892,4.9801,151.4127
1/6/2009,16,85.1966,4.1089,83.9076
1/6/2009,17,24.7965,66.0511,17.1247
1/6/2009,18,-1.0147,-0.1021,-1.8461
1/6/2009,19,-1.0894,-0.1649,-1.9531
1/6/2009,20,-1.0040,-0.2632,-1.8507
1/6/2009,21,-1.0159,-0.2573,-2.0662
1/6/2009,22,-1.0704,-0.1983,-2.0368
1/6/2009,23,-1.1577,-0.2018,-1.8920
1/7/2009,0,-1.0179,-0.2165,-1.6744
1/7/2009,1,-1.1313,-0.2027,-1.8564
1/7/2009,2,-1.0485,-0.3036,-1.6838
1/7/2009,3,-1.1406,-0.2193,-2.0319
1/7/2009,4,-1.2612,-0.0532,-1.8630
1/7/2009,5,-1.5269,-0.0932,-1.9099
1/7/2009,6,-1.3421,-0.1246,-2.0122
1/7/2009,7,-1.2133,-0.2649,-2.0819
1/7/2009,8,23.7993,78.7459,17.4999
1/7/2009,9,54.5463,1.3060,53.5197
1/7/2009,10,156.2121,55.3133,136.8258
1/7/2009,11,269.2112,155.3221,200.6460
1/7/2009,12,223.3058,23.5187,210.8463
1/7/2009,13,207.0652,3.5036,204.8903
1/7/2009,14,280.9313,273.5354,156.4857
1/7/2009,15,179.0138,114.2903,141.0530
1/7/2009,16,265.3728,774.2797,96.6878
1/7/2009,17,45.7235,48.7436,38.8884
1/7/2009,18,-1.0921,-0.3741,-1.6197
1/7/2009,19,-1.4205,-0.4574,-2.0413
1/7/2009,20,-1.4649,-0.1398,-2.0026
1/7/2009,21,-1.3616,-0.3615,-1.8627
1/7/2009,22,-1.2764,-0.4063,-1.8867
1/7/2009,23,-1.4428,-0.0638,-1.6236
1/8/2009,0,-1.2936,-0.6147,-1.9942
1/8/2009,1,-1.4240,-0.2292,-1.7071
1/8/2009,2,-1.3789,-0.4781,-1.7739
1/8/2009,3,-1.4578,-0.3074,-1.9354
1/8/2009,4,-1.4013,-0.4449,-1.8293
1/8/2009,5,-1.2852,-0.6625,-1.8020
1/8/2009,6,-1.2800,-0.3296,-1.8551
1/8/2009,7,-1.4873,-0.3576,-1.7373
1/8/2009,8,37.8432,233.6351,19.5774
1/8/2009,9,185.8205,747.0850,46.9236
1/8/2009,10,332.2542,900.9808,49.0406
1/8/2009,11,443.5425,967.7630,45.7240
1/8/2009,12,522.5750,984.8132,64.2508
1/8/2009,13,312.0962,233.4597,195.4857
1/8/2009,14,167.5402,1.0397,167.0375
1/8/2009,15,164.8897,55.7881,148.4555
1/8/2009,16,250.9428,788.0672,77.3207
1/8/2009,17,61.4387,234.9930,34.4671
1/8/2009,18,-0.3381,-0.9047,-0.7895
1/8/2009,19,-1.4930,-0.5399,-2.1939
1/8/2009,20,-1.4518,-0.7447,-2.1313
1/8/2009,21,-1.4933,-0.5471,-1.9219
1/8/2009,22,-1.4161,-0.7001,-1.9039
1/8/2009,23,-1.4670,-0.3348,-1.9564
1/9/2009,0,-1.6653,-0.4851,-1.7277
1/9/2009,1,-1.6127,-0.4609,-2.0276
1/9/2009,2,-1.4276,-0.5855,-2.0944
1/9/2009,3,-1.2736,-0.6063,-2.2786
1/9/2009,4,-1.3947,-0.2642,-1.9220
1/9/2009,5,-1.2176,-0.0889,-1.6888
1/9/2009,6,-1.0252,-0.7212,-2.3541
1/9/2009,7,-1.2522,-0.1306,-1.8255
1/9/2009,8,14.8183,43.0608,10.7613
1/9/2009,9,34.4924,-0.4541,32.9887
1/9/2009,10,109.9518,0.0437,108.5827
1/9/2009,11,148.4200,1.1494,146.8912
1/9/2009,12,155.7998,1.2881,155.0363
1/9/2009,13,284.8107,99.0299,237.4600
1/9/2009,14,312.1237,185.1094,227.1584
1/9/2009,15,53.7722,-0.4737,52.4671
1/9/2009,16,24.7993,-0.2524,23.9692
1/9/2009,17,8.0335,-0.3657,7.0876
1/9/2009,18,-0.8201,-0.4716,-1.6464
1/9/2009,19,-1.1489,-0.5162,-1.9017
1/9/2009,20,-1.2887,-0.5536,-1.7042
1/9/2009,21,-1.3328,-0.4735,-1.5904
1/9/2009,22,-1.1967,-0.6142,-1.6888
1/9/2009,23,-1.2008,-0.5418,-1.7771
1/10/2009,0,-1.2745,-0.3934,-1.7804
1/10/2009,1,-1.3228,-0.3973,-1.8050
1/10/2009,2,-1.4543,-0.0710,-1.9154
1/10/2009,3,-1.4728,-0.1043,-1.9431
1/10/2009,4,-1.3843,-0.2677,-2.0430
1/10/2009,5,-1.4684,-0.2790,-1.9884
1/10/2009,6,-1.4431,-0.3079,-2.0976
1/10/2009,7,-1.4830,-0.1861,-2.0171
1/10/2009,8,35.2389,240.7499,16.0055
1/10/2009,9,145.5202,320.4399,89.2275
1/10/2009,10,201.0253,159.9238,142.2461
1/10/2009,11,428.1780,456.6516,236.3828
1/10/2009,12,336.7638,116.2717,277.3758
1/10/2009,13,445.7890,568.6248,173.4362
1/10/2009,14,479.4928,969.6007,56.4061
1/10/2009,15,370.1880,872.0787,62.2110
1/10/2009,16,143.4944,197.7052,88.1273
1/10/2009,17,24.9941,2.8362,24.0827
1/10/2009,18,-0.6587,-0.1861,-1.3552
1/10/2009,19,-1.0414,-0.1923,-1.9427
1/10/2009,20,-1.1976,-0.2013,-1.8815
1/10/2009,21,-1.1543,-0.2004,-1.8383
1/10/2009,22,-1.2778,-0.1902,-1.8070
1/10/2009,23,-1.2578,-0.2094,-1.8115
1/11/2009,0,-1.2438,-0.2900,-1.8972
1/11/2009,1,-1.2982,-0.1983,-1.7551
1/11/2009,2,-1.3402,-0.2652,-1.8635
1/11/2009,3,-1.4144,-0.2480,-1.9100
1/11/2009,4,-1.2649,-0.1263,-1.9301
1/11/2009,5,-1.1065,-0.2485,-2.0587
1/11/2009,6,-1.0047,-0.2068,-1.9704
1/11/2009,7,-0.9469,-0.1512,-1.9453
1/11/2009,8,8.1815,1.6593,7.0508
1/11/2009,9,73.4153,1.7495,72.3131
1/11/2009,10,97.8531,0.4941,97.1299
1/11/2009,11,73.3143,0.0247,72.6632
1/11/2009,12,72.5490,0.0415,71.9105
1/11/2009,13,125.8020,0.1663,125.3184
1/11/2009,14,286.6035,323.5157,141.6079
1/11/2009,15,373.2002,872.4043,65.6378
1/11/2009,16,218.1271,775.1668,38.2053
1/11/2009,17,47.2696,236.9714,17.1785
1/11/2009,18,-0.7519,-0.1636,-1.3568
1/11/2009,19,-1.1890,-0.2245,-2.0134
1/11/2009,20,-1.1624,-0.1837,-1.9189
1/11/2009,21,-1.1385,-0.1004,-1.8631
1/11/2009,22,-1.1433,-0.1571,-1.9371
1/11/2009,23,-1.1398,-0.2116,-2.0199
1/12/2009,0,-1.3438,-0.3980,-1.9721
1/12/2009,1,-1.3878,-0.1046,-1.9981
1/12/2009,2,-1.3172,-0.1926,-1.9609
1/12/2009,3,-1.3151,-0.3287,-2.0422
1/12/2009,4,-1.2361,-0.3349,-2.2132
1/12/2009,5,-0.4629,-0.9994,-2.5987
1/12/2009,6,-0.1968,-0.3779,-2.4164
1/12/2009,7,-0.2899,-0.1602,-2.2136
1/12/2009,8,3.3504,-0.1341,2.1138
1/12/2009,9,24.7331,-0.1430,23.9718
1/12/2009,10,58.0702,0.1581,49.3170
1/12/2009,11,111.1486,0.5684,83.3474
1/12/2009,12,185.8034,150.1893,185.9778
1/12/2009,13,148.5785,6.8784,218.7167
1/12/2009,14,197.0053,2.8680,222.8742
1/12/2009,15,196.5940,14.9135,191.4605
1/12/2009,16,104.1262,10.4255,101.9979
1/12/2009,17,26.9634,-0.7878,26.6857
1/12/2009,18,-0.2705,-0.3883,-1.0034
1/12/2009,19,-0.9470,-0.5281,-1.5911
1/12/2009,20,-1.0221,-0.2958,-1.4223
1/12/2009,21,-0.9054,-0.4669,-1.4469
1/12/2009,22,-0.9514,-0.3760,-1.5455
1/12/2009,23,-0.8552,-0.2742,-1.5277
1/13/2009,0,-0.8285,-0.2032,-1.4652
1/13/2009,1,-1.1066,0.1046,-1.2595
1/13/2009,2,-1.4208,0.2146,-1.1659
1/13/2009,3,-1.5294,0.2032,-1.2892
1/13/2009,4,-1.3229,-0.1696,-1.7549
1/13/2009,5,-1.4128,-0.2867,-1.8537
1/13/2009,6,-1.4546,-0.2618,-1.8494
1/13/2009,7,-1.4348,-0.2340,-1.9449
1/13/2009,8,38.2882,236.2506,19.0866
1/13/2009,9,210.6133,717.2810,73.8675
1/13/2009,10,343.5727,775.4388,90.4708
1/13/2009,11,438.9330,584.8302,190.8960
1/13/2009,12,559.4915,968.0892,97.8583
1/13/2009,13,582.3945,975.0310,109.2150
1/13/2009,14,546.0930,876.4269,153.0985
1/13/2009,15,269.8593,215.5340,185.4443
1/13/2009,16,103.9025,202.1132,62.6814
1/13/2009,17,51.7666,240.1405,20.5488
1/13/2009,18,-0.4989,-0.3794,-1.3265
1/13/2009,19,-1.3908,-0.1812,-2.0137
1/13/2009,20,-1.4470,-0.2111,-1.9884
1/13/2009,21,-1.4351,-0.2483,-2.0969
1/13/2009,22,-1.3600,-0.3267,-2.1413
1/13/2009,23,-1.4830,-0.3129,-2.0955
1/14/2009,0,-1.4544,-0.3249,-2.1129
1/14/2009,1,-1.4003,-0.3442,-2.1611
1/14/2009,2,-1.3369,-0.3789,-2.2788
1/14/2009,3,-1.2122,-0.2007,-2.0797
1/14/2009,4,-1.1640,-0.1086,-2.0820
1/14/2009,5,-1.2289,-0.1109,-2.0173
1/14/2009,6,-1.0720,-0.3786,-2.1757
1/14/2009,7,-1.2177,-0.3639,-2.2754
1/14/2009,8,22.4022,148.3028,9.2211
1/14/2009,9,175.3141,720.9507,35.3601
1/14/2009,10,337.8402,892.3082,48.8004
1/14/2009,11,462.3547,959.8617,55.4544
1/14/2009,12,528.9380,977.4035,59.1788
1/14/2009,13,537.1465,976.6022,61.3147
1/14/2009,14,484.1718,939.7025,63.3419
1/14/2009,15,349.0229,748.4233,76.8879
1/14/2009,16,88.6423,11.4077,83.2490
1/14/2009,17,28.5052,9.7761,26.1153
1/14/2009,18,-0.1142,-0.3718,-1.0208
1/14/2009,19,-0.6108,-0.3155,-1.6790
1/14/2009,20,-0.6781,-0.3059,-1.5816
1/14/2009,21,-0.6148,-0.2336,-1.6062
1/14/2009,22,-0.6294,-0.1301,-1.4418
1/14/2009,23,-0.6647,-0.2435,-1.4296
1/15/2009,0,-0.9116,-0.6720,-1.6634
1/15/2009,1,-0.9121,-0.3960,-2.0329
1/15/2009,2,-0.7899,-0.2412,-1.9432
1/15/2009,3,-0.6649,-0.2865,-1.9970
1/15/2009,4,-0.6531,-0.1621,-1.8925
1/15/2009,5,-0.7350,-0.2125,-1.7080
1/15/2009,6,-0.8501,-0.4748,-1.8694
1/15/2009,7,-0.7845,-0.1036,-1.8386
1/15/2009,8,12.2707,0.2376,11.3684
1/15/2009,9,92.7563,73.6698,71.8846
1/15/2009,10,312.4533,505.3756,150.5279
1/15/2009,11,165.1188,1.5163,162.8029
1/15/2009,12,206.8025,113.4977,149.5448
1/15/2009,13,538.0912,953.0598,73.9023
1/15/2009,14,487.0200,950.2658,58.9590
1/15/2009,15,381.6037,895.5522,52.3796
1/15/2009,16,225.3580,750.0113,42.1570
1/15/2009,17,54.9387,270.5039,19.7636
1/15/2009,18,-0.5234,-0.7417,-0.8464
1/15/2009,19,-1.1466,-0.5792,-1.5908
1/15/2009,20,-1.1996,-0.4592,-1.7744
1/15/2009,21,-1.3400,-0.3690,-1.8949
1/15/2009,22,-1.5691,0.0728,-2.0030
1/15/2009,23,-1.5143,-0.2753,-2.1116
1/16/2009,0,-1.4706,-0.2780,-2.3439
1/16/2009,1,-1.3275,-0.5812,-2.2782
1/16/2009,2,-1.4860,-0.3533,-1.9074
1/16/2009,3,-1.4938,-0.2580,-2.1738
1/16/2009,4,-1.4534,-0.2539,-1.9939
1/16/2009,5,-1.4896,-0.2723,-2.0870
1/16/2009,6,-1.5362,-0.3153,-1.8824
1/16/2009,7,-1.4471,-0.3011,-1.9799
1/16/2009,8,25.8701,197.1195,9.7900
1/16/2009,9,182.9384,736.9240,37.3782
1/16/2009,10,335.5262,878.5183,45.7075
1/16/2009,11,466.7427,976.7233,49.3969
1/16/2009,12,535.0533,1001.6392,50.6988
1/16/2009,13,545.2693,1008.0600,49.8158
1/16/2009,14,497.2105,988.9945,48.9502
1/16/2009,15,394.3473,945.2813,44.4305
1/16/2009,16,242.3722,838.1938,35.4074
1/16/2009,17,62.5874,340.8388,17.2732
1/16/2009,18,-0.7507,-0.4561,-1.0920
1/16/2009,19,-1.7598,-0.5454,-1.9687
1/16/2009,20,-1.7440,-0.2477,-2.0644
1/16/2009,21,-1.7510,-0.3856,-2.0876
1/16/2009,22,-1.8218,-0.3734,-2.1000
1/16/2009,23,-1.7033,-0.6570,-1.8084
1/17/2009,0,-1.6129,-0.3875,-1.9968
1/17/2009,1,-1.5749,-0.2728,-1.9790
1/17/2009,2,-1.5865,-0.4765,-2.1068
1/17/2009,3,-1.6108,-0.3941,-2.0698
1/17/2009,4,-1.5669,-0.4086,-2.1728
1/17/2009,5,-1.4258,-0.7168,-2.0922
1/17/2009,6,-1.6065,-0.3092,-1.6951
1/17/2009,7,-1.5000,-0.5366,-1.4554
1/17/2009,8,20.3703,51.6846,15.0983
1/17/2009,9,157.2862,430.0593,68.0350
1/17/2009,10,298.4865,618.7443,89.1089
1/17/2009,11,466.3257,901.8562,75.2606
1/17/2009,12,544.4888,995.0388,61.9039
1/17/2009,13,557.9508,1018.2017,55.1217
1/17/2009,14,507.2415,996.2085,52.4902
1/17/2009,15,399.8575,941.5612,47.4479
1/17/2009,16,243.0712,818.8162,38.8670
1/17/2009,17,64.6344,341.2118,19.2821
1/17/2009,18,-0.5121,-0.8672,-1.0242
1/17/2009,19,-1.4568,-0.5426,-2.2070
1/17/2009,20,-1.6341,-0.3193,-1.9847
1/17/2009,21,-1.6256,-0.3793,-2.0115
1/17/2009,22,-1.6161,-0.3989,-1.8787
1/17/2009,23,-1.6482,-0.3209,-1.9687
1/18/2009,0,-1.6745,-0.3515,-1.8963
1/18/2009,1,-1.7188,-0.3175,-1.9020
1/18/2009,2,-1.6776,-0.4075,-1.9747
1/18/2009,3,-1.7087,-0.3651,-1.9975
1/18/2009,4,-1.7241,-0.3719,-1.9551
1/18/2009,5,-1.7349,-0.3425,-2.1149
1/18/2009,6,-1.6038,-0.5264,-2.2791
1/18/2009,7,-1.7305,-0.3188,-1.9842
1/18/2009,8,31.6754,176.0327,14.2179
1/18/2009,9,189.5363,760.6933,36.9872
1/18/2009,10,359.3195,855.0200,77.8267
1/18/2009,11,389.9422,439.9187,196.2333
1/18/2009,12,413.3852,491.0688,170.1040
1/18/2009,13,556.5410,990.7108,64.5571
1/18/2009,14,513.8097,1008.6370,50.5354
1/18/2009,15,409.4805,952.4812,48.8104
1/18/2009,16,275.9368,794.9897,72.3873
1/18/2009,17,66.1901,283.0751,29.9147
1/18/2009,18,0.0401,-0.5594,-0.6269
1/18/2009,19,-1.6041,-0.4414,-2.1612
1/18/2009,20,-1.6860,-0.2415,-2.0168
1/18/2009,21,-1.6257,-0.4101,-2.1527
1/18/2009,22,-1.7486,-0.2400,-2.0963
1/18/2009,23,-1.6629,-0.3085,-2.1383
1/19/2009,0,-1.5845,-0.3490,-2.1684
1/19/2009,1,-1.6543,-0.3449,-2.1159
1/19/2009,2,-1.6828,-0.3439,-2.0630
1/19/2009,3,-1.7017,-0.2015,-2.0097
1/19/2009,4,-1.7211,-0.1565,-1.9908
1/19/2009,5,-1.6486,-0.2735,-2.0806
1/19/2009,6,-1.6228,-0.4431,-2.1565
1/19/2009,7,-1.5738,-0.3832,-2.0994
1/19/2009,8,34.6272,282.2390,10.1172
1/19/2009,9,186.9853,774.0727,30.9729
1/19/2009,10,350.5880,923.7148,41.3983
1/19/2009,11,475.9687,984.7080,47.9941
1/19/2009,12,549.1185,1019.4450,48.9661
1/19/2009,13,559.5550,1020.4633,49.7095
1/19/2009,14,508.5963,991.1078,50.0620
1/19/2009,15,407.1548,949.3817,46.0103
1/19/2009,16,253.3877,843.1298,37.1195
1/19/2009,17,72.4829,391.3656,19.4844
1/19/2009,18,-0.3465,-0.5917,-0.6881
1/19/2009,19,-1.5027,-0.6120,-2.2530
1/19/2009,20,-1.4721,-0.4767,-2.2011
1/19/2009,21,-1.4245,-0.4334,-2.1576
1/19/2009,22,-1.4284,-0.4192,-2.0987
1/19/2009,23,-1.3438,-0.4789,-2.2148
1/20/2009,0,-1.3769,-0.3713,-2.1485
1/20/2009,1,-1.3996,-0.3502,-2.0939
1/20/2009,2,-1.4709,-0.2929,-2.0420
1/20/2009,3,-1.5030,-0.2628,-2.0130
1/20/2009,4,-1.4064,-0.3971,-2.1909
1/20/2009,5,-1.4823,-0.3340,-2.1139
1/20/2009,6,-1.4740,-0.3457,-2.1254
1/20/2009,7,-1.4350,-0.3580,-2.0179
1/20/2009,8,37.3219,302.8086,11.2527
1/20/2009,9,195.7377,812.0518,31.3365
1/20/2009,10,366.6017,971.5292,41.8125
1/20/2009,11,499.6233,1038.7783,46.3693
1/20/2009,12,574.6038,1065.5300,48.9096
1/20/2009,13,585.5313,1065.2000,49.2047
1/20/2009,14,532.5305,1041.1633,48.4840
1/20/2009,15,422.7305,988.0573,45.0708
1/20/2009,16,271.6293,909.6915,35.4817
1/20/2009,17,81.4079,458.5689,18.9665
1/20/2009,18,-0.5408,-0.6052,-1.0533
1/20/2009,19,-2.0994,-0.6627,-2.5714
1/20/2009,20,-2.1157,-0.5642,-2.4520
1/20/2009,21,-2.2257,-0.3559,-2.3394
1/20/2009,22,-2.1888,-0.4047,-2.2620
1/20/2009,23,-2.0901,-0.4476,-2.2359
1/21/2009,0,-2.1028,-0.4421,-2.3211
1/21/2009,1,-2.0624,-0.5041,-2.2631
1/21/2009,2,-2.1275,-0.3147,-2.2695
1/21/2009,3,-2.1668,-0.4113,-2.2622
1/21/2009,4,-2.1913,-0.4079,-2.3461
1/21/2009,5,-2.1519,-0.4505,-2.4241
1/21/2009,6,-2.1953,-0.4517,-2.4127
1/21/2009,7,-2.1689,-0.4897,-2.3608
1/21/2009,8,39.9560,341.4076,10.7993
1/21/2009,9,205.8023,856.3818,30.8427
1/21/2009,10,378.5907,999.9773,40.4950
1/21/2009,11,510.5588,1060.9767,45.2298
1/21/2009,12,587.1042,1085.0917,47.3271
1/21/2009,13,599.1343,1085.3300,47.8200
1/21/2009,14,550.0758,1068.3550,47.4290
1/21/2009,15,395.8360,729.7205,103.4812
1/21/2009,16,342.9960,716.3735,161.5173
1/21/2009,17,119.4575,457.1029,56.9696
1/21/2009,18,2.1195,-0.6322,1.5001
1/21/2009,19,-1.5005,-0.4919,-1.9764
1/21/2009,20,-1.5121,-0.3657,-1.9771
1/21/2009,21,-1.4410,-0.3081,-2.1640
1/21/2009,22,-1.3744,-0.3550,-2.2187
1/21/2009,23,-1.4145,-0.4056,-2.2032
1/22/2009,0,-1.4081,-0.4714,-2.3542
1/22/2009,1,-1.4969,-0.2617,-2.0303
1/22/2009,2,-1.3382,-0.2803,-2.0697
1/22/2009,3,-1.2865,-0.1242,-2.1075
1/22/2009,4,-0.9842,-0.6503,-1.9913
1/22/2009,5,-1.3390,-0.3364,-1.7582
1/22/2009,6,-1.3490,-0.2649,-1.8577
1/22/2009,7,-1.1658,-0.4586,-1.6493
1/22/2009,8,11.8630,30.1265,8.9223
1/22/2009,9,67.0645,2.3587,66.3918
1/22/2009,10,123.7272,2.4189,123.1177
1/22/2009,11,370.1718,549.7453,117.5227
1/22/2009,12,512.5045,860.8796,79.9213
1/22/2009,13,553.6157,922.6727,79.1683
1/22/2009,14,493.8628,649.0151,179.9302
1/22/2009,15,222.9707,116.9414,171.9762
1/22/2009,16,67.0584,72.2582,51.6462
1/22/2009,17,51.8725,71.3602,40.2420
1/22/2009,18,1.0837,-0.5752,-0.0041
1/22/2009,19,-1.2003,-0.4230,-2.0415
1/22/2009,20,-1.1314,-0.4951,-2.0421
1/22/2009,21,-1.0693,-0.1331,-1.6151
1/22/2009,22,-0.8515,-0.2519,-1.5845
1/22/2009,23,-0.8409,-0.3400,-1.7050
1/23/2009,0,-0.8159,-0.2298,-1.6570
1/23/2009,1,-0.6436,-0.4632,-1.9905
1/23/2009,2,-0.5507,-0.5044,-2.2128
1/23/2009,3,-0.7215,-0.2080,-2.0120
1/23/2009,4,-0.6746,-0.2252,-1.7438
1/23/2009,5,-0.6933,-0.3211,-1.7467
1/23/2009,6,-0.7247,-0.4491,-1.8289
1/23/2009,7,-0.5545,-0.4643,-2.0042
1/23/2009,8,12.0687,-0.1207,10.5169
1/23/2009,9,100.2659,24.6798,92.6266
1/23/2009,10,136.1772,0.3112,134.7136
1/23/2009,11,185.6746,2.3317,183.2592
