DATE (MM/DD/YYYY),HOUR-MST,Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Tower Dry Bulb Temp [deg C]
12/12/2009,22,145.3283,287.9577,3.8285
12/12/2009,23,155.5277,307.2988,3.8636
12/13/2009,0,162.2861,305.6143,3.7306
12/13/2009,1,161.4818,26.2595,5.2465
12/13/2009,2,153.7702,57.2150,5.3520
12/13/2009,3,143.2635,74.7571,4.9502
12/13/2009,4,131.9192,86.5342,3.9759
12/13/2009,5,120.4206,96.0173,4.6620
12/13/2009,6,109.1031,104.7122,5.9783
12/13/2009,7,98.2271,113.4417,5.4834
12/13/2009,8,87.9151,122.7878,4.6658
12/13/2009,9,78.9331,133.2378,5.0937
12/13/2009,10,71.4391,145.1815,6.1075
12/13/2009,11,66.0360,158.7709,7.1693
12/13/2009,12,63.2972,173.6894,6.7822
12/13/2009,13,63.5765,189.0634,7.0348
12/13/2009,14,66.8355,203.7898,7.2437
12/13/2009,15,72.6645,217.0854,6.1264
12/13/2009,16,80.4707,228.7342,5.9002
12/13/2009,17,89.7071,238.9475,5.3296
12/13/2009,18,100.1604,248.1387,3.8228
12/13/2009,19,111.1369,256.8079,3.0594
12/13/2009,20,122.5086,265.5635,3.5330
12/13/2009,21,134.0119,275.3036,3.6709
12/13/2009,22,145.2796,287.7518,3.4680
12/13/2009,23,155.5019,306.9988,3.7942
12/14/2009,0,162.3165,311.2194,3.2769
12/14/2009,1,161.5780,26.0076,2.5349
12/14/2009,2,153.8904,57.1328,2.0170
12/14/2009,3,143.3879,74.7303,1.0396
12/14/2009,4,132.0441,86.5210,0.2156
12/14/2009,5,120.5453,96.0049,0.6942
12/14/2009,6,109.2271,104.6954,0.8517
12/14/2009,7,98.3496,113.4170,0.5954
12/14/2009,8,88.0300,122.7515,0.8108
12/14/2009,9,79.0461,133.1858,2.5145
12/14/2009,10,71.5429,145.1094,4.9496
12/14/2009,11,66.1249,158.6759,6.1133
12/14/2009,12,63.3652,173.5732,6.3009
12/14/2009,13,63.6194,188.9335,6.7179
12/14/2009,14,66.8527,203.6563,6.4454
12/14/2009,15,72.6586,216.9557,5.7391
12/14/2009,16,80.4462,228.6111,4.3663
12/14/2009,17,89.6691,238.8300,3.4000
12/14/2009,18,100.1105,248.0235,2.5250
12/14/2009,19,111.0797,256.6902,0.5578
12/14/2009,20,122.4475,265.4359,-0.2462
12/14/2009,21,133.9508,275.1539,0.6128
12/14/2009,22,145.2252,287.5560,-0.4305
12/14/2009,23,155.4692,306.7096,-0.2894
12/15/2009,0,162.3387,310.8264,0.1066
12/15/2009,1,161.6672,25.7417,-0.9576
12/15/2009,2,154.0058,57.0360,-0.7677
12/15/2009,3,143.5086,74.6919,0.1522
12/15/2009,4,132.1657,86.4984,-0.5670
12/15/2009,5,120.6666,95.9845,-0.4796
12/15/2009,6,109.3475,104.6714,-1.3569
12/15/2009,7,98.4680,113.3856,-0.9987
12/15/2009,8,88.1483,122.7092,-0.8456
12/15/2009,9,79.1537,133.1284,2.2437
12/15/2009,10,71.6405,145.0327,5.3223
12/15/2009,11,66.2068,158.5775,7.8728
12/15/2009,12,63.4257,173.4553,6.9007
12/15/2009,13,63.6548,188.8038,7.0870
12/15/2009,14,66.8625,203.5246,7.6541
12/15/2009,15,72.6457,216.8291,8.2907
12/15/2009,16,80.4152,228.4920,9.8015
12/15/2009,17,89.6254,238.7173,7.7823
12/15/2009,18,100.0550,247.9138,6.2377
12/15/2009,19,111.0173,256.5787,5.3018
12/15/2009,20,122.3813,265.3155,6.1662
12/15/2009,21,133.8845,275.0126,6.1185
12/15/2009,22,145.1651,287.3705,7.2828
12/15/2009,23,155.4296,306.4319,9.0638
12/16/2009,0,162.3526,316.4362,8.5307
12/16/2009,1,161.7493,25.4623,9.2673
12/16/2009,2,154.1164,56.9246,8.5287
12/16/2009,3,143.6254,74.6419,7.4028
12/16/2009,4,132.2837,86.4663,6.1559
12/16/2009,5,120.7844,95.9560,5.4556
12/16/2009,6,109.4640,104.6402,6.1173
12/16/2009,7,98.5821,113.3478,7.8845
12/16/2009,8,88.2619,122.6609,7.0325
12/16/2009,9,79.2557,133.0655,8.3798
12/16/2009,10,71.7319,144.9514,8.5487
12/16/2009,11,66.2818,158.4758,10.2807
12/16/2009,12,63.4789,173.3358,10.8648
12/16/2009,13,63.6826,188.6743,11.7362
12/16/2009,14,66.8649,203.3948,11.2763
12/16/2009,15,72.6259,216.7058,11.7217
12/16/2009,16,80.3778,228.3772,11.3780
12/16/2009,17,89.5759,238.6095,10.2280
12/16/2009,18,99.9940,247.8097,9.9455
12/16/2009,19,110.9497,256.4735,9.4448
12/16/2009,20,122.3100,265.2023,8.3253
12/16/2009,21,133.8131,274.8799,7.4528
12/16/2009,22,145.0995,287.1955,6.2946
12/16/2009,23,155.3834,306.1660,7.0959
12/17/2009,0,162.3582,316.0497,6.1733
12/17/2009,1,161.8242,25.1700,5.3372
12/17/2009,2,154.2218,56.7986,5.5986
12/17/2009,3,143.7383,74.5804,5.8529
12/17/2009,4,132.3982,86.4248,6.4866
12/17/2009,5,120.8986,95.9195,6.4797
12/17/2009,6,109.5767,104.6020,6.4625
12/17/2009,7,98.6919,113.3034,7.0579
12/17/2009,8,88.3629,122.6066,6.7316
12/17/2009,9,79.3522,132.9973,7.0280
12/17/2009,10,71.8169,144.8656,8.1393
12/17/2009,11,66.3498,158.3709,9.3753
12/17/2009,12,63.5246,173.2147,10.5915
12/17/2009,13,63.7028,188.5451,11.1032
12/17/2009,14,66.8600,203.2671,9.8490
12/17/2009,15,72.5992,216.5858,8.5608
12/17/2009,16,80.3341,228.2666,7.2720
12/17/2009,17,89.5129,238.5067,5.8821
12/17/2009,18,99.9276,247.7113,4.9339
12/17/2009,19,110.8770,256.3746,4.5094
12/17/2009,20,122.2338,265.0964,4.2169
12/17/2009,21,133.7368,274.7560,3.7062
12/17/2009,22,145.0285,287.0313,3.8198
12/17/2009,23,155.3307,305.9123,4.4687
12/18/2009,0,162.3557,321.6680,3.7965
12/18/2009,1,161.8917,24.8651,2.5640
12/18/2009,2,154.3221,56.6582,0.2459
12/18/2009,3,143.8471,74.5073,-0.0005
12/18/2009,4,132.5089,86.3740,-0.5220
12/18/2009,5,121.0089,95.8750,-1.9068
12/18/2009,6,109.6853,104.5566,-1.4740
12/18/2009,7,98.7972,113.2527,-2.0813
12/18/2009,8,88.4670,122.5465,-1.8045
12/18/2009,9,79.4430,132.9239,0.1640
12/18/2009,10,71.8956,144.7755,2.8137
12/18/2009,11,66.4107,158.2629,4.2047
12/18/2009,12,63.5628,173.0922,4.4744
12/18/2009,13,63.7154,188.4165,4.3126
12/18/2009,14,66.8477,203.1416,5.2040
12/18/2009,15,72.5657,216.4693,4.6445
12/18/2009,16,80.2841,228.1605,2.7897
12/18/2009,17,89.4522,238.4090,1.0986
12/18/2009,18,99.8558,247.6186,0.4522
12/18/2009,19,110.7993,256.2823,0.0879
12/18/2009,20,122.1529,264.9980,-0.2421
12/18/2009,21,133.6557,274.6410,-1.4815
12/18/2009,22,144.9522,286.8779,-2.5292
12/18/2009,23,155.2715,305.6712,-2.7507
12/19/2009,0,162.3451,321.2918,-3.1441
12/19/2009,1,161.9518,24.5484,-3.4450
12/19/2009,2,154.4171,56.5035,-3.8819
12/19/2009,3,143.9516,74.4227,-3.7925
12/19/2009,4,132.6157,86.3138,-3.1033
12/19/2009,5,121.1154,95.8225,-3.3993
12/19/2009,6,109.7898,104.5042,-3.6415
12/19/2009,7,98.8979,113.1956,-3.4305
12/19/2009,8,88.5582,122.4806,-2.6921
12/19/2009,9,79.5280,132.8454,-0.2381
12/19/2009,10,71.9677,144.6811,2.0762
12/19/2009,11,66.4646,158.1519,3.6722
12/19/2009,12,63.5934,172.9685,5.5627
12/19/2009,13,63.7204,188.2884,7.6082
12/19/2009,14,66.8282,203.0183,8.6755
12/19/2009,15,72.5253,216.3564,9.9500
12/19/2009,16,80.2279,228.0588,9.5020
12/19/2009,17,89.3780,238.3166,8.2212
12/19/2009,18,99.7788,247.5318,7.8472
12/19/2009,19,110.7167,256.1966,5.8327
12/19/2009,20,122.0673,264.9072,3.2072
12/19/2009,21,133.5698,274.5349,2.6822
12/19/2009,22,144.8708,286.7354,2.3254
12/19/2009,23,155.2060,305.4430,3.0641
12/20/2009,0,162.3263,326.9220,4.1522
12/20/2009,1,162.0043,24.2205,4.4726
12/20/2009,2,154.5066,56.3345,6.3725
12/20/2009,3,144.0519,74.3266,6.8232
12/20/2009,4,132.7186,86.2443,4.1938
12/20/2009,5,121.2179,95.7621,2.0598
12/20/2009,6,109.8900,104.4449,2.5188
12/20/2009,7,98.9940,113.1322,2.3954
12/20/2009,8,88.6524,122.4090,3.5105
12/20/2009,9,79.6072,132.7617,6.5514
12/20/2009,10,72.0333,144.5826,9.7473
12/20/2009,11,66.5113,158.0380,11.3793
12/20/2009,12,63.6166,172.8435,11.5267
12/20/2009,13,63.7179,188.1610,12.5747
12/20/2009,14,66.8013,202.8974,12.7835
12/20/2009,15,72.4781,216.2472,13.0742
12/20/2009,16,80.1655,227.9618,11.8900
12/20/2009,17,89.3065,238.2295,9.1975
12/20/2009,18,99.6967,247.4509,7.2565
12/20/2009,19,110.6294,256.1175,6.2262
12/20/2009,20,121.9771,264.8240,6.5957
12/20/2009,21,133.4794,274.4378,7.0513
12/20/2009,22,144.7844,286.6041,6.8713
12/20/2009,23,155.1344,305.2280,6.6254
12/21/2009,0,162.2996,326.5595,5.2031
12/21/2009,1,162.0491,23.8819,6.7831
12/21/2009,2,154.5906,56.1515,7.4153
12/21/2009,3,144.1476,74.2191,7.1896
12/21/2009,4,132.8173,86.1656,6.9989
12/21/2009,5,121.3162,95.6939,5.9807
12/21/2009,6,109.9858,104.3786,5.1598
12/21/2009,7,99.0853,113.0625,4.4714
12/21/2009,8,88.7413,122.3317,5.7366
12/21/2009,9,79.6805,132.6732,7.0808
12/21/2009,10,72.0923,144.4800,8.7774
12/21/2009,11,66.5508,157.9214,12.4670
12/21/2009,12,63.6322,172.7175,12.0348
12/21/2009,13,63.7078,188.0344,12.0112
12/21/2009,14,66.7671,202.7790,13.5312
12/21/2009,15,72.4241,216.1417,14.2168
12/21/2009,16,80.0970,227.8695,13.4813
12/21/2009,17,89.2216,238.1477,10.4453
12/21/2009,18,99.6095,247.3760,8.5233
12/21/2009,19,110.5374,256.0451,7.4103
12/21/2009,20,121.8825,264.7484,6.3464
12/21/2009,21,133.3845,274.3498,6.0285
12/21/2009,22,144.6931,286.4841,6.2066
12/21/2009,23,155.0567,305.0265,5.3878
12/22/2009,0,162.2649,332.2050,5.1375
12/22/2009,1,162.0862,23.5335,4.5149
12/22/2009,2,154.6688,55.9546,3.5058
12/22/2009,3,144.2387,74.1003,2.8936
12/22/2009,4,132.9118,86.0776,2.5080
12/22/2009,5,121.4104,95.6179,1.8589
12/22/2009,6,110.0772,104.3055,1.1792
12/22/2009,7,99.1716,112.9868,1.3436
12/22/2009,8,88.8173,122.2489,1.6355
12/22/2009,9,79.7478,132.5797,1.4778
12/22/2009,10,72.1447,144.3734,2.5133
12/22/2009,11,66.5830,157.8021,3.4739
12/22/2009,12,63.6402,172.5906,4.1138
12/22/2009,13,63.6901,187.9087,3.9745
12/22/2009,14,66.7257,202.6633,3.8230
12/22/2009,15,72.3635,216.0402,3.2756
12/22/2009,16,80.0225,227.7820,2.3355
12/22/2009,17,89.1394,238.0715,1.5771
12/22/2009,18,99.5173,247.3073,1.5553
12/22/2009,19,110.4408,255.9795,1.2878
12/22/2009,20,121.7835,264.6807,0.8762
12/22/2009,21,133.2852,274.2711,-0.5283
12/22/2009,22,144.5971,286.3754,-1.1203
12/22/2009,23,154.9731,304.8387,-1.7943
12/23/2009,0,162.2223,331.8594,-2.6688
12/23/2009,1,162.1155,23.1759,-3.4848
12/23/2009,2,154.7411,55.7440,-4.2256
12/23/2009,3,144.3251,73.9702,-4.8168
12/23/2009,4,133.0020,85.9805,-4.8957
12/23/2009,5,121.5001,95.5341,-5.1767
12/23/2009,6,110.1639,104.2256,-5.4718
12/23/2009,7,99.2531,112.9049,-5.6318
12/23/2009,8,88.8879,122.1607,-5.5297
12/23/2009,9,79.8090,132.4815,-4.9030
12/23/2009,10,72.1904,144.2629,-4.1289
12/23/2009,11,66.6081,157.6803,-3.7890
12/23/2009,12,63.6407,172.4627,-3.7330
12/23/2009,13,63.6648,187.7840,-3.4675
12/23/2009,14,66.6771,202.5502,-3.2620
12/23/2009,15,72.2963,215.9427,-3.2799
12/23/2009,16,79.9420,227.6994,-3.5404
12/23/2009,17,89.0440,238.0008,-3.7642
12/23/2009,18,99.4203,247.2447,-4.4920
12/23/2009,19,110.3398,255.9209,-5.7751
12/23/2009,20,121.6803,264.6208,-7.8198
12/23/2009,21,133.1818,274.2016,-9.3713
12/23/2009,22,144.4964,286.2781,-9.9390
12/23/2009,23,154.8838,304.6649,-10.4983
12/24/2009,0,162.1719,337.5234,-11.1047
12/24/2009,1,162.1369,22.8099,-11.6663
12/24/2009,2,154.8075,55.5201,-12.6212
12/24/2009,3,144.4066,73.8290,-12.2387
12/24/2009,4,133.0877,85.8743,-12.7370
12/24/2009,5,121.5854,95.4427,-13.4965
12/24/2009,6,110.2460,104.1390,-14.4112
12/24/2009,7,99.3294,112.8171,-14.7283
12/24/2009,8,88.9611,122.0671,-14.2475
12/24/2009,9,79.8641,132.3785,-11.9805
12/24/2009,10,72.2293,144.1487,-8.5201
12/24/2009,11,66.6258,157.5560,-7.2664
12/24/2009,12,63.6336,172.3341,-6.8186
12/24/2009,13,63.6321,187.6604,-5.9954
12/24/2009,14,66.6214,202.4399,-5.0042
12/24/2009,15,72.2225,215.8492,-2.9300
12/24/2009,16,79.8556,227.6218,-4.0483
12/24/2009,17,88.9516,237.9358,-4.8945
12/24/2009,18,99.3186,247.1883,-5.1972
12/24/2009,19,110.2344,255.8691,-5.2327
12/24/2009,20,121.5730,264.5687,-5.1327
12/24/2009,21,133.0742,274.1414,-4.9691
12/24/2009,22,144.3913,286.1922,-5.0872
12/24/2009,23,154.7888,304.5051,-4.9494
12/25/2009,0,162.1138,337.1976,-5.1968
12/25/2009,1,162.1502,22.4363,-5.6634
12/25/2009,2,154.8677,55.2830,-6.5702
12/25/2009,3,144.4832,73.6767,-6.7340
12/25/2009,4,133.1688,85.7592,-6.9291
12/25/2009,5,121.6662,95.3437,-7.1870
12/25/2009,6,110.3234,104.0458,-7.3508
12/25/2009,7,99.4006,112.7233,-7.2562
12/25/2009,8,89.0210,121.9681,-7.3450
12/25/2009,9,79.9131,132.2710,-7.2071
12/25/2009,10,72.2614,144.0309,-6.3584
12/25/2009,11,66.6363,157.4293,-5.7581
12/25/2009,12,63.6189,172.2049,-4.6721
12/25/2009,13,63.5918,187.5381,-4.2282
12/25/2009,14,66.5585,202.3325,-4.2276
12/25/2009,15,72.1422,215.7599,-4.3810
12/25/2009,16,79.7634,227.5493,-4.5338
12/25/2009,17,88.8462,237.8764,-4.9105
12/25/2009,18,99.2121,247.1382,-5.0667
12/25/2009,19,110.1247,255.8243,-5.0834
12/25/2009,20,121.4616,264.5246,-5.2542
12/25/2009,21,132.9626,274.0905,-5.5742
12/25/2009,22,144.2818,286.1178,-5.6036
12/25/2009,23,154.6884,304.3595,-5.4774
12/26/2009,0,162.0481,336.8826,-5.4658
12/26/2009,1,162.1555,28.0560,-6.5280
12/26/2009,2,154.9217,55.0330,-7.4238
12/26/2009,3,144.5546,73.5134,-6.6873
12/26/2009,4,133.2452,85.6351,-6.2834
12/26/2009,5,121.7422,95.2372,-6.9821
12/26/2009,6,110.3958,103.9460,-6.0948
12/26/2009,7,99.4666,112.6237,-5.7047
12/26/2009,8,89.0832,121.8640,-6.4383
12/26/2009,9,79.9558,132.1590,-5.7257
12/26/2009,10,72.2867,143.9094,-3.9431
12/26/2009,11,66.6394,157.3004,-2.8943
12/26/2009,12,63.5967,172.0751,-1.6314
12/26/2009,13,63.5440,187.4170,-0.4289
12/26/2009,14,66.4885,202.2281,0.3717
12/26/2009,15,72.0554,215.6749,1.3106
12/26/2009,16,79.6654,227.4819,1.3009
12/26/2009,17,88.7437,237.8229,-1.7597
12/26/2009,18,99.1011,247.0945,-2.4735
12/26/2009,19,110.0109,255.7865,-2.9212
12/26/2009,20,121.3464,264.4884,-2.9341
12/26/2009,21,132.8471,274.0490,-3.1226
12/26/2009,22,144.1680,286.0550,-3.1840
12/26/2009,23,154.5825,304.2283,-4.0010
12/27/2009,0,161.9749,336.5792,-4.0689
12/27/2009,1,162.1528,27.6696,-4.3669
12/27/2009,2,154.9693,54.7705,-4.4859
12/27/2009,3,144.6208,73.3394,-4.5089
12/27/2009,4,133.3168,85.5022,-4.4747
12/27/2009,5,121.8136,95.1233,-4.8908
12/27/2009,6,110.4633,103.8398,-5.6097
12/27/2009,7,99.5273,112.5183,-6.2010
12/27/2009,8,89.1321,121.7547,-5.9036
12/27/2009,9,79.9923,132.0425,-3.1063
12/27/2009,10,72.3052,143.7845,-1.9550
12/27/2009,11,66.6352,157.1693,-1.5995
12/27/2009,12,63.5668,171.9448,-1.7368
12/27/2009,13,63.4887,187.2974,-1.5444
12/27/2009,14,66.4115,202.1269,-0.9576
12/27/2009,15,71.9622,215.5943,-0.5264
12/27/2009,16,79.5618,227.4197,-2.2373
12/27/2009,17,88.6286,237.7752,-4.1721
12/27/2009,18,98.9856,247.0572,-5.8312
12/27/2009,19,109.8930,255.7558,-6.2916
12/27/2009,20,121.2273,264.4602,-6.1273
12/27/2009,21,132.7278,274.0168,-6.0254
12/27/2009,22,144.0500,286.0037,-6.6251
12/27/2009,23,154.4714,304.1114,-6.9529
12/28/2009,0,161.8942,336.2877,-6.5997
12/28/2009,1,162.1418,33.2781,-6.9304
12/28/2009,2,155.0104,54.4957,-7.1071
12/28/2009,3,144.6816,73.1548,-7.5828
12/28/2009,4,133.3836,85.3606,-7.1218
12/28/2009,5,121.8800,95.0020,-5.8122
12/28/2009,6,110.5257,103.7271,-5.9646
12/28/2009,7,99.5825,112.4072,-5.7968
12/28/2009,8,89.1753,121.6405,-5.7966
12/28/2009,9,80.0224,131.9217,-3.2932
12/28/2009,10,72.3167,143.6562,0.2329
12/28/2009,11,66.6237,157.0361,2.2235
12/28/2009,12,63.5295,171.8142,3.1340
12/28/2009,13,63.4260,187.1792,3.7173
12/28/2009,14,66.3275,202.0287,4.1878
12/28/2009,15,71.8626,215.5181,3.7451
12/28/2009,16,79.4525,227.3628,3.6104
12/28/2009,17,88.5087,237.7334,-0.3854
12/28/2009,18,98.8657,247.0263,-3.1531
12/28/2009,19,109.7712,255.7322,-2.8366
12/28/2009,20,121.1046,264.4399,-3.3428
12/28/2009,21,132.6049,273.9940,-3.5621
12/28/2009,22,143.9280,285.9639,-4.1295
12/28/2009,23,154.3551,304.0089,-4.1730
12/29/2009,0,161.8063,336.0086,-4.5683
12/29/2009,1,162.1227,32.8823,-4.6225
12/29/2009,2,155.0449,54.2092,-4.8634
12/29/2009,3,144.7370,72.9597,-6.1588
12/29/2009,4,133.4452,85.2105,-5.9460
12/29/2009,5,121.9415,94.8734,-5.8056
12/29/2009,6,110.5830,103.6081,-6.1793
12/29/2009,7,99.6324,112.2906,-5.1295
12/29/2009,8,89.2128,121.5212,-4.3993
12/29/2009,9,80.0462,131.7967,-3.5883
12/29/2009,10,72.3214,143.5246,-2.6279
12/29/2009,11,66.6048,156.9010,0.3506
12/29/2009,12,63.4845,171.6833,1.7830
12/29/2009,13,63.3558,187.0627,4.0791
12/29/2009,14,66.2365,201.9339,3.4106
12/29/2009,15,71.7568,215.4464,4.3776
12/29/2009,16,79.3378,227.3113,2.2221
12/29/2009,17,88.3841,237.6975,0.5235
12/29/2009,18,98.7415,247.0019,0.4485
12/29/2009,19,109.6455,255.7157,0.5971
12/29/2009,20,120.9782,264.4277,0.2648
12/29/2009,21,132.4783,273.9805,-1.8348
12/29/2009,22,143.8021,285.9356,-1.7187
12/29/2009,23,154.2338,303.9208,-1.1512
12/30/2009,0,161.7111,335.7425,-1.1645
12/30/2009,1,162.0954,38.4829,-1.2676
12/30/2009,2,155.0727,53.9111,-0.3641
12/30/2009,3,144.7868,72.7543,-0.0383
12/30/2009,4,133.5018,85.0518,-0.3011
12/30/2009,5,121.9979,94.7377,-1.5294
12/30/2009,6,110.6352,103.4830,-0.9114
12/30/2009,7,99.6767,112.1684,-1.1037
12/30/2009,8,89.2525,121.3971,-1.3902
12/30/2009,9,80.0636,131.6675,-0.3808
12/30/2009,10,72.3192,143.3898,1.7477
12/30/2009,11,66.5786,156.7639,0.6984
12/30/2009,12,63.4321,171.5521,0.3381
12/30/2009,13,63.2783,186.9478,1.0844
12/30/2009,14,66.1386,201.8424,1.4407
12/30/2009,15,71.6448,215.3792,-0.6971
12/30/2009,16,79.2175,227.2651,-1.8748
12/30/2009,17,88.2628,237.6676,-2.4553
12/30/2009,18,98.6131,246.9840,-3.4064
12/30/2009,19,109.5161,255.7063,-4.2432
12/30/2009,20,120.8484,264.4234,-4.2945
12/30/2009,21,132.3483,273.9764,-4.1209
12/30/2009,22,143.6723,285.9188,-3.2798
12/30/2009,23,154.1075,303.8470,-4.7508
12/31/2009,0,161.6087,335.4895,-5.0364
12/31/2009,1,162.0598,38.0809,-5.0448
12/31/2009,2,155.0937,53.6020,-5.3802
12/31/2009,3,144.8310,72.5388,-5.2665
12/31/2009,4,133.5532,84.8848,-5.6182
12/31/2009,5,122.0493,94.5949,-6.2725
12/31/2009,6,110.6820,103.3516,-6.3845
12/31/2009,7,99.7154,112.0409,-5.1263
12/31/2009,8,89.2786,121.2682,-3.3219
12/31/2009,9,80.0747,131.5343,-2.0029
12/31/2009,10,72.3100,143.2518,-0.5778
12/31/2009,11,66.5451,156.6250,1.1912
12/31/2009,12,63.3721,171.4208,2.2845
12/31/2009,13,63.1934,186.8346,3.0209
12/31/2009,14,66.0339,201.7542,2.6884
12/31/2009,15,71.5266,215.3167,2.4134
12/31/2009,16,79.0919,227.2244,1.9069
12/31/2009,17,88.1292,237.6438,0.6151
12/31/2009,18,98.4806,246.9727,-1.4760
12/31/2009,19,109.3829,255.7040,-2.1434
12/31/2009,20,120.7151,264.4272,-2.2707
12/31/2009,21,132.2149,273.9816,-3.0803
12/31/2009,22,143.5388,285.9133,-3.3020
12/31/2009,23,153.9764,303.7875,-2.7122
1/1/2010,0,161.4994,335.2501,-1.6747
1/1/2010,1,162.0159,43.6771,-2.1610
1/1/2010,2,155.1077,53.2823,-2.4906
1/1/2010,3,144.8693,72.3133,-1.2806
1/1/2010,4,133.5993,84.7095,-1.3199
1/1/2010,5,122.0954,94.4452,-2.0266
1/1/2010,6,110.7235,103.2143,-2.1401
1/1/2010,7,99.7486,111.9080,-1.3743
1/1/2010,8,89.2988,121.1346,-0.4940
1/1/2010,9,80.0792,131.3970,4.1264
1/1/2010,10,72.2939,143.1107,4.8259
1/1/2010,11,66.5042,156.4844,2.0292
1/1/2010,12,63.3046,171.2895,4.5468
1/1/2010,13,63.1013,186.7232,7.4157
1/1/2010,14,65.9223,201.6696,6.3651
1/1/2010,15,71.4024,215.2590,4.8422
1/1/2010,16,78.9609,227.1893,2.9030
1/1/2010,17,87.9911,237.6260,0.2030
1/1/2010,18,98.3440,246.9679,-1.5331
1/1/2010,19,109.2462,255.7089,-1.5796
1/1/2010,20,120.5785,264.4389,-1.6837
1/1/2010,21,132.0782,273.9961,-2.0278
1/1/2010,22,143.4016,285.9191,-2.1059
1/1/2010,23,153.8406,303.7423,1.8681
1/2/2010,0,161.3831,335.0244,1.7218
1/2/2010,1,161.9638,43.2721,-2.9333
1/2/2010,2,155.1148,52.9524,-1.3751
1/2/2010,3,144.9018,72.0781,1.2983
1/2/2010,4,133.6400,84.5261,0.2206
1/2/2010,5,122.1363,94.2886,-4.1954
1/2/2010,6,110.7597,103.0709,-4.8418
1/2/2010,7,99.7760,111.7698,-1.6867
1/2/2010,8,89.3133,120.9964,3.2503
1/2/2010,9,80.0774,131.2559,5.9101
1/2/2010,10,72.2708,142.9667,5.5779
1/2/2010,11,66.4561,156.3420,5.5543
1/2/2010,12,63.2297,171.1582,5.2928
1/2/2010,13,63.0018,186.6137,5.4519
1/2/2010,14,65.8040,201.5885,7.4873
1/2/2010,15,71.2721,215.2060,7.4045
1/2/2010,16,78.8248,227.1597,6.2827
1/2/2010,17,87.8486,237.6144,4.9603
1/2/2010,18,98.2035,246.9697,3.6967
1/2/2010,19,109.1059,255.7209,3.5398
1/2/2010,20,120.4386,264.4586,2.8142
1/2/2010,21,131.9383,274.0198,1.6254
1/2/2010,22,143.2608,285.9363,0.4029
1/2/2010,23,153.7002,303.7112,0.1815
1/3/2010,0,161.2600,334.8128,-0.2245
1/3/2010,1,161.9034,48.8669,-0.2719
1/3/2010,2,155.1147,52.6127,0.0096
1/3/2010,3,144.9284,71.8335,0.7172
1/3/2010,4,133.6753,84.3347,0.8568
1/3/2010,5,122.1718,94.1252,1.7026
1/3/2010,6,110.7903,102.9217,-0.0932
1/3/2010,7,99.7978,111.6265,-0.1578
1/3/2010,8,89.3218,120.8536,-0.7644
1/3/2010,9,80.0690,131.1109,0.4577
1/3/2010,10,72.2408,142.8198,1.5789
1/3/2010,11,66.4006,156.1981,1.6377
1/3/2010,12,63.1473,171.0269,1.5621
1/3/2010,13,62.8951,186.5062,1.1086
1/3/2010,14,65.6790,201.5110,1.0711
1/3/2010,15,71.1358,215.1578,0.0831
1/3/2010,16,78.6834,227.1357,-0.3933
1/3/2010,17,87.7019,237.6089,-0.9663
1/3/2010,18,98.0592,246.9781,-1.4644
1/3/2010,19,108.9623,255.7401,-1.8608
1/3/2010,20,120.2956,264.4863,-2.9712
1/3/2010,21,131.7952,274.0527,-2.8601
1/3/2010,22,143.1165,285.9645,-3.3222
1/3/2010,23,153.5552,303.6941,-3.8164
1/4/2010,0,161.1302,334.6153,-4.1970
1/4/2010,1,161.8348,48.4622,-4.4206
1/4/2010,2,155.1074,52.2638,-4.1049
1/4/2010,3,144.9488,71.5795,-5.0861
1/4/2010,4,133.7050,84.1355,-4.7303
1/4/2010,5,122.2019,93.9552,-4.2749
1/4/2010,6,110.8155,102.7668,-3.6755
1/4/2010,7,99.8138,111.4780,-3.7335
1/4/2010,8,89.3245,120.7064,-3.2500
1/4/2010,9,80.0542,130.9621,-0.7334
1/4/2010,10,72.2038,142.6700,1.9312
1/4/2010,11,66.3377,156.0526,2.6494
1/4/2010,12,63.0575,170.8958,3.7425
1/4/2010,13,62.7812,186.4007,4.5478
1/4/2010,14,65.5474,201.4372,4.3526
1/4/2010,15,70.9937,215.1145,4.6641
1/4/2010,16,78.5369,227.1174,4.4367
1/4/2010,17,87.5509,237.6095,2.9392
1/4/2010,18,97.9110,246.9931,0.2499
1/4/2010,19,108.8153,255.7665,-0.2165
1/4/2010,20,120.1495,264.5219,-0.9573
1/4/2010,21,131.6490,274.0948,-1.6367
1/4/2010,22,142.9688,286.0039,-1.4131
1/4/2010,23,153.4058,303.6908,-1.5855
1/5/2010,0,160.9938,334.4321,-1.7750
1/5/2010,1,161.7578,48.0588,-1.8130
1/5/2010,2,155.0929,51.9061,-2.0156
1/5/2010,3,144.9631,71.3165,0.2079
1/5/2010,4,133.7290,83.9286,2.0156
1/5/2010,5,122.2265,93.7787,1.7072
1/5/2010,6,110.8351,102.6061,2.2487
1/5/2010,7,99.8239,111.3246,3.2527
1/5/2010,8,89.3212,120.5548,2.9393
1/5/2010,9,80.0328,130.8096,5.1757
1/5/2010,10,72.1598,142.5175,7.0310
1/5/2010,11,66.2676,155.9056,7.9352
1/5/2010,12,62.9603,170.7649,8.3087
1/5/2010,13,62.6601,186.2973,9.4562
1/5/2010,14,65.4091,201.3672,8.6295
