DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM22 Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse CM22 Vent [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Deck Dry Bulb Temp [deg C]
1/1/2006,1,-1.0170,-0.1647,-0.9270,162.0212,43.6707,9.0688
1/1/2006,2,-0.8972,-0.3095,-0.8353,155.1134,53.2835,8.8817
1/1/2006,3,-0.9183,-0.3256,-0.8142,144.8748,72.3160,8.6263
1/1/2006,4,-1.1388,-0.3246,-1.0580,133.6047,84.7121,8.3033
1/1/2006,5,-1.1751,-0.3819,-1.0372,122.1009,94.4474,7.7083
1/1/2006,6,-1.2622,-0.2142,-1.2146,110.7291,103.2160,7.9833
1/1/2006,7,-1.1045,-0.4704,-0.9198,99.7542,111.9093,7.1378
1/1/2006,8,8.4591,-0.2561,8.6204,89.3044,121.1354,6.4482
1/1/2006,9,103.4158,98.4028,81.6756,80.0851,131.3971,7.6921
1/1/2006,10,173.8839,115.3536,134.9673,72.2997,143.1098,7.5403
1/1/2006,11,395.3442,800.5633,68.0998,66.5098,156.4822,8.2565
1/1/2006,12,504.7923,972.4752,62.9397,63.3097,171.2860,8.9798
1/1/2006,13,508.1322,966.8307,65.2383,63.1055,186.7185,9.2383
1/1/2006,14,449.5453,963.5127,50.7055,65.9255,201.6640,10.0095
1/1/2006,15,335.7637,902.9980,42.0027,71.4045,215.2531,10.4198
1/1/2006,16,186.2892,773.7572,31.5794,78.9622,227.1833,9.3895
1/1/2006,17,28.9924,175.6304,11.4483,87.9916,237.6200,5.5950
1/1/2006,18,-1.4889,-0.3182,-1.3645,98.3439,246.9617,4.5386
1/1/2006,19,-1.5706,-0.5669,-1.3749,109.2457,255.7024,4.3691
1/1/2006,20,-1.6471,-0.5350,-1.4903,120.5777,264.4318,4.1160
1/1/2006,21,-1.6974,-0.3485,-1.4961,132.0774,273.9878,4.0904
1/1/2006,22,-1.7339,-0.3220,-1.5580,143.4011,285.9087,4.3229
1/1/2006,23,-1.7807,-0.2307,-1.6327,153.8412,303.7281,5.2641
1/2/2006,0,-1.6220,-0.5677,-1.3702,161.3860,335.0073,5.4343
1/2/2006,1,-1.4267,-1.0175,-1.2115,161.9694,43.2631,2.9205
1/2/2006,2,-1.5054,-0.6210,-1.3483,155.1211,52.9521,2.5653
1/2/2006,3,-1.5545,-0.5343,-1.4537,144.9081,72.0801,2.2946
1/2/2006,4,-1.4396,-0.6445,-1.2039,133.6462,84.5281,2.2574
1/2/2006,5,-1.3881,-0.4506,-1.2856,122.1425,94.2904,1.3856
1/2/2006,6,-1.3876,-0.3387,-1.3382,110.7659,103.0723,2.1127
1/2/2006,7,-1.2955,-0.6235,-1.1452,99.7824,111.7706,1.9755
1/2/2006,8,28.3343,196.4267,15.5034,89.3195,120.9966,3.6030
1/2/2006,9,139.7018,565.3121,34.2114,80.0838,131.2553,6.3490
1/2/2006,10,312.3232,879.0288,43.0262,72.2771,142.9651,6.6727
1/2/2006,11,424.5383,945.9498,42.9236,66.4620,156.3391,7.5587
1/2/2006,12,444.4148,828.6953,66.0337,63.2350,171.1538,10.1025
1/2/2006,13,472.0852,872.0132,69.2712,63.0061,186.6081,11.5372
1/2/2006,14,437.7075,937.3853,48.5655,65.8071,201.5821,16.2585
1/2/2006,15,339.2115,915.4778,39.8980,71.2740,215.1993,16.8185
1/2/2006,16,188.4553,772.5557,32.4057,78.8256,227.1530,16.3890
1/2/2006,17,21.9963,106.7815,10.3949,87.8486,237.6077,14.5092
1/2/2006,18,-1.6828,-0.8345,-1.3658,98.2029,246.9630,12.8513
1/2/2006,19,-1.7146,-0.5134,-1.5118,109.1049,255.7139,11.9950
1/2/2006,20,-1.5613,-0.4536,-1.5165,120.4373,264.4509,11.6562
1/2/2006,21,-1.7996,-0.4992,-1.6197,131.9369,274.0108,12.5878
1/2/2006,22,-1.7859,-0.5256,-1.5974,143.2597,285.9249,11.7827
1/2/2006,23,-1.7832,-0.5628,-1.5186,153.7003,303.6956,11.3270
1/3/2006,0,-1.6785,-0.6855,-1.4255,161.2627,334.7934,9.8707
1/3/2006,1,-1.6466,-0.4956,-1.4804,161.9093,48.8556,9.2633
1/3/2006,2,-1.6932,-0.2436,-1.5809,155.1216,52.6111,9.2147
1/3/2006,3,-1.5981,-0.5078,-1.4173,144.9352,71.8347,8.8642
1/3/2006,4,-1.5765,-0.3924,-1.4601,133.6821,84.3363,8.2110
1/3/2006,5,-1.4485,-0.6031,-1.2769,122.1787,94.1266,7.2806
1/3/2006,6,-1.4550,-0.4217,-1.3901,110.7973,102.9227,6.7610
1/3/2006,7,-1.4819,-0.5386,-1.3909,99.8048,111.6269,6.6345
1/3/2006,8,37.8754,209.1842,24.1449,89.3286,120.8534,6.6711
1/3/2006,9,102.9734,258.2363,60.7467,80.0759,131.1098,6.3263
1/3/2006,10,312.0153,881.5873,41.2282,72.2475,142.8176,7.0055
1/3/2006,11,439.0155,979.0153,43.9351,66.4068,156.1944,8.3225
1/3/2006,12,506.1055,1006.9628,46.6147,63.1528,171.0217,8.6455
1/3/2006,13,514.6467,1010.8750,48.6228,62.8994,186.4998,9.6457
1/3/2006,14,465.3893,991.4568,51.4147,65.6820,201.5038,9.3780
1/3/2006,15,356.8787,938.4453,48.1187,71.1375,215.1504,9.0943
1/3/2006,16,221.4373,797.7490,58.3602,78.6839,227.1284,9.1320
1/3/2006,17,44.8244,192.9731,24.8939,87.7015,237.6016,7.6458
1/3/2006,18,-1.5136,-0.4070,-1.3241,98.0581,246.9709,7.0464
1/3/2006,19,-1.7351,-0.2429,-1.5545,108.9607,255.7326,7.2847
1/3/2006,20,-1.6625,-0.5212,-1.4224,120.2937,264.4781,6.6046
1/3/2006,21,-1.6509,-0.5571,-1.4285,131.7933,274.0432,5.9287
1/3/2006,22,-1.6316,-0.4591,-1.4594,143.1150,285.9525,5.2350
1/3/2006,23,-1.6595,-0.3101,-1.4455,153.5549,303.6774,5.4122
1/4/2006,0,-1.7250,-0.3636,-1.4719,161.1327,334.5941,5.6568
1/4/2006,1,-1.5908,-0.3810,-1.4339,161.8408,48.4489,5.6272
1/4/2006,2,-1.3182,-0.2457,-1.1759,155.1148,52.2610,5.7740
1/4/2006,3,-1.4433,-0.5751,-1.2472,144.9562,71.5801,4.8827
1/4/2006,4,-1.6616,-0.4301,-1.5138,133.7124,84.1366,4.9029
1/4/2006,5,-1.6741,-0.6394,-1.4987,122.2093,93.9562,4.8141
1/4/2006,6,-1.4978,-0.4269,-1.3333,110.8230,102.7674,4.5156
1/4/2006,7,-1.3105,-0.0753,-1.2876,99.8213,111.4781,5.0807
1/4/2006,8,8.4295,4.3124,8.4090,89.3317,120.7058,5.7535
1/4/2006,9,59.2042,45.2570,48.6003,80.0615,130.9606,5.8219
1/4/2006,10,269.9412,667.3758,59.9072,72.2109,142.6673,6.5013
1/4/2006,11,378.9726,719.3496,90.3877,66.3443,156.0484,7.9255
1/4/2006,12,481.2162,622.6682,191.9530,63.0631,170.8900,8.0957
1/4/2006,13,197.3183,107.6307,144.0071,62.7855,186.3936,7.2560
1/4/2006,14,219.1001,202.2682,132.6573,65.5502,201.4294,7.3560
1/4/2006,15,167.1365,111.0257,126.5322,70.9951,215.1066,6.2313
1/4/2006,16,77.6340,73.4604,62.4808,78.5372,227.1096,3.6279
1/4/2006,17,15.6665,-0.0860,15.7775,87.5502,237.6019,3.4578
1/4/2006,18,-1.1939,-0.2205,-1.0349,97.9095,246.9855,3.1935
1/4/2006,19,-1.0938,-0.3574,-0.9415,108.8133,255.7585,2.6171
1/4/2006,20,-1.3540,-0.2693,-1.2550,120.1472,264.5133,1.5673
1/4/2006,21,-1.4258,-0.3518,-1.2398,131.6467,274.0848,1.5708
1/4/2006,22,-1.4322,-0.2846,-1.3434,142.9669,285.9912,1.2175
1/4/2006,23,-1.4316,-0.3100,-1.3104,153.4051,303.6733,1.1929
1/5/2006,0,-1.4463,-0.3510,-1.3379,160.9962,334.4094,1.1085
1/5/2006,1,-1.4351,-0.3642,-1.3344,161.7641,54.0439,0.7013
1/5/2006,2,-1.4420,-0.2211,-1.3917,155.1006,51.9025,0.5309
1/5/2006,3,-1.4300,-0.3332,-1.3037,144.9710,71.3166,0.8108
1/5/2006,4,-1.4325,-0.3970,-1.2912,133.7369,83.9294,-0.2576
1/5/2006,5,-1.4350,-0.3344,-1.3018,122.2343,93.7794,-0.1748
1/5/2006,6,-1.5035,-0.0728,-1.4712,110.8430,102.6065,0.3151
1/5/2006,7,-1.4503,-0.2992,-1.3499,99.8319,111.3245,0.9420
1/5/2006,8,23.7928,236.6102,9.0171,89.3288,120.5540,1.4058
1/5/2006,9,162.6218,753.2382,29.9999,80.0405,130.8079,4.1256
1/5/2006,10,318.6648,905.9730,39.9736,72.1673,142.5145,4.0692
1/5/2006,11,437.4812,968.0863,44.7524,66.2744,155.9010,4.5223
1/5/2006,12,501.2878,989.8597,46.2133,62.9661,170.7586,5.6819
1/5/2006,13,507.1668,990.0925,46.2418,62.6645,186.2897,6.9775
1/5/2006,14,450.4548,959.1227,44.9787,65.4119,201.3589,8.1672
1/5/2006,15,338.8727,888.1255,41.5404,70.8471,215.0678,9.6437
1/5/2006,16,190.1818,751.4200,32.6566,78.3855,227.0966,9.1252
1/5/2006,17,34.8910,206.7471,12.8883,87.4029,237.6084,9.0043
1/5/2006,18,-1.3664,-0.3422,-1.2409,97.7575,247.0068,7.8555
1/5/2006,19,-1.5997,-0.3306,-1.4712,108.6628,255.7917,7.7212
1/5/2006,20,-1.6205,-0.3038,-1.4961,119.9979,264.5565,7.7243
1/5/2006,21,-1.6487,-0.2490,-1.5415,131.4973,274.1356,7.9810
1/5/2006,22,-1.6873,-0.2726,-1.5578,142.8156,286.0411,8.7753
1/5/2006,23,-1.6833,-0.1698,-1.5912,153.2512,303.6831,9.3847
1/6/2006,0,-1.6410,-0.3180,-1.4985,160.8532,334.2397,9.6847
1/6/2006,1,-1.6551,-0.2706,-1.5235,161.6790,53.6415,9.7013
1/6/2006,2,-1.7200,-0.1947,-1.6215,155.0789,51.5360,10.3415
1/6/2006,3,-1.5302,-0.3140,-1.3550,144.9793,71.0446,11.1418
1/6/2006,4,-1.7112,-0.4488,-1.5230,133.7555,83.7148,10.6405
1/6/2006,5,-1.7939,-0.4344,-1.6172,122.2537,93.5963,11.2808
1/6/2006,6,-1.7725,-0.5633,-1.5646,110.8572,102.4402,11.0093
1/6/2006,7,-1.7913,-0.4716,-1.6226,99.8364,111.1661,11.2848
1/6/2006,8,22.5961,222.0201,9.0937,89.3198,120.3980,11.8852
1/6/2006,9,158.0592,702.4753,34.6746,80.0129,130.6517,13.1230
1/6/2006,10,313.6433,873.9197,44.9670,72.1166,142.3591,14.8075
1/6/2006,11,440.3120,961.1968,51.4034,66.1972,155.7524,16.5428
1/6/2006,12,511.8375,988.8190,58.8716,62.8617,170.6278,17.3893
1/6/2006,13,520.8437,942.6700,80.9261,62.5364,186.1881,17.8883
1/6/2006,14,306.0270,369.6392,138.5152,65.2672,201.2925,16.9778
1/6/2006,15,244.0599,405.9830,105.3312,70.6933,215.0343,16.4897
1/6/2006,16,192.5367,632.4910,57.0757,78.2291,227.0896,18.0695
1/6/2006,17,43.9163,207.2360,21.9274,87.2438,237.6213,15.7997
1/6/2006,18,-1.3869,-0.5103,-1.2243,97.6020,247.0349,14.3927
1/6/2006,19,-1.5586,-0.5870,-1.4667,108.5093,255.8321,14.0992
1/6/2006,20,-1.4579,-0.5716,-1.3058,119.8458,264.6076,13.5840
1/6/2006,21,-1.4554,-0.4810,-1.4059,131.3452,274.1955,13.7345
1/6/2006,22,-1.4276,-0.5958,-1.2093,142.6613,286.1021,12.9792
1/6/2006,23,-1.5172,-0.4536,-1.3998,153.0931,303.7069,12.4395
1/7/2006,0,-1.5184,-0.4523,-1.3455,160.7039,334.0849,12.0550
1/7/2006,1,-1.6621,-0.5038,-1.4473,161.5858,53.2425,11.8212
1/7/2006,2,-1.7468,-0.6313,-1.6363,155.0497,51.1621,11.3983
1/7/2006,3,-1.7565,-0.5369,-1.5965,144.9811,70.7643,11.8237
1/7/2006,4,-1.6953,-0.5751,-1.4145,133.7682,83.4931,10.3437
1/7/2006,5,-1.5530,-0.8709,-1.2144,122.2672,93.4071,9.3595
1/7/2006,6,-1.7645,-0.2282,-1.7749,110.8656,102.2686,9.2535
1/7/2006,7,-1.5495,-0.5915,-1.2381,99.8350,111.0030,9.5655
1/7/2006,8,9.3792,0.0638,9.4712,89.3047,120.2380,9.3675
1/7/2006,9,76.3033,12.6635,73.1197,79.9787,130.4921,9.8250
1/7/2006,10,135.3960,92.2720,101.2161,72.0589,142.2013,10.2440
1/7/2006,11,407.8408,822.9310,68.4689,66.1127,155.6027,13.0145
1/7/2006,12,527.2300,1012.3330,61.0953,62.7499,170.4975,17.1953
1/7/2006,13,516.4405,937.6678,77.6191,62.4013,186.0890,17.7650
1/7/2006,14,464.0543,975.8133,48.8192,65.1161,201.2301,17.5525
1/7/2006,15,357.9597,942.4712,39.6793,70.5341,215.0060,19.0068
1/7/2006,16,204.2983,803.6752,31.7508,78.0679,227.0885,17.7552
1/7/2006,17,37.5909,204.7652,15.1775,87.0809,237.6406,15.1727
1/7/2006,18,-1.7775,-0.6983,-1.4860,97.4431,247.0697,13.0377
1/7/2006,19,-1.9156,-0.6003,-1.6257,108.3529,255.8798,12.1895
1/7/2006,20,-1.7371,-0.8616,-1.3641,119.6910,264.6667,10.5510
1/7/2006,21,-1.5644,-0.6359,-1.3299,131.1905,274.2646,7.8934
1/7/2006,22,-1.6354,-0.5975,-1.5094,142.5039,286.1740,7.1215
1/7/2006,23,-1.6773,-0.1027,-1.5445,152.9309,303.7443,7.5276
1/8/2006,0,-1.6648,-0.4099,-1.3970,160.5484,333.9450,7.6637
1/8/2006,1,-1.6053,-0.5043,-1.2509,161.4843,58.8475,6.9505
1/8/2006,2,-1.6100,-0.3871,-1.3326,155.0129,50.7816,6.3143
1/8/2006,3,-1.5318,-0.3266,-1.3040,144.9764,70.4761,5.5528
1/8/2006,4,-1.4045,-0.3137,-1.2022,133.7748,83.2643,5.5832
1/8/2006,5,-1.3557,-0.4967,-1.0809,122.2750,93.2119,4.9580
1/8/2006,6,-1.4081,-0.3223,-1.1689,110.8681,102.0917,4.4165
1/8/2006,7,-1.1472,-0.5594,-0.7190,99.8275,110.8353,4.0233
1/8/2006,8,16.0815,77.9295,11.3205,89.2835,120.0740,1.7729
1/8/2006,9,158.1784,677.2688,36.3948,79.9378,130.3293,4.3669
1/8/2006,10,321.3107,887.7172,46.4840,71.9942,142.0411,5.8937
1/8/2006,11,448.7382,968.8060,53.0828,66.0210,155.4519,6.6688
1/8/2006,12,521.0682,986.5238,64.2112,62.6309,170.3679,7.4657
1/8/2006,13,533.3427,952.9450,85.2601,62.2592,185.9924,7.8840
1/8/2006,14,488.5403,708.8390,181.5697,64.9587,201.1719,7.3632
1/8/2006,15,412.6623,690.8257,174.2972,70.3693,214.9830,7.3510
1/8/2006,16,194.6040,558.6581,67.9185,77.9022,227.0933,5.7352
1/8/2006,17,16.7385,-0.1989,16.9769,86.9143,237.6662,2.1187
1/8/2006,18,-0.9775,-0.2937,-0.8348,97.2810,247.1113,1.2258
1/8/2006,19,-1.0750,-0.2268,-0.8529,108.1937,255.9346,1.0294
1/8/2006,20,-1.0712,-0.2561,-0.8749,119.5337,264.7337,0.7185
1/8/2006,21,-1.1638,-0.3062,-0.9718,131.0332,274.3426,0.2455
1/8/2006,22,-1.1982,-0.4526,-1.0385,142.3437,286.2566,-0.6907
1/8/2006,23,-1.0692,-0.2767,-0.9711,152.7648,303.7951,-0.8757
1/9/2006,0,-1.0209,-0.2126,-0.8673,160.3868,333.8201,-1.0334
1/9/2006,1,-0.9464,-0.1091,-0.8597,161.3746,58.4573,-1.3132
1/9/2006,2,-0.7150,-0.1168,-0.6785,154.9683,50.3949,-1.0711
1/9/2006,3,-0.7129,-0.1339,-0.6852,144.9650,70.1802,-0.8525
1/9/2006,4,-0.6920,-0.2932,-0.6944,133.7754,83.0288,-1.2854
1/9/2006,5,-0.6820,-0.3773,-0.5643,122.2768,93.0109,-1.6196
1/9/2006,6,-0.5109,-0.4550,-0.4493,110.8647,101.9098,-3.2957
1/9/2006,7,-0.6900,-0.3899,-0.8213,99.8139,110.6633,-3.9425
1/9/2006,8,18.0909,99.0344,9.8537,89.2562,119.9061,-4.3529
1/9/2006,9,159.2599,675.3582,38.0119,79.8903,130.1634,-1.3029
1/9/2006,10,319.0997,850.6120,54.3329,71.9225,141.8787,-0.5566
1/9/2006,11,437.4607,887.2858,72.6323,65.9221,155.3002,0.1812
1/9/2006,12,503.2210,893.7368,86.1980,62.5047,170.2390,1.6841
1/9/2006,13,510.2437,876.4260,94.5684,62.1103,185.8985,3.1496
1/9/2006,14,461.8450,888.7220,77.7599,64.7950,201.1179,4.4749
1/9/2006,15,357.7510,856.9403,62.3197,70.1993,214.9654,7.2258
1/9/2006,16,206.2010,714.4182,47.8488,77.7319,227.1042,6.3683
1/9/2006,17,41.7526,179.3528,21.3352,86.7442,237.6983,4.4720
1/9/2006,18,-1.2887,-0.4747,-1.1031,97.1158,247.1596,2.4796
1/9/2006,19,-1.5634,-0.3271,-1.4544,108.0318,255.9967,2.1204
1/9/2006,20,-1.6344,-0.3041,-1.5216,119.3740,264.8086,2.5137
1/9/2006,21,-1.7347,-0.3474,-1.5606,130.8734,274.4296,2.7293
1/9/2006,22,-1.7608,-0.4278,-1.6163,142.1805,286.3499,3.2004
1/9/2006,23,-1.6236,-0.8775,-1.4471,152.5949,303.8592,2.0898
1/10/2006,0,-1.4894,-0.5961,-1.3692,160.2192,333.7100,1.1674
1/10/2006,1,-1.8844,0.2532,-2.0051,161.2569,64.0726,4.4508
1/10/2006,2,-1.5223,-0.5279,-1.3462,154.9161,50.0026,6.3394
1/10/2006,3,-1.1705,-0.3821,-0.9730,144.9469,69.8770,6.3490
1/10/2006,4,-1.0986,-0.0889,-1.0759,133.7698,82.7868,6.4466
1/10/2006,5,-1.0588,-0.3518,-0.9724,122.2726,92.8042,6.0210
1/10/2006,6,-1.2089,-0.3942,-1.0586,110.8554,101.7230,6.1578
1/10/2006,7,-1.5547,-0.3519,-1.4193,99.7942,110.4869,5.5287
1/10/2006,8,26.5971,98.5408,19.8589,89.2227,119.7346,6.0763
1/10/2006,9,97.8936,83.5740,80.8251,79.8361,129.9944,6.9647
1/10/2006,10,277.5565,437.6178,137.5210,71.8439,141.7142,6.5640
1/10/2006,11,431.1055,655.1670,155.7517,65.8159,155.1477,9.6918
1/10/2006,12,497.4090,627.9845,198.6947,62.3713,170.1109,12.0502
1/10/2006,13,533.0957,760.9818,168.3418,61.9546,185.8072,13.3953
1/10/2006,14,443.0273,601.5437,175.4490,64.6253,201.0682,14.8080
1/10/2006,15,317.0972,566.2368,116.8818,70.0239,214.9532,14.5913
1/10/2006,16,171.4172,327.4633,102.5076,77.5572,227.1212,13.9827
1/10/2006,17,54.9706,162.8795,36.3523,86.5705,237.7369,12.3917
1/10/2006,18,-1.3839,-0.6436,-1.1530,96.9475,247.2147,11.1672
1/10/2006,19,-1.7351,-0.5269,-1.5004,107.8673,256.0658,10.3435
1/10/2006,20,-1.5658,-0.4311,-1.4120,119.2118,264.8912,9.2527
1/10/2006,21,-1.5955,-0.2384,-1.5179,130.7112,274.5254,9.4490
1/10/2006,22,-1.6292,-0.1537,-1.5455,142.0147,286.4537,10.5832
1/10/2006,23,-1.6386,-0.3667,-1.4503,152.4211,303.9363,11.1393
1/11/2006,0,-1.7464,-0.3801,-1.5427,160.0458,333.6147,11.1145
1/11/2006,1,-1.7767,-0.1545,-1.6505,161.1312,63.6940,11.6875
1/11/2006,2,-1.7494,-0.4555,-1.4478,154.8561,49.6055,11.6727
1/11/2006,3,-1.5107,-0.3187,-1.4067,144.9219,69.5669,11.4925
1/11/2006,4,-1.4349,-0.3594,-1.2891,133.7579,82.5384,11.5870
1/11/2006,5,-1.4433,-0.3318,-1.3509,122.2625,92.5920,11.5660
1/11/2006,6,-1.4827,-0.3176,-1.3804,110.8400,101.5314,11.6920
1/11/2006,7,-1.6079,-0.4008,-1.4700,99.7684,110.3063,11.1925
1/11/2006,8,11.7834,4.1495,11.7940,89.1752,119.5594,10.8897
1/11/2006,9,81.1382,0.1838,81.0502,79.7754,129.8224,10.5875
1/11/2006,10,157.7783,1.2627,156.9422,71.7583,141.5476,11.7482
1/11/2006,11,321.6707,197.2144,231.4522,65.7026,154.9943,13.0012
1/11/2006,12,506.3740,576.8393,227.0792,62.2308,169.9837,15.1022
1/11/2006,13,492.3513,404.4903,287.1852,61.7921,185.7186,15.0053
1/11/2006,14,365.0882,180.0978,276.9070,64.4495,201.0229,14.6222
1/11/2006,15,250.7997,120.8876,202.1863,69.8434,214.9464,14.7042
1/11/2006,16,206.6108,476.7946,97.6029,77.3783,227.1442,15.6450
1/11/2006,17,48.1966,119.6037,34.7340,86.3935,237.7818,13.3715
1/11/2006,18,-1.0099,-0.9883,-0.7833,96.7763,247.2765,10.8100
1/11/2006,19,-1.5726,-0.7434,-1.4446,107.7003,256.1421,9.6707
1/11/2006,20,-1.7312,-0.4343,-1.6103,119.0474,264.9815,10.1550
1/11/2006,21,-1.7330,-0.3177,-1.6245,130.5468,274.6299,10.4530
1/11/2006,22,-1.4912,-0.7603,-1.2590,141.8461,286.5678,9.4515
1/11/2006,23,-1.4677,-0.5323,-1.3285,152.2437,304.0261,8.4210
1/12/2006,0,-1.4022,-0.6350,-1.2464,159.8666,333.5339,7.2182
1/12/2006,1,-1.4928,-0.4991,-1.3611,160.9975,63.3219,7.5967
1/12/2006,2,-1.3837,-0.4767,-1.1734,154.7883,49.2040,6.7224
1/12/2006,3,-1.3365,-0.3754,-1.1565,144.8901,69.2502,5.7168
1/12/2006,4,-1.5335,-0.2796,-1.4138,133.7398,82.2838,6.3211
1/12/2006,5,-1.4121,-0.5354,-1.1831,122.2462,92.3745,4.5448
1/12/2006,6,-1.4432,-0.3553,-1.3345,110.8186,101.3351,3.9397
1/12/2006,7,-1.3282,-0.3101,-1.1606,99.7364,110.1216,3.2238
1/12/2006,8,7.1715,-0.2808,7.3771,89.1294,119.3807,2.3272
1/12/2006,9,79.9565,168.4718,40.2721,79.7081,129.6475,1.3125
1/12/2006,10,313.1804,819.1623,50.2339,71.6658,141.3790,2.4189
1/12/2006,11,458.3860,729.3422,159.1173,65.5823,154.8402,3.1574
1/12/2006,12,318.9855,172.4128,234.5002,62.0832,169.8574,3.2473
1/12/2006,13,437.9225,695.9492,104.1123,61.6229,185.6329,2.8602
1/12/2006,14,470.3450,890.8461,79.3897,64.2677,200.9820,2.6645
1/12/2006,15,377.7700,792.8396,100.1082,69.6578,214.9452,1.9569
1/12/2006,16,250.7516,621.2450,101.7667,77.1951,227.1734,1.8450
1/12/2006,17,36.2103,139.1576,18.6949,86.2131,237.8332,0.4017
1/12/2006,18,-0.9580,-0.3367,-0.7554,96.6023,247.3450,-0.3936
1/12/2006,19,-1.4230,-0.3094,-1.2332,107.5308,256.2254,-0.8653
1/12/2006,20,-1.4257,-0.2208,-1.2856,118.8808,265.0795,-1.0572
1/12/2006,21,-1.4258,-0.2245,-1.2701,130.3801,274.7430,-0.8624
1/12/2006,22,-1.4258,-0.2554,-1.3087,141.6749,286.6921,-0.8192
1/12/2006,23,-1.4264,-0.2050,-1.3471,152.0627,304.1284,-0.4567
1/13/2006,0,-1.4258,-0.3621,-1.2912,159.6818,333.4675,-0.5897
1/13/2006,1,-1.3708,-0.7491,-1.1320,160.8559,68.9570,-2.1089
1/13/2006,2,-1.3710,-0.5288,-1.2829,154.7126,48.7988,-2.7289
1/13/2006,3,-1.3367,-0.5139,-1.1523,144.8514,68.9272,-3.1010
1/13/2006,4,-1.2798,-0.3487,-1.1680,133.7153,82.0234,-3.4944
1/13/2006,5,-1.3866,-0.2733,-1.2578,122.2239,92.1517,-2.2600
1/13/2006,6,-1.3047,-0.3793,-1.1592,110.7911,101.1342,-1.8845
1/13/2006,7,-1.4147,-0.2805,-1.4193,99.6983,109.9329,-0.8090
1/13/2006,8,26.2865,255.6217,8.9934,89.0775,119.1985,1.7357
1/13/2006,9,168.7930,760.2588,29.8197,79.6341,129.4699,3.8804
1/13/2006,10,328.2412,909.6825,39.3676,71.5664,141.2084,4.8415
1/13/2006,11,451.2670,970.8973,45.2270,65.4549,154.6854,6.2229
1/13/2006,12,523.1443,988.8533,53.4674,61.9286,169.7321,8.7234
1/13/2006,13,540.9993,996.1898,59.6642,61.4471,185.5500,10.7065
1/13/2006,14,410.5864,744.7234,71.6522,64.0800,200.9456,13.1512
1/13/2006,15,356.9280,863.7658,49.9194,69.4671,214.9495,15.3612
1/13/2006,16,218.9677,798.8572,32.8590,77.0078,227.2087,15.9193
1/13/2006,17,50.4593,285.1197,15.8400,86.0296,237.8910,12.7152
1/13/2006,18,-1.1502,-0.4055,-0.9678,96.4255,247.4202,11.6693
1/13/2006,19,-1.7595,-0.4533,-1.5608,107.3591,256.3158,11.6605
1/13/2006,20,-1.7617,-0.5073,-1.5242,118.7120,265.1851,11.2733
1/13/2006,21,-1.6665,-0.8051,-1.3910,130.2112,274.8647,10.0748
1/13/2006,22,-1.6120,-0.7001,-1.4343,141.5011,286.8265,9.6643
1/13/2006,23,-1.4674,-0.7564,-1.3136,151.8780,304.2430,8.5792
1/14/2006,0,-1.6166,-0.3043,-1.4757,159.4914,333.4152,8.4190
1/14/2006,1,-1.6530,-0.3749,-1.4845,160.7065,68.5997,8.9615
1/14/2006,2,-1.7286,-0.3882,-1.5378,154.6291,48.3904,9.5997
1/14/2006,3,-1.6586,-0.6134,-1.3660,144.8058,68.5982,9.3955
1/14/2006,4,-1.6381,-0.3655,-1.4988,133.6844,81.7572,8.5587
1/14/2006,5,-1.6864,-0.2866,-1.5337,122.1955,91.9240,8.5840
1/14/2006,6,-1.6416,-0.6336,-1.4213,110.7576,100.9289,8.7508
1/14/2006,7,-1.7259,-0.3596,-1.6343,99.6540,109.7404,9.0735
1/14/2006,8,11.4170,22.8153,10.4902,89.0115,119.0130,8.6657
1/14/2006,9,102.2833,69.0762,87.3447,79.5537,129.2895,9.3292
1/14/2006,10,210.4955,254.5526,131.6681,71.4602,141.0360,11.9757
1/14/2006,11,321.0632,350.8795,172.4712,65.3204,154.5300,14.3377
1/14/2006,12,449.1747,655.4121,131.5649,61.7671,169.6079,13.9150
1/14/2006,13,514.6742,725.4648,156.3818,61.2648,185.4700,14.7640
1/14/2006,14,379.7707,398.4630,193.4637,63.8866,200.9137,14.8798
1/14/2006,15,201.2368,49.8522,178.9510,69.2716,214.9594,15.2292
1/14/2006,16,163.0742,228.1558,117.0367,76.8165,227.2501,15.0770
1/14/2006,17,72.0411,286.1861,36.5327,85.8351,237.9552,14.0547
1/14/2006,18,-1.0901,-1.0724,-0.8164,96.2461,247.5020,11.5092
1/14/2006,19,-1.6825,-0.7044,-1.4523,107.1850,256.4131,9.6505
1/14/2006,20,-1.5753,-0.6003,-1.3460,118.5412,265.2982,8.1163
1/14/2006,21,-1.8469,-0.2947,-1.7637,130.0402,274.9948,9.1335
1/14/2006,22,-1.7373,-0.6554,-1.4626,141.3249,286.9706,8.9725
1/14/2006,23,-1.7586,-0.3233,-1.6619,151.6900,304.3695,8.5062
1/15/2006,0,-1.7271,-0.8889,-1.5101,159.2957,333.3769,8.4918
1/15/2006,1,-1.6396,-0.6285,-1.4020,160.5494,74.2504,7.2763
1/15/2006,2,-1.5802,-0.5715,-1.3180,154.5378,47.9794,6.5523
1/15/2006,3,-1.6245,-0.6549,-1.4710,144.7531,68.2637,6.2936
