DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM22 Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse CM22 Vent [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Deck Dry Bulb Temp [deg C]
5/10/2004,6,-99999,372.8453,31.0012,83.4743,72.0830,11.9928
5/10/2004,7,-99999,712.2298,57.0381,72.3731,81.1585,13.8018
5/10/2004,8,-99999,850.7182,70.6834,60.9114,90.4426,13.8128
5/10/2004,9,-99999,913.9505,82.1792,49.4658,100.9035,14.3923
5/10/2004,10,-99999,951.3498,89.6833,38.4969,114.2283,16.7482
5/10/2004,11,-99999,964.2633,98.7013,28.9387,133.6945,17.9560
5/10/2004,12,-99999,935.5147,118.3365,22.9112,163.7331,19.2487
5/10/2004,13,-99999,927.2912,124.8252,23.3058,200.2543,20.7038
5/10/2004,14,-99999,808.7848,177.4778,29.8759,229.0231,22.4902
5/10/2004,15,-99999,157.8573,222.1325,39.6615,247.5795,23.2508
5/10/2004,16,-99999,4.9660,169.1130,50.7082,260.4672,23.2217
5/10/2004,17,-99999,228.3657,156.4407,62.1629,270.7394,21.8527
5/10/2004,18,-99999,561.2951,65.7171,73.5902,279.9683,21.0903
5/10/2004,19,-99999,134.6999,36.6791,84.5904,289.0756,20.3305
5/10/2004,20,-99999,-0.2846,-0.8139,95.1064,298.6450,19.0025
5/10/2004,21,-99999,-0.1909,-1.5566,98.9642,302.5111,18.9480
5/10/2004,22,-99999,-0.4200,-1.5094,98.9642,302.5269,18.2002
5/10/2004,23,-99999,-0.5817,-1.5194,98.9642,302.5428,17.1197
5/11/2004,0,-99999,-0.5387,-1.5952,98.9642,290.3019,16.5530
5/11/2004,1,-99999,-0.6178,-1.5505,98.9642,57.4257,15.7503
5/11/2004,2,-99999,-0.4384,-1.5416,98.9642,57.4100,15.7382
5/11/2004,3,-99999,-0.6439,-1.2123,98.9642,57.3942,15.3840
5/11/2004,4,-99999,0.0829,-1.6280,98.9642,57.3785,16.1828
5/11/2004,5,-99999,7.0966,1.1406,93.9172,62.3445,17.8203
5/11/2004,6,-99999,259.9856,58.5204,83.3099,71.8890,17.5213
5/11/2004,7,-99999,22.7423,124.6440,72.2144,80.9480,18.1488
5/11/2004,8,-99999,384.4273,207.6725,60.7558,90.2100,19.3485
5/11/2004,9,-99999,857.9310,115.1827,49.3055,100.6409,21.2105
5/11/2004,10,-99999,969.8455,89.4505,38.3201,113.9318,22.3263
5/11/2004,11,-99999,1014.3398,109.2525,28.7291,133.3978,24.2057
5/11/2004,12,-99999,653.5814,180.9600,22.6644,163.6032,24.5883
5/11/2004,13,-99999,674.7979,227.0858,23.0654,200.4435,25.6192
5/11/2004,14,-99999,931.9091,149.7366,29.6784,229.3430,27.0005
5/11/2004,15,-99999,985.7335,96.0256,39.4968,247.8839,26.8332
5/11/2004,16,-99999,844.2007,122.5302,50.5591,260.7338,26.7205
5/11/2004,17,-99999,712.9185,140.3461,62.0178,270.9753,25.3628
5/11/2004,18,-99999,2.7514,69.1343,73.4413,280.1822,20.0222
5/11/2004,19,-99999,8.1341,27.2820,84.4369,289.2733,17.5287
5/11/2004,20,-99999,-0.5389,-0.9289,94.9464,298.8529,17.4492
5/11/2004,21,-99999,-0.7834,-1.5381,98.9642,302.8872,15.3170
5/11/2004,22,-99999,-0.8797,-1.3690,98.9642,302.9027,12.2088
5/11/2004,23,-99999,-0.7370,-1.3890,98.9642,302.9182,10.2765
5/12/2004,0,-99999,-0.6501,-1.4836,98.9642,290.6396,9.2698
5/12/2004,1,-99999,-0.4767,-1.4194,98.9642,57.0508,8.7788
5/12/2004,2,-99999,-0.7847,-1.3922,98.9642,57.0353,7.8638
5/12/2004,3,-99999,-0.3527,-1.4064,98.9642,57.0198,7.7378
5/12/2004,4,-99999,-0.3841,-1.3571,98.9642,57.0044,7.2337
5/12/2004,5,-99999,3.0516,1.4709,93.7340,62.1667,6.5515
5/12/2004,6,-99999,328.0973,63.6584,83.1503,71.6973,6.1587
5/12/2004,7,-99999,105.6816,144.8412,72.0607,80.7399,7.5655
5/12/2004,8,-99999,171.5936,223.7540,60.6054,89.9798,7.7703
5/12/2004,9,-99999,74.6340,346.2712,49.1507,100.3805,8.8598
5/12/2004,10,-99999,0.7945,205.7814,38.1491,113.6364,8.8057
5/12/2004,11,-99999,-0.5206,127.6279,28.5255,133.0994,7.6364
5/12/2004,12,-99999,-0.1890,95.8923,22.4232,163.4682,6.6686
5/12/2004,13,-99999,38.1415,435.9198,22.8295,200.6272,6.4152
5/12/2004,14,-99999,-0.3025,94.2402,29.4842,229.6567,5.8143
5/12/2004,15,-99999,-0.0659,34.1242,39.3345,248.1819,4.9656
5/12/2004,16,-99999,-0.4469,19.1091,50.4119,260.9945,4.0410
5/12/2004,17,-99999,-0.5391,93.1275,61.8743,271.2057,0.8730
5/12/2004,18,-99999,-0.0468,48.8357,73.2939,280.3908,0.6479
5/12/2004,19,-99999,-0.6222,9.2019,84.2846,289.4657,0.7151
5/12/2004,20,-99999,-0.1346,0.0297,94.7851,299.0517,0.2084
5/12/2004,21,-99999,0.0292,-0.2348,98.9642,303.2566,0.7532
5/12/2004,22,-99999,-0.0297,-0.2564,98.9642,303.2719,1.0756
5/12/2004,23,-99999,-0.3247,-0.3326,98.9642,303.2872,0.7486
5/13/2004,0,-99999,-0.0292,-0.3016,98.9642,290.9714,0.4458
5/13/2004,1,-99999,-0.0470,-0.2739,98.9642,56.6824,0.4458
5/13/2004,2,-99999,-0.0484,-0.2683,98.9642,56.6672,0.6107
5/13/2004,3,-99999,-0.0760,-0.2667,98.9642,56.6520,0.5928
5/13/2004,4,-99999,-0.2176,-0.4089,98.9607,56.6407,0.3038
5/13/2004,5,-99999,-0.0934,-0.0008,93.5560,61.9915,0.0694
5/13/2004,6,-99999,-0.0535,9.7134,82.9954,71.5080,-0.0532
5/13/2004,7,-99999,0.0800,63.7640,71.9121,80.5343,-0.0040
5/13/2004,8,-99999,0.3902,123.4765,60.4602,89.7522,0.2022
5/13/2004,9,-99999,1.0665,227.8177,49.0013,100.1225,0.8887
5/13/2004,10,-99999,0.6834,197.6230,37.9840,113.3426,1.6489
5/13/2004,11,-99999,0.6797,125.1405,28.3281,132.7996,1.9030
5/13/2004,12,-99999,0.6490,119.9880,22.1876,163.3288,2.4129
5/13/2004,13,-99999,1.0361,222.3902,22.5981,200.8050,3.0836
5/13/2004,14,-99999,-0.0972,56.1426,29.2935,229.9642,3.0659
5/13/2004,15,-99999,0.2044,130.7096,39.1746,248.4736,2.6711
5/13/2004,16,-99999,0.7823,158.8058,50.2666,261.2491,3.1797
5/13/2004,17,-99999,-0.1927,55.3032,61.7323,271.4304,3.4346
5/13/2004,18,-99999,0.0876,23.9502,73.1480,280.5940,3.5957
5/13/2004,19,-99999,-0.0368,4.4977,84.1336,289.6528,3.4994
5/13/2004,20,-99999,-0.0780,-0.1667,94.6228,299.2413,3.3340
5/13/2004,21,-99999,-0.0851,-0.3102,98.9642,303.6194,3.6097
5/13/2004,22,-99999,-0.2708,-0.3815,98.9642,303.6344,3.3404
5/13/2004,23,-99999,-0.1318,-0.4209,98.9642,303.6493,3.4927
5/14/2004,0,-99999,-0.1772,-0.5364,98.9642,291.2971,3.5297
5/14/2004,1,-99999,-0.4264,-1.0002,98.9642,56.3208,2.7427
5/14/2004,2,-99999,-0.1973,-0.5286,98.9642,56.3059,2.4661
5/14/2004,3,-99999,-0.4318,-0.9224,98.9642,56.2910,1.8424
5/14/2004,4,-99999,-0.4139,-1.0558,98.9541,56.2872,1.2935
5/14/2004,5,-99999,6.7172,1.5395,93.3836,61.8185,1.3003
5/14/2004,6,-99999,410.9570,35.4941,82.8454,71.3212,2.3338
5/14/2004,7,-99999,675.1913,65.7410,71.7686,80.3313,6.3653
5/14/2004,8,-99999,807.8303,90.1554,60.3203,89.5272,7.5699
5/14/2004,9,-99999,863.6628,121.0760,48.8575,99.8671,8.1997
5/14/2004,10,-99999,845.6083,146.4550,37.8248,113.0504,9.4123
5/14/2004,11,-99999,956.9345,110.8940,28.1369,132.4986,10.9452
5/14/2004,12,-99999,836.5236,203.7403,21.9577,163.1821,12.3485
5/14/2004,13,-99999,227.6588,439.3050,22.3712,200.9768,12.9687
5/14/2004,14,-99999,176.7035,439.4942,29.1062,230.2650,14.1230
5/14/2004,15,-99999,328.4000,271.4542,39.0172,248.7585,14.6647
5/14/2004,16,-99999,355.6388,167.1890,50.1231,261.4976,13.5760
5/14/2004,17,-99999,510.7279,165.2306,61.5920,271.6494,14.5638
5/14/2004,18,-99999,322.8099,112.5546,73.0037,280.7916,14.4898
5/14/2004,19,-99999,321.8193,32.9260,83.9840,289.8345,13.3230
5/14/2004,20,-99999,-0.8431,-0.1468,94.4592,299.4216,11.4137
5/14/2004,21,-99999,-0.6600,-1.3870,98.9642,303.9752,10.2597
5/14/2004,22,-99999,-0.7642,-1.3124,98.9642,303.9899,9.8532
5/14/2004,23,-99999,-0.6165,-1.1954,98.9642,304.0046,8.4653
5/15/2004,0,-99999,-0.1683,-1.1843,98.9642,291.6166,7.6512
5/15/2004,1,-99999,-0.6695,-1.2076,98.9642,55.9661,7.6265
5/15/2004,2,-99999,-0.5390,-1.2287,98.9642,55.9515,7.0391
5/15/2004,3,-99999,-0.3934,-1.2020,98.9642,55.9369,6.0856
5/15/2004,4,-99999,-0.4357,-1.2500,98.9446,55.9439,6.1952
5/15/2004,5,-99999,6.0118,1.0214,93.2168,61.6478,5.7770
5/15/2004,6,-99999,256.7727,31.4411,82.7002,71.1369,5.9557
5/15/2004,7,-99999,700.3460,61.5836,71.6303,80.1311,10.4303
5/15/2004,8,-99999,836.8587,83.5834,60.1857,89.3052,12.8482
5/15/2004,9,-99999,608.6095,251.3500,48.7192,99.6144,14.0055
5/15/2004,10,-99999,564.1100,326.4505,37.6714,112.7602,14.5513
5/15/2004,11,-99999,123.5942,363.4410,27.9519,132.1968,15.3290
5/15/2004,12,-99999,297.5727,376.8835,21.7337,163.0314,16.1105
5/15/2004,13,-99999,266.5326,408.3892,22.1490,201.1421,16.5478
5/15/2004,14,-99999,232.0831,337.4118,28.9222,230.5589,17.3095
5/15/2004,15,-99999,67.9903,266.8520,38.8623,249.0367,16.7060
5/15/2004,16,-99999,407.7916,174.7055,49.9815,261.7398,16.2623
5/15/2004,17,-99999,640.7261,110.1279,61.4532,271.8625,17.2425
5/15/2004,18,-99999,393.8268,78.3082,72.8610,280.9837,17.7743
5/15/2004,19,-99999,-0.6182,34.2771,83.8359,290.0107,15.3642
5/15/2004,20,-99999,-0.4668,-0.1501,94.2947,299.5928,14.2020
5/15/2004,21,-99999,-0.6366,-1.1795,98.9642,304.3241,12.8267
5/15/2004,22,-99999,-0.2241,-1.0402,98.9642,304.3384,11.7962
5/15/2004,23,-99999,-0.4342,-1.0954,98.9642,304.3528,11.6085
5/16/2004,0,-99999,-0.4842,-1.2381,98.9642,291.9298,11.0678
5/16/2004,1,-99999,-0.4591,-1.2892,98.9642,55.6185,10.6392
5/16/2004,2,-99999,-0.5474,-1.2283,98.9642,55.6042,10.4848
5/16/2004,3,-99999,-0.5006,-1.2350,98.9642,55.5899,10.1613
5/16/2004,4,-99999,-0.4335,-1.2039,98.9324,55.6107,9.6763
5/16/2004,5,-99999,-0.3290,0.4206,93.0556,61.4795,9.6797
5/16/2004,6,-99999,1.9365,50.0581,82.5601,70.9553,9.3690
5/16/2004,7,-99999,134.6152,86.7369,71.4972,79.9337,10.3113
5/16/2004,8,-99999,796.5467,89.0998,60.0564,89.0860,14.3705
5/16/2004,9,-99999,647.7060,198.2441,48.5864,99.3647,15.6742
5/16/2004,10,-99999,411.1318,269.6905,37.5240,112.4721,17.0538
5/16/2004,11,-99999,939.0935,104.7412,27.7732,131.8943,19.4262
5/16/2004,12,-99999,977.4450,123.9768,21.5155,162.8749,22.4702
5/16/2004,13,-99999,887.1564,178.7575,21.9314,201.3007,23.9460
5/16/2004,14,-99999,304.4462,285.4262,28.7417,230.8457,24.0850
5/16/2004,15,-99999,447.7177,287.1878,38.7098,249.3079,24.7867
5/16/2004,16,-99999,430.4711,237.7257,49.8419,261.9756,23.4638
5/16/2004,17,-99999,308.6008,178.6298,61.3162,272.0698,21.9483
5/16/2004,18,-99999,398.2367,90.0615,72.7199,281.1702,21.8218
5/16/2004,19,-99999,160.1896,48.7750,83.6893,290.1815,20.5738
5/16/2004,20,-99999,-0.5932,0.2898,94.1296,299.7550,18.6897
5/16/2004,21,-99999,-0.6794,-0.9781,98.9642,304.6656,15.9523
5/16/2004,22,-99999,-0.4866,-1.2866,98.9642,304.6797,14.4718
5/16/2004,23,-99999,-0.5848,-1.2578,98.9642,304.6938,13.6245
5/17/2004,0,-99999,-0.6276,-1.1758,98.9642,292.2364,13.3828
5/17/2004,1,-99999,-0.2425,-1.0000,98.9642,55.2781,12.2093
5/17/2004,2,-99999,-0.6129,-1.2597,98.9642,55.2641,11.9242
5/17/2004,3,-99999,-0.4063,-1.2962,98.9642,55.2501,11.5540
5/17/2004,4,-99999,-0.4381,-1.2360,98.9178,55.2875,11.4173
5/17/2004,5,-99999,0.9464,1.1860,92.9000,61.3136,11.2167
5/17/2004,6,-99999,282.7992,45.6948,82.4249,70.7763,12.1915
5/17/2004,7,-99999,280.2389,122.6185,71.3692,79.7392,14.0405
5/17/2004,8,-99999,331.3155,240.7210,59.9324,88.8700,14.8420
5/17/2004,9,-99999,33.9189,303.5922,48.4592,99.1180,15.7530
5/17/2004,10,-99999,79.9757,413.3252,37.3825,112.1865,17.2755
5/17/2004,11,-99999,32.0060,351.8400,27.6008,131.5915,16.7727
5/17/2004,12,-99999,9.3990,284.3602,21.3032,162.7138,16.4972
5/17/2004,13,-99999,370.7709,449.9583,21.7185,201.4525,18.0547
5/17/2004,14,-99999,286.2879,467.5262,28.5647,231.1251,18.8567
5/17/2004,15,-99999,23.4157,354.8863,38.5599,249.5719,18.5383
5/17/2004,16,-99999,309.9420,302.4970,49.7042,262.2049,19.2282
5/17/2004,17,-99999,656.6258,137.0265,61.1809,272.2710,20.1048
5/17/2004,18,-99999,195.8172,77.4981,72.5806,281.3510,18.6062
5/17/2004,19,-99999,0.5598,39.7026,83.5444,290.3467,17.3735
5/17/2004,20,-99999,-0.5825,0.4099,93.9639,299.9082,16.0380
5/17/2004,21,-99999,-0.3351,-1.0400,98.9642,304.9999,15.0838
5/17/2004,22,-99999,-0.3703,-1.0364,98.9642,305.0136,14.8130
5/17/2004,23,-99999,-0.4344,-0.9755,98.9642,305.0274,13.3783
5/18/2004,0,-99999,-0.3279,-0.8764,98.9642,292.5364,12.6375
5/18/2004,1,-99999,-0.1411,-0.3642,98.9642,54.9451,11.5925
5/18/2004,2,-99999,-0.0248,-0.1660,98.9642,54.9314,10.9902
5/18/2004,3,-99999,-0.0397,-0.2447,98.9642,54.9177,10.7705
5/18/2004,4,-99999,-0.0022,-0.1952,98.9011,54.9742,10.5772
5/18/2004,5,-99999,0.0000,0.8264,92.7499,61.1501,10.7733
5/18/2004,6,-99999,0.2969,39.9789,82.2948,70.6001,11.0358
5/18/2004,7,-99999,6.2585,87.4256,71.2465,79.5477,11.7403
5/18/2004,8,-99999,108.0871,203.3678,59.8136,88.6572,12.7990
5/18/2004,9,-99999,175.0227,309.6397,48.3374,98.8746,14.3777
5/18/2004,10,-99999,455.0770,361.7838,37.2469,111.9036,15.5933
5/18/2004,11,-99999,375.9087,423.5250,27.4347,131.2888,17.4855
5/18/2004,12,-99999,144.7132,536.3018,21.0970,162.5472,18.3543
5/18/2004,13,-99999,404.7254,442.6308,21.5104,201.5970,19.4417
5/18/2004,14,-99999,632.6260,335.1082,28.3912,231.3967,21.0087
5/18/2004,15,-99999,711.1813,253.2623,38.4125,249.8287,21.1435
5/18/2004,16,-99999,507.6881,226.6193,49.5685,262.4275,21.1292
5/18/2004,17,-99999,517.5837,163.5831,61.0473,272.4662,20.5157
5/18/2004,18,-99999,64.1940,72.3353,72.4430,281.5261,19.4163
5/18/2004,19,-99999,21.7169,33.8387,83.4013,290.5063,18.2467
5/18/2004,20,-99999,-0.5358,0.5588,93.7989,300.0537,17.4192
5/18/2004,21,-99999,-0.5739,-1.2215,98.9631,305.3254,16.2123
5/18/2004,22,-99999,-0.4313,-1.2861,98.9642,305.3400,15.7920
5/18/2004,23,-99999,-0.5685,-1.3333,98.9642,305.3535,15.5518
5/19/2004,0,-99999,-0.4130,-1.1853,98.9642,292.8296,14.5888
5/19/2004,1,-99999,-0.4316,-1.2303,98.9642,54.6197,14.0850
5/19/2004,2,-99999,-0.3944,-1.2991,98.9642,54.6063,13.4208
5/19/2004,3,-99999,-0.4758,-1.3528,98.9642,54.5930,13.2810
5/19/2004,4,-99999,-0.5088,-1.3078,98.8825,54.6707,12.8653
5/19/2004,5,-99999,1.1857,1.7863,92.6053,60.9892,12.7492
5/19/2004,6,-99999,63.4786,56.2265,82.1698,70.4268,13.7178
5/19/2004,7,-99999,147.2069,128.4443,71.1290,79.3594,16.0567
5/19/2004,8,-99999,229.4506,196.1582,59.7002,88.4478,14.5215
5/19/2004,9,-99999,384.0288,248.1422,48.2212,98.6347,15.2155
5/19/2004,10,-99999,829.2240,170.6402,37.1172,111.6237,17.0435
5/19/2004,11,-99999,649.0338,254.3423,27.2750,130.9865,19.4492
5/19/2004,12,-99999,560.5778,330.8225,20.8969,162.3757,20.7948
5/19/2004,13,-99999,656.3462,305.8163,21.3071,201.7340,22.7848
5/19/2004,14,-99999,444.2956,295.2993,28.2211,231.6604,23.5877
5/19/2004,15,-99999,398.6566,323.8585,38.2676,250.0779,24.1917
5/19/2004,16,-99999,401.4186,237.9202,49.4348,262.6435,24.7057
5/19/2004,17,-99999,43.6306,160.0515,60.9155,272.6552,23.6142
5/19/2004,18,-99999,279.7944,120.8518,72.3072,281.6953,23.6507
5/19/2004,19,-99999,30.6333,37.7202,83.2600,290.6603,22.6183
5/19/2004,20,-99999,-0.4530,1.0387,93.6366,300.1937,20.6190
5/19/2004,21,-99999,-0.4611,-1.1221,98.9592,305.6399,19.3695
5/19/2004,22,-99999,-0.4669,-1.3138,98.9642,305.6587,17.8518
5/19/2004,23,-99999,-0.3251,-0.9869,98.9642,305.6718,16.6540
5/20/2004,0,-99999,-0.1195,-0.5698,98.9642,293.1158,16.3510
5/20/2004,1,-99999,-0.1912,-0.6320,98.9642,54.3020,16.7363
5/20/2004,2,-99999,-0.3874,-0.5346,98.9642,54.2889,16.0493
5/20/2004,3,-99999,-0.5993,-0.8294,98.9642,54.2759,15.0398
5/20/2004,4,-99999,-0.4358,-1.2174,98.8622,54.3769,13.9553
5/20/2004,5,-99999,-0.4638,1.3690,92.4662,60.8309,13.2562
5/20/2004,6,-99999,6.4619,26.7221,82.0499,70.2564,12.6447
5/20/2004,7,-99999,369.1650,70.5380,71.0167,79.1743,12.9540
5/20/2004,8,-99999,796.6543,89.0121,59.5920,88.2419,15.6657
5/20/2004,9,-99999,854.6528,103.2369,48.1106,98.3984,15.7305
5/20/2004,10,-99999,829.7713,158.1237,36.9935,111.3469,17.0597
5/20/2004,11,-99999,620.8592,333.5248,27.1216,130.6848,18.0705
5/20/2004,12,-99999,744.0540,303.9797,20.7029,162.1991,19.0962
5/20/2004,13,-99999,184.8244,404.8300,21.1087,201.8634,19.5242
5/20/2004,14,-99999,6.8329,305.0138,28.0545,231.9159,19.1748
5/20/2004,15,-99999,263.4598,302.9973,38.1252,250.3195,19.7405
5/20/2004,16,-99999,513.3091,197.5565,49.3031,262.8525,20.3153
5/20/2004,17,-99999,350.6072,150.0857,60.7856,272.8379,19.7735
5/20/2004,18,-99999,548.1133,79.8780,72.1733,281.8588,19.7122
5/20/2004,19,-99999,94.3527,26.1115,83.1206,290.8087,18.0863
5/20/2004,20,-99999,-0.4634,1.0243,93.4770,300.3281,16.4932
5/20/2004,21,-99999,-0.3501,-1.1933,98.9524,305.9434,15.8302
5/20/2004,22,-99999,-0.4201,-1.2997,98.9642,305.9695,15.9415
5/20/2004,23,-99999,-0.5420,-1.2288,98.9642,305.9823,14.1753
5/21/2004,0,-99999,-0.4331,-1.2563,98.9642,293.3950,13.8485
5/21/2004,1,-99999,-0.5104,-1.2138,98.9642,53.9922,12.7837
5/21/2004,2,-99999,-0.5204,-1.2494,98.9642,53.9794,12.1430
5/21/2004,3,-99999,-0.4155,-1.2148,98.9642,53.9667,11.5117
5/21/2004,4,-99999,-0.6766,-1.1354,98.8406,54.0927,10.2897
5/21/2004,5,-99999,8.7689,3.3037,92.3334,60.6753,9.1715
5/21/2004,6,-99999,446.4152,38.9301,81.9351,70.0891,9.7503
5/21/2004,7,-99999,663.4130,81.7874,70.9096,78.9925,14.0488
5/21/2004,8,-99999,801.8495,98.8184,59.4892,88.0396,14.7725
5/21/2004,9,-99999,907.8320,89.1189,48.0054,98.1660,15.9907
5/21/2004,10,-99999,950.8490,91.1694,36.8757,111.0737,17.6780
5/21/2004,11,-99999,956.0848,103.6995,26.9747,130.3841,19.5942
5/21/2004,12,-99999,906.6622,140.4042,20.5151,162.0178,21.1648
5/21/2004,13,-99999,884.1965,206.0482,20.9152,201.9848,23.0167
5/21/2004,14,-99999,448.4460,292.1003,27.8915,232.1630,24.1475
5/21/2004,15,-99999,421.9938,276.7450,37.9854,250.5532,23.5700
5/21/2004,16,-99999,227.3203,290.7020,49.1734,263.0546,23.2975
5/21/2004,17,-99999,135.9250,245.9510,60.6576,273.0144,22.8608
5/21/2004,18,-99999,2.9714,126.1267,72.0414,282.0163,21.9325
5/21/2004,19,-99999,0.0461,45.5053,82.9832,290.9514,20.5655
5/21/2004,20,-99999,-0.5948,0.2163,93.3207,300.4569,19.4072
5/21/2004,21,-99999,-0.5465,-1.4162,98.9430,306.2358,18.5275
5/21/2004,22,-99999,-0.3311,-1.6708,98.9642,306.2723,19.0482
5/21/2004,23,-99999,-0.6765,-1.3813,98.9642,306.2848,18.5315
5/22/2004,0,-99999,-0.6117,-1.2670,98.9642,293.6669,16.9027
5/22/2004,1,-99999,-0.6037,-1.2816,98.9642,53.6904,15.8698
5/22/2004,2,-99999,-0.4937,-1.3512,98.9642,53.6780,14.7645
5/22/2004,3,-99999,-0.4415,-0.8637,98.9642,53.6656,13.9752
5/22/2004,4,-99999,-0.3660,-1.0443,98.8179,53.8180,12.9455
5/22/2004,5,-99999,9.7046,1.8113,92.2059,60.5225,12.2118
5/22/2004,6,-99999,83.1670,54.2234,81.8255,69.9249,12.2825
5/22/2004,7,-99999,355.0041,123.0609,70.8077,78.8142,15.4222
5/22/2004,8,-99999,208.0279,258.4922,59.3916,87.8410,16.4392
5/22/2004,9,-99999,724.5055,175.8785,47.9057,97.9375,16.8072
5/22/2004,10,-99999,500.7111,347.3363,36.7637,110.8042,17.1307
5/22/2004,11,-99999,60.9537,292.9265,26.8341,130.0850,16.1347
5/22/2004,12,-99999,304.5955,267.1700,20.3337,161.8323,16.5412
5/22/2004,13,-99999,321.0371,274.5852,20.7267,202.0980,16.3730
5/22/2004,14,-99999,296.1983,310.7093,27.7321,232.4013,16.2853
5/22/2004,15,-99999,92.6596,253.5413,37.8482,250.7790,17.8258
5/22/2004,16,-99999,82.1852,228.6384,49.0459,263.2497,17.5740
5/22/2004,17,-99999,7.4070,147.2520,60.5314,273.1845,16.9058
5/22/2004,18,-99999,1.5508,125.0853,71.9114,282.1678,13.9970
5/22/2004,19,-99999,54.7916,38.7902,82.8478,291.0884,12.6392
5/22/2004,20,-99999,-0.5798,0.7376,93.1672,300.5802,11.7533
5/22/2004,21,-99999,-0.4843,-1.1506,98.9311,306.5171,11.3240
5/22/2004,22,-99999,-0.4987,-1.2483,98.9642,306.5669,10.6775
5/22/2004,23,-99999,-0.5976,-1.2964,98.9642,306.5791,9.7372
5/23/2004,0,-99999,-0.5100,-1.4278,98.9642,293.9315,9.8238
5/23/2004,1,-99999,-0.6927,-1.3429,98.9642,53.3968,10.0770
5/23/2004,2,-99999,-0.5881,-1.3855,98.9642,53.3847,9.0107
5/23/2004,3,-99999,-0.4861,-1.3259,98.9642,53.3727,8.6000
5/23/2004,4,-99999,-0.3545,-1.4581,98.7942,53.5527,9.1692
5/23/2004,5,-99999,39.8184,3.1978,92.0838,60.3725,8.6520
5/23/2004,6,-99999,511.6270,31.5751,81.7211,69.7639,10.3077
5/23/2004,7,-99999,782.9742,50.2884,70.7111,78.6395,13.6490
5/23/2004,8,-99999,900.0157,59.4178,59.2993,87.6464,16.0778
5/23/2004,9,-99999,965.3468,64.9708,47.8115,97.7133,17.7640
5/23/2004,10,-99999,988.4617,73.5883,36.6577,110.5387,18.9768
5/23/2004,11,-99999,1013.0248,76.2854,26.7000,129.7876,20.3012
5/23/2004,12,-99999,949.7498,124.6355,20.1585,161.6423,22.1353
5/23/2004,13,-99999,943.4295,150.5155,20.5432,202.2028,21.9947
5/23/2004,14,-99999,66.4114,334.7238,27.5762,232.6307,22.7557
5/23/2004,15,-99999,81.0295,378.7020,37.7137,250.9967,22.9843
5/23/2004,16,-99999,140.3257,321.3770,48.9205,263.4376,23.4437
5/23/2004,17,-99999,60.2296,233.0138,60.4073,273.3482,23.0133
5/23/2004,18,-99999,290.8780,135.6445,71.7835,282.3134,22.3895
5/23/2004,19,-99999,163.8025,40.6874,82.7146,291.2196,20.9940
5/23/2004,20,-99999,-0.6211,-0.1972,93.0167,300.6978,19.4185
5/23/2004,21,-99999,-0.6468,-1.3349,98.9168,306.7873,18.9902
5/23/2004,22,-99999,-0.6508,-1.5339,98.9642,306.8532,17.8250
5/23/2004,23,-99999,-0.6694,-1.7334,98.9642,306.8650,17.0532
5/24/2004,0,-99999,-0.7556,-1.5233,98.9642,294.1885,16.5788
5/24/2004,1,-99999,-0.8015,-1.4416,98.9642,53.1116,14.0258
5/24/2004,2,-99999,-0.7539,-1.4062,98.9642,53.0998,11.5785
5/24/2004,3,-99999,-0.6601,-1.4396,98.9642,53.0882,10.7923
5/24/2004,4,-99999,-0.6508,-1.3552,98.7696,53.2970,9.3502
5/24/2004,5,-99999,34.4332,3.5654,91.9678,60.2254,9.2065
5/24/2004,6,-99999,468.1738,34.8143,81.6219,69.6061,10.5453
5/24/2004,7,-99999,733.5013,56.8119,70.6197,78.4683,12.7628
5/24/2004,8,-99999,835.0762,73.5577,59.2123,87.4558,12.5990
5/24/2004,9,-99999,893.9513,92.1128,47.7227,97.4934,13.0408
5/24/2004,10,-99999,934.9647,96.7985,36.5575,110.2775,14.1015
5/24/2004,11,-99999,950.6952,109.8380,26.5723,129.4923,15.4782
5/24/2004,12,-99999,920.5737,168.0107,19.9898,161.4483,16.2585
5/24/2004,13,-99999,701.6858,289.6517,20.3649,202.2990,17.1735
5/24/2004,14,-99999,157.9493,371.4253,27.4240,232.8509,17.1725
5/24/2004,15,-99999,78.6372,287.6405,37.5817,251.2061,18.1437
5/24/2004,16,-99999,87.3254,244.5828,48.7973,263.6183,18.4945
5/24/2004,17,-99999,25.2765,187.0661,60.2852,273.5054,16.9883
5/24/2004,18,-99999,35.4936,83.5345,71.6577,282.4530,14.6002
5/24/2004,19,-99999,-0.5294,25.0866,82.5837,291.3450,12.1705
5/24/2004,20,-99999,-0.2642,0.2789,92.8691,300.8099,11.9862
5/24/2004,21,-99999,-0.2786,-0.6190,98.9003,307.0465,11.5445
5/24/2004,22,-99999,-0.3208,-0.4363,98.9642,307.1311,10.7117
5/24/2004,23,-99999,-0.2625,-0.3023,98.9642,307.1425,8.7028
5/25/2004,0,-99999,-0.0650,-0.3693,98.9642,294.4379,8.8533
5/25/2004,1,-99999,-0.2330,-0.3503,98.9642,52.8348,8.3183
5/25/2004,2,-99999,-0.2120,-0.3627,98.9642,52.8235,7.9065
