PUMP NAME: SCS_30_165_180_BL
PRICE: 1863
# '.' are mandatory inputs that should be replaced by specifications or the line should be removed. 
# 'nan' are optional input.
# Units for columns are in the order: 
# [V]	[m]	[A]	[L/min]	[W]	[no unit]
voltage	tdh	current	flow	power	efficiency
120	0.0	4.7	129.1	558	0
120	7.0	5.1	118.2	611	22
120	10.6	5.3	112.0	641	30
120	17.6	5.7	98.9	685	42
120	21.1	5.8	91.2	698	45
120	28.2	5.7	71.5	682	48
120	31.7	5.4	57.9	646	46
120	35.2	4.9	42.0	589	41
120	41.6	3.7	0.0	448	0
135	0.0	5.5	143.2	747	0
135	7.0	6.0	133.5	810	19
135	14.1	6.4	122.6	867	33
135	21.1	6.8	110.3	918	41
135	28.2	7.0	96.2	944	47
135	35.2	6.8	76.2	918	48
135	38.7	6.5	63.3	880	45
135	42.3	6.1	48.1	826	40
135	45.8	5.6	31.3	755	31
135	51.4	4.4	0.0	599	0
150	0.0	6.4	158.7	966	0
150	7.0	6.9	149.3	1032	17
150	14.1	7.3	139.7	1101	29
150	21.1	7.8	128.5	1167	38
150	28.2	8.1	116.5	1218	44
150	35.2	8.3	101.5	1238	47
150	42.3	8.1	83.6	1211	48
150	49.3	7.4	60.1	1113	43
150	56.3	6.4	31.4	963	30
150	59.9	5.7	14.4	861	16
150	62.7	5.4	0.0	807	0
165	0.0	7.6	174.1	1254	0
165	7.0	8.0	166.1	1325	14
165	14.1	8.5	157.0	1396	26
165	21.1	8.9	146.9	1464	35
165	28.2	9.2	136.0	1523	41
165	35.2	9.4	124.0	1554	46
165	42.3	9.5	109.4	1571	48
165	49.3	9.4	91.6	1544	48
165	56.3	8.9	69.3	1464	44
165	63.4	8.1	43.7	1337	34
165	66.9	7.6	29.9	1254	26
165	70.4	7.1	15.5	1172	15
165	73.9	6.3	0.0	1035	0
180	0.0	8.5	188.7	1525	0
180	7.0	8.9	181.0	1606	13
180	14.1	9.4	172.2	1688	23
180	21.1	9.8	162.6	1769	32
180	28.2	10.3	152.2	1849	38
180	35.2	10.6	142.1	1906	43
180	42.3	10.9	130.6	1960	46
180	49.3	11.0	116.6	1973	48
180	56.3	10.9	100.7	1958	47
180	63.4	10.4	80.2	1879	44
180	70.4	9.7	57.9	1746	38
180	77.5	8.8	33.3	1591	26
180	81.0	8.3	19.6	1485	17
180	85.9	7.4	0.0	1323	0
