PUMP NAME: SCS_87_70_240_BL
# '.' are mandatory inputs that should be replaced by specifications or the line should be removed. 
# 'nan' are optional input.
# Units for columns are in the order: 
# [V]	[m]	[A]	[L/min]	[W]	[no unit]
voltage	tdh	current	flow	power	efficiency
180	0.0	5.73	403.9	1031	0
180	3.5	5.79	368.3	1042	20
180	7.0	5.79	330.4	1042	36
180	10.6	5.65	280.1	1017	47
180	14.1	5.27	218.4	949	53
180	17.6	4.63	115.8	833	40
180	20.4	3.64	0.0	655	0
195	0.0	6.39	434.5	1246	0
195	3.5	6.49	402.0	1266	18
195	7.0	6.50	365.6	1268	33
195	10.6	6.38	324.0	1244	45
195	14.1	6.12	274.4	1193	53
195	17.6	5.63	205.5	1098	54
195	21.1	4.87	92.0	950	33
195	23.2	3.99	0.0	778	0
210	0.0	7.22	467.4	1516	0
210	3.5	7.31	437.2	1535	16
210	7.0	7.36	404.6	1546	30
210	10.6	7.29	366.0	1531	41
210	14.1	7.14	323.6	1499	50
210	17.6	6.76	272.5	1420	55
210	21.1	6.21	190.8	1304	50
210	26.1	4.58	0.0	962	0
225	0.0	8.01	498.5	1802	0
225	3.5	8.08	470.5	1818	15
225	7.0	8.15	440.6	1834	28
225	10.6	8.12	408.0	1827	39
225	14.1	8.00	368.7	1800	47
225	17.6	7.73	325.9	1739	54
225	21.1	7.31	270.2	1645	57
225	24.6	6.65	177.1	1496	48
225	28.9	4.85	0.0	1091	0
240	0.0	8.73	528.4	2095	0
240	3.5	8.85	501.5	2124	14
240	7.0	8.89	475.0	2134	26
240	10.6	8.91	444.0	2138	36
240	14.1	8.86	411.1	2126	44
240	17.6	8.68	370.6	2083	51
240	21.1	8.40	325.1	2016	56
240	24.6	7.89	266.8	1894	57
240	28.2	7.35	174.9	1764	46
240	31.7	5.71	34.8	1370	13
240	32.4	5.39	0.0	1294	0
