PUMP NAME: SCS_12_375_180_BL
PRICE: 1924
# '.' are mandatory inputs that should be replaced by specifications or the line should be removed. 
# 'nan' are optional input.
# Units for columns are in the order: 
# [V]	[m]	[A]	[L/min]	[W]	[no unit]
voltage	tdh	current	flow	power	efficiency
135	0.0	7.48	70.4	1010	0
135	14.1	7.50	65.3	1013	15
135	28.2	7.48	59.4	1010	27
135	42.3	7.40	52.7	999	36
135	56.3	7.19	44.5	971	42
135	70.4	6.62	34.6	894	45
135	84.5	5.63	18.9	760	34
135	93.0	3.86	0.0	521	0
150	0.0	8.70	77.2	1305	0
150	14.1	8.77	72.8	1316	13
150	28.2	8.81	67.8	1322	24
150	42.3	8.81	62.3	1322	33
150	56.3	8.71	55.6	1307	39
150	70.4	8.44	47.6	1266	43
150	84.5	7.90	38.0	1185	44
150	98.6	7.03	25.9	1055	39
150	105.6	6.23	14.9	935	27
150	111.3	4.61	0.0	692	0
165	0.0	10.15	83.6	1675	0
165	14.1	10.19	79.4	1681	11
165	28.2	10.18	74.8	1680	20
165	42.3	10.14	69.8	1673	29
165	56.3	10.08	64.5	1663	36
165	70.4	9.94	57.9	1640	41
165	84.5	9.64	50.6	1591	44
165	98.6	9.23	42.5	1523	45
165	112.7	8.55	32.3	1411	42
165	126.8	7.02	16.3	1158	29
165	133.1	5.30	0.0	875	0
180	0.0	11.36	89.3	2045	0
180	14.1	11.40	85.6	2052	10
180	28.2	11.47	81.5	2065	18
180	42.3	11.52	77.2	2074	26
180	56.3	11.50	72.4	2070	32
180	70.4	11.48	67.0	2066	37
180	84.5	11.34	60.6	2041	41
180	98.6	11.07	53.9	1993	44
180	112.7	10.53	46.3	1895	45
180	126.8	9.91	37.3	1784	43
180	140.9	8.72	24.7	1570	36
180	156.3	6.32	0.0	1138	0
